Date,Adj Close_KAVDEFENCE.NS,Close_KAVDEFENCE.NS,High_KAVDEFENCE.NS,Low_KAVDEFENCE.NS,Open_KAVDEFENCE.NS,Volume_KAVDEFENCE.NS,Date
2025-06-09,48.5,48.5,48.900001525878906,46.47999954223633,46.47999954223633,113093,2025-06-09
2025-06-16,43.810001373291016,43.810001373291016,48.400001525878906,43.810001373291016,48.400001525878906,58505,2025-06-16
2025-06-23,48.34000015258789,48.34000015258789,48.34000015258789,42.93000030517578,42.93000030517578,49548,2025-06-23
2025-06-30,60.4900016784668,60.4900016784668,61.0099983215332,50.61000061035156,50.75,734914,2025-06-30
2025-07-07,62.7400016784668,62.7400016784668,66.68000030517578,61.0099983215332,61.7400016784668,560390,2025-07-07
2025-07-14,60.25,60.25,61.47999954223633,60.25,61.47999954223633,6939,2025-07-14
