Date,Adj Close_ARVIND.NS,Close_ARVIND.NS,High_ARVIND.NS,Low_ARVIND.NS,Open_ARVIND.NS,Volume_ARVIND.NS,Date
2020-07-13,31.350000381469727,31.350000381469727,32.54999923706055,30.5,32.25,3287203,2020-07-13
2020-07-20,30.950000762939453,30.950000762939453,32.70000076293945,30.75,31.950000762939453,4839200,2020-07-20
2020-07-27,28.700000762939453,28.700000762939453,31.299999237060547,28.350000381469727,30.950000762939453,4294678,2020-07-27
2020-08-03,30.450000762939453,30.450000762939453,31.399999618530273,27.5,28.850000381469727,8123124,2020-08-03
2020-08-10,33.29999923706055,33.29999923706055,35.900001525878906,30.200000762939453,30.5,27565890,2020-08-10
2020-08-17,36.04999923706055,36.04999923706055,37.20000076293945,33.349998474121094,33.75,19007336,2020-08-17
2020-08-24,35.54999923706055,35.54999923706055,37.25,34.5,36.349998474121094,14467911,2020-08-24
2020-08-31,33.849998474121094,33.849998474121094,36.5,32.599998474121094,36.04999923706055,11625378,2020-08-31
2020-09-07,31.950000762939453,31.950000762939453,34.150001525878906,30.899999618530273,34.150001525878906,6694027,2020-09-07
2020-09-14,32.599998474121094,32.599998474121094,34.70000076293945,31.649999618530273,32.20000076293945,13657653,2020-09-14
2020-09-21,33.0,33.0,33.29999923706055,28.649999618530273,32.45000076293945,15371707,2020-09-21
2020-09-28,34.04999923706055,34.04999923706055,35.099998474121094,31.600000381469727,33.75,9936838,2020-09-28
2020-10-05,35.25,35.25,37.70000076293945,33.349998474121094,34.29999923706055,16479908,2020-10-05
2020-10-12,34.099998474121094,34.099998474121094,35.45000076293945,32.650001525878906,35.0,7896532,2020-10-12
2020-10-19,34.849998474121094,34.849998474121094,35.70000076293945,33.400001525878906,34.20000076293945,7296118,2020-10-19
2020-10-26,33.79999923706055,33.79999923706055,35.70000076293945,33.400001525878906,35.0,6323303,2020-10-26
2020-11-02,33.79999923706055,33.79999923706055,34.349998474121094,32.849998474121094,33.79999923706055,5701309,2020-11-02
2020-11-09,41.29999923706055,41.29999923706055,42.0,33.54999923706055,34.150001525878906,21414051,2020-11-09
2020-11-16,41.349998474121094,41.349998474121094,43.54999923706055,39.349998474121094,39.349998474121094,10135540,2020-11-16
2020-11-23,40.54999923706055,40.54999923706055,41.79999923706055,39.0,41.5,9293896,2020-11-23
2020-11-30,41.599998474121094,41.599998474121094,41.900001525878906,39.54999923706055,40.54999923706055,7062420,2020-11-30
2020-12-07,44.150001525878906,44.150001525878906,49.349998474121094,41.79999923706055,41.79999923706055,22347255,2020-12-07
2020-12-14,50.0,50.0,53.25,43.70000076293945,44.25,18811597,2020-12-14
2020-12-21,46.70000076293945,46.70000076293945,49.849998474121094,41.5,49.79999923706055,8370758,2020-12-21
2020-12-28,47.599998474121094,47.599998474121094,48.650001525878906,44.349998474121094,46.70000076293945,9787441,2020-12-28
2021-01-04,50.95000076293945,50.95000076293945,52.45000076293945,47.0,48.0,9877085,2021-01-04
2021-01-11,53.0,53.0,57.900001525878906,52.099998474121094,52.45000076293945,18205935,2021-01-11
2021-01-18,52.29999923706055,52.29999923706055,55.849998474121094,51.25,53.0,8911137,2021-01-18
2021-01-25,53.20000076293945,53.20000076293945,55.95000076293945,48.349998474121094,52.45000076293945,10017813,2021-01-25
2021-02-01,54.75,54.75,56.0,51.099998474121094,53.5,17040748,2021-02-01
2021-02-08,72.0,72.0,73.5999984741211,53.0,54.849998474121094,39518572,2021-02-08
2021-02-15,69.6500015258789,69.6500015258789,75.0,65.75,73.0,10673501,2021-02-15
2021-02-22,80.4000015258789,80.4000015258789,83.4000015258789,66.80000305175781,70.5,17292269,2021-02-22
2021-03-01,78.44999694824219,78.44999694824219,84.5,75.5999984741211,81.3499984741211,9783836,2021-03-01
2021-03-08,74.5,74.5,79.5,73.0,79.0,2823257,2021-03-08
2021-03-15,69.6500015258789,69.6500015258789,76.44999694824219,64.05000305175781,74.6500015258789,4444514,2021-03-15
2021-03-22,66.1500015258789,66.1500015258789,73.94999694824219,63.099998474121094,70.94999694824219,5356862,2021-03-22
2021-03-29,69.0999984741211,69.0999984741211,69.4000015258789,65.55000305175781,66.1500015258789,2140412,2021-03-29
2021-04-05,67.0999984741211,67.0999984741211,69.69999694824219,62.150001525878906,69.44999694824219,5235645,2021-04-05
2021-04-12,62.54999923706055,62.54999923706055,65.4000015258789,60.0,64.80000305175781,3799852,2021-04-12
2021-04-19,60.5,60.5,62.54999923706055,59.0,60.900001525878906,3034978,2021-04-19
2021-04-26,65.80000305175781,65.80000305175781,69.3499984741211,60.150001525878906,60.400001525878906,7231104,2021-04-26
2021-05-03,73.5999984741211,73.5999984741211,74.9000015258789,63.599998474121094,65.0,11076908,2021-05-03
2021-05-10,71.8499984741211,71.8499984741211,77.0,71.0,77.0,5494762,2021-05-10
2021-05-17,77.94999694824219,77.94999694824219,80.0,72.0,72.69999694824219,8198244,2021-05-17
2021-05-24,77.55000305175781,77.55000305175781,83.75,75.80000305175781,78.55000305175781,11956474,2021-05-24
2021-05-31,78.5999984741211,78.5999984741211,81.5999984741211,76.5,77.8499984741211,6872431,2021-05-31
2021-06-07,85.3499984741211,85.3499984741211,89.30000305175781,78.25,78.94999694824219,13568852,2021-06-07
2021-06-14,81.75,81.75,89.5,78.5,85.3499984741211,5561107,2021-06-14
2021-06-21,78.94999694824219,78.94999694824219,84.30000305175781,78.44999694824219,80.69999694824219,3676760,2021-06-21
2021-06-28,80.69999694824219,80.69999694824219,81.44999694824219,77.69999694824219,79.44999694824219,3811199,2021-06-28
2021-07-05,88.0999984741211,88.0999984741211,92.19999694824219,81.55000305175781,82.25,14275735,2021-07-05
2021-07-12,108.1500015258789,108.1500015258789,112.0,89.5999984741211,89.5999984741211,31918047,2021-07-12
2021-07-19,104.8499984741211,104.8499984741211,111.80000305175781,100.1500015258789,105.5,10374666,2021-07-19
2021-07-26,104.0,104.0,115.55000305175781,96.44999694824219,104.0,15374658,2021-07-26
