Date,Adj Close_RPPINFRA.NS,Close_RPPINFRA.NS,High_RPPINFRA.NS,Low_RPPINFRA.NS,Open_RPPINFRA.NS,Volume_RPPINFRA.NS,Date
2020-07-13,43.95158386230469,43.95158386230469,49.0069580078125,42.706600189208984,47.46016311645508,55398,2020-07-13
2020-07-20,43.498863220214844,43.498863220214844,45.913368225097656,42.065250396728516,43.80067443847656,58737,2020-07-20
2020-07-27,39.198020935058594,39.198020935058594,48.2901496887207,38.33030700683594,42.29161071777344,349202,2020-07-27
2020-08-03,39.16029357910156,39.16029357910156,39.613014221191406,37.00987243652344,38.78302764892578,59308,2020-08-03
2020-08-10,44.66838836669922,44.66838836669922,52.74189758300781,35.463077545166016,42.10297393798828,770414,2020-08-10
2020-08-17,44.4420280456543,44.4420280456543,48.89377975463867,42.555694580078125,46.74335861206055,453395,2020-08-17
2020-08-24,44.027034759521484,44.027034759521484,48.516510009765625,43.725223541259766,44.66838836669922,540583,2020-08-24
2020-08-31,41.57480239868164,41.57480239868164,45.12110900878906,40.29209518432617,43.7629508972168,64115,2020-08-31
2020-09-07,39.763919830322266,39.763919830322266,42.10297393798828,36.70806121826172,41.65025329589844,57173,2020-09-07
2020-09-14,42.404788970947266,42.404788970947266,45.27201461791992,39.386653900146484,41.83888626098633,121002,2020-09-14
2020-09-21,37.23623275756836,37.23623275756836,45.27201461791992,36.17988586425781,42.3293342590332,155570,2020-09-21
2020-09-28,38.292579650878906,38.292579650878906,40.518455505371094,36.67033386230469,37.38713836669922,45994,2020-09-28
2020-10-05,43.46113586425781,43.46113586425781,47.233802795410156,37.65122604370117,39.198020935058594,1194345,2020-10-05
2020-10-12,38.74530029296875,38.74530029296875,45.724735260009766,37.953041076660156,43.7629508972168,317871,2020-10-12
2020-10-19,39.198020935058594,39.198020935058594,40.707088470458984,38.4812126159668,38.78302764892578,71946,2020-10-19
2020-10-26,36.85896682739258,36.85896682739258,39.763919830322266,35.085811614990234,39.235748291015625,99145,2020-10-26
2020-11-02,34.595367431640625,34.595367431640625,37.46259307861328,30.483158111572266,37.27396011352539,200801,2020-11-02
2020-11-09,33.237205505371094,33.237205505371094,35.72716522216797,30.143617630004883,34.21809768676758,471603,2020-11-09
2020-11-16,35.0480842590332,35.0480842590332,35.463077545166016,31.38859748840332,34.51991271972656,486516,2020-11-16
2020-11-23,34.40673065185547,34.40673065185547,36.17988586425781,33.274932861328125,35.72716522216797,194233,2020-11-23
2020-11-30,39.46210861206055,39.46210861206055,40.44300079345703,33.274932861328125,34.40673065185547,1189671,2020-11-30
2020-12-07,39.49983215332031,39.49983215332031,44.51748275756836,36.217613220214844,39.46210861206055,1386125,2020-12-07
2020-12-14,41.19753646850586,41.19753646850586,43.00841522216797,38.55666732788086,39.726192474365234,824510,2020-12-14
2020-12-21,38.4812126159668,38.4812126159668,41.49934768676758,34.70854568481445,40.744815826416016,478903,2020-12-21
2020-12-28,41.98979568481445,41.98979568481445,44.14021682739258,38.36803436279297,40.17891311645508,738131,2020-12-28
2021-01-04,51.647823333740234,51.647823333740234,54.62823486328125,42.065250396728516,43.7629508972168,3071075,2021-01-04
2021-01-11,46.78108215332031,46.78108215332031,53.53416061401367,46.40381622314453,51.98736572265625,598394,2021-01-11
2021-01-18,46.93199157714844,46.93199157714844,55.420494079589844,43.15932083129883,46.59244918823242,1614699,2021-01-18
2021-01-25,47.42243576049805,47.42243576049805,51.647823333740234,45.30974197387695,47.53561782836914,714868,2021-01-25
2021-02-01,50.85556411743164,50.85556411743164,54.89231872558594,46.63017654418945,49.04468536376953,895852,2021-02-01
2021-02-08,52.440086364746094,52.440086364746094,57.34455490112305,50.85556411743164,50.85556411743164,1552267,2021-02-08
2021-02-15,52.89280700683594,52.89280700683594,55.5713996887207,50.55375289916992,53.194618225097656,1096245,2021-02-15
2021-02-22,49.30876922607422,49.30876922607422,54.74141311645508,48.89377975463867,53.57188415527344,607755,2021-02-22
2021-03-01,55.986392974853516,55.986392974853516,62.77719497680664,49.42195129394531,50.44057083129883,2988320,2021-03-01
2021-03-08,52.51553726196289,52.51553726196289,58.02363586425781,47.0828971862793,57.53318786621094,562831,2021-03-08
2021-03-15,52.100547790527344,52.100547790527344,54.2509651184082,49.12013626098633,54.100059509277344,375585,2021-03-15
2021-03-22,45.385196685791016,45.385196685791016,53.0437126159668,42.178428649902344,52.100547790527344,409226,2021-03-22
2021-03-29,46.74335861206055,46.74335861206055,48.66741943359375,42.3293342590332,45.385196685791016,226503,2021-03-29
2021-04-05,45.30974197387695,45.30974197387695,47.837432861328125,44.51748275756836,47.837432861328125,172267,2021-04-05
2021-04-12,40.744815826416016,40.744815826416016,44.819297790527344,40.14118957519531,44.819297790527344,166989,2021-04-12
2021-04-19,44.63066482543945,44.63066482543945,46.06427764892578,38.63212203979492,40.744815826416016,654636,2021-04-19
2021-04-26,45.83791732788086,45.83791732788086,52.06282043457031,43.42340850830078,45.12110900878906,1009014,2021-04-26
2021-05-03,48.365604400634766,48.365604400634766,51.23283386230469,44.89474868774414,45.573829650878906,715943,2021-05-03
2021-05-10,45.83791732788086,45.83791732788086,50.51602554321289,45.27201461791992,48.327877044677734,355036,2021-05-10
2021-05-17,53.0437126159668,53.0437126159668,55.986392974853516,46.25291061401367,46.2906379699707,1637409,2021-05-17
2021-05-24,49.874671936035156,49.874671936035156,54.288692474365234,49.497406005859375,52.326904296875,987563,2021-05-24
2021-05-31,51.76100540161133,51.76100540161133,58.36317443847656,47.799705505371094,49.874671936035156,3478300,2021-05-31
2021-06-07,50.70465850830078,50.70465850830078,53.79824447631836,50.25193786621094,52.17599868774414,2070216,2021-06-07
2021-06-14,48.25242233276367,48.25242233276367,51.496917724609375,46.59244918823242,50.70465850830078,1339575,2021-06-14
2021-06-21,49.76148986816406,49.76148986816406,54.2509651184082,48.66741943359375,50.25193786621094,2444023,2021-06-21
2021-06-28,50.13875961303711,50.13875961303711,51.685550689697266,49.42195129394531,50.176483154296875,739154,2021-06-28
2021-07-05,50.59147644042969,50.59147644042969,54.06233215332031,50.176483154296875,50.176483154296875,2094432,2021-07-05
2021-07-12,65.60669708251953,65.60669708251953,70.3225326538086,51.119651794433594,51.157379150390625,14565528,2021-07-12
2021-07-19,68.17211151123047,68.17211151123047,78.09423065185547,65.94623565673828,66.70076751708984,12157873,2021-07-19
2021-07-26,64.62580108642578,64.62580108642578,70.47344207763672,63.607181549072266,68.28529357910156,3365260,2021-07-26
2021-08-02,64.21080780029297,64.21080780029297,69.26618194580078,63.607181549072266,64.13536071777344,3336169,2021-08-02
2021-08-09,62.21129608154297,62.21129608154297,65.15397644042969,55.91093826293945,64.55034637451172,1977439,2021-08-09
2021-08-16,58.85362243652344,58.85362243652344,62.21129608154297,56.81637954711914,60.438140869140625,962216,2021-08-16
2021-08-23,55.38276672363281,55.38276672363281,59.79678726196289,53.0437126159668,59.608154296875,949573,2021-08-23
2021-08-30,56.59001922607422,56.59001922607422,58.09908676147461,54.81686782836914,55.646854400634766,802814,2021-08-30
2021-09-06,60.2117805480957,60.2117805480957,63.90899658203125,55.646854400634766,56.96728515625,1653632,2021-09-06
2021-09-13,77.0,77.0,78.6500015258789,60.475868225097656,60.81541061401367,2804957,2021-09-13
2021-09-20,69.5999984741211,69.5999984741211,76.80000305175781,69.30000305175781,76.0,1471614,2021-09-20
2021-09-27,66.30000305175781,66.30000305175781,71.0,65.0,70.0,765873,2021-09-27
2021-10-04,64.9000015258789,64.9000015258789,67.75,64.69999694824219,67.3499984741211,617555,2021-10-04
2021-10-11,62.75,62.75,66.3499984741211,62.650001525878906,64.55000305175781,623759,2021-10-11
2021-10-18,58.599998474121094,58.599998474121094,64.8499984741211,57.900001525878906,62.79999923706055,874634,2021-10-18
