Date,Adj Close_GULFPETRO.NS,Close_GULFPETRO.NS,High_GULFPETRO.NS,Low_GULFPETRO.NS,Open_GULFPETRO.NS,Volume_GULFPETRO.NS,Date
2020-07-13,43.201934814453125,44.0,47.0,43.0,46.150001525878906,80978,2020-07-13
2020-07-20,42.41644287109375,43.20000076293945,45.5,42.0,44.349998474121094,233876,2020-07-20
2020-07-27,39.618133544921875,40.349998474121094,43.70000076293945,39.900001525878906,43.29999923706055,145036,2020-07-27
2020-08-03,40.20725631713867,40.95000076293945,42.54999923706055,36.75,40.099998474121094,534705,2020-08-03
2020-08-10,39.76541519165039,40.5,42.0,39.099998474121094,40.95000076293945,204473,2020-08-10
2020-08-17,42.563720703125,43.349998474121094,44.599998474121094,39.79999923706055,40.400001525878906,276942,2020-08-17
2020-08-24,42.563720703125,43.349998474121094,48.95000076293945,41.5,44.0,600025,2020-08-24
2020-08-31,40.5509033203125,41.29999923706055,44.099998474121094,38.0,43.349998474121094,90569,2020-08-31
2020-09-07,40.698184967041016,41.45000076293945,44.0,40.0,40.20000076293945,99214,2020-09-07
2020-09-14,40.599998474121094,41.349998474121094,43.25,40.0,41.70000076293945,92831,2020-09-14
2020-09-21,36.86892318725586,37.54999923706055,41.75,35.599998474121094,41.349998474121094,97224,2020-09-21
2020-09-28,38.54999923706055,38.54999923706055,39.5,37.0,38.5,162667,2020-09-28
2020-10-05,38.95000076293945,38.95000076293945,42.0,37.0,38.150001525878906,278300,2020-10-05
2020-10-12,36.0,36.0,39.5,35.29999923706055,39.0,142247,2020-10-12
2020-10-19,35.75,35.75,37.5,35.099998474121094,37.0,102580,2020-10-19
2020-10-26,34.099998474121094,34.099998474121094,37.150001525878906,33.5,36.900001525878906,120895,2020-10-26
2020-11-02,34.0,34.0,34.79999923706055,33.0,34.79999923706055,63626,2020-11-02
2020-11-09,43.849998474121094,43.849998474121094,45.0,33.20000076293945,34.900001525878906,864593,2020-11-09
2020-11-16,44.70000076293945,44.70000076293945,48.0,39.849998474121094,39.849998474121094,1211506,2020-11-16
2020-11-23,43.150001525878906,43.150001525878906,45.650001525878906,40.70000076293945,45.400001525878906,173673,2020-11-23
2020-11-30,43.75,43.75,44.900001525878906,42.54999923706055,43.150001525878906,151159,2020-11-30
2020-12-07,46.25,46.25,49.70000076293945,42.400001525878906,44.0,662059,2020-12-07
2020-12-14,47.04999923706055,47.04999923706055,49.5,44.5,47.25,686428,2020-12-14
2020-12-21,46.5,46.5,51.45000076293945,43.20000076293945,47.150001525878906,759435,2020-12-21
2020-12-28,46.95000076293945,46.95000076293945,48.400001525878906,45.099998474121094,46.900001525878906,331452,2020-12-28
2021-01-04,48.45000076293945,48.45000076293945,50.75,45.5,47.0,783394,2021-01-04
2021-01-11,43.54999923706055,43.54999923706055,49.25,43.0,48.150001525878906,434241,2021-01-11
2021-01-18,43.25,43.25,45.599998474121094,42.20000076293945,43.54999923706055,232782,2021-01-18
2021-01-25,41.150001525878906,41.150001525878906,44.20000076293945,40.650001525878906,42.54999923706055,102412,2021-01-25
2021-02-01,42.75,42.75,44.599998474121094,40.75,41.150001525878906,217174,2021-02-01
2021-02-08,43.29999923706055,43.29999923706055,45.900001525878906,41.20000076293945,42.54999923706055,357732,2021-02-08
2021-02-15,41.849998474121094,41.849998474121094,44.650001525878906,41.29999923706055,44.650001525878906,213328,2021-02-15
2021-02-22,40.849998474121094,40.849998474121094,42.45000076293945,40.0,42.45000076293945,233621,2021-02-22
2021-03-01,42.400001525878906,42.400001525878906,46.5,41.150001525878906,41.95000076293945,528919,2021-03-01
2021-03-08,41.54999923706055,41.54999923706055,43.79999923706055,41.25,43.79999923706055,149456,2021-03-08
2021-03-15,39.400001525878906,39.400001525878906,42.400001525878906,37.54999923706055,41.599998474121094,225799,2021-03-15
2021-03-22,36.650001525878906,36.650001525878906,40.400001525878906,36.150001525878906,39.400001525878906,251803,2021-03-22
2021-03-29,38.29999923706055,38.29999923706055,38.79999923706055,35.5,36.650001525878906,167078,2021-03-29
2021-04-05,38.25,38.25,39.0,36.849998474121094,38.400001525878906,192688,2021-04-05
2021-04-12,36.95000076293945,36.95000076293945,38.25,34.79999923706055,38.25,120144,2021-04-12
2021-04-19,43.70000076293945,43.70000076293945,43.70000076293945,35.5,37.400001525878906,1207859,2021-04-19
2021-04-26,43.0,43.0,47.5,40.45000076293945,45.900001525878906,1402210,2021-04-26
2021-05-03,43.5,43.5,47.0,42.349998474121094,43.099998474121094,791057,2021-05-03
2021-05-10,46.400001525878906,46.400001525878906,49.70000076293945,42.45000076293945,44.0,1097165,2021-05-10
2021-05-17,49.400001525878906,49.400001525878906,50.400001525878906,44.900001525878906,46.75,1172714,2021-05-17
2021-05-24,56.349998474121094,56.349998474121094,61.54999923706055,50.0,52.0,4697929,2021-05-24
2021-05-31,64.6500015258789,64.6500015258789,65.0,53.099998474121094,56.95000076293945,4409631,2021-05-31
2021-06-07,67.0999984741211,67.0999984741211,77.55000305175781,65.5,67.0,5850096,2021-06-07
2021-06-14,60.25,60.25,68.4000015258789,58.20000076293945,68.4000015258789,894756,2021-06-14
2021-06-21,62.0,62.0,64.5999984741211,59.650001525878906,61.70000076293945,926243,2021-06-21
2021-06-28,66.0,66.0,67.5,61.5,63.45000076293945,1080191,2021-06-28
2021-07-05,65.1500015258789,65.1500015258789,69.9000015258789,63.900001525878906,66.4000015258789,993026,2021-07-05
2021-07-12,67.30000305175781,67.30000305175781,74.0,64.0,66.5,1759825,2021-07-12
2021-07-19,64.30000305175781,64.30000305175781,67.9000015258789,62.70000076293945,66.0999984741211,343297,2021-07-19
2021-07-26,61.70000076293945,61.70000076293945,64.8499984741211,61.099998474121094,63.20000076293945,430202,2021-07-26
2021-08-02,63.599998474121094,63.599998474121094,68.0,61.04999923706055,64.3499984741211,773384,2021-08-02
2021-08-09,56.29999923706055,56.29999923706055,65.8499984741211,52.349998474121094,64.9000015258789,692885,2021-08-09
2021-08-16,52.70000076293945,52.70000076293945,56.849998474121094,51.25,54.54999923706055,370439,2021-08-16
2021-08-23,52.04999923706055,52.04999923706055,54.0,48.04999923706055,53.0,361625,2021-08-23
2021-08-30,57.75,57.75,62.5,52.25,52.849998474121094,1354599,2021-08-30
2021-09-06,53.79999923706055,53.79999923706055,58.900001525878906,52.70000076293945,57.79999923706055,299311,2021-09-06
2021-09-13,56.099998474121094,56.099998474121094,60.900001525878906,53.099998474121094,53.099998474121094,697088,2021-09-13
2021-09-20,53.54999923706055,53.54999923706055,56.75,53.0,56.400001525878906,298832,2021-09-20
2021-09-27,55.0,55.0,57.45000076293945,52.79999923706055,53.54999923706055,595379,2021-09-27
2021-10-04,54.349998474121094,54.349998474121094,57.5,54.0,55.95000076293945,352791,2021-10-04
2021-10-11,55.04999923706055,55.04999923706055,57.0,53.599998474121094,54.099998474121094,457629,2021-10-11
2021-10-18,50.29999923706055,50.29999923706055,56.0,49.54999923706055,55.099998474121094,331466,2021-10-18
2021-10-25,49.45000076293945,49.45000076293945,52.95000076293945,48.75,52.95000076293945,186326,2021-10-25
2021-11-01,51.04999923706055,51.04999923706055,51.400001525878906,48.75,49.45000076293945,125044,2021-11-01
2021-11-08,49.25,49.25,52.0,49.0,51.04999923706055,177548,2021-11-08
2021-11-15,45.150001525878906,45.150001525878906,50.0,44.70000076293945,50.0,243916,2021-11-15
2021-11-22,43.95000076293945,43.95000076293945,46.150001525878906,42.20000076293945,44.099998474121094,286198,2021-11-22
2021-11-29,43.150001525878906,43.150001525878906,44.900001525878906,41.099998474121094,41.099998474121094,267874,2021-11-29
2021-12-06,46.400001525878906,46.400001525878906,46.75,42.099998474121094,44.400001525878906,252664,2021-12-06
2021-12-13,43.20000076293945,43.20000076293945,47.5,42.25,47.150001525878906,144056,2021-12-13
2021-12-20,48.04999923706055,48.04999923706055,51.45000076293945,41.5,44.900001525878906,962564,2021-12-20
2021-12-27,45.349998474121094,45.349998474121094,49.5,44.45000076293945,48.04999923706055,379565,2021-12-27
2022-01-03,52.599998474121094,52.599998474121094,56.25,44.0,45.79999923706055,3072564,2022-01-03
2022-01-10,52.79999923706055,52.79999923706055,55.79999923706055,50.599998474121094,52.95000076293945,879634,2022-01-10
2022-01-17,50.79999923706055,50.79999923706055,54.5,50.150001525878906,53.599998474121094,529509,2022-01-17
2022-01-24,48.099998474121094,48.099998474121094,51.400001525878906,45.04999923706055,50.70000076293945,267220,2022-01-24
2022-01-31,57.54999923706055,57.54999923706055,61.5,47.400001525878906,49.5,4875527,2022-01-31
2022-02-07,52.150001525878906,52.150001525878906,58.349998474121094,51.099998474121094,57.900001525878906,557267,2022-02-07
2022-02-14,49.599998474121094,49.599998474121094,52.0,46.599998474121094,49.599998474121094,423860,2022-02-14
2022-02-21,49.349998474121094,49.349998474121094,58.599998474121094,45.900001525878906,51.900001525878906,1932369,2022-02-21
2022-02-28,49.25,49.25,51.5,48.29999923706055,50.79999923706055,323105,2022-02-28
2022-03-07,51.75,51.75,52.70000076293945,47.599998474121094,49.79999923706055,401928,2022-03-07
2022-03-14,52.70000076293945,52.70000076293945,55.79999923706055,49.099998474121094,52.900001525878906,849935,2022-03-14
2022-03-21,49.349998474121094,49.349998474121094,53.75,48.849998474121094,53.150001525878906,328734,2022-03-21
2022-03-28,48.70000076293945,48.70000076293945,49.900001525878906,45.0,49.349998474121094,711853,2022-03-28
2022-04-04,52.25,52.25,54.5,49.099998474121094,49.45000076293945,931733,2022-04-04
2022-04-11,51.849998474121094,51.849998474121094,53.099998474121094,51.150001525878906,52.70000076293945,223328,2022-04-11
2022-04-18,56.29999923706055,56.29999923706055,59.599998474121094,48.75,50.599998474121094,2761479,2022-04-18
2022-04-25,53.45000076293945,53.45000076293945,56.900001525878906,50.349998474121094,55.849998474121094,961932,2022-04-25
2022-05-02,50.400001525878906,50.400001525878906,56.0,49.70000076293945,53.0,582004,2022-05-02
2022-05-09,47.29999923706055,47.29999923706055,50.79999923706055,45.79999923706055,50.400001525878906,296204,2022-05-09
2022-05-16,54.099998474121094,54.099998474121094,55.0,46.5,46.5,615628,2022-05-16
2022-05-23,47.54999923706055,47.54999923706055,54.45000076293945,46.5,54.45000076293945,307582,2022-05-23
2022-05-30,48.79999923706055,48.79999923706055,52.20000076293945,48.04999923706055,48.20000076293945,414306,2022-05-30
2022-06-06,48.5,48.5,52.5,47.75,49.0,638838,2022-06-06
2022-06-13,42.5,42.5,48.29999923706055,42.0,48.29999923706055,231572,2022-06-13
2022-06-20,44.5,44.5,46.5,39.400001525878906,45.0,281651,2022-06-20
2022-06-27,43.849998474121094,43.849998474121094,46.0,41.5,45.0,166932,2022-06-27
2022-07-04,44.099998474121094,44.099998474121094,44.95000076293945,43.04999923706055,43.70000076293945,85889,2022-07-04
2022-07-11,43.20000076293945,43.20000076293945,45.29999923706055,42.29999923706055,44.25,135128,2022-07-11
2022-07-18,46.79999923706055,46.79999923706055,47.70000076293945,43.29999923706055,44.29999923706055,268452,2022-07-18
2022-07-25,51.04999923706055,51.04999923706055,54.29999923706055,44.70000076293945,46.45000076293945,597337,2022-07-25
2022-08-01,55.29999923706055,55.29999923706055,58.95000076293945,50.29999923706055,50.95000076293945,1570039,2022-08-01
2022-08-08,53.29999923706055,53.29999923706055,56.5,52.099998474121094,56.0,318004,2022-08-08
2022-08-15,57.599998474121094,57.599998474121094,58.45000076293945,52.0,53.29999923706055,1607211,2022-08-15
2022-08-22,61.29999923706055,61.29999923706055,63.900001525878906,57.150001525878906,57.900001525878906,5430766,2022-08-22
2022-08-29,62.5,62.5,64.9000015258789,59.099998474121094,59.900001525878906,3947674,2022-08-29
2022-09-05,65.4000015258789,65.4000015258789,67.19999694824219,62.349998474121094,63.20000076293945,2883080,2022-09-05
2022-09-12,59.5,59.5,66.5,58.25,66.30000305175781,2292987,2022-09-12
2022-09-19,58.45000076293945,58.45000076293945,60.5,57.150001525878906,59.5,1209759,2022-09-19
2022-09-26,53.70000076293945,53.70000076293945,59.0,52.45000076293945,59.0,1070546,2022-09-26
2022-10-03,57.150001525878906,57.150001525878906,57.900001525878906,54.0,54.5,656109,2022-10-03
2022-10-10,54.400001525878906,54.400001525878906,57.099998474121094,53.75,56.79999923706055,719631,2022-10-10
2022-10-17,52.849998474121094,52.849998474121094,55.75,52.0,53.70000076293945,1513291,2022-10-17
2022-10-24,50.900001525878906,50.900001525878906,54.70000076293945,49.75,54.0,320182,2022-10-24
2022-10-31,52.75,52.75,54.0,51.349998474121094,51.5,1399282,2022-10-31
2022-11-07,51.54999923706055,51.54999923706055,53.70000076293945,48.0,53.45000076293945,1025733,2022-11-07
2022-11-14,49.45000076293945,49.45000076293945,59.0,49.0,52.5,1703493,2022-11-14
2022-11-21,42.79999923706055,42.79999923706055,50.400001525878906,39.54999923706055,50.400001525878906,4875686,2022-11-21
2022-11-28,44.0,44.0,46.0,43.0,43.0,622007,2022-11-28
2022-12-05,43.599998474121094,43.599998474121094,45.400001525878906,43.349998474121094,44.650001525878906,459637,2022-12-05
2022-12-12,43.099998474121094,43.099998474121094,45.25,42.5,44.25,684668,2022-12-12
2022-12-19,39.849998474121094,39.849998474121094,44.0,39.54999923706055,44.0,582504,2022-12-19
2022-12-26,42.849998474121094,42.849998474121094,43.75,39.95000076293945,40.0,327585,2022-12-26
2023-01-02,42.79999923706055,42.79999923706055,43.54999923706055,42.04999923706055,43.400001525878906,252775,2023-01-02
2023-01-09,41.849998474121094,41.849998474121094,43.900001525878906,41.599998474121094,43.900001525878906,178348,2023-01-09
2023-01-16,42.150001525878906,42.150001525878906,42.79999923706055,41.5,41.849998474121094,140052,2023-01-16
2023-01-23,40.54999923706055,40.54999923706055,42.75,40.20000076293945,42.70000076293945,208017,2023-01-23
2023-01-30,39.79999923706055,39.79999923706055,41.650001525878906,39.150001525878906,41.150001525878906,264684,2023-01-30
2023-02-06,38.400001525878906,38.400001525878906,41.75,37.650001525878906,40.349998474121094,316260,2023-02-06
2023-02-13,36.150001525878906,36.150001525878906,38.54999923706055,35.099998474121094,38.400001525878906,263777,2023-02-13
2023-02-20,34.45000076293945,34.45000076293945,36.599998474121094,32.900001525878906,36.150001525878906,305967,2023-02-20
2023-02-27,35.150001525878906,35.150001525878906,35.400001525878906,33.0,34.849998474121094,432554,2023-02-27
2023-03-06,37.150001525878906,37.150001525878906,40.849998474121094,33.75,35.849998474121094,1466735,2023-03-06
2023-03-13,33.400001525878906,33.400001525878906,38.900001525878906,33.0,36.900001525878906,876584,2023-03-13
2023-03-20,33.099998474121094,33.099998474121094,35.400001525878906,33.0,35.400001525878906,566138,2023-03-20
2023-03-27,31.75,31.75,34.0,31.0,33.54999923706055,725178,2023-03-27
2023-04-03,34.79999923706055,34.79999923706055,35.20000076293945,31.799999237060547,32.099998474121094,298511,2023-04-03
2023-04-10,34.54999923706055,34.54999923706055,35.75,33.5,35.25,205560,2023-04-10
2023-04-17,34.849998474121094,34.849998474121094,35.70000076293945,33.45000076293945,34.150001525878906,323734,2023-04-17
2023-04-24,35.75,35.75,37.349998474121094,34.0,35.25,397023,2023-04-24
2023-05-01,36.849998474121094,36.849998474121094,37.75,35.75,35.75,260243,2023-05-01
2023-05-08,37.650001525878906,37.650001525878906,38.75,35.5,37.25,456695,2023-05-08
2023-05-15,36.650001525878906,36.650001525878906,38.29999923706055,36.099998474121094,38.29999923706055,277682,2023-05-15
2023-05-22,36.0,36.0,37.0,33.95000076293945,37.0,259112,2023-05-22
2023-05-29,36.400001525878906,36.400001525878906,37.45000076293945,36.0,36.75,222021,2023-05-29
2023-06-05,38.45000076293945,38.45000076293945,40.54999923706055,36.150001525878906,36.599998474121094,1136123,2023-06-05
2023-06-12,39.20000076293945,39.20000076293945,40.599998474121094,37.79999923706055,38.5,548214,2023-06-12
2023-06-19,39.900001525878906,39.900001525878906,41.0,38.70000076293945,40.0,548827,2023-06-19
2023-06-26,38.75,38.75,40.70000076293945,38.29999923706055,39.70000076293945,342290,2023-06-26
2023-07-03,42.04999923706055,42.04999923706055,42.599998474121094,38.400001525878906,39.25,1019957,2023-07-03
2023-07-10,41.04999923706055,41.04999923706055,43.150001525878906,39.349998474121094,42.5,591608,2023-07-10
2023-07-17,40.099998474121094,40.099998474121094,41.45000076293945,39.400001525878906,41.20000076293945,365721,2023-07-17
2023-07-24,40.25,40.25,41.0,38.349998474121094,40.5,520622,2023-07-24
2023-07-31,42.0,42.0,42.650001525878906,40.150001525878906,40.79999923706055,831304,2023-07-31
2023-08-07,42.95000076293945,42.95000076293945,47.20000076293945,40.79999923706055,42.0,2659851,2023-08-07
2023-08-14,42.04999923706055,42.04999923706055,43.599998474121094,40.29999923706055,42.95000076293945,511905,2023-08-14
2023-08-21,43.20000076293945,43.20000076293945,46.0,42.25,42.79999923706055,1193536,2023-08-21
2023-08-28,45.79999923706055,45.79999923706055,48.400001525878906,43.0,43.25,2457959,2023-08-28
2023-09-04,46.650001525878906,46.650001525878906,48.20000076293945,45.25,46.349998474121094,1660124,2023-09-04
2023-09-11,45.400001525878906,45.400001525878906,47.70000076293945,42.45000076293945,47.70000076293945,932543,2023-09-11
2023-09-18,48.70000076293945,48.70000076293945,49.29999923706055,43.54999923706055,45.599998474121094,1921637,2023-09-18
2023-09-25,54.349998474121094,54.349998474121094,55.5,46.75,49.5,8047348,2023-09-25
2023-10-02,54.04999923706055,54.04999923706055,55.099998474121094,51.29999923706055,54.349998474121094,2483190,2023-10-02
2023-10-09,58.25,58.25,59.70000076293945,51.650001525878906,53.25,3025877,2023-10-09
2023-10-16,59.349998474121094,59.349998474121094,65.44999694824219,57.900001525878906,59.0,5472092,2023-10-16
2023-10-23,56.349998474121094,56.349998474121094,58.900001525878906,51.25,58.900001525878906,395480,2023-10-23
2023-10-30,54.349998474121094,54.349998474121094,57.5,52.0,57.0,179007,2023-10-30
2023-11-06,55.29999923706055,55.29999923706055,60.45000076293945,52.95000076293945,56.29999923706055,328848,2023-11-06
2023-11-13,55.25,55.25,57.0,54.0,56.900001525878906,179885,2023-11-13
2023-11-20,52.79999923706055,52.79999923706055,56.75,52.5,55.0,147563,2023-11-20
2023-11-27,53.45000076293945,53.45000076293945,55.0,50.20000076293945,52.79999923706055,209847,2023-11-27
2023-12-04,53.650001525878906,53.650001525878906,55.400001525878906,52.5,54.5,394458,2023-12-04
2023-12-11,52.95000076293945,52.95000076293945,55.0,52.20000076293945,54.0,317722,2023-12-11
2023-12-18,50.349998474121094,50.349998474121094,53.75,48.5,53.75,295364,2023-12-18
2023-12-25,54.79999923706055,54.79999923706055,56.0,50.349998474121094,50.349998474121094,479033,2023-12-25
2024-01-01,54.95000076293945,54.95000076293945,56.29999923706055,53.79999923706055,55.79999923706055,286786,2024-01-01
2024-01-08,57.75,57.75,63.0,54.349998474121094,55.79999923706055,782614,2024-01-08
2024-01-15,58.95000076293945,58.95000076293945,59.0,53.70000076293945,57.70000076293945,598465,2024-01-15
2024-01-22,63.95000076293945,63.95000076293945,65.0,58.0,58.95000076293945,574085,2024-01-22
2024-01-29,75.55000305175781,75.55000305175781,81.44999694824219,64.0,67.05000305175781,6443002,2024-01-29
2024-02-05,68.25,68.25,76.55000305175781,66.4000015258789,75.75,1743900,2024-02-05
2024-02-12,70.0999984741211,70.0999984741211,74.0,60.099998474121094,67.30000305175781,1658779,2024-02-12
2024-02-19,74.55000305175781,74.55000305175781,78.80000305175781,70.80000305175781,75.8499984741211,3921541,2024-02-19
2024-02-26,68.44999694824219,68.44999694824219,75.69999694824219,65.55000305175781,75.3499984741211,1207450,2024-02-26
2024-03-04,77.4000015258789,77.4000015258789,90.19999694824219,74.4000015258789,74.4000015258789,20474563,2024-03-04
2024-03-11,64.44999694824219,64.44999694824219,78.0999984741211,57.25,77.8499984741211,3445619,2024-03-11
2024-03-18,61.70000076293945,61.70000076293945,67.0,59.25,65.1500015258789,1272088,2024-03-18
2024-03-25,60.349998474121094,60.349998474121094,63.95000076293945,59.70000076293945,61.70000076293945,990394,2024-03-25
2024-04-01,67.94999694824219,67.94999694824219,69.05000305175781,61.900001525878906,62.0,1557713,2024-04-01
2024-04-08,68.9000015258789,68.9000015258789,73.4000015258789,65.80000305175781,68.4000015258789,1595891,2024-04-08
2024-04-15,65.3499984741211,65.3499984741211,68.5999984741211,63.900001525878906,66.1500015258789,657039,2024-04-15
2024-04-22,67.0999984741211,67.0999984741211,70.0,65.3499984741211,66.69999694824219,855349,2024-04-22
2024-04-29,67.05000305175781,67.05000305175781,69.75,65.0999984741211,67.0999984741211,932024,2024-04-29
2024-05-06,62.70000076293945,62.70000076293945,68.5,60.849998474121094,67.3499984741211,652995,2024-05-06
2024-05-13,64.3499984741211,64.3499984741211,65.0,60.95000076293945,62.70000076293945,345440,2024-05-13
2024-05-20,63.849998474121094,63.849998474121094,65.75,63.099998474121094,64.3499984741211,466800,2024-05-20
2024-05-27,60.900001525878906,60.900001525878906,65.5,59.54999923706055,63.900001525878906,937733,2024-05-27
2024-06-03,61.900001525878906,61.900001525878906,63.650001525878906,55.04999923706055,63.650001525878906,763502,2024-06-03
2024-06-10,66.91999816894531,66.91999816894531,67.5,62.04999923706055,63.0,1531585,2024-06-10
2024-06-17,67.19999694824219,67.19999694824219,69.69999694824219,66.4000015258789,67.25,1774813,2024-06-17
2024-06-24,65.83000183105469,65.83000183105469,71.5,65.22000122070312,67.83000183105469,1267662,2024-06-24
2024-07-01,70.62999725341797,70.62999725341797,75.0,65.41000366210938,66.01000213623047,4674977,2024-07-01
2024-07-08,69.81999969482422,69.81999969482422,72.81999969482422,67.93000030517578,71.30000305175781,1390154,2024-07-08
2024-07-15,70.76000213623047,70.76000213623047,78.5,69.5199966430664,70.8499984741211,3519564,2024-07-15
2024-07-22,80.4800033569336,80.4800033569336,81.98999786376953,67.19999694824219,69.80000305175781,4544294,2024-07-22
2024-07-29,75.2300033569336,75.2300033569336,81.5,74.05000305175781,81.0,2446659,2024-07-29
2024-08-05,71.61000061035156,71.61000061035156,79.0,61.54999923706055,72.0,1644700,2024-08-05
2024-08-12,66.61000061035156,66.61000061035156,73.0,65.98999786376953,71.0999984741211,1121870,2024-08-12
2024-08-19,71.05000305175781,71.05000305175781,72.86000061035156,66.62000274658203,66.62000274658203,1076747,2024-08-19
2024-08-26,80.98999786376953,80.98999786376953,83.0,70.0199966430664,72.0,8195071,2024-08-26
2024-09-02,79.02999877929688,79.02999877929688,85.5999984741211,76.98999786376953,81.98999786376953,4129017,2024-09-02
2024-09-09,87.04000091552734,87.04000091552734,92.73999786376953,77.0,79.69999694824219,12919974,2024-09-09
2024-09-16,86.2300033569336,86.2300033569336,93.4800033569336,82.5999984741211,87.98999786376953,6041725,2024-09-16
