Date,Adj Close_ABINFRA.NS,Close_ABINFRA.NS,High_ABINFRA.NS,Low_ABINFRA.NS,Open_ABINFRA.NS,Volume_ABINFRA.NS,Date
2020-07-13,9.050000190734863,9.050000190734863,9.050000190734863,9.050000190734863,9.050000190734863,0,2020-07-13
2020-07-20,9.050000190734863,9.050000190734863,9.050000190734863,9.050000190734863,9.050000190734863,0,2020-07-20
2020-07-27,9.449999809265137,9.449999809265137,9.449999809265137,9.050000190734863,9.050000190734863,16000,2020-07-27
2020-08-03,9.449999809265137,9.449999809265137,9.449999809265137,9.449999809265137,9.449999809265137,0,2020-08-03
2020-08-10,9.050000190734863,9.050000190734863,9.899999618530273,9.050000190734863,9.449999809265137,20000,2020-08-10
2020-08-17,9.649999618530273,9.649999618530273,9.649999618530273,8.449999809265137,9.050000190734863,44000,2020-08-17
2020-08-24,8.75,8.75,9.649999618530273,8.75,9.649999618530273,8000,2020-08-24
2020-08-31,9.100000381469727,9.100000381469727,9.100000381469727,8.75,8.75,20000,2020-08-31
2020-09-07,9.550000190734863,9.550000190734863,9.550000190734863,9.0,9.100000381469727,24000,2020-09-07
2020-09-14,9.899999618530273,9.899999618530273,9.899999618530273,9.5,9.5,28000,2020-09-14
2020-09-21,9.899999618530273,9.899999618530273,9.899999618530273,9.899999618530273,9.899999618530273,4000,2020-09-21
2020-09-28,9.899999618530273,9.899999618530273,9.899999618530273,9.899999618530273,9.899999618530273,0,2020-09-28
2020-10-05,8.550000190734863,8.550000190734863,10.25,8.550000190734863,9.899999618530273,172000,2020-10-05
2020-10-12,8.149999618530273,8.149999618530273,8.550000190734863,8.149999618530273,8.550000190734863,8000,2020-10-12
2020-10-19,8.5,8.5,8.5,8.149999618530273,8.149999618530273,12000,2020-10-19
2020-10-26,7.699999809265137,7.699999809265137,8.100000381469727,7.699999809265137,8.100000381469727,24000,2020-10-26
2020-11-02,7.0,7.0,7.949999809265137,7.0,7.699999809265137,108000,2020-11-02
2020-11-09,6.5,6.5,6.650000095367432,6.050000190734863,6.650000095367432,16000,2020-11-09
2020-11-16,6.5,6.5,6.5,6.5,6.5,0,2020-11-16
2020-11-23,6.5,6.5,6.800000190734863,6.5,6.5,12000,2020-11-23
2020-11-30,6.5,6.5,6.5,6.5,6.5,0,2020-11-30
2020-12-07,6.5,6.5,6.5,6.5,6.5,0,2020-12-07
