Date,Adj Close_DHANI.NS,Close_DHANI.NS,High_DHANI.NS,Low_DHANI.NS,Open_DHANI.NS,Volume_DHANI.NS,Date
2020-07-13,111.94999694824219,111.94999694824219,124.5,109.1500015258789,122.05000305175781,3023874,2020-07-13
2020-07-20,115.4000015258789,115.4000015258789,121.30000305175781,109.5,113.0,5774645,2020-07-20
2020-07-27,114.05000305175781,114.05000305175781,118.4000015258789,104.8499984741211,113.0,5906148,2020-07-27
2020-08-03,140.5,140.5,143.89999389648438,112.0,116.0,7576399,2020-08-03
2020-08-10,172.39999389648438,172.39999389648438,179.89999389648438,143.89999389648438,144.25,13322464,2020-08-10
2020-08-17,180.14999389648438,180.14999389648438,184.0,161.0500030517578,174.10000610351562,7841730,2020-08-17
2020-08-24,214.89999389648438,214.89999389648438,240.9499969482422,181.25,181.25,16545387,2020-08-24
2020-08-31,205.0,205.0,216.39999389648438,188.0,214.39999389648438,11135443,2020-08-31
2020-09-07,218.14999389648438,218.14999389648438,229.89999389648438,197.60000610351562,201.5,8863370,2020-09-07
2020-09-14,226.4499969482422,226.4499969482422,234.39999389648438,208.5500030517578,215.39999389648438,11765284,2020-09-14
2020-09-21,225.4499969482422,225.4499969482422,227.8000030517578,182.35000610351562,226.4499969482422,11356099,2020-09-21
2020-09-28,264.8999938964844,264.8999938964844,267.45001220703125,221.64999389648438,230.0,10868760,2020-09-28
2020-10-05,244.75,244.75,277.20001220703125,241.5,271.0,6582054,2020-10-05
2020-10-12,230.5,230.5,251.39999389648438,216.10000610351562,240.14999389648438,3745491,2020-10-12
2020-10-19,222.1999969482422,222.1999969482422,234.9499969482422,207.5,233.60000610351562,3336910,2020-10-19
2020-10-26,196.75,196.75,225.5,178.25,225.0,4256295,2020-10-26
2020-11-02,207.25,207.25,209.9499969482422,180.5500030517578,195.4499969482422,2144027,2020-11-02
2020-11-09,214.8000030517578,214.8000030517578,215.89999389648438,191.0,210.5,4697260,2020-11-09
2020-11-16,212.89999389648438,212.89999389648438,219.0,204.3000030517578,207.6999969482422,2100101,2020-11-16
2020-11-23,281.75,281.75,286.79998779296875,209.4499969482422,213.5,6552289,2020-11-23
2020-11-30,288.29998779296875,288.29998779296875,299.0,276.0,281.75,4012950,2020-11-30
2020-12-07,279.3500061035156,279.3500061035156,305.8999938964844,275.5,284.6000061035156,2234222,2020-12-07
2020-12-14,303.79998779296875,303.79998779296875,331.0,276.0,284.0,9756094,2020-12-14
2020-12-21,322.1000061035156,322.1000061035156,327.20001220703125,246.8000030517578,299.79998779296875,4457229,2020-12-21
2020-12-28,313.3999938964844,313.3999938964844,345.0,310.5,320.95001220703125,6004909,2020-12-28
2021-01-04,362.45001220703125,362.45001220703125,378.0,306.0,314.6000061035156,10935552,2021-01-04
2021-01-11,349.5,349.5,395.95001220703125,345.0,374.79998779296875,7168586,2021-01-11
2021-01-18,320.45001220703125,320.45001220703125,361.1000061035156,319.0,345.29998779296875,3272068,2021-01-18
2021-01-25,341.20001220703125,341.20001220703125,351.8500061035156,294.1499938964844,323.8500061035156,4496801,2021-01-25
2021-02-01,343.0,343.0,374.8999938964844,328.04998779296875,339.0,3751302,2021-02-01
2021-02-08,362.70001220703125,362.70001220703125,373.0,338.04998779296875,343.29998779296875,3759158,2021-02-08
2021-02-15,357.04998779296875,357.04998779296875,376.1000061035156,345.0,346.0,6381697,2021-02-15
2021-02-22,362.0,362.0,369.95001220703125,335.6000061035156,357.25,4383227,2021-02-22
2021-03-01,322.04998779296875,322.04998779296875,378.8999938964844,319.20001220703125,365.0,8733537,2021-03-01
2021-03-08,278.75,278.75,324.6499938964844,275.0,324.6499938964844,6385614,2021-03-08
2021-03-15,275.1499938964844,275.1499938964844,305.6499938964844,231.60000610351562,281.0,21043767,2021-03-15
2021-03-22,211.35000610351562,211.35000610351562,274.75,195.0,270.0,24000740,2021-03-22
2021-03-29,172.35000610351562,172.35000610351562,219.6999969482422,155.10000610351562,211.35000610351562,26152115,2021-03-29
2021-04-05,222.4499969482422,222.4499969482422,228.0,156.35000610351562,171.39999389648438,21743858,2021-04-05
2021-04-12,204.39999389648438,204.39999389648438,214.8000030517578,193.89999389648438,214.8000030517578,9567385,2021-04-12
2021-04-19,185.3000030517578,185.3000030517578,199.85000610351562,178.1999969482422,195.5500030517578,5711457,2021-04-19
2021-04-26,176.5500030517578,176.5500030517578,194.64999389648438,173.0500030517578,189.0,8696002,2021-04-26
2021-05-03,167.0,167.0,179.64999389648438,165.4499969482422,178.6999969482422,4609918,2021-05-03
2021-05-10,178.4499969482422,178.4499969482422,183.0,167.0,167.10000610351562,2729988,2021-05-10
2021-05-17,176.6999969482422,176.6999969482422,184.0,174.0,179.89999389648438,3657999,2021-05-17
2021-05-24,171.9499969482422,171.9499969482422,181.0,171.5,176.0,3867455,2021-05-24
2021-05-31,186.1999969482422,186.1999969482422,186.1999969482422,167.3000030517578,172.0500030517578,4422009,2021-05-31
2021-06-07,201.5,201.5,214.8000030517578,191.25,194.0,9120489,2021-06-07
2021-06-14,186.10000610351562,186.10000610351562,206.0,185.5500030517578,201.0,5048064,2021-06-14
2021-06-21,177.3000030517578,177.3000030517578,193.1999969482422,174.60000610351562,177.60000610351562,3187880,2021-06-21
2021-06-28,175.0500030517578,175.0500030517578,184.35000610351562,174.5500030517578,177.8000030517578,4581757,2021-06-28
2021-07-05,201.5,201.5,201.5,172.39999389648438,175.1999969482422,22370392,2021-07-05
2021-07-12,213.6999969482422,213.6999969482422,222.39999389648438,193.60000610351562,207.89999389648438,15445580,2021-07-12
2021-07-19,210.39999389648438,210.39999389648438,213.3000030517578,199.0,209.0,6679040,2021-07-19
2021-07-26,230.10000610351562,230.10000610351562,242.89999389648438,209.0500030517578,210.0,8461667,2021-07-26
2021-08-02,202.8000030517578,202.8000030517578,238.4499969482422,197.0500030517578,232.10000610351562,6573140,2021-08-02
2021-08-09,208.5500030517578,208.5500030517578,215.89999389648438,175.0,204.0,11957561,2021-08-09
2021-08-16,185.60000610351562,185.60000610351562,210.0,182.25,208.0,4700019,2021-08-16
2021-08-23,186.14999389648438,186.14999389648438,191.5,175.64999389648438,189.10000610351562,3007797,2021-08-23
2021-08-30,203.0500030517578,203.0500030517578,211.0,188.10000610351562,188.9499969482422,6474058,2021-08-30
2021-09-06,198.0,198.0,211.0,195.8000030517578,204.0,3803583,2021-09-06
2021-09-13,189.4499969482422,189.4499969482422,205.0,188.64999389648438,198.60000610351562,4676041,2021-09-13
2021-09-20,179.89999389648438,179.89999389648438,188.0,176.39999389648438,185.6999969482422,5145926,2021-09-20
2021-09-27,180.64999389648438,180.64999389648438,185.8000030517578,179.0,181.64999389648438,5625974,2021-09-27
2021-10-04,197.10000610351562,197.10000610351562,200.6999969482422,181.4499969482422,182.8000030517578,15267881,2021-10-04
2021-10-11,192.4499969482422,192.4499969482422,204.4499969482422,191.75,198.25,8705994,2021-10-11
2021-10-18,208.0500030517578,208.0500030517578,232.0,194.1999969482422,194.1999969482422,32157016,2021-10-18
2021-10-25,177.60000610351562,177.60000610351562,209.39999389648438,175.5,208.14999389648438,8557442,2021-10-25
2021-11-01,184.0500030517578,184.0500030517578,193.64999389648438,178.39999389648438,180.0,6321594,2021-11-01
2021-11-08,177.4499969482422,177.4499969482422,188.6999969482422,175.5,185.5,7724922,2021-11-08
2021-11-15,176.60000610351562,176.60000610351562,180.89999389648438,164.5,179.25,5076426,2021-11-15
2021-11-22,170.89999389648438,170.89999389648438,179.25,167.10000610351562,177.0,10094268,2021-11-22
2021-11-29,171.85000610351562,171.85000610351562,178.6999969482422,161.6999969482422,171.0,11052944,2021-11-29
2021-12-06,165.39999389648438,165.39999389648438,172.0500030517578,164.0,171.10000610351562,6424275,2021-12-06
2021-12-13,155.60000610351562,155.60000610351562,174.0,151.6999969482422,166.89999389648438,13669633,2021-12-13
2021-12-20,156.5500030517578,156.5500030517578,164.35000610351562,139.1999969482422,153.0,11541439,2021-12-20
2021-12-27,165.60000610351562,165.60000610351562,169.89999389648438,148.64999389648438,154.89999389648438,9824100,2021-12-27
2022-01-03,159.4499969482422,159.4499969482422,166.5,155.6999969482422,164.0,6983851,2022-01-03
2022-01-10,157.64999389648438,157.64999389648438,165.85000610351562,155.85000610351562,159.5,8824056,2022-01-10
2022-01-17,150.8000030517578,150.8000030517578,160.0,148.10000610351562,157.89999389648438,5044608,2022-01-17
2022-01-24,134.25,134.25,150.89999389648438,122.5999984741211,150.0,6840015,2022-01-24
2022-01-31,153.5,153.5,160.89999389648438,130.0,137.0,135841689,2022-01-31
2022-02-07,140.14999389648438,140.14999389648438,158.4499969482422,138.6999969482422,153.5500030517578,35122579,2022-02-07
2022-02-14,129.25,129.25,141.25,121.94999694824219,135.14999389648438,26331705,2022-02-14
2022-02-21,73.75,73.75,129.89999389648438,67.05000305175781,128.8000030517578,157492677,2022-02-21
2022-02-28,74.3499984741211,74.3499984741211,82.3499984741211,71.6500015258789,72.0,67475892,2022-02-28
2022-03-07,78.80000305175781,78.80000305175781,81.0,68.0999984741211,68.0999984741211,27242595,2022-03-07
2022-03-14,73.3499984741211,73.3499984741211,78.9000015258789,71.19999694824219,78.4000015258789,23167629,2022-03-14
