Date,Adj Close_DYNPRO.NS,Close_DYNPRO.NS,High_DYNPRO.NS,Low_DYNPRO.NS,Open_DYNPRO.NS,Volume_DYNPRO.NS,Date
2020-07-13,175.17178344726562,175.17178344726562,200.85037231445312,166.21414184570312,194.08238220214844,754932,2020-07-13
2020-07-20,181.2928466796875,181.2928466796875,198.0635528564453,177.31167602539062,184.1294403076172,859729,2020-07-20
2020-07-27,199.40719604492188,199.40719604492188,223.8914337158203,178.20742797851562,183.03460693359375,3291363,2020-07-27
2020-08-03,202.89073181152344,202.89073181152344,216.92437744140625,195.5753173828125,199.05885314941406,995571,2020-08-03
2020-08-10,210.05685424804688,210.05685424804688,227.82284545898438,198.5612030029297,205.72732543945312,1972855,2020-08-10
2020-08-17,209.0117950439453,209.0117950439453,221.55250549316406,201.1489715576172,210.007080078125,1077020,2020-08-17
2020-08-24,205.08038330078125,205.08038330078125,218.96473693847656,200.70108032226562,207.31979370117188,1409903,2020-08-24
2020-08-31,198.2128448486328,198.2128448486328,208.61367797851562,177.46096801757812,206.971435546875,698301,2020-08-31
2020-09-07,198.7104949951172,198.7104949951172,212.9929656982422,194.48049926757812,198.2128448486328,421592,2020-09-07
2020-09-14,228.22097778320312,228.22097778320312,237.07908630371094,203.4879150390625,205.03060913085938,1059245,2020-09-14
2020-09-21,259.0751037597656,259.0751037597656,282.4645080566406,227.92237854003906,238.87062072753906,3540506,2020-09-21
2020-09-28,270.9190979003906,270.9190979003906,283.65887451171875,241.85650634765625,261.61309814453125,1314484,2020-09-28
2020-10-05,252.45639038085938,252.45639038085938,282.4645080566406,247.38038635253906,273.5068664550781,793478,2020-10-05
2020-10-12,238.2236785888672,238.2236785888672,264.94732666015625,234.2425079345703,255.0441436767578,615334,2020-10-12
2020-10-19,242.50344848632812,242.50344848632812,259.1248474121094,234.34202575683594,241.75697326660156,580131,2020-10-19
2020-10-26,225.08580017089844,225.08580017089844,244.74285888671875,222.05014038085938,244.74285888671875,376374,2020-10-26
2020-11-02,226.37966918945312,226.37966918945312,229.8632049560547,210.007080078125,222.44825744628906,399439,2020-11-02
2020-11-09,254.2976837158203,254.2976837158203,260.2694396972656,206.4240264892578,227.026611328125,745023,2020-11-09
2020-11-16,239.26873779296875,239.26873779296875,257.4826354980469,237.8753204345703,252.5061492919922,211413,2020-11-16
2020-11-23,235.98426818847656,235.98426818847656,246.83297729492188,229.465087890625,241.70721435546875,206623,2020-11-23
2020-11-30,233.19744873046875,233.19744873046875,238.8208465576172,224.88673400878906,235.98426818847656,406575,2020-11-30
2020-12-07,233.24720764160156,233.24720764160156,256.7859191894531,227.47450256347656,234.2425079345703,637979,2020-12-07
2020-12-14,226.5787353515625,226.5787353515625,240.8612060546875,225.93179321289062,233.89414978027344,340723,2020-12-14
2020-12-21,235.0885009765625,235.0885009765625,236.88003540039062,201.99496459960938,228.9176788330078,442514,2020-12-21
2020-12-28,258.6769714355469,258.6769714355469,271.416748046875,234.74014282226562,237.2781524658203,1167872,2020-12-28
2021-01-04,275.9950866699219,275.9950866699219,299.0361633300781,249.4705047607422,260.6675720214844,1176635,2021-01-04
2021-01-11,262.50885009765625,262.50885009765625,286.0973205566406,257.4826354980469,279.6279296875,398937,2021-01-11
2021-01-18,253.25262451171875,253.25262451171875,268.6796875,250.01791381835938,259.9708557128906,270943,2021-01-18
2021-01-25,268.0327453613281,268.0327453613281,275.6965026855469,244.84239196777344,254.34744262695312,333835,2021-01-25
2021-02-01,329.24334716796875,329.24334716796875,342.0826416015625,265.54449462890625,268.08251953125,1019331,2021-02-01
2021-02-08,393.9872131347656,393.9872131347656,413.047119140625,340.390625,340.390625,1548426,2021-02-08
2021-02-15,369.95086669921875,369.95086669921875,404.0894775390625,364.8251037597656,397.1224060058594,340329,2021-02-15
2021-02-22,396.624755859375,396.624755859375,406.0800476074219,358.8035888671875,368.3583984375,323354,2021-02-22
2021-03-01,462.3141784667969,462.3141784667969,495.6565246582031,401.1533508300781,407.7720642089844,707483,2021-03-01
2021-03-08,478.9853515625,478.9853515625,512.4769897460938,445.244873046875,462.81182861328125,519532,2021-03-08
2021-03-15,473.51123046875,473.51123046875,507.6000671386719,451.3659362792969,478.9853515625,251851,2021-03-15
2021-03-22,520.5388793945312,520.5388793945312,535.4683227539062,457.48699951171875,474.75537109375,347532,2021-03-22
2021-03-29,506.654541015625,506.654541015625,547.411865234375,490.6800537109375,520.5388793945312,247276,2021-03-29
2021-04-05,501.5785217285156,501.5785217285156,521.0863037109375,476.2980651855469,510.7352294921875,262585,2021-04-05
2021-04-12,460.67193603515625,460.67193603515625,497.6471252441406,453.4062805175781,497.6471252441406,250717,2021-04-12
2021-04-19,494.3128967285156,494.3128967285156,507.6000671386719,436.53607177734375,448.8777160644531,532768,2021-04-19
2021-04-26,496.7513732910156,496.7513732910156,532.482421875,466.7929992675781,493.66595458984375,472216,2021-04-26
2021-05-03,508.6451110839844,508.6451110839844,539.3499755859375,482.71771240234375,496.6518249511719,338873,2021-05-03
