Date,Adj Close_ONEPOINT.NS,Close_ONEPOINT.NS,High_ONEPOINT.NS,Low_ONEPOINT.NS,Open_ONEPOINT.NS,Volume_ONEPOINT.NS,Date
2020-07-13,1.440000057220459,1.440000057220459,1.6466660499572754,1.326665997505188,1.5733330249786377,506234,2020-07-13
2020-07-20,1.4733330011367798,1.4733330011367798,1.5733330249786377,1.3666659593582153,1.559999942779541,694327,2020-07-20
2020-07-27,1.3666659593582153,1.3666659593582153,1.5333329439163208,1.2400000095367432,1.4066660404205322,579171,2020-07-27
2020-08-03,1.3333330154418945,1.3333330154418945,1.4333330392837524,1.2533329725265503,1.399999976158142,925243,2020-08-03
2020-08-10,1.8066660165786743,1.8066660165786743,2.053333044052124,1.2533329725265503,1.3066660165786743,8238681,2020-08-10
2020-08-17,1.613332986831665,1.613332986831665,1.9333330392837524,1.600000023841858,1.7999999523162842,743857,2020-08-17
2020-08-24,1.8866660594940186,1.8866660594940186,1.9466660022735596,1.6399999856948853,1.6399999856948853,683586,2020-08-24
2020-08-31,1.553333044052124,1.553333044052124,1.9333330392837524,1.5333329439163208,1.9333330392837524,347181,2020-08-31
2020-09-07,1.6266659498214722,1.6266659498214722,1.72666597366333,1.5066659450531006,1.553333044052124,140968,2020-09-07
2020-09-14,1.5666660070419312,1.5666660070419312,1.7066659927368164,1.4666659832000732,1.6399999856948853,1142376,2020-09-14
2020-09-21,1.5133329629898071,1.5133329629898071,1.6266659498214722,1.4333330392837524,1.5666660070419312,298581,2020-09-21
2020-09-28,1.5066659450531006,1.5066659450531006,1.6399999856948853,1.3733329772949219,1.5800000429153442,788482,2020-09-28
2020-10-05,1.4666659832000732,1.4666659832000732,1.600000023841858,1.3799999952316284,1.5733330249786377,202971,2020-10-05
2020-10-12,1.426666021347046,1.426666021347046,1.5733330249786377,1.399999976158142,1.5133329629898071,707249,2020-10-12
2020-10-19,1.6266659498214722,1.6266659498214722,1.659999966621399,1.4333330392837524,1.4333330392837524,484258,2020-10-19
2020-10-26,1.9466660022735596,1.9466660022735596,2.059999942779541,1.4733330011367798,1.659999966621399,2025861,2020-10-26
2020-11-02,1.766666054725647,1.766666054725647,2.059999942779541,1.72666597366333,2.059999942779541,776219,2020-11-02
2020-11-09,1.8799999952316284,1.8799999952316284,1.899999976158142,1.613332986831665,1.773332953453064,940063,2020-11-09
2020-11-16,1.8799999952316284,1.8799999952316284,1.899999976158142,1.7999999523162842,1.7999999523162842,246171,2020-11-16
2020-11-23,1.9800000190734863,1.9800000190734863,2.0,1.7999999523162842,1.9199999570846558,490086,2020-11-23
2020-11-30,1.986665964126587,1.986665964126587,2.053333044052124,1.9066660404205322,1.9800000190734863,298694,2020-11-30
2020-12-07,2.0066659450531006,2.0066659450531006,2.053333044052124,1.9333330392837524,1.986665964126587,538544,2020-12-07
2020-12-14,2.1533329486846924,2.1533329486846924,2.1533329486846924,1.9800000190734863,2.0333330631256104,272346,2020-12-14
2020-12-21,2.200000047683716,2.200000047683716,2.240000009536743,2.0,2.22666597366333,226093,2020-12-21
2020-12-28,2.680000066757202,2.680000066757202,2.680000066757202,2.0999999046325684,2.2466659545898438,2769517,2020-12-28
2021-01-04,2.5733330249786377,2.5733330249786377,2.926666021347046,2.4666659832000732,2.813333034515381,1320607,2021-01-04
2021-01-11,2.4200000762939453,2.4200000762939453,2.7466659545898438,2.373332977294922,2.5733330249786377,339614,2021-01-11
2021-01-18,2.2200000286102295,2.2200000286102295,2.486665964126587,2.2200000286102295,2.4200000762939453,2396384,2021-01-18
2021-01-25,2.25333309173584,2.25333309173584,2.3066658973693848,2.0399999618530273,2.113332986831665,3117255,2021-01-25
2021-02-01,2.2733330726623535,2.2733330726623535,2.4533329010009766,2.1466660499572754,2.359999895095825,2720527,2021-02-01
2021-02-08,2.1600000858306885,2.1600000858306885,2.4600000381469727,1.986665964126587,2.2733330726623535,2954009,2021-02-08
2021-02-15,1.7200000286102295,1.7200000286102295,2.259999990463257,1.7200000286102295,2.259999990463257,1904158,2021-02-15
2021-02-22,1.7533329725265503,1.7533329725265503,1.8600000143051147,1.559999942779541,1.6399999856948853,2180916,2021-02-22
2021-03-01,1.7466659545898438,1.7466659545898438,1.8466659784317017,1.6733330488204956,1.7933330535888672,1615431,2021-03-01
2021-03-08,1.7333329916000366,1.7333329916000366,1.7866660356521606,1.6200000047683716,1.7866660356521606,1207462,2021-03-08
2021-03-15,1.666666030883789,1.666666030883789,1.7333329916000366,1.5733330249786377,1.6533329486846924,643874,2021-03-15
2021-03-22,1.6466660499572754,1.6466660499572754,1.7466659545898438,1.5199999809265137,1.6933330297470093,8049321,2021-03-22
2021-03-29,1.7333329916000366,1.7333329916000366,1.8066660165786743,1.6466660499572754,1.6466660499572754,649229,2021-03-29
2021-04-05,1.5866659879684448,1.5866659879684448,1.7866660356521606,1.5466660261154175,1.7333329916000366,857841,2021-04-05
2021-04-12,1.559999942779541,1.559999942779541,1.666666030883789,1.5333329439163208,1.6200000047683716,344758,2021-04-12
2021-04-19,2.0799999237060547,2.0799999237060547,2.1333329677581787,1.4066660404205322,1.5933330059051514,6879419,2021-04-19
2021-04-26,2.0866661071777344,2.0866661071777344,2.240000009536743,2.0266659259796143,2.1266660690307617,2427465,2021-04-26
2021-05-03,2.1466660499572754,2.1466660499572754,2.2666659355163574,1.986665964126587,2.0,976117,2021-05-03
2021-05-10,2.0666658878326416,2.0666658878326416,2.180000066757202,2.0,2.180000066757202,178222,2021-05-10
2021-05-17,2.0333330631256104,2.0333330631256104,2.1266660690307617,1.9533330202102661,2.113332986831665,936786,2021-05-17
2021-05-24,2.119999885559082,2.119999885559082,2.140000104904175,1.9533330202102661,2.0,758579,2021-05-24
2021-05-31,2.5999999046325684,2.5999999046325684,2.5999999046325684,2.0333330631256104,2.0333330631256104,3605527,2021-05-31
2021-06-07,2.866666078567505,2.866666078567505,2.866666078567505,2.433332920074463,2.5999999046325684,5658269,2021-06-07
2021-06-14,2.8866660594940186,2.8866660594940186,3.3066658973693848,2.72666597366333,2.866666078567505,1288514,2021-06-14
2021-06-21,3.613332986831665,3.613332986831665,3.613332986831665,2.7466659545898438,2.880000114440918,4473081,2021-06-21
2021-06-28,4.593332767486572,4.593332767486572,4.593332767486572,3.7666659355163574,3.7666659355163574,4873679,2021-06-28
2021-07-05,5.826665878295898,5.826665878295898,5.840000152587891,4.400000095367432,4.813333034515381,4342521,2021-07-05
2021-07-12,6.6533331871032715,6.6533331871032715,7.346665859222412,5.813333034515381,6.066666126251221,5457485,2021-07-12
2021-07-19,5.8933329582214355,5.8933329582214355,6.326665878295898,5.7133331298828125,6.326665878295898,2482057,2021-07-19
2021-07-26,6.186666011810303,6.186666011810303,6.400000095367432,5.559999942779541,5.599999904632568,1871572,2021-07-26
