Date,Adj Close_JKLAKSHMI.NS,Close_JKLAKSHMI.NS,High_JKLAKSHMI.NS,Low_JKLAKSHMI.NS,Open_JKLAKSHMI.NS,Volume_JKLAKSHMI.NS,Date
2020-07-13,273.4177551269531,283.8999938964844,291.0,280.1000061035156,284.6499938964844,630351,2020-07-13
2020-07-20,269.56549072265625,279.8999938964844,289.3999938964844,275.29998779296875,286.3999938964844,942742,2020-07-20
2020-07-27,283.4820251464844,294.3500061035156,305.8999938964844,276.1000061035156,282.0,1893064,2020-07-27
2020-08-03,275.92181396484375,286.5,306.95001220703125,284.0,294.0,1445474,2020-08-03
2020-08-10,260.9940490722656,271.0,289.8999938964844,270.20001220703125,289.79998779296875,1162045,2020-08-10
2020-08-17,271.58795166015625,282.0,287.5,267.0,275.8500061035156,1329893,2020-08-17
2020-08-24,265.1352844238281,275.29998779296875,288.20001220703125,273.79998779296875,286.54998779296875,1369825,2020-08-24
2020-08-31,253.57835388183594,263.29998779296875,279.75,258.0,279.75,1305508,2020-08-31
2020-09-07,248.37774658203125,257.8999938964844,266.0,243.1999969482422,266.0,1213314,2020-09-07
2020-09-14,263.064697265625,273.1499938964844,276.8999938964844,260.3999938964844,262.0,2408647,2020-09-14
2020-09-21,238.26544189453125,247.39999389648438,278.1000061035156,243.89999389648438,276.0,1211006,2020-09-21
2020-09-28,251.5077667236328,261.1499938964844,264.95001220703125,248.1999969482422,248.1999969482422,512711,2020-09-28
2020-10-05,255.9379425048828,265.75,270.0,260.0,266.0,853234,2020-10-05
2020-10-12,264.2685241699219,274.3999938964844,278.0,262.0,268.3999938964844,1735061,2020-10-12
2020-10-19,284.1560974121094,295.04998779296875,297.29998779296875,265.8999938964844,278.0,2875767,2020-10-19
2020-10-26,279.3888854980469,290.1000061035156,298.79998779296875,278.6499938964844,297.0,1281642,2020-10-26
2020-11-02,276.6441345214844,287.25,306.45001220703125,278.1499938964844,290.79998779296875,2491713,2020-11-02
2020-11-09,326.2908020019531,338.79998779296875,342.79998779296875,287.0,287.0,3777974,2020-11-09
2020-11-16,328.8429260253906,341.45001220703125,358.0,328.6499938964844,328.6499938964844,2374052,2020-11-16
2020-11-23,318.7787170410156,331.0,351.25,329.1000061035156,343.20001220703125,1121935,2020-11-23
2020-11-30,349.4527893066406,362.8500061035156,368.5,331.0,331.0,2521358,2020-11-30
2020-12-07,331.0580139160156,343.75,368.70001220703125,342.0,367.95001220703125,1392235,2020-12-07
2020-12-14,327.687255859375,340.25,350.45001220703125,337.0,345.0,1809841,2020-12-14
2020-12-21,324.6535339355469,337.1000061035156,345.0,308.0,338.3500061035156,1013191,2020-12-21
2020-12-28,329.8059997558594,342.45001220703125,350.0,332.04998779296875,337.5,1573706,2020-12-28
2021-01-04,340.68878173828125,353.75,354.6000061035156,337.0,346.0,2787713,2021-01-04
2021-01-11,325.6166076660156,338.1000061035156,359.8999938964844,335.54998779296875,356.5,2107568,2021-01-11
2021-01-18,313.6744384765625,325.70001220703125,339.0,323.6000061035156,336.0,1310086,2021-01-18
2021-01-25,306.4994812011719,318.25,337.8999938964844,310.29998779296875,334.0,1232176,2021-01-25
2021-02-01,337.17352294921875,350.1000061035156,361.45001220703125,310.5,318.25,3731433,2021-02-01
2021-02-08,361.1542053222656,375.0,388.8999938964844,351.0,352.0,4837839,2021-02-08
2021-02-15,362.3580017089844,376.25,390.0,361.70001220703125,377.70001220703125,1713813,2021-02-15
2021-02-22,359.80584716796875,373.6000061035156,381.54998779296875,360.5,376.25,1110840,2021-02-22
2021-03-01,412.8714599609375,428.70001220703125,448.5,373.6000061035156,376.5,4694739,2021-03-01
2021-03-08,413.2566833496094,429.1000061035156,443.0,421.0,435.0,1278073,2021-03-08
2021-03-15,397.55853271484375,412.79998779296875,439.0,377.6000061035156,429.1000061035156,1327329,2021-03-15
2021-03-22,394.7655944824219,409.8999938964844,428.79998779296875,385.0,411.8999938964844,1062278,2021-03-22
2021-03-29,422.4540710449219,438.6499938964844,441.0,409.8999938964844,409.8999938964844,1625929,2021-03-29
2021-04-05,427.5583801269531,443.95001220703125,467.0,414.45001220703125,438.0,2801886,2021-04-05
2021-04-12,393.89886474609375,409.0,440.0,390.04998779296875,439.0,2497065,2021-04-12
2021-04-19,379.1637878417969,393.70001220703125,413.70001220703125,386.29998779296875,394.0,887350,2021-04-19
2021-04-26,387.87957763671875,402.75,412.04998779296875,394.3500061035156,399.0,946534,2021-04-26
2021-05-03,402.9999084472656,418.45001220703125,422.8999938964844,398.5,401.0,1227698,2021-05-03
2021-05-10,391.00958251953125,406.0,423.29998779296875,397.5,422.0,873705,2021-05-10
2021-05-17,475.3270263671875,493.54998779296875,513.7999877929688,411.3500061035156,418.0,11378977,2021-05-17
2021-05-24,517.7987670898438,537.6500244140625,563.9000244140625,485.25,493.54998779296875,8763285,2021-05-24
2021-05-31,521.3621826171875,541.3499755859375,560.0,532.4500122070312,539.25,3920919,2021-05-31
2021-06-07,544.2352905273438,565.0999755859375,588.0,538.0,546.7999877929688,3378687,2021-06-07
2021-06-14,549.0987548828125,570.1500244140625,594.7000122070312,542.0,568.9000244140625,3585133,2021-06-14
2021-06-21,557.1405029296875,578.5,590.9500122070312,561.5,569.7000122070312,1482668,2021-06-21
2021-06-28,562.5337524414062,584.0999755859375,587.0,565.2999877929688,571.3499755859375,1106565,2021-06-28
2021-07-05,615.2140502929688,638.7999877929688,674.0,584.25,588.5,7144524,2021-07-05
2021-07-12,632.3087158203125,656.5499877929688,675.0,640.1500244140625,645.7000122070312,2487731,2021-07-12
2021-07-19,670.7355346679688,696.4500122070312,721.25,653.0499877929688,654.75,5500766,2021-07-19
2021-07-26,666.4016723632812,691.9500122070312,816.0,685.8499755859375,708.0,6287513,2021-07-26
2021-08-02,648.0551147460938,672.9000244140625,700.4000244140625,647.2000122070312,700.4000244140625,2717141,2021-08-02
2021-08-09,641.9395141601562,666.5499877929688,684.5999755859375,632.0,678.9000244140625,2863587,2021-08-09
2021-08-16,675.0584106445312,697.0499877929688,721.9000244140625,665.5499877929688,671.7000122070312,2851710,2021-08-16
2021-08-23,689.9241943359375,712.4000244140625,715.5499877929688,676.25,699.0,1900320,2021-08-23
2021-08-30,685.5177001953125,707.8499755859375,728.9000244140625,698.25,719.0,1567860,2021-08-30
2021-09-06,691.8611450195312,714.4000244140625,747.5999755859375,696.0999755859375,714.0999755859375,2280433,2021-09-06
2021-09-13,666.9234619140625,688.6500244140625,747.0,680.5499877929688,715.0,3252339,2021-09-13
2021-09-20,621.5030517578125,641.75,689.5,636.1500244140625,684.9500122070312,1734042,2021-09-20
2021-09-27,607.218505859375,627.0,646.9500122070312,612.5,632.0,1968619,2021-09-27
2021-10-04,630.3160400390625,650.8499755859375,660.0,628.0999755859375,632.0,1586111,2021-10-04
2021-10-11,611.3344116210938,631.25,656.7000122070312,627.2999877929688,650.8499755859375,719752,2021-10-11
2021-10-18,566.640380859375,585.0999755859375,634.75,577.5,632.0,1297586,2021-10-18
2021-10-25,595.5487060546875,614.9500122070312,620.5,561.5999755859375,589.7999877929688,1062987,2021-10-25
2021-11-01,611.237548828125,631.1500244140625,635.0,597.2000122070312,597.2000122070312,865540,2021-11-01
2021-11-08,630.945556640625,651.5,678.5999755859375,621.0499877929688,630.0,1689755,2021-11-08
2021-11-15,615.6923828125,635.75,656.2999877929688,624.5,654.8499755859375,1157255,2021-11-15
2021-11-22,613.3680419921875,633.3499755859375,641.7999877929688,606.2000122070312,629.75,590004,2021-11-22
2021-11-29,603.9741821289062,623.6500244140625,659.9000244140625,540.4000244140625,623.0,1401462,2021-11-29
2021-12-06,607.7511596679688,627.5499877929688,637.2999877929688,618.9500122070312,628.7000122070312,237007,2021-12-06
2021-12-13,549.9830932617188,567.9000244140625,639.0,565.0,630.7000122070312,1394495,2021-12-13
2021-12-20,533.3257446289062,550.7000122070312,566.3499755859375,529.0999755859375,559.5,1440109,2021-12-20
2021-12-27,560.0065307617188,578.25,585.0,545.7000122070312,553.0,1462272,2021-12-27
2022-01-03,603.4415283203125,623.0999755859375,630.0999755859375,573.0,577.7000122070312,1000200,2022-01-03
2022-01-10,575.7438354492188,594.5,627.75,586.2000122070312,626.0,614663,2022-01-10
2022-01-17,570.9984130859375,589.5999755859375,613.5499877929688,585.0,598.9000244140625,468411,2022-01-17
2022-01-24,545.6250610351562,563.4000244140625,607.7000122070312,559.0,585.0,756847,2022-01-24
2022-01-31,534.197265625,551.5999755859375,591.2999877929688,549.4500122070312,574.0,1465908,2022-01-31
2022-02-07,502.7226257324219,519.0999755859375,566.5499877929688,514.0999755859375,555.0,1129086,2022-02-07
2022-02-14,445.63250732421875,460.1499938964844,511.6000061035156,456.8999938964844,507.54998779296875,1245335,2022-02-14
2022-02-21,432.9942321777344,447.1000061035156,465.1499938964844,422.70001220703125,454.3999938964844,953462,2022-02-21
2022-02-28,399.0984802246094,412.1000061035156,458.0,403.25,428.54998779296875,772747,2022-02-28
2022-03-07,440.79022216796875,455.1499938964844,470.75,388.0,408.8999938964844,2304178,2022-03-07
2022-03-14,422.09918212890625,435.8500061035156,462.0,426.1499938964844,455.1499938964844,1547199,2022-03-14
2022-03-21,402.1007080078125,415.20001220703125,438.95001220703125,411.3500061035156,434.8999938964844,934116,2022-03-21
2022-03-28,451.2495422363281,465.95001220703125,488.0,402.54998779296875,417.29998779296875,2572421,2022-03-28
2022-04-04,445.5356750488281,460.04998779296875,479.8999938964844,451.0,478.0,1218548,2022-04-04
2022-04-11,452.6053771972656,467.3500061035156,483.20001220703125,461.1000061035156,463.54998779296875,1126844,2022-04-11
2022-04-18,437.4975280761719,451.75,468.8999938964844,433.1000061035156,468.0,858982,2022-04-18
2022-04-25,428.1519775390625,442.1000061035156,460.0,431.0,451.0,566734,2022-04-25
2022-05-02,395.22467041015625,408.1000061035156,446.95001220703125,402.45001220703125,431.29998779296875,498728,2022-05-02
2022-05-09,373.77349853515625,385.95001220703125,416.45001220703125,368.70001220703125,409.0,795053,2022-05-09
2022-05-16,478.1724548339844,493.75,505.79998779296875,366.25,388.20001220703125,19675138,2022-05-16
2022-05-23,435.70587158203125,449.8999938964844,496.1499938964844,422.0,495.0,2618393,2022-05-23
2022-05-30,411.930419921875,425.3500061035156,461.0,423.0,455.25,1378253,2022-05-30
2022-06-06,405.490234375,418.70001220703125,431.45001220703125,401.04998779296875,431.45001220703125,1342334,2022-06-06
2022-06-13,377.79254150390625,390.1000061035156,412.70001220703125,382.79998779296875,411.5,1106203,2022-06-13
2022-06-20,395.22467041015625,408.1000061035156,422.70001220703125,389.29998779296875,392.0,1344471,2022-06-20
2022-06-27,404.8607177734375,418.04998779296875,430.79998779296875,406.04998779296875,415.0,857967,2022-06-27
2022-07-04,421.5665283203125,435.29998779296875,441.6499938964844,415.29998779296875,423.8999938964844,1478864,2022-07-04
2022-07-11,411.930419921875,425.3500061035156,439.95001220703125,418.0,439.95001220703125,1423709,2022-07-11
2022-07-18,446.1167297363281,460.6499938964844,467.0,427.1499938964844,431.70001220703125,1662239,2022-07-18
2022-07-25,428.4909362792969,442.45001220703125,464.6499938964844,433.29998779296875,461.04998779296875,1766007,2022-07-25
2022-08-01,449.70001220703125,464.3500061035156,477.3999938964844,438.95001220703125,448.8999938964844,1550656,2022-08-01
2022-08-08,463.3178405761719,473.25,478.0,460.95001220703125,465.5,953844,2022-08-08
2022-08-15,449.3179016113281,458.95001220703125,483.8500061035156,455.29998779296875,473.25,1036663,2022-08-15
2022-08-22,471.4925537109375,481.6000061035156,483.5,451.5,458.8999938964844,977247,2022-08-22
2022-08-29,460.8702392578125,470.75,490.0,463.25,471.0,808819,2022-08-29
2022-09-05,543.4990234375,555.1500244140625,588.7000122070312,465.1000061035156,473.95001220703125,6697424,2022-09-05
2022-09-12,594.358642578125,607.0999755859375,647.0,541.4000244140625,558.0,5048629,2022-09-12
2022-09-19,559.7994995117188,571.7999877929688,684.5,566.0499877929688,601.5499877929688,6602832,2022-09-19
2022-09-26,572.8203125,585.0999755859375,592.0,542.0,570.0,1958749,2022-09-26
2022-10-03,566.456787109375,578.5999755859375,589.1500244140625,561.75,570.5499877929688,735554,2022-10-03
2022-10-10,527.0515747070312,538.3499755859375,584.2999877929688,535.0499877929688,567.2000122070312,677428,2022-10-10
2022-10-17,522.1564331054688,533.3499755859375,555.7000122070312,527.6500244140625,538.3499755859375,453988,2022-10-17
2022-10-24,538.1143798828125,549.6500244140625,570.25,531.5499877929688,535.0,931147,2022-10-24
2022-10-31,613.4004516601562,626.5499877929688,634.0,545.5,552.4000244140625,4588620,2022-10-31
2022-11-07,630.533203125,644.0499877929688,690.0,635.0,635.0,4176680,2022-11-07
2022-11-14,623.1905517578125,636.5499877929688,674.2000122070312,630.25,643.0,1269741,2022-11-14
2022-11-21,651.2393188476562,665.2000122070312,674.2999877929688,624.25,636.2999877929688,1350216,2022-11-21
2022-11-28,732.8400268554688,748.5499877929688,751.0,664.9500122070312,665.5,4777923,2022-11-28
2022-12-05,828.881103515625,846.6500244140625,887.5,747.0,748.5499877929688,13969133,2022-12-05
2022-12-12,832.2587890625,850.0999755859375,896.9000244140625,823.4500122070312,846.6500244140625,3555183,2022-12-12
2022-12-19,777.4830932617188,794.1500244140625,887.0,770.25,855.0,3014051,2022-12-19
