Date,Adj Close_HONAUT.NS,Close_HONAUT.NS,High_HONAUT.NS,Low_HONAUT.NS,Open_HONAUT.NS,Volume_HONAUT.NS,Date
2021-05-10,41587.6875,42054.0,45300.0,41511.0,42099.8984375,22570,2021-05-10
2021-05-17,41956.35546875,42426.80078125,43020.8984375,41905.0,42600.75,23299,2021-05-17
2021-05-24,42441.9609375,42917.8515625,44490.19921875,42050.44921875,42500.0,17185,2021-05-24
2021-05-31,41462.2421875,41927.1484375,44489.94921875,41055.0,43299.0,29757,2021-05-31
2021-06-07,40326.37890625,40778.55078125,42209.94921875,40710.0,42200.0,16877,2021-06-07
2021-06-14,40374.23828125,40826.94921875,41500.05078125,40150.94921875,40799.8984375,29874,2021-06-14
2021-06-21,39453.6171875,39896.0,41000.0,39840.0,40301.0,18493,2021-06-21
2021-06-28,41454.17578125,41919.0,42200.0,39350.0,40199.0,54178,2021-06-28
2021-07-05,41844.8046875,42314.0,43259.0,41500.0,42160.0,26138,2021-07-05
2021-07-12,43186.90234375,43671.1484375,44400.0,42100.19921875,42500.0,23453,2021-07-12
2021-07-19,42095.7890625,42567.80078125,44217.3515625,42450.0,43578.94921875,9984,2021-07-19
2021-07-26,42255.1015625,42728.8984375,43944.0,42356.8515625,42600.0,10201,2021-07-26
2021-08-02,40597.98046875,41053.19921875,43145.0,40629.0,43145.0,29722,2021-08-02
2021-08-09,39953.21484375,40401.19921875,41509.0,39888.0,41005.0,17233,2021-08-09
2021-08-16,38744.03515625,39097.1015625,40678.75,39051.19921875,40600.0,11441,2021-08-16
2021-08-23,39347.8359375,39706.3984375,40299.94921875,38130.05078125,39699.0,15891,2021-08-23
2021-08-30,39798.9296875,40161.6015625,40888.0,39250.0,40139.0,22350,2021-08-30
2021-09-06,41885.45703125,42267.1484375,42317.0,39446.05078125,40488.94921875,14511,2021-09-06
2021-09-13,42186.71484375,42571.1484375,43699.0,41378.8515625,42400.0,15408,2021-09-13
2021-09-20,43886.82421875,44286.75,44490.0,41700.0,42398.8984375,21679,2021-09-20
2021-09-27,44283.0625,44686.6015625,45985.0,44001.0,44500.0,21736,2021-09-27
2021-10-04,45528.06640625,45942.94921875,47275.94921875,44712.0,45086.8984375,15770,2021-10-04
2021-10-11,44245.50390625,44648.69921875,46106.1484375,44522.6015625,45750.0,7869,2021-10-11
2021-10-18,42610.7578125,42999.05078125,45098.94921875,42271.25,44735.0,20209,2021-10-18
2021-10-25,41555.71484375,41934.3984375,45217.0,40500.0,45217.0,15316,2021-10-25
2021-11-01,42900.3671875,43291.30078125,43398.94921875,41500.0,41965.0,6396,2021-11-01
2021-11-08,43605.09375,44002.44921875,45500.0,42085.19921875,43291.30078125,27322,2021-11-08
2021-11-15,39492.07421875,39851.94921875,43000.0,39005.55078125,43000.0,19071,2021-11-15
2021-11-22,39103.31640625,39459.6484375,41558.3515625,38770.0,40179.0,24197,2021-11-22
2021-11-29,38281.94921875,38630.80078125,39751.0,38265.05078125,39700.0,19381,2021-11-29
2021-12-06,39371.17578125,39729.94921875,41042.05078125,38600.0,38889.0,15902,2021-12-06
2021-12-13,40222.56640625,40589.1015625,40900.05078125,39155.0,39811.0,14739,2021-12-13
2021-12-20,39802.69140625,40165.3984375,40681.0,38616.94921875,40340.0,33419,2021-12-20
2021-12-27,41790.12890625,42170.94921875,42900.0,39642.1015625,40011.0,29037,2021-12-27
2022-01-03,42678.984375,43067.8984375,43690.69921875,41500.1484375,42170.94921875,43740,2022-01-03
2022-01-10,44153.83984375,44556.19921875,44850.0,43016.1484375,43241.3515625,31175,2022-01-10
2022-01-17,43467.64453125,43863.75,46397.69921875,42326.55078125,44500.0,27729,2022-01-17
2022-01-24,41522.9140625,41901.30078125,43863.0,40611.25,43863.0,20890,2022-01-24
2022-01-31,44274.39453125,44677.8515625,46250.0,40644.3515625,42699.94921875,38264,2022-01-31
2022-02-07,43118.27734375,43511.19921875,45469.44921875,43289.80078125,44777.0,14932,2022-02-07
2022-02-14,40199.078125,40565.3984375,42269.3515625,39611.25,41990.0,40392,2022-02-14
2022-02-21,39994.05078125,40358.5,41260.8515625,39400.1015625,40444.0,30034,2022-02-21
2022-02-28,38821.4296875,39175.19921875,41262.44921875,38900.5,40261.0,16924,2022-02-28
2022-03-07,39559.01171875,39919.5,41000.0,38025.1015625,38516.0,17254,2022-03-07
2022-03-14,39056.984375,39412.8984375,40852.94921875,38850.0,39825.0,13094,2022-03-14
2022-03-21,38066.46484375,38413.3515625,39905.0,38348.05078125,39618.0,20336,2022-03-21
2022-03-28,39405.66015625,39764.75,40621.44921875,37950.0,38555.05078125,27838,2022-03-28
2022-04-04,40426.2109375,40794.6015625,41651.0,39421.19921875,39500.0,20781,2022-04-04
2022-04-11,39641.4609375,40002.69921875,41040.8515625,39455.55078125,40851.0,25117,2022-04-11
2022-04-18,40518.765625,40888.0,41157.25,39515.19921875,40050.0,29593,2022-04-18
2022-04-25,39754.875,40117.1484375,41500.0,39470.05078125,40460.0,24298,2022-04-25
2022-05-02,39433.15625,39792.5,40647.1015625,39140.0,39631.0,19251,2022-05-02
2022-05-09,34022.1171875,34332.1484375,39680.0,34100.0,39680.0,36238,2022-05-09
2022-05-16,31186.705078125,31470.900390625,34628.0,31156.69921875,34496.0,49710,2022-05-16
2022-05-23,30857.90234375,31139.099609375,32132.0,30185.349609375,31587.94921875,35461,2022-05-23
2022-05-30,31676.29296875,31964.94921875,32559.900390625,31100.0,31151.05078125,30376,2022-05-30
2022-06-06,32401.732421875,32697.0,32935.0,31000.0,31999.94921875,27584,2022-06-06
2022-06-13,32560.19140625,32856.8984375,33882.94921875,31794.0,32166.5,49704,2022-06-13
2022-06-20,33513.703125,33819.1015625,34100.0,32150.0,33000.0,23476,2022-06-20
2022-06-27,32953.30859375,33253.6015625,35071.5,32765.94921875,34052.0,24550,2022-06-27
2022-07-04,35727.67578125,36053.25,36100.0,32600.0,33135.0,25609,2022-07-04
2022-07-11,35281.88671875,35603.3984375,36150.0,35384.0,35801.0,10802,2022-07-11
2022-07-18,38957.140625,39312.1484375,39450.0,35622.8984375,35674.0,26676,2022-07-18
2022-07-25,39819.8828125,40182.75,41000.0,38600.0,39508.0,29012,2022-07-25
2022-08-01,40098.046875,40463.44921875,41967.94921875,39987.0,40419.94921875,20074,2022-08-01
2022-08-08,39528.4921875,39888.69921875,41506.55078125,39761.1015625,40463.44921875,9458,2022-08-08
2022-08-15,41551.01953125,41836.3984375,44347.1484375,39888.69921875,39888.69921875,80350,2022-08-15
2022-08-22,42462.2109375,42753.8515625,43638.0,41021.1015625,42000.0,26203,2022-08-22
2022-08-29,41914.5703125,42202.44921875,43998.94921875,42043.94921875,42055.5,30037,2022-08-29
2022-09-05,41395.48828125,41679.80078125,42865.94921875,41150.0,42586.6484375,18830,2022-09-05
2022-09-12,40137.578125,40413.25,43698.80078125,40124.0,41630.0,23578,2022-09-12
2022-09-19,39893.703125,40167.69921875,42349.94921875,40009.1015625,40869.0,26742,2022-09-19
2022-09-26,39731.265625,40004.1484375,40475.8515625,38515.75,40100.0,24992,2022-09-26
2022-10-03,39245.75390625,39515.30078125,40526.3984375,39028.8515625,40054.55078125,11225,2022-10-03
2022-10-10,38023.546875,38284.69921875,39529.94921875,37825.1484375,39529.0,23693,2022-10-10
2022-10-17,37549.25390625,37807.1484375,41100.0,37702.19921875,38100.0,18125,2022-10-17
2022-10-24,39278.23046875,39548.0,41250.0,37382.8515625,38474.0,32156,2022-10-24
2022-10-31,40120.1953125,40395.75,41192.05078125,39100.0,39723.0,29702,2022-10-31
2022-11-07,38416.74609375,38680.6015625,40934.1015625,37500.0,40690.0,48189,2022-11-07
2022-11-14,40740.63671875,41020.44921875,41100.0,38215.5,38800.0,23320,2022-11-14
2022-11-21,42107.3515625,42396.55078125,42725.0,40254.1015625,40890.8515625,29857,2022-11-21
2022-11-28,42080.03515625,42369.05078125,43450.0,40880.0,42529.30078125,33891,2022-11-28
2022-12-05,41255.5,41538.8515625,42964.75,40902.0,42388.0,24899,2022-12-05
2022-12-12,41105.234375,41387.55078125,44073.05078125,40310.0,41500.05078125,48792,2022-12-12
2022-12-19,40311.13671875,40588.0,41925.94921875,40200.0,41387.0,34180,2022-12-19
2022-12-26,41417.484375,41701.94921875,42350.0,40199.94921875,40599.94921875,38625,2022-12-26
2023-01-02,39574.59375,39846.3984375,41686.0,39250.0,41686.0,18877,2023-01-02
2023-01-09,39363.890625,39634.25,40550.05078125,39472.6484375,39983.0,13816,2023-01-09
2023-01-16,40235.45703125,40511.80078125,40749.5,39199.6484375,39699.0,12624,2023-01-16
2023-01-23,38039.09375,38300.3515625,40871.8984375,38010.0,40550.0,20263,2023-01-23
2023-01-30,39598.77734375,39870.75,40118.0,37575.05078125,38349.0,20534,2023-01-30
2023-02-06,37882.6171875,38142.80078125,39975.1484375,37021.1015625,39870.75,32742,2023-02-06
2023-02-13,36992.6796875,37246.75,38783.0,36850.0,38388.0,32242,2023-02-13
2023-02-20,35902.4140625,36149.0,37599.8984375,35465.1484375,37400.0,62447,2023-02-20
2023-02-27,35033.58203125,35274.19921875,36149.0,34384.80078125,36149.0,45322,2023-02-27
2023-03-06,35328.41015625,35571.05078125,36500.0,35026.0,35350.0,23523,2023-03-06
2023-03-13,34780.46875,35019.3515625,35600.0,34343.3984375,35501.0,14569,2023-03-13
2023-03-20,35531.609375,35775.6484375,36004.44921875,34416.05078125,35449.0,23352,2023-03-20
2023-03-27,36137.00390625,36385.19921875,36678.6015625,35093.0,35800.0,26295,2023-03-27
2023-04-03,36178.76953125,36427.25,37194.94921875,35860.0,36385.25,20182,2023-04-03
2023-04-10,36166.6015625,36415.0,37091.8984375,36218.5,36449.0,34361,2023-04-10
2023-04-17,35712.5234375,35957.80078125,36690.0,35261.80078125,36415.0,36835,2023-04-17
2023-04-24,35352.58984375,35595.3984375,36248.0,34649.1484375,36000.0,30286,2023-04-24
2023-05-01,36082.62890625,36330.44921875,36589.1015625,35500.0,35595.3984375,14374,2023-05-01
2023-05-08,36767.671875,37020.19921875,37872.94921875,36101.0,36877.0,18516,2023-05-08
2023-05-15,38810.1953125,39076.75,41258.80078125,37020.19921875,37020.19921875,80353,2023-05-15
2023-05-22,39742.890625,40015.8515625,40350.0,38750.80078125,39074.94921875,15956,2023-05-22
2023-05-29,40966.5859375,41247.94921875,41463.55078125,39650.0,40500.0,13019,2023-05-29
2023-06-05,40565.38671875,40844.0,41698.5,40555.0,41250.0,16874,2023-06-05
2023-06-12,41753.67578125,42040.44921875,42200.0,40437.1484375,41000.0,20824,2023-06-12
2023-06-19,41244.02734375,41527.30078125,42825.0,41500.0,42216.94921875,16562,2023-06-19
2023-06-26,41394.74609375,41679.05078125,42076.55078125,40251.0,41527.30078125,18301,2023-06-26
2023-07-03,42454.9609375,42746.55078125,43102.6015625,41660.55078125,41878.0,13974,2023-07-03
2023-07-10,42936.3515625,43231.25,44150.0,42364.6015625,42781.69921875,29583,2023-07-10
2023-07-17,42327.5859375,42618.30078125,43476.8515625,41915.0,43456.5,7258,2023-07-17
2023-07-24,41713.703125,42000.19921875,42992.94921875,41626.05078125,42699.94921875,7809,2023-07-24
2023-07-31,42039.01953125,42327.75,43499.0,41800.80078125,42395.55078125,14537,2023-07-31
2023-08-07,41836.78125,42030.8984375,42649.94921875,41581.94921875,42550.0,7686,2023-08-07
2023-08-14,39998.265625,40183.8515625,41998.8515625,39950.0,41710.0,6998,2023-08-14
2023-08-21,40021.5546875,40207.25,40987.1484375,39899.94921875,40484.94921875,19290,2023-08-21
2023-08-28,39215.64453125,39397.6015625,40659.1015625,38831.69921875,40449.0,14472,2023-08-28
2023-09-04,38844.46484375,39024.69921875,39598.94921875,38800.0,39399.0,23175,2023-09-04
2023-09-11,39825.4140625,40010.19921875,40439.69921875,38651.0,39200.0,29413,2023-09-11
2023-09-18,40661.3359375,40850.0,41000.0,39606.1015625,40010.19921875,45871,2023-09-18
2023-09-25,39669.6875,39853.75,41150.05078125,38720.1015625,40864.0,17328,2023-09-25
2023-10-02,38805.19921875,38985.25,39990.0,38964.05078125,39853.75,8220,2023-10-02
2023-10-09,37875.4140625,38051.1484375,39189.6015625,37967.05078125,38985.25,28786,2023-10-09
2023-10-16,37009.4296875,37181.1484375,38273.94921875,37111.0,38061.0,13099,2023-10-16
2023-10-23,36050.828125,36218.1015625,37750.0,36085.05078125,37300.0,14399,2023-10-23
2023-10-30,36978.7265625,37150.30078125,37399.0,35724.0,36250.0,10324,2023-10-30
2023-11-06,37169.2890625,37341.75,37699.94921875,36900.05078125,37339.0,7493,2023-11-06
2023-11-13,37042.6796875,37214.55078125,37688.80078125,35850.0,37569.0,21507,2023-11-13
2023-11-20,36593.109375,36762.8984375,37451.0,36441.94921875,37214.55078125,20042,2023-11-20
2023-11-27,36510.296875,36679.69921875,37045.0,36465.05078125,36762.8984375,6903,2023-11-27
2023-12-04,36099.40234375,36266.8984375,37300.0,35990.0,37250.0,20863,2023-12-04
2023-12-11,35204.10546875,35367.44921875,36600.0,35290.0,36600.0,38205,2023-12-11
2023-12-18,34947.19921875,35109.3515625,36200.0,34977.69921875,35499.94921875,67649,2023-12-18
2023-12-25,36676.82421875,36847.0,37150.0,35109.3515625,35109.3515625,37302,2023-12-25
2024-01-01,36684.984375,36855.19921875,37750.0,36500.05078125,37070.0,17110,2024-01-01
2024-01-08,36563.8984375,36733.55078125,37887.69921875,36650.1015625,36999.0,32277,2024-01-08
2024-01-15,37343.28515625,37516.55078125,37708.0,36596.3515625,36887.8984375,56142,2024-01-15
2024-01-22,38518.62890625,38697.3515625,39008.55078125,37510.0,37516.55078125,36588,2024-01-22
2024-01-29,38627.7734375,38807.0,39159.69921875,38265.0,38900.0,28895,2024-01-29
2024-02-05,38357.4765625,38535.44921875,40165.8984375,37825.1015625,38877.0,37591,2024-02-05
2024-02-12,38196.921875,38374.1484375,38867.8984375,37332.6484375,38535.44921875,14216,2024-02-12
2024-02-19,38011.578125,38187.94921875,38568.5,36866.1015625,38374.19921875,27282,2024-02-19
2024-02-26,38003.46875,38179.80078125,38642.3984375,37499.1484375,38249.0,20462,2024-02-26
2024-03-04,37760.49609375,37935.69921875,38900.1015625,37080.19921875,38195.94921875,20235,2024-03-04
2024-03-11,38064.38671875,38241.0,39050.0,36271.0,37570.75,27845,2024-03-11
2024-03-18,37224.0859375,37396.80078125,38400.05078125,36617.75,38241.0,15505,2024-03-18
2024-03-25,38508.57421875,38687.25,38948.94921875,37101.25,37396.80078125,20142,2024-03-25
2024-04-01,41974.296875,42169.05078125,42449.0,38300.05078125,38999.94921875,44892,2024-04-01
2024-04-08,44087.69140625,44292.25,44549.8515625,41815.0,41815.0,43459,2024-04-08
2024-04-15,43886.72265625,44090.3515625,45445.0,42950.0,43000.0,36588,2024-04-15
2024-04-22,44993.18359375,45201.94921875,45792.44921875,44251.55078125,44404.0,16339,2024-04-22
2024-04-29,44094.85546875,44299.44921875,45718.1015625,42010.1015625,45499.8515625,19706,2024-04-29
2024-05-06,46606.94921875,46823.19921875,47224.6015625,43000.19921875,45500.0,32723,2024-05-06
2024-05-13,52667.62890625,52912.0,58994.0,46253.19921875,47050.0,222309,2024-05-13
2024-05-20,51724.703125,51964.69921875,56499.8984375,51600.0,52401.0,68049,2024-05-20
2024-05-27,51187.09765625,51424.6015625,53270.0,50526.0,52100.0,36385,2024-05-27
2024-06-03,52074.08203125,52315.69921875,53880.0,48024.55078125,53880.0,31975,2024-06-03
2024-06-10,57659.26953125,57926.80078125,58500.0,52258.6015625,52950.0,78124,2024-06-10
2024-06-17,55283.390625,55539.8984375,58699.94921875,55011.1015625,57926.80078125,28342,2024-06-17
2024-06-24,56449.28125,56711.19921875,59994.0,55425.25,55899.8984375,58362,2024-06-24
2024-07-01,57315.11328125,57581.05078125,59000.0,56200.05078125,56700.0,39634,2024-07-01
2024-07-08,56249.70703125,56510.69921875,58500.0,55303.55078125,58500.0,21899,2024-07-08
2024-07-15,53151.484375,53398.1015625,56999.0,53003.8515625,56540.0,13320,2024-07-15
2024-07-22,54202.26171875,54453.75,55888.0,52954.1484375,53450.0,32057,2024-07-22
2024-07-29,53778.8125,53927.3515625,56750.0,53501.0,54453.75,31260,2024-07-29
2024-08-05,51808.75390625,51951.8515625,55408.44921875,49500.0,52900.0,54346,2024-08-05
2024-08-12,51242.765625,51384.30078125,52600.0,50760.1484375,51900.0,26760,2024-08-12
2024-08-19,52130.7109375,52274.69921875,53072.3984375,51555.6015625,51990.0,43255,2024-08-19
2024-08-26,50828.55859375,50968.94921875,52998.94921875,50501.0,52800.0,23709,2024-08-26
2024-09-02,48889.86328125,49024.8984375,51380.0,48826.69921875,50968.94921875,22207,2024-09-02
2024-09-09,50301.1171875,50440.05078125,51600.0,48890.0,49200.0,25245,2024-09-09
2024-09-16,49423.4375,49559.94921875,50900.0,49051.1015625,50900.0,51439,2024-09-16
2024-09-23,48706.171875,48840.69921875,50400.0,48607.05078125,50279.94921875,20636,2024-09-23
2024-09-30,48090.171875,48223.0,49650.25,47600.0,49252.44921875,18053,2024-09-30
2024-10-07,50165.08984375,50303.6484375,50549.8984375,46827.94921875,48480.19921875,19895,2024-10-07
2024-10-14,51535.10546875,51677.44921875,51850.0,49000.0,50350.0,16445,2024-10-14
2024-10-21,49230.47265625,49366.44921875,51999.0,48836.05078125,51677.44921875,21815,2024-10-21
2024-10-28,46163.640625,46291.1484375,49999.0,44500.0,49366.44921875,104955,2024-10-28
2024-11-04,43640.91015625,43761.44921875,45999.3984375,43600.0,45111.1015625,34644,2024-11-04
2024-11-11,41988.875,42104.8515625,44099.94921875,41690.1015625,43819.94921875,12779,2024-11-11
2024-11-18,40906.7109375,41019.69921875,42740.94921875,40960.0,42000.1484375,22322,2024-11-18
2024-11-25,40722.671875,40835.1484375,42690.0,40420.05078125,41300.55078125,23801,2024-11-25
2024-12-02,40475.15625,40586.94921875,42125.30078125,40253.05078125,41050.0,36340,2024-12-02
2024-12-09,40590.3359375,40702.44921875,41798.8984375,40500.0,40924.0,24080,2024-12-09
2024-12-16,40964.65234375,41077.80078125,41625.3984375,39336.6015625,40900.0,60412,2024-12-16
2024-12-23,41201.80078125,41315.6015625,42612.1015625,40262.6484375,41449.0,84755,2024-12-23
2024-12-30,42964.1328125,43082.80078125,43732.55078125,41069.0,41315.5,22846,2024-12-30
2025-01-06,41226.87890625,41340.75,43325.0,41100.1015625,43082.80078125,18041,2025-01-06
2025-01-13,40485.17578125,40597.0,41560.8984375,39834.6484375,41340.75,25202,2025-01-13
2025-01-20,41511.84375,41626.5,42100.0,40040.0,40700.44921875,21163,2025-01-20
2025-01-27,39277.31640625,39385.80078125,41542.55078125,38401.1015625,41005.0,75966,2025-01-27
2025-02-03,38232.69921875,38338.30078125,40068.30078125,37620.0,39385.80078125,40201,2025-02-03
2025-02-10,34595.39453125,34690.94921875,38597.1484375,34313.0,38301.0,42976,2025-02-10
2025-02-17,33720.26171875,33813.3984375,35182.69921875,33294.1484375,34553.0,20791,2025-02-17
2025-02-24,33608.8203125,33701.6484375,34199.80078125,33232.55078125,33700.0,14594,2025-02-24
2025-03-03,35714.15625,35812.80078125,36011.25,33409.1484375,33800.0,20497,2025-03-03
2025-03-10,33757.2109375,33850.44921875,36200.0,33230.5,36200.0,12974,2025-03-10
2025-03-17,33816.59765625,33910.0,35475.0,33410.0,33900.0,31884,2025-03-17
2025-03-24,33591.6171875,33684.3984375,34485.0,31263.19921875,33975.0,56192,2025-03-24
2025-03-31,33516.67578125,33609.25,34599.94921875,33350.0,33684.3984375,26559,2025-03-31
2025-04-07,33920.95703125,34014.6484375,34249.94921875,31025.0,33000.0,15183,2025-04-07
2025-04-14,34155.66015625,34250.0,35200.0,33910.0,34500.0,20089,2025-04-14
2025-04-21,34399.984375,34495.0,35065.0,33405.0,34745.0,33422,2025-04-21
2025-04-28,34584.4765625,34680.0,35000.0,33725.0,34410.0,19238,2025-04-28
2025-05-05,34090.83984375,34185.0,35890.0,33910.0,34950.0,28612,2025-05-05
2025-05-12,38713.0703125,38820.0,39255.0,34670.0,35000.0,46836,2025-05-12
2025-05-19,37207.23046875,37310.0,39095.0,36800.0,38810.0,22219,2025-05-19
2025-05-26,38423.87109375,38530.0,39930.0,37100.0,37500.0,23269,2025-05-26
2025-06-02,38962.3828125,39070.0,39745.0,38110.0,38900.0,25911,2025-06-02
2025-06-09,38015.0,38120.0,39545.0,37700.0,39100.0,26150,2025-06-09
2025-06-16,37406.6796875,37510.0,38375.0,37330.0,38120.0,22919,2025-06-16
2025-06-23,39680.0,39680.0,39775.0,37500.0,37500.0,14580,2025-06-23
2025-06-30,40980.0,40980.0,41450.0,38500.0,39770.0,52691,2025-06-30
2025-07-07,40320.0,40320.0,41200.0,40250.0,41200.0,26921,2025-07-07
2025-07-14,40730.0,40730.0,41075.0,40300.0,40600.0,6973,2025-07-14
