Date,Adj Close_SURYAROSNI.NS,Close_SURYAROSNI.NS,High_SURYAROSNI.NS,Low_SURYAROSNI.NS,Open_SURYAROSNI.NS,Volume_SURYAROSNI.NS,Date
2020-07-13,27.470216751098633,28.924999237060547,29.712499618530273,28.5,29.487499237060547,564688,2020-07-13
2020-07-20,29.179685592651367,30.725000381469727,31.512500762939453,29.262500762939453,29.674999237060547,2300064,2020-07-20
2020-07-27,26.959749221801758,28.387500762939453,30.975000381469727,28.0,30.700000762939453,1075280,2020-07-27
2020-08-03,33.014122009277344,34.76250076293945,37.01250076293945,28.137500762939453,28.3125,6230708,2020-08-03
2020-08-10,38.11878204345703,40.13750076293945,43.86249923706055,35.26250076293945,36.0,5853356,2020-08-10
2020-08-17,43.99508285522461,46.32500076293945,47.474998474121094,39.20000076293945,40.275001525878906,3930924,2020-08-17
2020-08-24,42.5823974609375,44.837501525878906,49.349998474121094,44.537498474121094,47.17499923706055,3954416,2020-08-24
2020-08-31,39.61457061767578,41.712501525878906,46.724998474121094,40.0,44.75,1631968,2020-08-31
2020-09-07,39.840675354003906,41.462501525878906,44.25,40.0,42.32500076293945,2583144,2020-09-07
2020-09-14,48.34450149536133,50.3125,52.0,42.0,42.5,8356548,2020-09-14
2020-09-21,46.63893127441406,48.537498474121094,53.45000076293945,45.962501525878906,50.6875,4979828,2020-09-21
2020-09-28,48.03221130371094,49.98749923706055,53.875,49.5,52.25,7148852,2020-09-28
2020-10-05,48.536678314208984,50.51250076293945,53.5,49.5,49.849998474121094,3617452,2020-10-05
2020-10-12,47.14339828491211,49.0625,51.38750076293945,48.75,50.75,2238256,2020-10-12
2020-10-19,49.8338737487793,51.86249923706055,52.98749923706055,49.125,49.125,2171424,2020-10-19
2020-10-26,53.42517852783203,55.599998474121094,59.04999923706055,51.51250076293945,51.98749923706055,5313176,2020-10-26
2020-11-02,60.12735366821289,62.57500076293945,63.75,53.75,55.88750076293945,4533604,2020-11-02
2020-11-09,61.176517486572266,63.275001525878906,66.17500305175781,61.32500076293945,64.0,2951020,2020-11-09
2020-11-16,64.50000762939453,66.7125015258789,67.5,63.25,63.61249923706055,2506936,2020-11-16
2020-11-23,63.09809494018555,65.26249694824219,67.92500305175781,63.75,67.05000305175781,1969976,2020-11-23
2020-11-30,65.34600067138672,67.5875015258789,70.0,64.69999694824219,65.26249694824219,3511344,2020-11-30
2020-12-07,79.473876953125,82.19999694824219,88.19999694824219,66.69999694824219,67.55000305175781,10336940,2020-12-07
2020-12-14,83.46207427978516,86.32499694824219,89.375,81.44999694824219,82.5,3388984,2020-12-14
2020-12-21,89.10598754882812,92.1624984741211,95.8499984741211,75.0,85.55000305175781,6336000,2020-12-21
2020-12-28,87.14813995361328,90.13749694824219,95.0,90.0,92.25,861676,2020-12-28
2021-01-04,81.70967102050781,84.51249694824219,93.25,83.80000305175781,90.25,1539308,2021-01-04
2021-01-11,81.61299896240234,84.4124984741211,88.25,79.5,85.11250305175781,2408716,2021-01-11
2021-01-18,89.22682189941406,92.2874984741211,96.0,81.25,85.0,3092556,2021-01-18
