Date,Adj Close_SPMLINFRA.NS,Close_SPMLINFRA.NS,High_SPMLINFRA.NS,Low_SPMLINFRA.NS,Open_SPMLINFRA.NS,Volume_SPMLINFRA.NS,Date
2020-11-23,8.149999618530273,8.149999618530273,8.350000381469727,7.900000095367432,8.0,83003,2020-11-23
2020-11-30,8.300000190734863,8.300000190734863,9.050000190734863,7.800000190734863,8.149999618530273,222853,2020-11-30
2020-12-07,13.199999809265137,13.199999809265137,13.199999809265137,8.050000190734863,8.699999809265137,973133,2020-12-07
2020-12-14,12.949999809265137,12.949999809265137,15.5,12.050000190734863,13.300000190734863,1410197,2020-12-14
2020-12-21,12.899999618530273,12.899999618530273,12.899999618530273,11.199999809265137,12.399999618530273,159582,2020-12-21
2020-12-28,14.649999618530273,14.649999618530273,15.5,13.5,13.5,482852,2020-12-28
2021-01-04,15.649999618530273,15.649999618530273,15.649999618530273,14.149999618530273,15.100000381469727,345678,2021-01-04
2021-01-11,16.049999237060547,16.049999237060547,17.549999237060547,15.800000190734863,16.399999618530273,295608,2021-01-11
2021-01-18,14.75,14.75,16.600000381469727,14.25,15.25,101494,2021-01-18
2021-01-25,14.199999809265137,14.199999809265137,15.149999618530273,13.0,14.100000381469727,40566,2021-01-25
2021-02-01,14.050000190734863,14.050000190734863,15.300000190734863,13.550000190734863,14.399999618530273,138579,2021-02-01
2021-02-08,14.800000190734863,14.800000190734863,15.800000190734863,13.600000381469727,14.0,201182,2021-02-08
2021-02-15,13.199999809265137,13.199999809265137,14.949999809265137,12.800000190734863,14.199999809265137,160959,2021-02-15
2021-02-22,13.300000190734863,13.300000190734863,13.949999809265137,12.75,13.550000190734863,167895,2021-02-22
2021-03-01,12.800000190734863,12.800000190734863,13.449999809265137,12.600000381469727,13.100000381469727,154631,2021-03-01
2021-03-08,12.350000381469727,12.350000381469727,13.0,12.0,12.300000190734863,131518,2021-03-08
2021-03-15,10.949999809265137,10.949999809265137,12.5,10.649999618530273,12.449999809265137,107745,2021-03-15
2021-03-22,9.899999618530273,9.899999618530273,11.550000190734863,9.5,11.550000190734863,204913,2021-03-22
2021-03-29,10.0,10.0,10.800000190734863,9.449999809265137,9.899999618530273,126495,2021-03-29
2021-04-05,11.850000381469727,11.850000381469727,12.800000190734863,9.550000190734863,10.350000381469727,774241,2021-04-05
2021-04-12,9.850000381469727,9.850000381469727,11.25,9.5,10.75,665001,2021-04-12
2021-04-19,9.649999618530273,9.649999618530273,10.100000381469727,8.050000190734863,9.0,294801,2021-04-19
2021-04-26,9.600000381469727,9.600000381469727,10.800000190734863,9.149999618530273,10.0,145144,2021-04-26
2021-05-03,9.699999809265137,9.699999809265137,10.050000190734863,9.25,9.600000381469727,74991,2021-05-03
2021-05-10,13.100000381469727,13.100000381469727,13.75,9.649999618530273,9.649999618530273,1230505,2021-05-10
2021-05-17,11.949999809265137,11.949999809265137,13.350000381469727,10.850000381469727,13.199999809265137,566580,2021-05-17
2021-05-24,11.699999809265137,11.699999809265137,12.399999618530273,11.25,11.550000190734863,307059,2021-05-24
2021-05-31,11.399999618530273,11.399999618530273,11.899999618530273,11.300000190734863,11.5,245043,2021-05-31
2021-06-07,12.399999618530273,12.399999618530273,13.5,11.199999809265137,11.600000381469727,646499,2021-06-07
2021-06-14,12.800000190734863,12.800000190734863,13.550000190734863,11.800000190734863,12.850000381469727,424798,2021-06-14
2021-06-21,12.399999618530273,12.399999618530273,13.399999618530273,12.050000190734863,13.300000190734863,210537,2021-06-21
2021-06-28,11.5,11.5,12.600000381469727,10.699999809265137,12.399999618530273,331300,2021-06-28
2021-07-05,12.149999618530273,12.149999618530273,12.899999618530273,11.149999618530273,11.199999809265137,381662,2021-07-05
2021-07-12,11.850000381469727,11.850000381469727,12.399999618530273,11.399999618530273,12.149999618530273,153063,2021-07-12
2021-07-19,11.949999809265137,11.949999809265137,12.050000190734863,10.800000190734863,11.850000381469727,287003,2021-07-19
2021-07-26,12.199999809265137,12.199999809265137,12.75,11.199999809265137,12.199999809265137,415297,2021-07-26
2021-08-02,14.899999618530273,14.899999618530273,14.899999618530273,11.75,11.800000190734863,1039093,2021-08-02
2021-08-09,13.649999618530273,13.649999618530273,16.100000381469727,12.199999809265137,15.899999618530273,1046210,2021-08-09
2021-08-16,11.649999618530273,11.649999618530273,13.199999809265137,11.550000190734863,13.0,66472,2021-08-16
2021-08-23,11.199999809265137,11.199999809265137,11.800000190734863,10.5,11.649999618530273,166486,2021-08-23
2021-08-30,11.050000190734863,11.050000190734863,11.5,10.699999809265137,11.0,125147,2021-08-30
2021-09-06,11.0,11.0,11.550000190734863,10.699999809265137,11.399999618530273,140804,2021-09-06
2021-09-13,11.050000190734863,11.050000190734863,11.449999809265137,10.800000190734863,11.300000190734863,85708,2021-09-13
2021-09-20,11.050000190734863,11.050000190734863,11.699999809265137,10.649999618530273,11.350000381469727,149378,2021-09-20
2021-09-27,10.800000190734863,10.800000190734863,11.25,10.199999809265137,11.050000190734863,325012,2021-09-27
2021-10-04,10.149999618530273,10.149999618530273,11.399999618530273,10.149999618530273,10.649999618530273,382230,2021-10-04
2021-10-11,10.800000190734863,10.800000190734863,11.0,9.850000381469727,10.25,153066,2021-10-11
2021-10-18,10.600000381469727,10.600000381469727,11.399999618530273,10.5,11.0,176330,2021-10-18
2021-10-25,10.600000381469727,10.600000381469727,11.649999618530273,10.550000190734863,11.100000381469727,247406,2021-10-25
2021-11-01,11.100000381469727,11.100000381469727,11.149999618530273,10.399999618530273,10.899999618530273,101926,2021-11-01
2021-11-08,12.199999809265137,12.199999809265137,12.199999809265137,10.649999618530273,11.25,167661,2021-11-08
2021-11-15,14.75,14.75,14.75,12.800000190734863,12.800000190734863,1019034,2021-11-15
2021-11-22,18.700000762939453,18.700000762939453,18.700000762939453,15.449999809265137,15.449999809265137,116898,2021-11-22
2021-11-29,23.700000762939453,23.700000762939453,23.700000762939453,18.649999618530273,19.600000381469727,1444337,2021-11-29
2021-12-06,22.399999618530273,22.399999618530273,24.850000381469727,20.600000381469727,24.850000381469727,1034615,2021-12-06
2021-12-13,19.25,19.25,22.0,19.100000381469727,22.0,541489,2021-12-13
2021-12-20,21.399999618530273,21.399999618530273,21.399999618530273,17.700000762939453,19.0,191646,2021-12-20
2021-12-27,27.149999618530273,27.149999618530273,27.149999618530273,22.450000762939453,22.450000762939453,504474,2021-12-27
2022-01-03,34.5,34.5,34.5,28.5,28.5,539280,2022-01-03
2022-01-10,43.75,43.75,43.75,36.099998474121094,36.20000076293945,1850081,2022-01-10
2022-01-17,55.70000076293945,55.70000076293945,55.70000076293945,43.650001525878906,45.900001525878906,1473066,2022-01-17
2022-01-24,50.79999923706055,50.79999923706055,58.45000076293945,47.150001525878906,58.25,1670185,2022-01-24
2022-01-31,54.349998474121094,54.349998474121094,54.349998474121094,46.54999923706055,48.70000076293945,360565,2022-01-31
2022-02-07,56.79999923706055,56.79999923706055,64.0,55.0,57.04999923706055,388555,2022-02-07
2022-02-14,55.70000076293945,55.70000076293945,55.75,48.75,54.0,409325,2022-02-14
2022-02-21,47.75,47.75,56.0,47.75,52.95000076293945,194519,2022-02-21
2022-02-28,47.20000076293945,47.20000076293945,52.599998474121094,45.400001525878906,47.0,265656,2022-02-28
2022-03-07,53.04999923706055,53.04999923706055,53.04999923706055,43.54999923706055,47.0,350606,2022-03-07
2022-03-14,56.75,56.75,60.5,55.70000076293945,55.70000076293945,253089,2022-03-14
2022-03-21,60.650001525878906,60.650001525878906,60.650001525878906,51.70000076293945,58.5,401256,2022-03-21
2022-03-28,60.45000076293945,60.45000076293945,66.80000305175781,56.150001525878906,63.650001525878906,814843,2022-03-28
2022-04-04,63.150001525878906,63.150001525878906,73.3499984741211,62.20000076293945,63.45000076293945,1167516,2022-04-04
2022-04-11,73.05000305175781,73.05000305175781,73.05000305175781,62.0,62.900001525878906,960660,2022-04-11
2022-04-18,66.0,66.0,75.3499984741211,64.94999694824219,72.75,855632,2022-04-18
2022-04-25,57.5,57.5,65.69999694824219,57.04999923706055,64.0,675133,2022-04-25
2022-05-02,49.599998474121094,49.599998474121094,59.400001525878906,49.599998474121094,56.25,273340,2022-05-02
2022-05-09,43.150001525878906,43.150001525878906,50.04999923706055,41.20000076293945,47.29999923706055,603453,2022-05-09
2022-05-16,42.0,42.0,45.150001525878906,40.349998474121094,42.54999923706055,578368,2022-05-16
2022-05-23,38.349998474121094,38.349998474121094,42.04999923706055,34.29999923706055,41.70000076293945,660953,2022-05-23
2022-05-30,38.79999923706055,38.79999923706055,42.25,37.5,39.95000076293945,423365,2022-05-30
2022-06-06,37.79999923706055,37.79999923706055,41.75,36.849998474121094,37.5,221300,2022-06-06
2022-06-13,34.849998474121094,34.849998474121094,39.20000076293945,34.75,37.75,156408,2022-06-13
2022-06-20,33.0,33.0,34.75,30.350000381469727,33.5,442542,2022-06-20
2022-06-27,38.0,38.0,39.79999923706055,33.75,34.5,513042,2022-06-27
2022-07-04,48.0,48.0,48.0,39.650001525878906,39.650001525878906,617299,2022-07-04
2022-07-11,48.29999923706055,48.29999923706055,54.099998474121094,45.79999923706055,48.79999923706055,595963,2022-07-11
2022-07-18,46.20000076293945,46.20000076293945,50.25,46.099998474121094,48.95000076293945,202676,2022-07-18
2022-07-25,41.20000076293945,41.20000076293945,48.0,39.0,46.20000076293945,459237,2022-07-25
2022-08-01,39.29999923706055,39.29999923706055,41.0,34.349998474121094,40.95000076293945,617509,2022-08-01
2022-08-08,39.650001525878906,39.650001525878906,41.0,37.900001525878906,39.79999923706055,360425,2022-08-08
2022-08-15,39.349998474121094,39.349998474121094,41.900001525878906,38.099998474121094,39.650001525878906,143158,2022-08-15
2022-08-22,44.650001525878906,44.650001525878906,46.54999923706055,38.70000076293945,39.70000076293945,420083,2022-08-22
2022-08-29,44.5,44.5,48.0,42.5,45.0,266420,2022-08-29
2022-09-05,41.04999923706055,41.04999923706055,44.099998474121094,40.599998474121094,44.0,262677,2022-09-05
2022-09-12,36.29999923706055,36.29999923706055,41.45000076293945,36.099998474121094,41.04999923706055,359663,2022-09-12
2022-09-19,36.400001525878906,36.400001525878906,38.900001525878906,34.599998474121094,34.599998474121094,309273,2022-09-19
2022-09-26,33.29999923706055,33.29999923706055,37.70000076293945,32.900001525878906,37.70000076293945,285960,2022-09-26
2022-10-03,31.25,31.25,33.900001525878906,30.200000762939453,33.0,634301,2022-10-03
2022-10-10,31.700000762939453,31.700000762939453,35.29999923706055,30.5,31.25,286190,2022-10-10
2022-10-17,32.70000076293945,32.70000076293945,34.25,29.399999618530273,32.70000076293945,433519,2022-10-17
2022-10-24,32.5,32.5,34.0,32.04999923706055,33.95000076293945,48919,2022-10-24
2022-10-31,30.350000381469727,30.350000381469727,33.349998474121094,28.649999618530273,33.150001525878906,394319,2022-10-31
2022-11-07,30.549999237060547,30.549999237060547,31.850000381469727,29.399999618530273,31.450000762939453,124561,2022-11-07
2022-11-14,24.799999237060547,24.799999237060547,31.25,24.799999237060547,30.850000381469727,645974,2022-11-14
2022-11-21,31.200000762939453,31.200000762939453,31.200000762939453,23.600000381469727,24.799999237060547,493183,2022-11-21
2022-11-28,33.70000076293945,33.70000076293945,36.0,30.049999237060547,31.950000762939453,445285,2022-11-28
2022-12-05,30.450000762939453,30.450000762939453,33.95000076293945,30.200000762939453,33.95000076293945,228062,2022-12-05
2022-12-12,29.75,29.75,31.299999237060547,28.950000762939453,30.5,218895,2022-12-12
2022-12-19,25.200000762939453,25.200000762939453,31.149999618530273,25.200000762939453,31.149999618530273,212403,2022-12-19
2022-12-26,26.75,26.75,27.0,23.649999618530273,23.950000762939453,585269,2022-12-26
2023-01-02,25.399999618530273,25.399999618530273,28.200000762939453,25.25,26.950000762939453,186953,2023-01-02
2023-01-09,24.700000762939453,24.700000762939453,25.649999618530273,23.649999618530273,25.649999618530273,212694,2023-01-09
2023-01-16,26.899999618530273,26.899999618530273,26.899999618530273,24.100000381469727,24.549999237060547,501258,2023-01-16
2023-01-23,29.5,29.5,31.850000381469727,28.100000381469727,28.200000762939453,402483,2023-01-23
2023-01-30,28.100000381469727,28.100000381469727,29.850000381469727,26.799999237060547,28.100000381469727,330954,2023-01-30
2023-02-06,27.200000762939453,27.200000762939453,28.049999237060547,25.049999237060547,26.850000381469727,223201,2023-02-06
2023-02-13,25.350000381469727,25.350000381469727,27.75,23.549999237060547,27.75,331193,2023-02-13
2023-02-20,24.700000762939453,24.700000762939453,25.700000762939453,22.700000762939453,24.600000381469727,194801,2023-02-20
2023-02-27,26.0,26.0,26.25,22.299999237060547,25.0,203937,2023-02-27
2023-03-06,24.5,24.5,26.549999237060547,23.549999237060547,26.549999237060547,151857,2023-03-06
2023-03-13,22.0,22.0,24.899999618530273,21.399999618530273,24.25,246454,2023-03-13
2023-03-20,19.100000381469727,19.100000381469727,22.700000762939453,18.950000762939453,22.549999237060547,652140,2023-03-20
2023-03-27,16.899999618530273,16.899999618530273,20.049999237060547,16.75,20.0,648706,2023-03-27
2023-04-03,19.450000762939453,19.450000762939453,19.450000762939453,16.799999237060547,17.649999618530273,86466,2023-04-03
2023-04-10,23.549999237060547,23.549999237060547,23.549999237060547,19.850000381469727,20.399999618530273,88128,2023-04-10
2023-04-17,27.200000762939453,27.200000762939453,28.5,23.0,24.700000762939453,532175,2023-04-17
2023-04-24,31.600000381469727,31.600000381469727,31.600000381469727,27.200000762939453,28.549999237060547,290986,2023-04-24
2023-05-01,33.650001525878906,33.650001525878906,34.70000076293945,31.350000381469727,31.600000381469727,1039312,2023-05-01
2023-05-08,33.75,33.75,37.400001525878906,33.5,34.75,369417,2023-05-08
2023-05-15,35.5,35.5,36.29999923706055,32.5,33.599998474121094,301850,2023-05-15
2023-05-22,29.75,29.75,36.25,29.600000381469727,35.54999923706055,422309,2023-05-22
2023-05-29,36.650001525878906,36.650001525878906,37.650001525878906,29.600000381469727,29.600000381469727,967372,2023-05-29
2023-06-05,36.20000076293945,36.20000076293945,38.0,33.79999923706055,36.650001525878906,356448,2023-06-05
2023-06-12,43.25,43.25,43.25,35.099998474121094,36.20000076293945,956884,2023-06-12
2023-06-19,45.400001525878906,45.400001525878906,45.400001525878906,45.400001525878906,45.400001525878906,170055,2023-06-19
2023-06-26,44.5,44.5,44.5,44.5,44.5,2477,2023-06-26
2023-07-03,43.650001525878906,43.650001525878906,43.650001525878906,43.650001525878906,43.650001525878906,1,2023-07-03
2023-07-10,42.79999923706055,42.79999923706055,42.79999923706055,42.79999923706055,42.79999923706055,290132,2023-07-10
2023-07-17,41.95000076293945,41.95000076293945,41.95000076293945,41.95000076293945,41.95000076293945,3668,2023-07-17
2023-07-24,38.70000076293945,38.70000076293945,42.0,34.150001525878906,40.70000076293945,593694,2023-07-24
2023-07-31,40.29999923706055,40.29999923706055,44.0,37.54999923706055,37.54999923706055,204987,2023-07-31
2023-08-07,39.400001525878906,39.400001525878906,40.29999923706055,39.400001525878906,39.5,46138,2023-08-07
2023-08-14,37.849998474121094,37.849998474121094,40.150001525878906,37.849998474121094,40.150001525878906,10046,2023-08-14
2023-08-21,34.25,34.25,37.099998474121094,34.25,37.099998474121094,19325,2023-08-21
2023-08-28,37.099998474121094,37.099998474121094,37.099998474121094,33.599998474121094,34.900001525878906,119282,2023-08-28
2023-09-04,40.849998474121094,40.849998474121094,40.849998474121094,37.79999923706055,37.79999923706055,192734,2023-09-04
2023-09-11,51.95000076293945,51.95000076293945,51.95000076293945,42.849998474121094,42.849998474121094,1299062,2023-09-11
2023-09-18,54.599998474121094,54.599998474121094,57.20000076293945,52.099998474121094,54.5,755553,2023-09-18
2023-09-25,49.45000076293945,49.45000076293945,53.5,49.400001525878906,53.5,77923,2023-09-25
2023-10-02,51.400001525878906,51.400001525878906,51.400001525878906,47.599998474121094,49.45000076293945,68807,2023-10-02
2023-10-09,56.599998474121094,56.599998474121094,56.599998474121094,51.5,52.400001525878906,265057,2023-10-09
2023-10-16,57.70000076293945,57.70000076293945,58.5,54.400001525878906,57.70000076293945,316584,2023-10-16
2023-10-23,56.849998474121094,56.849998474121094,59.150001525878906,55.70000076293945,58.0,142032,2023-10-23
2023-10-30,54.04999923706055,54.04999923706055,55.75,53.54999923706055,55.75,88430,2023-10-30
2023-11-06,53.099998474121094,53.099998474121094,54.0,52.54999923706055,53.45000076293945,74995,2023-11-06
2023-11-13,67.6500015258789,67.6500015258789,67.6500015258789,58.04999923706055,58.04999923706055,327800,2023-11-13
2023-11-20,74.4000015258789,74.4000015258789,74.55000305175781,71.0,71.0,1280483,2023-11-20
2023-11-27,80.4000015258789,80.4000015258789,80.4000015258789,74.4000015258789,74.4000015258789,311102,2023-11-27
2023-12-04,87.3499984741211,87.3499984741211,87.3499984741211,81.0,82.0,485124,2023-12-04
2023-12-11,96.30000305175781,96.30000305175781,96.30000305175781,89.05000305175781,89.05000305175781,302772,2023-12-11
2023-12-18,98.0999984741211,98.0999984741211,100.0999984741211,94.3499984741211,98.19999694824219,363268,2023-12-18
2023-12-25,94.05000305175781,94.05000305175781,101.30000305175781,94.05000305175781,98.0999984741211,113778,2023-12-25
2024-01-01,90.30000305175781,90.30000305175781,92.19999694824219,87.5,92.19999694824219,293924,2024-01-01
2024-01-08,112.55000305175781,112.55000305175781,115.0999984741211,94.80000305175781,94.80000305175781,1235610,2024-01-08
2024-01-15,98.6500015258789,98.6500015258789,115.0,98.6500015258789,110.0,469737,2024-01-15
2024-01-22,100.3499984741211,100.3499984741211,100.3499984741211,96.1500015258789,98.6500015258789,123234,2024-01-22
2024-01-29,110.6500015258789,110.6500015258789,110.6500015258789,102.3499984741211,102.3499984741211,88411,2024-01-29
2024-02-05,112.75,112.75,119.69999694824219,112.75,112.8499984741211,293843,2024-02-05
2024-02-12,110.75,110.75,110.75,106.1500015258789,110.5,98929,2024-02-12
2024-02-19,112.0,112.0,113.0,107.0999984741211,108.55000305175781,268360,2024-02-19
2024-02-26,108.75,108.75,111.5,106.6500015258789,109.80000305175781,215366,2024-02-26
2024-03-04,113.5999984741211,113.5999984741211,131.8000030517578,113.5999984741211,119.8499984741211,541369,2024-03-04
2024-03-11,107.4000015258789,107.4000015258789,107.94999694824219,92.5999984741211,107.94999694824219,610233,2024-03-11
2024-03-18,136.5,136.5,136.6999969482422,112.75,112.75,1216000,2024-03-18
2024-03-25,129.5500030517578,129.5500030517578,141.0500030517578,127.5,136.5,400411,2024-03-25
2024-04-01,132.60000610351562,132.60000610351562,138.5,124.8499984741211,129.5500030517578,576363,2024-04-01
2024-04-08,123.5999984741211,123.5999984741211,133.9499969482422,122.25,132.60000610351562,149204,2024-04-08
2024-04-15,120.4000015258789,120.4000015258789,126.8499984741211,112.5,117.5,328654,2024-04-15
2024-04-22,119.30000305175781,119.30000305175781,125.8499984741211,116.75,125.8499984741211,221382,2024-04-22
2024-04-29,124.6500015258789,124.6500015258789,124.6500015258789,112.19999694824219,119.30000305175781,211558,2024-04-29
2024-05-06,131.89999389648438,131.89999389648438,137.5,122.1500015258789,130.85000610351562,1200948,2024-05-06
2024-05-13,139.0,139.0,139.0,126.30000305175781,134.5500030517578,359608,2024-05-13
2024-05-20,135.25,135.25,153.1999969482422,132.39999389648438,132.39999389648438,586840,2024-05-20
2024-05-27,135.89999389648438,135.89999389648438,143.0,133.0500030517578,135.0500030517578,459855,2024-05-27
2024-06-03,135.64999389648438,135.64999389648438,142.64999389648438,124.44999694824219,142.64999389648438,510988,2024-06-03
2024-06-10,163.08999633789062,163.08999633789062,163.1699981689453,135.64999389648438,142.39999389648438,1064239,2024-06-10
2024-06-17,171.94000244140625,171.94000244140625,188.7899932861328,163.08999633789062,163.08999633789062,1501655,2024-06-17
2024-06-24,159.0800018310547,159.0800018310547,178.0,153.3300018310547,171.9499969482422,794487,2024-06-24
2024-07-01,203.0,203.0,203.0,157.97999572753906,162.0,1228064,2024-07-01
2024-07-08,174.94000244140625,174.94000244140625,210.7899932861328,173.39999389648438,203.0,873484,2024-07-08
2024-07-15,178.2899932861328,178.2899932861328,187.89999389648438,168.0,173.9499969482422,546145,2024-07-15
2024-07-22,198.14999389648438,198.14999389648438,198.14999389648438,170.0500030517578,176.99000549316406,566327,2024-07-22
2024-07-29,185.4499969482422,185.4499969482422,211.64999389648438,178.0,198.14999389648438,923304,2024-07-29
2024-08-05,210.05999755859375,210.05999755859375,211.75,167.36000061035156,180.0,761529,2024-08-05
2024-08-12,205.1999969482422,205.1999969482422,217.0,189.0,212.0,531837,2024-08-12
2024-08-19,245.42999267578125,245.42999267578125,255.9499969482422,208.0,214.99000549316406,1508803,2024-08-19
2024-08-26,235.02999877929688,235.02999877929688,260.0,234.0,257.70001220703125,849727,2024-08-26
2024-09-02,264.6000061035156,264.6000061035156,264.6000061035156,233.0,239.75,3126191,2024-09-02
2024-09-09,249.94000244140625,249.94000244140625,275.3999938964844,249.07000732421875,262.20001220703125,877759,2024-09-09
2024-09-16,269.94000244140625,269.94000244140625,282.70001220703125,250.00999450683594,253.0,1489869,2024-09-16
2024-09-23,277.20001220703125,277.20001220703125,302.8999938964844,268.0799865722656,281.9599914550781,1573404,2024-09-23
2024-09-30,253.10000610351562,253.10000610351562,290.0,249.60000610351562,289.0,283521,2024-09-30
2024-10-07,255.85000610351562,255.85000610351562,259.70001220703125,230.64999389648438,253.10000610351562,359699,2024-10-07
2024-10-14,240.89999389648438,240.89999389648438,266.0,235.0,258.5,205272,2024-10-14
2024-10-21,214.14999389648438,214.14999389648438,240.89999389648438,206.5500030517578,240.89999389648438,577030,2024-10-21
2024-10-28,222.7100067138672,222.7100067138672,226.0,204.64999389648438,214.14999389648438,192246,2024-10-28
2024-11-04,219.7100067138672,219.7100067138672,243.8000030517578,215.0,224.89999389648438,257337,2024-11-04
2024-11-11,196.7100067138672,196.7100067138672,222.0,191.5500030517578,219.97999572753906,197093,2024-11-11
2024-11-18,190.41000366210938,190.41000366210938,203.97999572753906,185.02000427246094,196.0500030517578,218896,2024-11-18
2024-11-25,218.1199951171875,218.1199951171875,218.1199951171875,187.0,191.11000061035156,2933525,2024-11-25
2024-12-02,232.3300018310547,232.3300018310547,252.49000549316406,216.0,226.0,3951634,2024-12-02
2024-12-09,255.3300018310547,255.3300018310547,260.7799987792969,223.0500030517578,232.3300018310547,1557786,2024-12-09
2024-12-16,267.4800109863281,267.4800109863281,289.6700134277344,251.00999450683594,256.3500061035156,3331798,2024-12-16
2024-12-23,248.97999572753906,248.97999572753906,273.989990234375,247.0,263.20001220703125,704508,2024-12-23
2024-12-30,260.6000061035156,260.6000061035156,264.3999938964844,240.05999755859375,243.0,572467,2024-12-30
2025-01-06,214.0,214.0,268.5,214.0,268.5,521669,2025-01-06
2025-01-13,212.0500030517578,212.0500030517578,224.39999389648438,198.5500030517578,206.0,570529,2025-01-13
2025-01-20,201.4499969482422,201.4499969482422,219.0,200.10000610351562,211.0500030517578,222964,2025-01-20
2025-01-27,178.86000061035156,178.86000061035156,201.0,167.10000610351562,195.0,792783,2025-01-27
2025-02-03,178.00999450683594,178.00999450683594,185.0,170.0,170.5,356158,2025-02-03
2025-02-10,168.6199951171875,168.6199951171875,177.39999389648438,156.99000549316406,177.39999389648438,599721,2025-02-10
2025-02-17,174.94000244140625,174.94000244140625,183.49000549316406,164.82000732421875,165.0,637241,2025-02-17
2025-02-24,161.07000732421875,161.07000732421875,179.89999389648438,161.07000732421875,174.94000244140625,233457,2025-02-24
2025-03-03,167.6199951171875,167.6199951171875,167.6199951171875,143.0,159.89999389648438,611006,2025-03-03
2025-03-10,150.8300018310547,150.8300018310547,176.0,150.7100067138672,175.0,518081,2025-03-10
2025-03-17,163.25999450683594,163.25999450683594,166.99000549316406,143.27999877929688,146.0,603802,2025-03-17
2025-03-24,158.77999877929688,158.77999877929688,169.85000610351562,151.14999389648438,164.99000549316406,1913124,2025-03-24
2025-03-31,182.1300048828125,182.1300048828125,184.58999633789062,154.50999450683594,158.77999877929688,1783443,2025-03-31
2025-04-07,211.5500030517578,211.5500030517578,222.0,165.4499969482422,165.4499969482422,4037242,2025-04-07
2025-04-14,210.07000732421875,210.07000732421875,226.89999389648438,205.1999969482422,213.0,2844741,2025-04-14
2025-04-21,194.5800018310547,194.5800018310547,221.8000030517578,192.3000030517578,210.10000610351562,1548966,2025-04-21
2025-04-28,175.77000427246094,175.77000427246094,198.97000122070312,173.7899932861328,192.0,721846,2025-04-28
2025-05-05,170.57000732421875,170.57000732421875,194.27999877929688,155.0,179.19000244140625,1356771,2025-05-05
2025-05-12,180.10000610351562,180.10000610351562,196.0,177.14999389648438,179.94000244140625,758259,2025-05-12
2025-05-19,181.5,181.5,189.0,176.5,184.8000030517578,462481,2025-05-19
2025-05-26,185.1999969482422,185.1999969482422,201.5,181.0500030517578,181.5,766983,2025-05-26
2025-06-02,191.02000427246094,191.02000427246094,199.39999389648438,180.86000061035156,184.2899932861328,1113073,2025-06-02
2025-06-09,230.0399932861328,230.0399932861328,233.39999389648438,193.4499969482422,197.10000610351562,3957836,2025-06-09
2025-06-16,242.22000122070312,242.22000122070312,248.69000244140625,217.8300018310547,237.49000549316406,4517876,2025-06-16
2025-06-23,251.2899932861328,251.2899932861328,258.8999938964844,240.4600067138672,242.22000122070312,3211114,2025-06-23
2025-06-30,237.44000244140625,237.44000244140625,253.80999755859375,227.82000732421875,251.25999450683594,1406217,2025-06-30
2025-07-07,277.5899963378906,277.5899963378906,290.0,230.86000061035156,236.10000610351562,10626272,2025-07-07
2025-07-14,279.9100036621094,279.9100036621094,283.79998779296875,258.3500061035156,278.5,2737424,2025-07-14
