Date,Adj Close_DOLPHIN.NS,Close_DOLPHIN.NS,High_DOLPHIN.NS,Low_DOLPHIN.NS,Open_DOLPHIN.NS,Volume_DOLPHIN.NS,Date
2021-01-11,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2021-01-11
2021-01-18,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2021-01-18
2021-01-25,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2021-01-25
2021-02-01,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2021-02-01
2021-02-08,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2021-02-08
2021-02-15,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2021-02-15
2021-02-22,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2021-02-22
2021-03-01,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2021-03-01
2021-03-08,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2021-03-08
2021-03-15,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2021-03-15
2021-03-22,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2021-03-22
2021-03-29,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2021-03-29
2021-04-05,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2021-04-05
2021-04-12,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2021-04-12
2021-04-19,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2021-04-19
2021-04-26,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2021-04-26
2021-05-03,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2021-05-03
2021-05-10,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2021-05-10
2021-05-17,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2021-05-17
2021-05-24,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2021-05-24
2021-05-31,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2021-05-31
2021-06-07,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2021-06-07
2021-06-14,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2021-06-14
2021-06-21,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2021-06-21
2021-06-28,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2021-06-28
2021-07-05,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2021-07-05
2021-07-12,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2021-07-12
2021-07-19,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2021-07-19
2021-07-26,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2021-07-26
2021-08-02,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2021-08-02
2021-08-09,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2021-08-09
2021-08-16,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2021-08-16
2021-08-23,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2021-08-23
2021-08-30,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2021-08-30
2021-09-06,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2021-09-06
2021-09-13,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2021-09-13
2021-09-20,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2021-09-20
2021-09-27,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2021-09-27
2021-10-04,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2021-10-04
2021-10-11,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2021-10-11
2021-10-18,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2021-10-18
2021-10-25,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2021-10-25
2021-11-01,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2021-11-01
2021-11-08,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2021-11-08
2021-11-15,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2021-11-15
2021-11-22,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2021-11-22
2021-11-29,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2021-11-29
2021-12-06,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2021-12-06
2021-12-13,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2021-12-13
2021-12-20,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2021-12-20
2021-12-27,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2021-12-27
2022-01-03,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2022-01-03
2022-01-10,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2022-01-10
2022-01-17,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2022-01-17
2022-01-24,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2022-01-24
2022-01-31,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2022-01-31
2022-02-07,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2022-02-07
2022-02-14,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2022-02-14
2022-02-21,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2022-02-21
2022-02-28,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2022-02-28
2022-03-07,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2022-03-07
2022-03-14,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2022-03-14
2022-03-21,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2022-03-21
2022-03-28,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2022-03-28
2022-04-04,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2022-04-04
2022-04-11,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2022-04-11
2022-04-18,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2022-04-18
2022-04-25,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2022-04-25
2022-05-02,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2022-05-02
2022-05-09,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2022-05-09
2022-05-16,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2022-05-16
2022-05-23,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2022-05-23
2022-05-30,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2022-05-30
2022-06-06,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2022-06-06
2022-06-13,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2022-06-13
2022-06-20,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2022-06-20
2022-06-27,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2022-06-27
2022-07-04,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2022-07-04
2022-07-11,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2022-07-11
2022-07-18,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2022-07-18
2022-07-25,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2022-07-25
2022-08-01,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2022-08-01
2022-08-08,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2022-08-08
2022-08-15,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2022-08-15
2022-08-22,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2022-08-22
2022-08-29,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2022-08-29
2022-09-05,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2022-09-05
2022-09-12,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2022-09-12
2022-09-19,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2022-09-19
2022-09-26,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2022-09-26
2022-10-03,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2022-10-03
2022-10-10,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2022-10-10
2022-10-17,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2022-10-17
2022-10-24,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2022-10-24
2022-10-31,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2022-10-31
2022-11-07,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2022-11-07
2022-11-14,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2022-11-14
2022-11-21,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2022-11-21
2022-11-28,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2022-11-28
2022-12-05,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2022-12-05
2022-12-12,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2022-12-12
2022-12-19,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2022-12-19
2022-12-26,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2022-12-26
2023-01-02,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2023-01-02
2023-01-09,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2023-01-09
2023-01-16,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2023-01-16
2023-01-23,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2023-01-23
2023-01-30,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2023-01-30
2023-02-06,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2023-02-06
2023-02-13,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2023-02-13
2023-02-20,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2023-02-20
2023-02-27,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2023-02-27
2023-03-06,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2023-03-06
2023-03-13,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2023-03-13
2023-03-20,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2023-03-20
2023-03-27,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2023-03-27
2023-04-03,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2023-04-03
2023-04-10,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2023-04-10
2023-04-17,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2023-04-17
2023-04-24,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2023-04-24
2023-05-01,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2023-05-01
2023-05-08,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2023-05-08
2023-05-15,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2023-05-15
2023-05-22,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2023-05-22
2023-05-29,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2023-05-29
2023-06-05,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2023-06-05
2023-06-12,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2023-06-12
2023-06-19,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2023-06-19
2023-06-26,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2023-06-26
2023-07-03,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2023-07-03
2023-07-10,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2023-07-10
2023-07-17,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2023-07-17
2023-07-24,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2023-07-24
2023-07-31,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2023-07-31
2023-08-07,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2023-08-07
2023-08-14,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,30.399999618530273,0,2023-08-14
2023-08-21,13.904999732971191,13.904999732971191,13.904999732971191,10.899999618530273,10.899999618530273,4120,2023-08-21
2023-08-28,17.735000610351562,17.735000610351562,17.735000610351562,14.600000381469727,14.600000381469727,6170,2023-08-28
2023-09-04,26.014999389648438,26.014999389648438,26.014999389648438,19.5049991607666,19.5049991607666,5010,2023-09-04
2023-09-11,32.244998931884766,32.244998931884766,32.244998931884766,27.315000534057617,27.315000534057617,8220,2023-09-11
2023-09-18,34.88999938964844,34.88999938964844,34.88999938964844,32.8849983215332,32.8849983215332,1030,2023-09-18
2023-09-25,38.51499938964844,38.51499938964844,38.51499938964844,35.5,35.584999084472656,1720,2023-09-25
2023-10-02,41.685001373291016,41.685001373291016,41.685001373291016,38.51499938964844,38.51499938964844,1260,2023-10-02
2023-10-09,46.0099983215332,46.0099983215332,46.0099983215332,42.51499938964844,42.51499938964844,4740,2023-10-09
2023-10-16,50.689998626708984,50.689998626708984,50.689998626708984,46.93000030517578,46.93000030517578,3280,2023-10-16
2023-10-23,54.85499954223633,54.85499954223633,54.85499954223633,51.70000076293945,51.70000076293945,810,2023-10-23
2023-10-30,60.54999923706055,60.54999923706055,60.54999923706055,55.91999816894531,55.95000076293945,1360200,2023-10-30
2023-11-06,66.84500122070312,66.84500122070312,66.84500122070312,61.70000076293945,61.7599983215332,1330,2023-11-06
2023-11-13,73.69999694824219,73.69999694824219,73.69999694824219,69.53500366210938,69.54000091552734,1270,2023-11-13
2023-11-20,81.34500122070312,81.34500122070312,81.34500122070312,75.16999816894531,75.16999816894531,22310,2023-11-20
2023-11-27,88.04000091552734,88.04000091552734,88.04000091552734,81.34500122070312,81.34500122070312,5010,2023-11-27
2023-12-04,97.19499969482422,97.19499969482422,97.19499969482422,89.80000305175781,89.80000305175781,7740,2023-12-04
2023-12-11,107.29499816894531,107.29499816894531,107.29499816894531,99.13500213623047,99.13500213623047,22670,2023-12-11
2023-12-18,118.44999694824219,118.44999694824219,118.44999694824219,109.44000244140625,109.44000244140625,11570,2023-12-18
2023-12-25,128.1999969482422,128.1999969482422,128.1999969482422,118.44999694824219,118.44999694824219,51800,2023-12-25
2024-01-01,141.53500366210938,141.53500366210938,141.53500366210938,130.75999450683594,130.75999450683594,3950,2024-01-01
2024-01-08,156.2550048828125,156.2550048828125,156.2550048828125,144.36500549316406,144.36500549316406,7150,2024-01-08
2024-01-15,172.50999450683594,172.50999450683594,172.50999450683594,156.2550048828125,156.2550048828125,9130,2024-01-15
2024-01-22,183.05999755859375,183.05999755859375,183.05999755859375,172.50999450683594,172.50999450683594,900,2024-01-22
2024-01-29,202.0,202.0,202.0,186.6999969482422,186.6999969482422,1741,2024-01-29
2024-02-05,222.89999389648438,222.89999389648438,222.89999389648438,206.0,206.0,15393,2024-02-05
2024-02-12,245.9499969482422,245.9499969482422,245.9499969482422,227.35000610351562,227.35000610351562,2124,2024-02-12
2024-02-19,271.45001220703125,271.45001220703125,271.45001220703125,250.85000610351562,250.85000610351562,1666,2024-02-19
2024-02-26,299.54998779296875,299.54998779296875,299.54998779296875,276.70001220703125,276.8500061035156,35587,2024-02-26
2024-03-04,329.75,329.75,329.75,311.6000061035156,311.6000061035156,15480,2024-03-04
2024-03-11,322.8999938964844,322.8999938964844,349.79998779296875,322.8999938964844,336.29998779296875,20914,2024-03-11
2024-03-18,316.20001220703125,316.20001220703125,316.45001220703125,303.95001220703125,316.45001220703125,29664,2024-03-18
2024-03-25,297.6499938964844,297.6499938964844,316.20001220703125,297.6499938964844,316.20001220703125,23070,2024-03-25
2024-04-01,300.1000061035156,300.1000061035156,317.0,282.79998779296875,282.79998779296875,47327,2024-04-01
2024-04-08,342.20001220703125,342.20001220703125,347.3500061035156,298.1499938964844,299.0,109933,2024-04-08
2024-04-15,352.1000061035156,352.1000061035156,374.70001220703125,305.5,342.20001220703125,124972,2024-04-15
2024-04-22,414.20001220703125,414.20001220703125,414.20001220703125,351.0,355.5,35698,2024-04-22
2024-04-29,503.3500061035156,503.3500061035156,503.3500061035156,434.8999938964844,434.8999938964844,5299,2024-04-29
2024-05-06,642.25,642.25,642.25,528.5,528.5,26250,2024-05-06
2024-05-13,860.5499877929688,860.5499877929688,860.5499877929688,674.3499755859375,674.3499755859375,20904,2024-05-13
2024-05-20,856.25,856.25,948.7000122070312,774.75,819.5999755859375,80849,2024-05-20
2024-05-27,753.7999877929688,753.7999877929688,899.0499877929688,751.2999877929688,899.0499877929688,86060,2024-05-27
2024-06-03,716.0,716.0,791.0,649.3499755859375,753.7999877929688,33892,2024-06-03
2024-06-10,765.3499755859375,765.3499755859375,854.0,746.5499877929688,751.7999877929688,43405,2024-06-10
2024-06-17,726.0999755859375,726.0999755859375,784.0,710.0,765.3499755859375,28859,2024-06-17
2024-06-24,702.75,702.75,743.5,695.0999755859375,726.0,27148,2024-06-24
2024-07-01,680.9000244140625,680.9000244140625,717.9500122070312,666.0499877929688,717.9500122070312,28629,2024-07-01
2024-07-08,638.0,638.0,697.9500122070312,605.0,697.9500122070312,29640,2024-07-08
2024-07-15,636.2999877929688,636.2999877929688,656.25,598.0,648.0,19516,2024-07-15
2024-07-22,625.2000122070312,625.2000122070312,654.75,590.0,654.75,11503,2024-07-22
2024-07-29,696.2999877929688,696.2999877929688,729.9500122070312,622.0,649.9500122070312,35865,2024-07-29
2024-08-05,714.8499755859375,714.8499755859375,725.0,635.5,699.7999877929688,21803,2024-08-05
2024-08-12,666.6500244140625,666.6500244140625,766.0,655.5,746.75,20519,2024-08-12
2024-08-19,696.7999877929688,696.7999877929688,709.9000244140625,640.0,655.0,17438,2024-08-19
2024-08-26,672.4000244140625,672.4000244140625,709.8499755859375,660.0,709.8499755859375,11932,2024-08-26
2024-09-02,629.5499877929688,629.5499877929688,679.9000244140625,622.1500244140625,672.4500122070312,9433,2024-09-02
2024-09-09,632.0499877929688,632.0499877929688,659.0,605.5999755859375,630.0,9479,2024-09-09
2024-09-16,592.4000244140625,592.4000244140625,648.8499755859375,586.0499877929688,641.8499755859375,12338,2024-09-16
2024-09-23,497.1499938964844,497.1499938964844,608.4000244140625,494.25,592.4000244140625,25019,2024-09-23
2024-09-30,555.2000122070312,555.2000122070312,604.25,477.1000061035156,477.1000061035156,17812,2024-09-30
2024-10-07,513.0499877929688,513.0499877929688,570.0,480.5,570.0,13365,2024-10-07
2024-10-14,547.4000244140625,547.4000244140625,594.9500122070312,517.0,520.0,17368,2024-10-14
2024-10-21,493.70001220703125,493.70001220703125,559.5,488.0,525.6500244140625,8519,2024-10-21
2024-10-28,629.9000244140625,629.9000244140625,630.0,505.0,518.3499755859375,17161,2024-10-28
2024-11-04,556.9000244140625,556.9000244140625,661.3499755859375,555.0499877929688,660.0,24717,2024-11-04
2024-11-11,533.4500122070312,533.4500122070312,556.8499755859375,502.04998779296875,535.0999755859375,9978,2024-11-11
2024-11-18,522.7999877929688,522.7999877929688,560.0,510.54998779296875,514.0,6922,2024-11-18
2024-11-25,532.5,532.5,547.9000244140625,511.0,537.0,10539,2024-11-25
2024-12-02,530.8499755859375,530.8499755859375,562.0,520.0,535.0,7075,2024-12-02
2024-12-09,563.75,563.75,566.0,515.0,520.0,14720,2024-12-09
2024-12-16,550.0499877929688,550.0499877929688,583.9500122070312,540.0,567.0,13466,2024-12-16
2024-12-23,589.7000122070312,589.7000122070312,606.0999755859375,530.0499877929688,550.0,11647,2024-12-23
2024-12-30,565.0999755859375,565.0999755859375,608.0,546.0,608.0,9240,2024-12-30
2025-01-06,554.75,554.75,590.0,525.0,565.0,9186,2025-01-06
2025-01-13,523.7000122070312,523.7000122070312,550.0,502.20001220703125,550.0,5995,2025-01-13
2025-01-20,408.3999938964844,408.3999938964844,535.8499755859375,405.5,523.7000122070312,20481,2025-01-20
2025-01-27,360.54998779296875,360.54998779296875,429.0,355.95001220703125,424.0,60794,2025-01-27
2025-02-03,324.25,324.25,359.8999938964844,323.79998779296875,359.8999938964844,103247,2025-02-03
2025-02-10,267.3500061035156,267.3500061035156,340.45001220703125,263.1000061035156,328.95001220703125,130025,2025-02-10
2025-02-17,213.9499969482422,213.9499969482422,280.70001220703125,212.3000030517578,273.0,151233,2025-02-17
2025-02-24,228.4499969482422,228.4499969482422,228.4499969482422,201.0,213.9499969482422,614821,2025-02-24
2025-03-03,275.1199951171875,275.1199951171875,275.1199951171875,239.8699951171875,239.8699951171875,75406,2025-03-03
2025-03-10,253.74000549316406,253.74000549316406,280.6199951171875,253.74000549316406,269.6099853515625,37096,2025-03-10
2025-03-17,263.8699951171875,263.8699951171875,263.8699951171875,245.0500030517578,253.74000549316406,35793,2025-03-17
2025-03-24,288.9599914550781,288.9599914550781,288.9599914550781,269.1400146484375,269.1400146484375,25653,2025-03-24
2025-03-31,312.70001220703125,312.70001220703125,312.70001220703125,288.9599914550781,288.9599914550781,320781,2025-03-31
2025-04-07,326.79998779296875,326.79998779296875,326.79998779296875,306.45001220703125,308.0,22381,2025-04-07
2025-04-14,346.5,346.5,346.70001220703125,333.29998779296875,333.29998779296875,1724,2025-04-14
2025-04-21,382.5,382.5,382.5,353.3999938964844,353.3999938964844,6794,2025-04-21
2025-04-28,414.0,414.0,414.0,390.1499938964844,390.1499938964844,25682,2025-04-28
2025-05-05,405.1499938964844,405.1499938964844,430.6499938964844,405.1499938964844,422.25,15167,2025-05-05
