Date,Adj Close_VINATIORGA.NS,Close_VINATIORGA.NS,High_VINATIORGA.NS,Low_VINATIORGA.NS,Open_VINATIORGA.NS,Volume_VINATIORGA.NS,Date
2023-08-07,1815.4267578125,1828.8499755859375,1884.8499755859375,1799.550048828125,1857.949951171875,186775,2023-08-07
2023-08-14,1796.6158447265625,1809.9000244140625,1842.3499755859375,1800.0999755859375,1810.0,86042,2023-08-14
2023-08-21,1783.4134521484375,1796.5999755859375,1827.9000244140625,1790.0,1806.0,162761,2023-08-21
2023-08-28,1842.228515625,1855.8499755859375,1883.4000244140625,1787.0,1804.0,263843,2023-08-28
2023-09-04,1940.2791748046875,1947.25,1958.0,1845.050048828125,1868.8499755859375,348926,2023-09-04
2023-09-11,1886.322998046875,1893.0999755859375,1985.0,1860.0,1960.0,561345,2023-09-11
2023-09-18,1838.8934326171875,1845.5,1921.0,1833.3499755859375,1893.0999755859375,124495,2023-09-18
2023-09-25,1839.8399658203125,1846.449951171875,1872.8499755859375,1815.25,1854.949951171875,248472,2023-09-25
2023-10-02,1853.04248046875,1859.699951171875,1893.949951171875,1834.5,1846.449951171875,101206,2023-10-02
2023-10-09,1816.1749267578125,1822.699951171875,1856.050048828125,1816.1500244140625,1856.050048828125,83707,2023-10-09
2023-10-16,1781.0013427734375,1787.4000244140625,1835.5,1770.0,1831.8499755859375,230484,2023-10-16
2023-10-23,1734.070068359375,1740.300048828125,1799.25,1730.0,1799.0999755859375,119794,2023-10-23
2023-10-30,1720.6680908203125,1726.8499755859375,1757.949951171875,1699.5,1749.050048828125,123209,2023-10-30
2023-11-06,1748.0697021484375,1754.3499755859375,1789.0,1726.8499755859375,1733.949951171875,110945,2023-11-06
2023-11-13,1723.806884765625,1730.0,1765.0,1725.0,1765.0,89674,2023-11-13
2023-11-20,1720.718017578125,1726.9000244140625,1757.25,1716.0,1741.199951171875,127849,2023-11-20
2023-11-27,1708.4122314453125,1714.550048828125,1754.800048828125,1707.5999755859375,1726.9000244140625,166989,2023-11-27
2023-12-04,1728.539794921875,1734.75,1756.699951171875,1689.449951171875,1730.0,570302,2023-12-04
2023-12-11,1706.86767578125,1713.0,1746.0,1701.800048828125,1746.0,306374,2023-12-11
2023-12-18,1708.4619140625,1714.5999755859375,1733.0,1692.449951171875,1721.0,283839,2023-12-18
2023-12-25,1737.2086181640625,1743.449951171875,1789.9000244140625,1714.5999755859375,1714.5999755859375,592245,2023-12-25
2024-01-01,1734.518310546875,1740.75,1775.75,1737.0,1748.0,311250,2024-01-01
2024-01-08,1714.5400390625,1720.699951171875,1752.050048828125,1698.050048828125,1752.050048828125,246746,2024-01-08
2024-01-15,1705.3232421875,1711.449951171875,1739.949951171875,1700.0,1722.550048828125,188083,2024-01-15
2024-01-22,1678.419921875,1684.449951171875,1721.199951171875,1679.050048828125,1711.449951171875,124409,2024-01-22
2024-01-29,1709.4085693359375,1715.550048828125,1753.449951171875,1700.0,1739.0,214477,2024-01-29
2024-02-05,1630.043701171875,1635.9000244140625,1715.550048828125,1629.300048828125,1715.550048828125,275148,2024-02-05
2024-02-12,1663.1248779296875,1669.0999755859375,1688.6500244140625,1578.0999755859375,1635.9000244140625,210215,2024-02-12
2024-02-19,1670.5980224609375,1676.5999755859375,1733.0,1650.050048828125,1650.050048828125,196800,2024-02-19
2024-02-26,1638.862060546875,1644.75,1681.6500244140625,1607.0,1660.0,147661,2024-02-26
2024-03-04,1627.154052734375,1633.0,1648.5999755859375,1611.8499755859375,1647.949951171875,109749,2024-03-04
2024-03-11,1578.4290771484375,1584.0999755859375,1632.949951171875,1560.050048828125,1613.0,183229,2024-03-11
2024-03-18,1580.0233154296875,1585.699951171875,1668.0,1583.75,1615.0,186849,2024-03-18
2024-03-25,1465.33544921875,1470.5999755859375,1585.699951171875,1464.0,1585.699951171875,434768,2024-03-25
2024-04-01,1484.6160888671875,1489.949951171875,1547.300048828125,1463.300048828125,1470.5999755859375,652833,2024-04-01
2024-04-08,1571.8028564453125,1577.449951171875,1595.9000244140625,1462.199951171875,1499.949951171875,1165871,2024-04-08
2024-04-15,1643.445556640625,1649.3499755859375,1695.25,1523.050048828125,1569.8499755859375,819621,2024-04-15
2024-04-22,1635.12548828125,1641.0,1676.9000244140625,1586.199951171875,1653.9000244140625,644127,2024-04-22
2024-04-29,1623.1185302734375,1628.949951171875,1655.0,1616.9000244140625,1641.0,316011,2024-04-29
2024-05-06,1565.774658203125,1571.4000244140625,1637.0999755859375,1560.0999755859375,1628.0,540684,2024-05-06
2024-05-13,1661.2315673828125,1667.199951171875,1675.800048828125,1548.300048828125,1577.550048828125,428365,2024-05-13
2024-05-20,1804.2178955078125,1810.699951171875,1825.300048828125,1620.5999755859375,1620.5999755859375,1138949,2024-05-20
2024-05-27,1733.42236328125,1739.6500244140625,1825.0,1710.5999755859375,1825.0,346854,2024-05-27
2024-06-03,1709.80712890625,1715.949951171875,1799.75,1535.0,1751.0,925151,2024-06-03
2024-06-10,1862.2593994140625,1868.949951171875,1880.0,1715.0,1730.9000244140625,698139,2024-06-10
2024-06-17,1915.16943359375,1922.050048828125,1954.800048828125,1852.050048828125,1868.949951171875,455576,2024-06-17
2024-06-24,1891.1058349609375,1897.9000244140625,1982.0,1860.199951171875,1921.050048828125,589457,2024-06-24
2024-07-01,1938.2862548828125,1945.25,1962.6500244140625,1881.0,1897.9000244140625,233690,2024-07-01
2024-07-08,1901.966796875,1908.800048828125,1950.949951171875,1870.0999755859375,1925.0,498536,2024-07-08
2024-07-15,1919.9521484375,1926.8499755859375,1999.949951171875,1877.0999755859375,1908.800048828125,292684,2024-07-15
2024-07-22,2146.2890625,2154.0,2172.0,1892.0999755859375,1915.0,824119,2024-07-22
2024-07-29,2226.3515625,2234.35009765625,2240.0,2107.0,2168.89990234375,347569,2024-07-29
2024-08-05,2256.94140625,2265.050048828125,2330.0,2108.050048828125,2210.199951171875,558812,2024-08-05
2024-08-12,2063.436767578125,2070.85009765625,2209.949951171875,1918.0,2199.949951171875,808692,2024-08-12
2024-08-19,1981.2818603515625,1988.4000244140625,2079.75,1969.5,2079.75,188220,2024-08-19
2024-08-26,1962.8978271484375,1969.949951171875,2040.0,1959.0,1990.0,253221,2024-08-26
2024-09-02,1918.7564697265625,1925.6500244140625,1998.0,1902.199951171875,1962.0,283560,2024-09-02
2024-09-09,1931.9000244140625,1931.9000244140625,1980.050048828125,1885.3499755859375,1911.0,236541,2024-09-09
2024-09-16,1959.5999755859375,1959.5999755859375,1989.0,1896.0999755859375,1940.0,673832,2024-09-16
2024-09-23,2062.39990234375,2062.39990234375,2080.199951171875,1930.0,1959.5999755859375,353819,2024-09-23
2024-09-30,2028.050048828125,2028.050048828125,2134.949951171875,2012.3499755859375,2062.5,285894,2024-09-30
2024-10-07,1968.199951171875,1968.199951171875,2030.0,1924.199951171875,2020.0,232422,2024-10-07
2024-10-14,1929.300048828125,1929.300048828125,2085.0,1922.0,1968.199951171875,531044,2024-10-14
2024-10-21,1929.75,1929.75,1993.949951171875,1850.0,1929.300048828125,238759,2024-10-21
2024-10-28,1936.25,1936.25,1991.0,1861.0999755859375,1925.0,123983,2024-10-28
2024-11-04,1912.75,1912.75,1943.949951171875,1843.199951171875,1917.0,226148,2024-11-04
2024-11-11,1834.949951171875,1834.949951171875,1929.0,1805.0,1890.0,258260,2024-11-11
2024-11-18,1840.8499755859375,1840.8499755859375,1869.050048828125,1746.8499755859375,1849.300048828125,150584,2024-11-18
2024-11-25,1865.449951171875,1865.449951171875,1905.0,1828.0,1865.550048828125,161779,2024-11-25
2024-12-02,1839.3499755859375,1839.3499755859375,1901.0,1815.6500244140625,1855.0,163589,2024-12-02
2024-12-09,1829.449951171875,1829.449951171875,1935.0,1808.0,1839.3499755859375,287050,2024-12-09
2024-12-16,1711.5,1711.5,1835.0,1700.0,1812.0,164896,2024-12-16
2024-12-23,1754.25,1754.25,1768.8499755859375,1650.0,1711.5,536678,2024-12-23
2024-12-30,1784.199951171875,1784.199951171875,1829.9000244140625,1715.0,1767.5999755859375,161642,2024-12-30
2025-01-06,1695.949951171875,1695.949951171875,1815.449951171875,1669.5,1754.0,210401,2025-01-06
2025-01-13,1723.300048828125,1723.300048828125,1733.0,1619.25,1688.0,135716,2025-01-13
2025-01-20,1700.4000244140625,1700.4000244140625,1766.0,1684.25,1728.050048828125,365159,2025-01-20
2025-01-27,1749.300048828125,1749.300048828125,1780.3499755859375,1591.0,1694.199951171875,783089,2025-01-27
2025-02-03,1738.699951171875,1738.699951171875,1798.0,1703.0,1703.0,361152,2025-02-03
2025-02-10,1591.949951171875,1591.949951171875,1742.300048828125,1580.0,1730.0999755859375,165397,2025-02-10
2025-02-17,1580.25,1580.25,1623.5,1530.0,1590.0,274759,2025-02-17
2025-02-24,1524.75,1524.75,1677.0,1496.949951171875,1580.0,177124,2025-02-24
2025-03-03,1614.699951171875,1614.699951171875,1643.3499755859375,1477.0,1501.050048828125,297034,2025-03-03
2025-03-10,1553.25,1553.25,1626.199951171875,1546.0,1619.949951171875,131717,2025-03-10
2025-03-17,1602.449951171875,1602.449951171875,1724.949951171875,1515.0,1540.0,286726,2025-03-17
2025-03-24,1580.949951171875,1580.949951171875,1663.0,1540.0,1602.449951171875,1101282,2025-03-24
2025-03-31,1510.5,1510.5,1597.550048828125,1484.0999755859375,1580.949951171875,153194,2025-03-31
2025-04-07,1543.550048828125,1543.550048828125,1548.5999755859375,1412.5,1460.0,191753,2025-04-07
2025-04-14,1623.5999755859375,1623.5999755859375,1640.0,1554.0,1594.0,87681,2025-04-14
2025-04-21,1697.5999755859375,1697.5999755859375,1734.800048828125,1602.5999755859375,1625.300048828125,501822,2025-04-21
2025-04-28,1604.4000244140625,1604.4000244140625,1703.0,1590.5999755859375,1700.0,98593,2025-04-28
2025-05-05,1621.5,1621.5,1679.5,1560.5999755859375,1602.0,106480,2025-05-05
2025-05-12,1778.199951171875,1778.199951171875,1794.800048828125,1638.5,1638.5,500853,2025-05-12
2025-05-19,1848.699951171875,1848.699951171875,1945.0,1768.800048828125,1794.9000244140625,696809,2025-05-19
2025-05-26,1843.4000244140625,1843.4000244140625,1890.0,1806.4000244140625,1851.0999755859375,386381,2025-05-26
2025-06-02,1869.199951171875,1869.199951171875,1924.0,1812.9000244140625,1832.4000244140625,275847,2025-06-02
2025-06-09,1880.800048828125,1880.800048828125,1930.0,1813.4000244140625,1871.0999755859375,971734,2025-06-09
2025-06-16,1902.5,1902.5,1953.0,1850.0,1862.0,354752,2025-06-16
2025-06-23,1969.9000244140625,1969.9000244140625,1988.9000244140625,1875.0,1875.0,193581,2025-06-23
2025-06-30,1944.9000244140625,1944.9000244140625,1988.9000244140625,1892.0,1975.0,125112,2025-06-30
2025-07-07,1929.0,1929.0,2040.0,1921.0,1954.699951171875,276091,2025-07-07
2025-07-14,1958.0,1958.0,1977.0,1921.0,1921.0,54796,2025-07-14
