Date,Adj Close_VINATIORGA.NS,Close_VINATIORGA.NS,High_VINATIORGA.NS,Low_VINATIORGA.NS,Open_VINATIORGA.NS,Volume_VINATIORGA.NS,Date
2020-07-13,968.2935791015625,981.7999877929688,987.7000122070312,960.5,980.0,116263,2020-07-13
2020-07-20,960.896728515625,974.2999877929688,1010.0,968.7000122070312,981.7999877929688,314235,2020-07-20
2020-07-27,964.4965209960938,977.9500122070312,997.4000244140625,964.0,979.9500122070312,373876,2020-07-27
2020-08-03,966.419677734375,979.9000244140625,1010.0,963.0499877929688,974.0,398329,2020-08-03
2020-08-10,983.1858520507812,996.9000244140625,1027.5,966.0,986.9500122070312,708484,2020-08-10
2020-08-17,1039.155029296875,1053.6500244140625,1074.5,985.0,1015.0,1513696,2020-08-17
2020-08-24,1059.2744140625,1074.050048828125,1197.699951171875,1065.050048828125,1072.0,3077046,2020-08-24
2020-08-31,988.708740234375,1002.5,1078.9000244140625,990.0,1074.050048828125,1100161,2020-08-31
2020-09-07,986.09521484375,999.8499755859375,1019.7000122070312,976.5999755859375,1008.0,638006,2020-09-07
2020-09-14,1319.5440673828125,1337.949951171875,1355.0,1005.0,1010.5999755859375,4076472,2020-09-14
2020-09-21,1259.2579345703125,1276.300048828125,1344.6500244140625,1150.0,1335.0,981102,2020-09-21
2020-09-28,1313.4246826171875,1331.199951171875,1419.0,1260.0,1294.5999755859375,698181,2020-09-28
2020-10-05,1199.762939453125,1216.0,1344.550048828125,1200.25,1341.0,434094,2020-10-05
2020-10-12,1233.3583984375,1250.050048828125,1316.9000244140625,1185.050048828125,1227.550048828125,750675,2020-10-12
2020-10-19,1241.2515869140625,1258.050048828125,1310.0,1201.0,1256.0,424392,2020-10-19
2020-10-26,1193.497802734375,1209.6500244140625,1261.0,1181.199951171875,1259.4000244140625,310188,2020-10-26
2020-11-02,1120.2391357421875,1135.4000244140625,1217.4000244140625,1105.0999755859375,1192.0,673852,2020-11-02
2020-11-09,1121.91650390625,1137.0999755859375,1165.0,1087.0,1140.0,495099,2020-11-09
2020-11-16,1186.8380126953125,1202.9000244140625,1219.9000244140625,1103.449951171875,1103.449951171875,553676,2020-11-16
2020-11-23,1162.122314453125,1177.8499755859375,1239.550048828125,1150.0,1211.699951171875,577381,2020-11-23
2020-11-30,1124.8272705078125,1140.050048828125,1190.0,1137.0,1177.8499755859375,378350,2020-11-30
2020-12-07,1105.538330078125,1120.5,1185.0,1111.0999755859375,1149.6500244140625,416850,2020-12-07
2020-12-14,1150.035888671875,1165.5999755859375,1180.0,1111.0999755859375,1125.0,483863,2020-12-14
2020-12-21,1138.886962890625,1154.300048828125,1173.949951171875,1100.0,1160.0,358872,2020-12-21
2020-12-28,1201.341552734375,1217.5999755859375,1255.0,1144.0,1164.449951171875,1198338,2020-12-28
2021-01-04,1299.414306640625,1317.0,1377.949951171875,1213.4000244140625,1239.0,1766213,2021-01-04
2021-01-11,1260.4912109375,1277.550048828125,1340.0,1240.0,1320.0,475021,2021-01-11
2021-01-18,1203.265625,1219.550048828125,1281.8499755859375,1196.199951171875,1275.0,366061,2021-01-18
2021-01-25,1200.05908203125,1216.300048828125,1238.949951171875,1174.550048828125,1225.6500244140625,201137,2021-01-25
2021-02-01,1207.3109130859375,1223.6500244140625,1260.0,1189.8499755859375,1219.9000244140625,523767,2021-02-01
2021-02-08,1460.731201171875,1480.5,1498.0,1213.550048828125,1224.0,1994232,2021-02-08
2021-02-15,1397.4871826171875,1416.4000244140625,1528.050048828125,1401.550048828125,1485.0,528710,2021-02-15
2021-02-22,1383.6739501953125,1402.4000244140625,1479.949951171875,1395.0,1429.199951171875,285461,2021-02-22
2021-03-01,1390.975341796875,1409.800048828125,1475.0,1395.0,1416.449951171875,286205,2021-03-01
2021-03-08,1437.1502685546875,1456.5999755859375,1470.0,1412.199951171875,1440.0,273718,2021-03-08
2021-03-15,1402.61767578125,1421.5999755859375,1463.4000244140625,1313.699951171875,1460.0,251795,2021-03-15
2021-03-22,1397.585693359375,1416.5,1440.0,1380.800048828125,1421.5999755859375,161246,2021-03-22
2021-03-29,1381.2073974609375,1399.9000244140625,1445.0,1382.0,1416.5,238231,2021-03-29
2021-04-05,1545.87890625,1566.800048828125,1675.0,1373.0,1413.0,2141596,2021-04-05
2021-04-12,1583.76611328125,1605.199951171875,1681.0,1505.0,1545.0,954303,2021-04-12
2021-04-19,1629.1519775390625,1651.199951171875,1720.0,1530.0,1575.6500244140625,655856,2021-04-19
2021-04-26,1675.0308837890625,1697.699951171875,1794.0,1647.0,1670.0,1087116,2021-04-26
2021-05-03,1688.0052490234375,1710.8499755859375,1769.0,1700.0,1700.199951171875,359263,2021-05-03
2021-05-10,1657.5672607421875,1680.0,1813.5999755859375,1542.199951171875,1738.0,940908,2021-05-10
2021-05-17,1772.8077392578125,1796.800048828125,1859.0,1680.0,1682.0999755859375,964560,2021-05-17
2021-05-24,1763.9771728515625,1787.8499755859375,1820.0,1750.0,1796.800048828125,347141,2021-05-24
2021-05-31,1750.11474609375,1773.800048828125,1804.1500244140625,1742.0,1796.800048828125,313310,2021-05-31
2021-06-07,1706.1103515625,1729.199951171875,1851.0,1724.699951171875,1777.0,409968,2021-06-07
2021-06-14,1725.5965576171875,1748.949951171875,1802.0,1708.5,1729.0,364995,2021-06-14
2021-06-21,1826.8758544921875,1851.5999755859375,1944.3499755859375,1716.050048828125,1738.0,1039802,2021-06-21
2021-06-28,2005.9949951171875,2026.5999755859375,2058.0,1815.0,1855.0,1609012,2021-06-28
2021-07-05,1934.3804931640625,1954.25,2132.0,1948.0,2050.0,920259,2021-07-05
2021-07-12,1890.7288818359375,1910.1500244140625,1974.6500244140625,1901.0,1974.6500244140625,416519,2021-07-12
2021-07-19,1925.6204833984375,1945.4000244140625,1999.300048828125,1905.0,1905.0,363197,2021-07-19
2021-07-26,1959.2252197265625,1979.3499755859375,1999.0,1895.0,1940.0999755859375,372471,2021-07-26
2021-08-02,1939.0821533203125,1959.0,2015.0,1920.0,2001.5999755859375,561058,2021-08-02
2021-08-09,1877.910400390625,1897.199951171875,1968.949951171875,1835.0999755859375,1960.0,319081,2021-08-09
2021-08-16,1835.5457763671875,1854.4000244140625,1959.550048828125,1840.0,1888.0,269996,2021-08-16
2021-08-23,1771.3056640625,1789.5,1868.800048828125,1755.0,1856.0,547119,2021-08-23
2021-08-30,1849.79931640625,1868.800048828125,1887.199951171875,1777.4000244140625,1803.9000244140625,506187,2021-08-30
2021-09-06,1942.7940673828125,1962.75,1995.4000244140625,1819.75,1879.8499755859375,744941,2021-09-06
2021-09-13,1838.267822265625,1857.1500244140625,1983.0,1855.0,1980.0,331750,2021-09-13
2021-09-20,1829.11181640625,1847.9000244140625,1923.9000244140625,1766.449951171875,1850.0,334205,2021-09-20
2021-09-27,1902.1119384765625,1921.6500244140625,1944.9000244140625,1851.0999755859375,1851.0999755859375,541111,2021-09-27
2021-10-04,2093.198974609375,2114.699951171875,2184.0,1909.0,1927.800048828125,1452434,2021-10-04
2021-10-11,2056.625,2077.75,2131.800048828125,2010.699951171875,2118.5,281552,2021-10-11
2021-10-18,2015.1014404296875,2035.800048828125,2105.949951171875,1960.0,2090.0,340798,2021-10-18
2021-10-25,1892.4610595703125,1911.9000244140625,2030.0,1891.0,2030.0,284185,2021-10-25
2021-11-01,2006.3907470703125,2027.0,2075.0,1892.6500244140625,1900.0,161277,2021-11-01
2021-11-08,1998.175048828125,2018.699951171875,2056.0,1920.0,1999.0,194918,2021-11-08
2021-11-15,1942.6455078125,1962.5999755859375,2052.949951171875,1943.0,2032.550048828125,119375,2021-11-15
2021-11-22,1906.46728515625,1926.050048828125,2035.0,1900.0,1962.5999755859375,235011,2021-11-22
2021-11-29,1881.8697509765625,1901.199951171875,1975.75,1830.0,1926.0,190379,2021-11-29
2021-12-06,1869.7939453125,1889.0,1911.1500244140625,1847.550048828125,1907.0999755859375,109584,2021-12-06
2021-12-13,1960.7099609375,1980.8499755859375,2024.949951171875,1890.0,1901.0,233556,2021-12-13
2021-12-20,1897.65771484375,1917.1500244140625,1981.0,1890.449951171875,1981.0,151863,2021-12-20
2021-12-27,1967.8863525390625,1988.0999755859375,1990.0,1891.1500244140625,1917.0,95383,2021-12-27
2022-01-03,2082.5087890625,2103.89990234375,2117.89990234375,1993.0,1993.0,263365,2022-01-03
2022-01-10,2055.0908203125,2076.199951171875,2134.39990234375,2044.0,2104.0,152546,2022-01-10
2022-01-17,2103.98828125,2125.60009765625,2151.0,2014.949951171875,2086.60009765625,190147,2022-01-17
2022-01-24,1968.3316650390625,1988.550048828125,2125.0,1901.0999755859375,2112.0,199699,2022-01-24
2022-01-31,1880.8800048828125,1900.199951171875,2029.9000244140625,1894.0,1979.0,256578,2022-01-31
2022-02-07,1888.2542724609375,1907.6500244140625,1984.0,1891.550048828125,1913.0,94240,2022-02-07
2022-02-14,1864.7457275390625,1883.9000244140625,1978.0,1827.949951171875,1866.0999755859375,155062,2022-02-14
2022-02-21,1845.6915283203125,1864.6500244140625,1905.550048828125,1674.199951171875,1875.0,343290,2022-02-21
2022-02-28,1815.4521484375,1834.0999755859375,1893.8499755859375,1801.1500244140625,1827.0,91386,2022-02-28
2022-03-07,1929.92626953125,1949.75,1960.0,1766.0,1819.0999755859375,243382,2022-03-07
2022-03-14,1928.8375244140625,1948.6500244140625,1969.949951171875,1842.75,1959.5,98510,2022-03-14
2022-03-21,1931.9058837890625,1951.75,1989.9000244140625,1920.0,1971.800048828125,94918,2022-03-21
2022-03-28,1957.39404296875,1977.5,2066.25,1935.0999755859375,1940.0999755859375,204520,2022-03-28
2022-04-04,1966.7479248046875,1986.949951171875,2009.699951171875,1918.0,1987.4000244140625,157632,2022-04-04
2022-04-11,1991.1968994140625,2011.6500244140625,2039.0,1970.0999755859375,1970.0999755859375,201095,2022-04-11
2022-04-18,2180.9970703125,2203.39990234375,2275.0,1990.0,1994.0,1054200,2022-04-18
2022-04-25,2077.312255859375,2098.64990234375,2290.0,2054.0,2247.699951171875,385123,2022-04-25
2022-05-02,1949.030029296875,1969.050048828125,2089.39990234375,1870.0,2056.14990234375,186206,2022-05-02
2022-05-09,1778.5313720703125,1796.800048828125,1967.0,1775.0999755859375,1967.0,292427,2022-05-09
2022-05-16,2085.478271484375,2106.89990234375,2120.0,1835.0999755859375,1835.0999755859375,751216,2022-05-16
2022-05-23,1973.330322265625,1993.5999755859375,2179.0,1975.5,2113.89990234375,248886,2022-05-23
2022-05-30,2080.232421875,2101.60009765625,2162.0,1977.8499755859375,2003.5999755859375,245470,2022-05-30
2022-06-06,1997.729736328125,2018.25,2134.949951171875,1991.0,2089.949951171875,183379,2022-06-06
2022-06-13,1833.0711669921875,1851.9000244140625,2030.0,1830.0,2005.0,259781,2022-06-13
2022-06-20,1864.5477294921875,1883.699951171875,1893.0,1770.0,1861.199951171875,253514,2022-06-20
2022-06-27,1976.9927978515625,1997.300048828125,2024.9000244140625,1835.0,1927.0,303118,2022-06-27
2022-07-04,1988.8211669921875,2009.25,2041.0,1954.9000244140625,1990.0,141941,2022-07-04
2022-07-11,2085.52783203125,2106.949951171875,2115.0,2003.699951171875,2009.25,218490,2022-07-11
2022-07-18,2058.85205078125,2080.0,2146.89990234375,2044.050048828125,2112.0,267419,2022-07-18
2022-07-25,2160.606689453125,2182.800048828125,2323.800048828125,2071.0,2080.0,993446,2022-07-25
2022-08-01,2205.69384765625,2228.35009765625,2259.89990234375,2137.10009765625,2186.35009765625,308326,2022-08-01
2022-08-08,2178.423583984375,2200.800048828125,2288.0,2181.550048828125,2245.10009765625,177410,2022-08-08
2022-08-15,2176.889404296875,2199.25,2247.449951171875,2184.5,2200.800048828125,121545,2022-08-15
2022-08-22,2194.854736328125,2217.39990234375,2279.0,2145.0,2190.0,232353,2022-08-22
2022-08-29,2216.878662109375,2239.64990234375,2265.0,2171.0,2179.0,156624,2022-08-29
2022-09-05,2318.63330078125,2342.449951171875,2361.0,2239.64990234375,2240.0,451930,2022-09-05
2022-09-12,2204.2021484375,2220.5,2377.0,2200.0,2365.0,317154,2022-09-12
2022-09-19,2083.84228515625,2099.25,2243.0,2088.0,2231.64990234375,152596,2022-09-19
2022-09-26,2071.135986328125,2086.449951171875,2168.0,1999.1500244140625,2168.0,166806,2022-09-26
2022-10-03,2056.047607421875,2071.25,2124.89990234375,2060.0,2084.0,116329,2022-10-03
2022-10-10,1928.838134765625,1943.0999755859375,2078.0,1929.0,2063.10009765625,170359,2022-10-10
2022-10-17,1993.6092529296875,2008.3499755859375,2058.449951171875,1875.0,1942.0,409102,2022-10-17
2022-10-24,1913.1541748046875,1927.300048828125,2028.0,1920.0,2027.5,83123,2022-10-24
2022-10-31,1959.26318359375,1973.75,1994.550048828125,1898.0,1936.949951171875,177079,2022-10-31
2022-11-07,2083.99072265625,2099.39990234375,2157.949951171875,1968.1500244140625,1979.800048828125,556016,2022-11-07
2022-11-14,2080.913818359375,2096.300048828125,2142.199951171875,2084.25,2100.0,269381,2022-11-14
2022-11-21,2076.347412109375,2091.699951171875,2128.0,2042.0,2091.050048828125,142352,2022-11-21
2022-11-28,2128.511962890625,2144.25,2185.0,2108.39990234375,2108.39990234375,369510,2022-11-28
2022-12-05,2062.59912109375,2077.85009765625,2195.0,2068.25,2160.60009765625,261186,2022-12-05
2022-12-12,1958.6180419921875,1973.0999755859375,2094.25,1960.949951171875,2093.75,249923,2022-12-12
2022-12-19,1891.3651123046875,1905.3499755859375,2034.699951171875,1900.0,1991.949951171875,344783,2022-12-19
2022-12-26,1980.2579345703125,1994.9000244140625,2012.0,1836.0,1905.3499755859375,142245,2022-12-26
2023-01-02,2001.6002197265625,2016.4000244140625,2037.699951171875,1985.0,2007.0999755859375,161954,2023-01-02
2023-01-09,1989.9364013671875,2004.6500244140625,2069.0,2000.0,2019.0,115753,2023-01-09
2023-01-16,1946.358642578125,1960.75,2018.0,1942.5,1981.0,105708,2023-01-16
2023-01-23,1834.1881103515625,1847.75,1973.0,1811.0,1953.4000244140625,124226,2023-01-23
2023-01-30,1852.50244140625,1866.199951171875,1914.699951171875,1820.0,1847.699951171875,300513,2023-01-30
2023-02-06,1924.6689453125,1938.9000244140625,1987.8499755859375,1854.0,1875.9000244140625,538126,2023-02-06
2023-02-13,1865.0101318359375,1878.800048828125,1947.75,1838.0,1944.0,250606,2023-02-13
2023-02-20,1843.022705078125,1856.6500244140625,1895.050048828125,1845.0,1890.5,146695,2023-02-20
2023-02-27,1845.9014892578125,1859.550048828125,1900.0,1848.0,1860.0,99382,2023-02-27
2023-03-06,1832.996826171875,1846.550048828125,1898.0,1832.0,1865.0,99976,2023-03-06
2023-03-13,1748.8192138671875,1761.75,1855.550048828125,1756.0,1840.0,158092,2023-03-13
2023-03-20,1754.9736328125,1767.949951171875,1794.699951171875,1692.550048828125,1766.0,243844,2023-03-20
2023-03-27,1795.126953125,1808.4000244140625,1825.0,1705.0,1767.0,145545,2023-03-27
2023-04-03,1826.9912109375,1840.5,1850.0,1800.050048828125,1825.0,91874,2023-04-03
2023-04-10,2011.973388671875,2026.8499755859375,2030.0,1825.5,1860.0,461501,2023-04-10
2023-04-17,1982.3922119140625,1997.050048828125,2034.0,1960.0,2025.0,162952,2023-04-17
2023-04-24,1965.21923828125,1979.75,2010.800048828125,1970.0,2010.800048828125,141776,2023-04-24
2023-05-01,1922.088134765625,1936.300048828125,2018.0,1910.0,1979.75,107349,2023-05-01
2023-05-08,1959.0150146484375,1973.5,2009.0,1925.5999755859375,1936.300048828125,96584,2023-05-08
2023-05-15,1877.468017578125,1891.3499755859375,1975.050048828125,1876.4000244140625,1973.699951171875,129888,2023-05-15
2023-05-22,1761.6741943359375,1774.699951171875,1930.0,1763.0,1860.050048828125,562286,2023-05-22
2023-05-29,1807.7335205078125,1821.0999755859375,1844.0,1765.0,1798.0,360169,2023-05-29
2023-06-05,1792.1983642578125,1805.449951171875,1863.0,1800.0,1835.0,190615,2023-06-05
2023-06-12,1825.45263671875,1838.949951171875,1852.0,1795.0999755859375,1812.0,267717,2023-06-12
2023-06-19,1808.974365234375,1822.3499755859375,1874.699951171875,1816.1500244140625,1845.949951171875,183932,2023-06-19
2023-06-26,1809.5699462890625,1822.949951171875,1851.6500244140625,1801.0999755859375,1815.0,475194,2023-06-26
2023-07-03,1807.584716796875,1820.949951171875,1841.0,1818.0,1835.0,227850,2023-07-03
2023-07-10,1792.99267578125,1806.25,1830.949951171875,1800.0,1822.0,621723,2023-07-10
2023-07-17,1803.9615478515625,1817.300048828125,1863.0,1806.300048828125,1812.0,329307,2023-07-17
2023-07-24,1797.4595947265625,1810.75,1826.4000244140625,1804.0,1819.949951171875,138091,2023-07-24
2023-07-31,1843.717529296875,1857.3499755859375,1920.75,1811.0,1822.5999755859375,356675,2023-07-31
