Date,Adj Close_GPPL.NS,Close_GPPL.NS,High_GPPL.NS,Low_GPPL.NS,Open_GPPL.NS,Volume_GPPL.NS,Date
2020-07-13,62.59505844116211,81.0999984741211,83.44999694824219,78.55000305175781,82.5,809500,2020-07-13
2020-07-20,62.09336471557617,80.44999694824219,82.44999694824219,78.25,82.0,2529915,2020-07-20
2020-07-27,57.84832763671875,74.94999694824219,81.5,73.5999984741211,81.44999694824219,1968688,2020-07-27
2020-08-03,61.23641586303711,75.80000305175781,78.0999984741211,73.75,75.80000305175781,2401788,2020-08-03
2020-08-10,64.06394958496094,79.30000305175781,81.0,77.55000305175781,79.19999694824219,2998791,2020-08-10
2020-08-17,66.56834411621094,82.4000015258789,82.94999694824219,79.5,80.30000305175781,2000774,2020-08-17
2020-08-24,67.05304718017578,83.0,87.69999694824219,81.0,83.80000305175781,1535875,2020-08-24
2020-08-31,64.71024322509766,80.0999984741211,84.80000305175781,78.0,84.69999694824219,1317180,2020-08-31
2020-09-07,65.35652923583984,80.9000015258789,83.44999694824219,79.5,83.44999694824219,1221132,2020-09-07
2020-09-14,72.34458923339844,89.55000305175781,90.9000015258789,80.80000305175781,81.80000305175781,1968871,2020-09-14
2020-09-21,67.94171142578125,84.0999984741211,94.69999694824219,79.5,91.9000015258789,3796215,2020-09-21
2020-09-28,66.64911651611328,82.5,86.5,82.0,85.0,653405,2020-09-28
2020-10-05,68.46683502197266,84.75,87.5999984741211,81.75,82.80000305175781,998934,2020-10-05
2020-10-12,73.39482879638672,90.8499984741211,92.9000015258789,82.8499984741211,86.69999694824219,2196966,2020-10-12
2020-10-19,69.79981231689453,86.4000015258789,96.75,85.44999694824219,93.0,3200075,2020-10-19
2020-10-26,71.53672790527344,88.55000305175781,90.0,84.0999984741211,87.80000305175781,1212825,2020-10-26
2020-11-02,72.70812225341797,90.0,92.0,86.6500015258789,87.80000305175781,827506,2020-11-02
2020-11-09,73.51600646972656,91.0,92.94999694824219,85.05000305175781,90.69999694824219,712311,2020-11-09
2020-11-16,75.13175201416016,93.0,95.44999694824219,88.8499984741211,88.8499984741211,1171914,2020-11-16
2020-11-23,78.120849609375,96.69999694824219,105.9000015258789,90.55000305175781,94.75,7483708,2020-11-23
2020-11-30,76.05526733398438,92.05000305175781,97.5999984741211,90.6500015258789,96.69999694824219,1386012,2020-11-30
2020-12-07,75.93134307861328,91.9000015258789,94.9000015258789,91.0999984741211,92.80000305175781,1370436,2020-12-07
2020-12-14,77.08807373046875,93.30000305175781,94.9000015258789,89.5,92.0,9045060,2020-12-14
2020-12-21,76.42708587646484,92.5,94.0,85.55000305175781,93.5,1738291,2020-12-21
2020-12-28,79.11236572265625,95.75,101.75,92.0999984741211,93.0,10661043,2020-12-28
2021-01-04,78.9471206665039,95.55000305175781,97.25,91.80000305175781,96.6500015258789,3716120,2021-01-04
2021-01-11,73.7417984008789,89.25,96.30000305175781,88.80000305175781,96.30000305175781,2557847,2021-01-11
2021-01-18,72.21326446533203,87.4000015258789,91.0999984741211,86.19999694824219,89.69999694824219,5962129,2021-01-18
2021-01-25,71.46965026855469,86.5,91.5,86.30000305175781,89.0,3252501,2021-01-25
2021-02-01,79.02973937988281,95.6500015258789,96.9000015258789,86.0,87.9000015258789,4965764,2021-02-01
2021-02-08,78.2861099243164,94.75,98.69999694824219,92.4000015258789,96.4000015258789,3701089,2021-02-08
