Date,Adj Close_SIS.NS,Close_SIS.NS,High_SIS.NS,Low_SIS.NS,Open_SIS.NS,Volume_SIS.NS,Date
2021-05-24,433.95001220703125,433.95001220703125,437.95001220703125,392.95001220703125,411.5,2570061,2021-05-24
2021-05-31,427.20001220703125,427.20001220703125,455.0,422.04998779296875,436.95001220703125,2110135,2021-05-31
2021-06-07,418.3999938964844,418.3999938964844,434.0,409.1499938964844,409.1499938964844,1540595,2021-06-07
2021-06-14,414.20001220703125,414.20001220703125,433.5,406.0,421.8999938964844,1346358,2021-06-14
2021-06-21,426.04998779296875,426.04998779296875,432.6000061035156,409.0,412.1000061035156,825254,2021-06-21
2021-06-28,429.79998779296875,429.79998779296875,437.0,424.5,431.3999938964844,883917,2021-06-28
2021-07-05,475.1000061035156,475.1000061035156,487.54998779296875,430.0,434.79998779296875,5688866,2021-07-05
2021-07-12,507.1000061035156,507.1000061035156,529.5,479.20001220703125,480.3999938964844,5423037,2021-07-12
2021-07-19,492.1499938964844,492.1499938964844,515.0,477.1000061035156,500.0,1204838,2021-07-19
2021-07-26,480.75,480.75,534.7999877929688,480.0,494.6000061035156,2860424,2021-07-26
2021-08-02,471.20001220703125,471.20001220703125,505.6000061035156,467.6499938964844,485.75,1396345,2021-08-02
2021-08-09,467.45001220703125,467.45001220703125,484.0,426.54998779296875,475.79998779296875,1305722,2021-08-09
2021-08-16,430.20001220703125,430.20001220703125,468.0,426.79998779296875,466.0,638141,2021-08-16
2021-08-23,469.8500061035156,469.8500061035156,476.6499938964844,420.0,435.8999938964844,853718,2021-08-23
2021-08-30,480.04998779296875,480.04998779296875,488.5,470.0,474.8999938964844,761067,2021-08-30
2021-09-06,483.6000061035156,483.6000061035156,488.29998779296875,479.6000061035156,486.70001220703125,435197,2021-09-06
2021-09-13,477.5,477.5,496.8999938964844,466.0,483.04998779296875,1774988,2021-09-13
2021-09-20,465.5,465.5,500.79998779296875,454.5,472.5,824764,2021-09-20
2021-09-27,496.25,496.25,505.1000061035156,449.6000061035156,467.79998779296875,2009590,2021-09-27
2021-10-04,501.29998779296875,501.29998779296875,509.6499938964844,486.1000061035156,499.0,970575,2021-10-04
2021-10-11,506.95001220703125,506.95001220703125,514.0,497.0,497.0,521240,2021-10-11
2021-10-18,474.04998779296875,474.04998779296875,517.5999755859375,468.5,507.3999938964844,723632,2021-10-18
2021-10-25,465.70001220703125,465.70001220703125,481.20001220703125,449.0,474.04998779296875,645640,2021-10-25
2021-11-01,435.8500061035156,435.8500061035156,468.54998779296875,422.04998779296875,466.29998779296875,957952,2021-11-01
2021-11-08,474.70001220703125,474.70001220703125,477.79998779296875,431.1499938964844,442.79998779296875,819529,2021-11-08
2021-11-15,495.6000061035156,495.6000061035156,525.0,475.0,477.0,1735877,2021-11-15
2021-11-22,512.0,512.0,549.0,480.0,498.1000061035156,3340759,2021-11-22
2021-11-29,491.6000061035156,491.6000061035156,506.29998779296875,459.0,506.29998779296875,1781652,2021-11-29
2021-12-06,467.8500061035156,467.8500061035156,495.95001220703125,461.0,494.0,443721,2021-12-06
2021-12-13,437.54998779296875,437.54998779296875,475.1499938964844,435.45001220703125,468.0,501416,2021-12-13
2021-12-20,445.45001220703125,445.45001220703125,456.8999938964844,426.04998779296875,435.0,413846,2021-12-20
2021-12-27,459.95001220703125,459.95001220703125,466.04998779296875,437.79998779296875,445.45001220703125,277339,2021-12-27
2022-01-03,448.8500061035156,448.8500061035156,472.79998779296875,448.0,463.8999938964844,1296473,2022-01-03
2022-01-10,440.04998779296875,440.04998779296875,455.1000061035156,439.1499938964844,451.0,540621,2022-01-10
2022-01-17,517.6500244140625,517.6500244140625,521.0,437.0,437.0,2815133,2022-01-17
2022-01-24,517.4000244140625,517.4000244140625,545.0,493.8999938964844,517.6500244140625,2233608,2022-01-24
2022-01-31,525.2999877929688,525.2999877929688,538.0,495.70001220703125,515.5,1330757,2022-01-31
2022-02-07,543.75,543.75,560.0,515.0,521.4000244140625,2733803,2022-02-07
2022-02-14,499.45001220703125,499.45001220703125,533.9000244140625,490.1499938964844,532.9500122070312,840823,2022-02-14
2022-02-21,466.79998779296875,466.79998779296875,514.0,442.5,499.0,1011177,2022-02-21
2022-02-28,446.5,446.5,463.0,428.29998779296875,455.0,358230,2022-02-28
2022-03-07,469.29998779296875,469.29998779296875,495.0,431.3500061035156,445.0,785960,2022-03-07
2022-03-14,486.6000061035156,486.6000061035156,492.0,461.0,474.79998779296875,225341,2022-03-14
2022-03-21,498.04998779296875,498.04998779296875,508.8999938964844,472.79998779296875,490.0,674359,2022-03-21
2022-03-28,500.95001220703125,500.95001220703125,508.0,478.1000061035156,500.45001220703125,460276,2022-03-28
2022-04-04,515.0999755859375,515.0999755859375,523.4500122070312,499.29998779296875,501.0,717486,2022-04-04
2022-04-11,515.75,515.75,524.0,496.79998779296875,518.9000244140625,363097,2022-04-11
2022-04-18,502.3999938964844,502.3999938964844,522.0,490.8999938964844,519.5,509842,2022-04-18
2022-04-25,506.95001220703125,506.95001220703125,528.0,495.04998779296875,500.79998779296875,495261,2022-04-25
2022-05-02,486.3999938964844,486.3999938964844,510.8500061035156,473.0,502.0,611501,2022-05-02
2022-05-09,470.25,470.25,492.8500061035156,463.70001220703125,484.70001220703125,576236,2022-05-09
2022-05-16,482.0,482.0,487.5,468.8500061035156,472.3999938964844,124015,2022-05-16
2022-05-23,471.8500061035156,471.8500061035156,486.75,451.0,482.0,634237,2022-05-23
2022-05-30,466.75,466.75,485.0,461.25,478.0,257398,2022-05-30
2022-06-06,449.70001220703125,449.70001220703125,468.54998779296875,447.04998779296875,468.0,142256,2022-06-06
2022-06-13,461.6499938964844,461.6499938964844,482.5,434.8999938964844,445.0,567361,2022-06-13
2022-06-20,448.3500061035156,448.3500061035156,463.8999938964844,435.0,463.8999938964844,222802,2022-06-20
2022-06-27,451.29998779296875,451.29998779296875,485.0,447.04998779296875,478.79998779296875,1284608,2022-06-27
2022-07-04,448.1499938964844,448.1499938964844,463.0,435.5,450.5,446485,2022-07-04
2022-07-11,449.54998779296875,449.54998779296875,457.29998779296875,445.1000061035156,450.3500061035156,124303,2022-07-11
2022-07-18,446.0,446.0,480.6000061035156,441.6000061035156,451.0,679943,2022-07-18
2022-07-25,447.04998779296875,447.04998779296875,455.8999938964844,442.0,447.95001220703125,387568,2022-07-25
2022-08-01,448.0,448.0,450.8500061035156,442.0,449.25,333163,2022-08-01
2022-08-08,450.29998779296875,450.29998779296875,456.54998779296875,443.75,450.20001220703125,234357,2022-08-08
2022-08-15,450.0,450.0,460.20001220703125,445.54998779296875,450.29998779296875,344600,2022-08-15
2022-08-22,458.8999938964844,458.8999938964844,461.8999938964844,446.25,452.20001220703125,671462,2022-08-22
2022-08-29,451.95001220703125,451.95001220703125,469.5,436.3500061035156,439.79998779296875,415430,2022-08-29
2022-09-05,452.6000061035156,452.6000061035156,471.0,450.0,454.79998779296875,678107,2022-09-05
2022-09-12,433.75,433.75,460.0,430.1000061035156,454.8999938964844,461769,2022-09-12
2022-09-19,418.70001220703125,418.70001220703125,441.0,418.0,438.6000061035156,838425,2022-09-19
2022-09-26,416.45001220703125,416.45001220703125,430.6499938964844,400.0,419.95001220703125,291551,2022-09-26
2022-10-03,420.95001220703125,420.95001220703125,428.45001220703125,411.0,411.0,106210,2022-10-03
2022-10-10,416.95001220703125,416.95001220703125,430.0,412.04998779296875,430.0,175249,2022-10-10
2022-10-17,416.8500061035156,416.8500061035156,424.79998779296875,411.0,416.95001220703125,66903,2022-10-17
2022-10-24,424.20001220703125,424.20001220703125,425.79998779296875,412.0,420.20001220703125,101679,2022-10-24
2022-10-31,411.3500061035156,411.3500061035156,425.45001220703125,408.0,423.0,271816,2022-10-31
2022-11-07,411.1499938964844,411.1499938964844,420.0,410.04998779296875,413.45001220703125,149789,2022-11-07
2022-11-14,393.8999938964844,393.8999938964844,412.0,392.20001220703125,411.0,284892,2022-11-14
2022-11-21,389.25,389.25,395.8999938964844,387.0,393.8999938964844,216177,2022-11-21
2022-11-28,395.75,395.75,405.0,386.1000061035156,386.1000061035156,510434,2022-11-28
2022-12-05,389.6000061035156,389.6000061035156,399.79998779296875,388.29998779296875,399.79998779296875,573035,2022-12-05
2022-12-12,387.70001220703125,387.70001220703125,394.0,385.0,390.0,296902,2022-12-12
2022-12-19,377.54998779296875,377.54998779296875,398.0,375.0,387.70001220703125,1647254,2022-12-19
2022-12-26,392.79998779296875,392.79998779296875,399.5,373.6000061035156,375.0,367055,2022-12-26
2023-01-02,384.25,384.25,404.54998779296875,381.25,392.79998779296875,241042,2023-01-02
2023-01-09,384.3999938964844,384.3999938964844,386.20001220703125,376.6499938964844,386.20001220703125,123404,2023-01-09
2023-01-16,374.25,374.25,391.0,371.0,386.29998779296875,136066,2023-01-16
2023-01-23,370.75,370.75,381.8999938964844,365.54998779296875,376.1000061035156,543920,2023-01-23
2023-01-30,345.6499938964844,345.6499938964844,381.1000061035156,342.0,370.75,950947,2023-01-30
2023-02-06,357.3500061035156,357.3500061035156,366.70001220703125,337.0,347.3999938964844,1104743,2023-02-06
2023-02-13,361.0,361.0,370.0,355.3500061035156,359.1499938964844,288713,2023-02-13
2023-02-20,359.3999938964844,359.3999938964844,368.5,352.8999938964844,363.29998779296875,474257,2023-02-20
2023-02-27,361.75,361.75,364.75,348.0,359.0,258018,2023-02-27
2023-03-06,358.3999938964844,358.3999938964844,365.29998779296875,355.1000061035156,361.75,212943,2023-03-06
2023-03-13,347.25,347.25,365.25,345.0,362.5,185966,2023-03-13
2023-03-20,350.5,350.5,356.0,328.5,351.8500061035156,311715,2023-03-20
2023-03-27,320.6499938964844,320.6499938964844,350.5,318.95001220703125,350.5,442542,2023-03-27
2023-04-03,352.5,352.5,357.20001220703125,322.0,322.29998779296875,544128,2023-04-03
2023-04-10,379.3500061035156,379.3500061035156,380.0,342.0,352.70001220703125,3061334,2023-04-10
2023-04-17,382.1499938964844,382.1499938964844,402.0,369.95001220703125,378.0,777324,2023-04-17
2023-04-24,384.6499938964844,384.6499938964844,395.5,375.0,388.95001220703125,214447,2023-04-24
2023-05-01,383.3500061035156,383.3500061035156,395.0,374.04998779296875,384.6499938964844,321599,2023-05-01
2023-05-08,387.45001220703125,387.45001220703125,400.0,382.6000061035156,384.3500061035156,399363,2023-05-08
2023-05-15,388.70001220703125,388.70001220703125,396.04998779296875,380.79998779296875,387.45001220703125,205586,2023-05-15
2023-05-22,380.3999938964844,380.3999938964844,403.95001220703125,379.04998779296875,393.0,219596,2023-05-22
2023-05-29,405.6499938964844,405.6499938964844,416.0,378.6000061035156,382.3500061035156,407849,2023-05-29
2023-06-05,395.45001220703125,395.45001220703125,412.0,393.75,405.6499938964844,159417,2023-06-05
2023-06-12,413.79998779296875,413.79998779296875,428.0,392.5,395.45001220703125,376979,2023-06-12
2023-06-19,419.75,419.75,426.3500061035156,403.95001220703125,413.79998779296875,408111,2023-06-19
2023-06-26,421.75,421.75,424.0,406.0,419.75,240727,2023-06-26
2023-07-03,427.3500061035156,427.3500061035156,432.0,411.1000061035156,421.75,256534,2023-07-03
2023-07-10,426.04998779296875,426.04998779296875,444.0,419.45001220703125,429.5,220027,2023-07-10
2023-07-17,423.20001220703125,423.20001220703125,431.45001220703125,402.29998779296875,428.20001220703125,339850,2023-07-17
2023-07-24,434.6499938964844,434.6499938964844,454.70001220703125,419.75,425.0,349099,2023-07-24
2023-07-31,440.20001220703125,440.20001220703125,447.5,428.6499938964844,439.0,293012,2023-07-31
2023-08-07,445.29998779296875,445.29998779296875,460.0,434.04998779296875,440.20001220703125,236796,2023-08-07
2023-08-14,453.5,453.5,470.0,439.3999938964844,445.29998779296875,841788,2023-08-14
2023-08-21,467.5,467.5,470.3999938964844,446.95001220703125,452.29998779296875,237321,2023-08-21
2023-08-28,465.25,465.25,478.79998779296875,454.45001220703125,468.0,878188,2023-08-28
2023-09-04,453.04998779296875,453.04998779296875,482.3500061035156,451.25,466.0,569598,2023-09-04
2023-09-11,434.45001220703125,434.45001220703125,464.5,430.04998779296875,458.8999938964844,235556,2023-09-11
2023-09-18,424.29998779296875,424.29998779296875,440.54998779296875,420.25,435.20001220703125,141243,2023-09-18
2023-09-25,430.29998779296875,430.29998779296875,444.20001220703125,422.75,426.45001220703125,175265,2023-09-25
2023-10-02,472.8500061035156,472.8500061035156,485.5,430.29998779296875,430.29998779296875,2074522,2023-10-02
2023-10-09,451.0,451.0,467.8999938964844,445.8500061035156,462.0,281755,2023-10-09
2023-10-16,442.1499938964844,442.1499938964844,458.79998779296875,440.0,450.1000061035156,112929,2023-10-16
2023-10-23,421.20001220703125,421.20001220703125,446.3999938964844,400.0,440.04998779296875,269707,2023-10-23
2023-10-30,431.45001220703125,431.45001220703125,435.54998779296875,410.6499938964844,422.0,255839,2023-10-30
2023-11-06,431.75,431.75,435.79998779296875,420.1000061035156,428.3500061035156,146845,2023-11-06
2023-11-13,442.3999938964844,442.3999938964844,462.95001220703125,428.1000061035156,439.0,139454,2023-11-13
2023-11-20,458.95001220703125,458.95001220703125,464.0,430.0,443.1499938964844,314235,2023-11-20
2023-11-27,468.70001220703125,468.70001220703125,491.0,458.95001220703125,458.95001220703125,855097,2023-11-27
2023-12-04,483.3999938964844,483.3999938964844,485.79998779296875,465.79998779296875,475.0,482991,2023-12-04
2023-12-11,451.45001220703125,451.45001220703125,489.8999938964844,448.0,489.70001220703125,528797,2023-12-11
2023-12-18,470.1499938964844,470.1499938964844,502.0,451.0,451.0,750044,2023-12-18
2023-12-25,454.29998779296875,454.29998779296875,474.1000061035156,451.8999938964844,470.1499938964844,291042,2023-12-25
2024-01-01,458.20001220703125,458.20001220703125,468.95001220703125,448.8999938964844,449.8999938964844,491318,2024-01-01
2024-01-08,459.95001220703125,459.95001220703125,467.20001220703125,453.3500061035156,460.5,260839,2024-01-08
2024-01-15,475.95001220703125,475.95001220703125,481.25,451.1000061035156,462.25,516185,2024-01-15
2024-01-22,519.4000244140625,519.4000244140625,541.75,475.95001220703125,475.95001220703125,902246,2024-01-22
2024-01-29,487.0,487.0,538.9500122070312,478.3500061035156,524.5,1058728,2024-01-29
2024-02-05,469.0,469.0,500.95001220703125,466.04998779296875,488.0,442480,2024-02-05
2024-02-12,450.95001220703125,450.95001220703125,474.25,441.25,471.3500061035156,306691,2024-02-12
2024-02-19,438.45001220703125,438.45001220703125,462.0,433.0,453.20001220703125,524284,2024-02-19
2024-02-26,443.8500061035156,443.8500061035156,446.8500061035156,416.04998779296875,442.0,378432,2024-02-26
2024-03-04,452.6000061035156,452.6000061035156,457.0,435.20001220703125,445.29998779296875,365818,2024-03-04
2024-03-11,454.3999938964844,454.3999938964844,480.04998779296875,434.0,452.6000061035156,852016,2024-03-11
2024-03-18,440.79998779296875,440.79998779296875,469.79998779296875,430.0,447.0,455606,2024-03-18
2024-03-25,409.25,409.25,452.0,402.3999938964844,440.79998779296875,363608,2024-03-25
2024-04-01,454.04998779296875,454.04998779296875,459.0,413.04998779296875,413.04998779296875,244375,2024-04-01
2024-04-08,452.1499938964844,452.1499938964844,465.04998779296875,445.3500061035156,454.04998779296875,470098,2024-04-08
2024-04-15,463.25,463.25,472.5,435.79998779296875,450.0,280260,2024-04-15
2024-04-22,473.8500061035156,473.8500061035156,484.8999938964844,462.29998779296875,469.8999938964844,298535,2024-04-22
2024-04-29,455.1499938964844,455.1499938964844,476.8500061035156,449.0,476.25,203441,2024-04-29
2024-05-06,424.04998779296875,424.04998779296875,459.0,404.70001220703125,455.0,417631,2024-05-06
2024-05-13,424.1499938964844,424.1499938964844,431.0,410.0,421.0,327456,2024-05-13
2024-05-20,416.29998779296875,416.29998779296875,428.95001220703125,413.70001220703125,423.6499938964844,200830,2024-05-20
2024-05-27,404.54998779296875,404.54998779296875,420.70001220703125,403.0,416.29998779296875,225293,2024-05-27
2024-06-03,429.6499938964844,429.6499938964844,432.25,393.0,412.8999938964844,383455,2024-06-03
2024-06-10,446.75,446.75,448.8500061035156,427.29998779296875,440.0,263886,2024-06-10
2024-06-17,435.1000061035156,435.1000061035156,455.0,431.04998779296875,446.75,266749,2024-06-17
2024-06-24,450.8999938964844,450.8999938964844,459.0,429.8999938964844,435.1000061035156,313736,2024-06-24
2024-07-01,451.20001220703125,451.20001220703125,459.8999938964844,447.0,453.20001220703125,215945,2024-07-01
2024-07-08,446.75,446.75,455.8500061035156,420.0,452.0,351900,2024-07-08
2024-07-15,440.20001220703125,440.20001220703125,448.8999938964844,435.0,448.8999938964844,320622,2024-07-15
2024-07-22,419.75,419.75,440.0,418.1000061035156,432.5,374453,2024-07-22
2024-07-29,450.95001220703125,450.95001220703125,456.29998779296875,409.95001220703125,423.8999938964844,1096086,2024-07-29
2024-08-05,427.70001220703125,427.70001220703125,451.79998779296875,415.1000061035156,444.0,475430,2024-08-05
2024-08-12,416.1499938964844,416.1499938964844,429.8500061035156,410.0,427.70001220703125,378561,2024-08-12
2024-08-19,421.5,421.5,430.0,415.54998779296875,418.25,333615,2024-08-19
2024-08-26,404.95001220703125,404.95001220703125,427.8999938964844,402.0,423.5,945519,2024-08-26
2024-09-02,412.29998779296875,412.29998779296875,414.8999938964844,398.25,408.6499938964844,494532,2024-09-02
2024-09-09,412.29998779296875,412.29998779296875,416.0,404.0,412.5,274801,2024-09-09
2024-09-16,414.5,414.5,425.0,408.0,416.1000061035156,267879,2024-09-16
2024-09-23,421.3500061035156,421.3500061035156,425.0,412.25,412.25,204128,2024-09-23
2024-09-30,403.0,403.0,423.29998779296875,396.1000061035156,421.3500061035156,147476,2024-09-30
2024-10-07,401.5,401.5,408.0,392.95001220703125,401.29998779296875,156982,2024-10-07
2024-10-14,401.75,401.75,411.8500061035156,388.95001220703125,401.5,215972,2024-10-14
2024-10-21,388.8500061035156,388.8500061035156,406.0,378.04998779296875,405.3500061035156,169012,2024-10-21
2024-10-28,406.1499938964844,406.1499938964844,407.70001220703125,378.0,383.29998779296875,163704,2024-10-28
2024-11-04,387.25,387.25,405.5,385.6499938964844,405.45001220703125,149816,2024-11-04
2024-11-11,383.25,383.25,389.20001220703125,364.0,389.20001220703125,118954,2024-11-11
2024-11-18,379.8999938964844,379.8999938964844,385.45001220703125,373.1499938964844,377.5,180345,2024-11-18
2024-11-25,380.3500061035156,380.3500061035156,386.6499938964844,373.0,379.8999938964844,158424,2024-11-25
2024-12-02,383.45001220703125,383.45001220703125,388.95001220703125,372.29998779296875,380.3500061035156,219498,2024-12-02
2024-12-09,375.5,375.5,396.0,372.0,389.0,140744,2024-12-09
2024-12-16,367.0,367.0,379.6000061035156,364.3500061035156,375.29998779296875,425848,2024-12-16
2024-12-23,369.6000061035156,369.6000061035156,376.3500061035156,362.04998779296875,372.25,327501,2024-12-23
2024-12-30,369.1499938964844,369.1499938964844,384.95001220703125,357.95001220703125,372.0,121905,2024-12-30
2025-01-06,343.20001220703125,343.20001220703125,373.45001220703125,340.1000061035156,369.1499938964844,164550,2025-01-06
2025-01-13,335.6499938964844,335.6499938964844,347.6499938964844,326.29998779296875,344.0,232887,2025-01-13
2025-01-20,328.8999938964844,328.8999938964844,338.04998779296875,322.0,335.6499938964844,167075,2025-01-20
2025-01-27,337.1499938964844,337.1499938964844,345.0,301.5,329.0,950342,2025-01-27
2025-02-03,339.04998779296875,339.04998779296875,350.5,329.54998779296875,335.0,392737,2025-02-03
2025-02-10,319.45001220703125,319.45001220703125,343.0,311.75,343.0,250540,2025-02-10
2025-02-17,327.1000061035156,327.1000061035156,340.0,310.54998779296875,319.45001220703125,355197,2025-02-17
2025-02-24,304.95001220703125,304.95001220703125,327.1000061035156,300.6000061035156,319.79998779296875,232895,2025-02-24
2025-03-03,318.8999938964844,318.8999938964844,337.20001220703125,300.04998779296875,308.79998779296875,267481,2025-03-03
2025-03-10,299.5,299.5,330.1499938964844,295.1499938964844,318.8999938964844,671163,2025-03-10
2025-03-17,315.25,315.25,333.75,287.8999938964844,299.5,1309183,2025-03-17
2025-03-24,324.8999938964844,324.8999938964844,346.1499938964844,323.04998779296875,324.8500061035156,1165031,2025-03-24
2025-03-31,334.04998779296875,334.04998779296875,335.8999938964844,324.8999938964844,324.8999938964844,316098,2025-03-31
2025-04-07,334.79998779296875,334.79998779296875,338.0,319.20001220703125,325.1499938964844,305394,2025-04-07
2025-04-14,342.6499938964844,342.6499938964844,344.04998779296875,328.20001220703125,334.79998779296875,471226,2025-04-14
2025-04-21,336.8500061035156,336.8500061035156,346.0,333.04998779296875,343.0,601838,2025-04-21
2025-04-28,325.6000061035156,325.6000061035156,346.0,322.6000061035156,336.8500061035156,476472,2025-04-28
2025-05-05,325.6499938964844,325.6499938964844,328.70001220703125,319.29998779296875,326.0,238930,2025-05-05
2025-05-12,332.79998779296875,332.79998779296875,335.8999938964844,326.54998779296875,331.0,341096,2025-05-12
2025-05-19,348.0,348.0,360.0,331.5,332.79998779296875,1475314,2025-05-19
2025-05-26,355.6499938964844,355.6499938964844,360.0,344.5,348.0,562470,2025-05-26
2025-06-02,369.95001220703125,369.95001220703125,384.0,347.75,358.0,1712087,2025-06-02
2025-06-09,370.20001220703125,370.20001220703125,382.0,362.5,369.6499938964844,529934,2025-06-09
2025-06-16,367.6499938964844,367.6499938964844,380.3500061035156,362.3500061035156,370.20001220703125,242568,2025-06-16
2025-06-23,375.1000061035156,375.1000061035156,378.5,364.1499938964844,367.0,646743,2025-06-23
2025-06-30,371.0,371.0,375.1000061035156,364.95001220703125,375.1000061035156,201411,2025-06-30
2025-07-07,370.1499938964844,370.1499938964844,376.0,358.6000061035156,368.29998779296875,292607,2025-07-07
2025-07-14,375.20001220703125,375.20001220703125,377.8999938964844,369.0,369.0,159218,2025-07-14
