Date,Adj Close_EXPLEOSOL.NS,Close_EXPLEOSOL.NS,High_EXPLEOSOL.NS,Low_EXPLEOSOL.NS,Open_EXPLEOSOL.NS,Volume_EXPLEOSOL.NS,Date
2022-11-28,1213.760498046875,1270.75,1279.800048828125,1212.0,1212.050048828125,51883,2022-11-28
2022-12-05,1218.7271728515625,1275.949951171875,1305.0,1253.4000244140625,1277.0,47163,2022-12-05
2022-12-12,1148.5712890625,1202.5,1294.4000244140625,1198.300048828125,1278.949951171875,49800,2022-12-12
2022-12-19,1122.97314453125,1175.699951171875,1219.0,1151.0,1214.949951171875,46392,2022-12-19
2022-12-26,1145.8968505859375,1199.699951171875,1219.0,1152.050048828125,1174.0,35751,2022-12-26
2023-01-02,1177.464599609375,1232.75,1279.9000244140625,1180.050048828125,1199.0,96790,2023-01-02
2023-01-09,1195.3260498046875,1251.449951171875,1275.0,1226.5999755859375,1262.3499755859375,37788,2023-01-09
2023-01-16,1194.657470703125,1250.75,1319.949951171875,1240.0999755859375,1259.0,69411,2023-01-16
2023-01-23,1224.8880615234375,1282.4000244140625,1315.0,1200.0999755859375,1250.0,45505,2023-01-23
2023-01-30,1170.8741455078125,1225.8499755859375,1300.0,1215.199951171875,1282.4000244140625,31121,2023-01-30
2023-02-06,1222.6434326171875,1280.050048828125,1360.3499755859375,1211.0,1232.550048828125,78417,2023-02-06
2023-02-13,1255.8826904296875,1314.8499755859375,1369.9000244140625,1231.0,1289.0,98573,2023-02-13
2023-02-20,1335.3035888671875,1398.0,1449.800048828125,1314.8499755859375,1328.0,152072,2023-02-20
2023-02-27,1290.9368896484375,1351.550048828125,1425.0,1345.3499755859375,1425.0,72565,2023-02-27
2023-03-06,1293.0859375,1353.800048828125,1410.0,1350.0,1352.0,63117,2023-03-06
2023-03-13,1196.3289794921875,1252.5,1374.25,1240.0999755859375,1357.0,58565,2023-03-13
2023-03-20,1190.7412109375,1246.6500244140625,1294.0,1225.199951171875,1252.050048828125,32973,2023-03-20
2023-03-27,1173.739501953125,1228.8499755859375,1258.949951171875,1200.0,1247.050048828125,32190,2023-03-27
2023-04-03,1215.718505859375,1272.800048828125,1274.5999755859375,1228.050048828125,1249.0,19725,2023-04-03
2023-04-10,1272.5501708984375,1332.300048828125,1399.0,1267.800048828125,1272.800048828125,92248,2023-04-10
2023-04-17,1190.3592529296875,1246.25,1349.0,1238.0,1320.0,70628,2023-04-17
2023-04-24,1268.6817626953125,1328.25,1348.6500244140625,1246.199951171875,1246.25,84032,2023-04-24
2023-05-01,1288.1668701171875,1348.6500244140625,1380.0,1312.300048828125,1328.25,60800,2023-05-01
2023-05-08,1370.930908203125,1435.300048828125,1474.0,1355.0,1355.050048828125,159342,2023-05-08
2023-05-15,1423.4642333984375,1490.300048828125,1538.699951171875,1377.0,1443.949951171875,205124,2023-05-15
2023-05-22,1366.537109375,1430.699951171875,1529.0,1376.8499755859375,1495.0,176539,2023-05-22
2023-05-29,1456.9423828125,1525.3499755859375,1607.9000244140625,1373.6500244140625,1454.949951171875,324939,2023-05-29
2023-06-05,1579.9183349609375,1654.0999755859375,1719.800048828125,1485.0,1523.0,418173,2023-06-05
2023-06-12,1532.9248046875,1604.9000244140625,1684.0,1570.0,1669.9000244140625,182655,2023-06-12
2023-06-19,1485.21484375,1554.949951171875,1643.550048828125,1551.0,1604.949951171875,108121,2023-06-19
2023-06-26,1517.9765625,1589.25,1599.800048828125,1542.0,1550.0,49399,2023-06-26
2023-07-03,1473.9918212890625,1543.199951171875,1620.0,1513.550048828125,1600.0,90759,2023-07-03
2023-07-10,1554.606689453125,1627.5999755859375,1646.0,1515.0,1543.9000244140625,192786,2023-07-10
2023-07-17,1520.9581298828125,1587.1500244140625,1689.800048828125,1572.0,1652.0,161996,2023-07-17
2023-07-24,1520.19140625,1586.3499755859375,1640.0,1580.0,1600.0,67222,2023-07-24
2023-07-31,1647.021728515625,1718.699951171875,1777.199951171875,1590.0,1610.0,320954,2023-07-31
2023-08-07,1334.521728515625,1392.5999755859375,1749.949951171875,1381.0,1747.25,353816,2023-08-07
2023-08-14,1349.1357421875,1407.8499755859375,1413.5,1327.050048828125,1405.0,174763,2023-08-14
2023-08-21,1318.4224853515625,1375.800048828125,1446.0,1353.9000244140625,1417.300048828125,158284,2023-08-21
2023-08-28,1299.87939453125,1356.449951171875,1428.0,1350.050048828125,1389.0,191567,2023-08-28
2023-09-04,1390.438232421875,1450.949951171875,1479.0,1359.050048828125,1372.9000244140625,238838,2023-09-04
2023-09-11,1366.5767822265625,1426.050048828125,1462.25,1380.0,1450.949951171875,116861,2023-09-11
2023-09-18,1363.9892578125,1423.3499755859375,1444.800048828125,1401.199951171875,1444.800048828125,86818,2023-09-18
2023-09-25,1330.065673828125,1387.949951171875,1428.949951171875,1379.0,1423.3499755859375,73775,2023-09-25
2023-10-02,1321.8243408203125,1379.3499755859375,1401.4000244140625,1352.0,1387.949951171875,99918,2023-10-02
2023-10-09,1290.29638671875,1346.449951171875,1385.0,1341.050048828125,1370.0,104518,2023-10-09
2023-10-16,1303.4251708984375,1360.1500244140625,1378.1500244140625,1336.050048828125,1343.0,80335,2023-10-16
2023-10-23,1285.217529296875,1341.1500244140625,1366.0,1288.0,1365.050048828125,104780,2023-10-23
2023-10-30,1266.9140625,1322.050048828125,1352.0,1291.300048828125,1341.1500244140625,92353,2023-10-30
2023-11-06,1251.6292724609375,1306.0999755859375,1351.9000244140625,1283.949951171875,1332.0,114283,2023-11-06
2023-11-13,1225.515625,1278.8499755859375,1294.0,1216.1500244140625,1287.300048828125,181202,2023-11-13
2023-11-20,1256.420654296875,1311.0999755859375,1390.0,1255.0,1289.0,183425,2023-11-20
2023-11-27,1244.6337890625,1298.800048828125,1336.5999755859375,1287.949951171875,1311.0999755859375,47567,2023-11-27
2023-12-04,1205.726806640625,1258.199951171875,1317.800048828125,1255.0,1301.0999755859375,125474,2023-12-04
2023-12-11,1274.2449951171875,1329.699951171875,1353.199951171875,1252.0,1260.949951171875,191560,2023-12-11
2023-12-18,1247.6522216796875,1301.949951171875,1385.0,1281.5999755859375,1340.0,164598,2023-12-18
2023-12-25,1244.77734375,1298.949951171875,1339.949951171875,1292.75,1301.949951171875,78939,2023-12-25
2024-01-01,1337.1571044921875,1395.3499755859375,1433.949951171875,1285.0,1307.800048828125,269822,2024-01-01
2024-01-08,1346.021240234375,1404.5999755859375,1455.0,1374.4000244140625,1400.0999755859375,169698,2024-01-08
2024-01-15,1344.34423828125,1402.8499755859375,1450.0,1360.050048828125,1448.0,159160,2024-01-15
2024-01-22,1358.574951171875,1417.699951171875,1431.0,1351.0,1402.8499755859375,94855,2024-01-22
2024-01-29,1346.1650390625,1404.75,1431.949951171875,1374.0,1420.4000244140625,90721,2024-01-29
2024-02-05,1369.5474853515625,1429.1500244140625,1523.6500244140625,1370.0,1405.1500244140625,526108,2024-02-05
2024-02-12,1352.44189453125,1411.300048828125,1444.9000244140625,1295.449951171875,1435.0,205530,2024-02-12
2024-02-19,1311.4268798828125,1368.5,1433.6500244140625,1358.0,1411.300048828125,98074,2024-02-19
2024-02-26,1295.2796630859375,1351.6500244140625,1380.75,1316.4000244140625,1370.0,100914,2024-02-26
2024-03-04,1270.1722412109375,1325.449951171875,1375.050048828125,1308.0,1375.0,63119,2024-03-04
2024-03-11,1219.0950927734375,1272.1500244140625,1339.199951171875,1239.0,1325.449951171875,124672,2024-03-11
2024-03-18,1207.7872314453125,1260.3499755859375,1321.1500244140625,1252.0,1275.0,88358,2024-03-18
2024-03-25,1162.8431396484375,1213.449951171875,1272.25,1198.199951171875,1260.3499755859375,145201,2024-03-25
2024-04-01,1268.255615234375,1323.449951171875,1328.949951171875,1215.550048828125,1215.550048828125,78259,2024-04-01
2024-04-08,1241.8546142578125,1295.9000244140625,1336.0,1281.0,1336.0,60089,2024-04-08
2024-04-15,1272.85546875,1328.25,1339.949951171875,1271.0,1289.949951171875,51303,2024-04-15
2024-04-22,1247.843994140625,1302.1500244140625,1345.5999755859375,1299.0999755859375,1328.0,53739,2024-04-22
2024-04-29,1271.322265625,1326.6500244140625,1365.0,1300.0,1303.050048828125,68600,2024-04-29
2024-05-06,1257.427001953125,1312.1500244140625,1351.0999755859375,1299.0,1310.0,87071,2024-05-06
2024-05-13,1264.7579345703125,1319.800048828125,1370.0,1298.8499755859375,1312.1500244140625,89724,2024-05-13
2024-05-20,1190.537841796875,1242.3499755859375,1344.5999755859375,1230.699951171875,1320.6500244140625,115598,2024-05-20
2024-05-27,1153.6435546875,1203.8499755859375,1254.0,1199.050048828125,1243.0999755859375,102584,2024-05-27
2024-06-03,1183.111083984375,1234.5999755859375,1244.0,1145.9000244140625,1234.949951171875,203830,2024-06-03
2024-06-10,1223.3116455078125,1276.550048828125,1282.5999755859375,1216.5999755859375,1234.5999755859375,106795,2024-06-10
2024-06-17,1224.701171875,1278.0,1295.5,1245.0,1276.550048828125,60162,2024-06-17
2024-06-24,1197.72509765625,1249.8499755859375,1284.75,1238.9000244140625,1278.0,79836,2024-06-24
2024-07-01,1229.7801513671875,1283.300048828125,1305.949951171875,1240.25,1240.25,89545,2024-07-01
2024-07-08,1251.1021728515625,1305.550048828125,1333.0,1240.25,1283.300048828125,87601,2024-07-08
2024-07-15,1202.7562255859375,1255.0999755859375,1349.800048828125,1241.199951171875,1319.6500244140625,86696,2024-07-15
2024-07-22,1226.8572998046875,1280.25,1313.0,1241.199951171875,1242.0,63218,2024-07-22
2024-07-29,1282.246826171875,1338.050048828125,1387.199951171875,1284.300048828125,1287.0,277551,2024-07-29
2024-08-05,1244.2982177734375,1298.449951171875,1355.0,1264.3499755859375,1324.0,176529,2024-08-05
2024-08-12,1218.759765625,1271.800048828125,1306.25,1241.199951171875,1300.0,63310,2024-08-12
2024-08-19,1275.7303466796875,1331.25,1344.0,1273.050048828125,1275.0,80031,2024-08-19
2024-08-26,1326.1845703125,1383.9000244140625,1409.0,1315.0,1315.0,205625,2024-08-26
2024-09-02,1246.0711669921875,1300.300048828125,1411.300048828125,1291.199951171875,1390.0,115439,2024-09-02
2024-09-09,1293.363037109375,1349.6500244140625,1368.0,1291.199951171875,1300.300048828125,75748,2024-09-09
2024-09-16,1257.9539794921875,1312.699951171875,1357.949951171875,1291.4000244140625,1354.25,62363,2024-09-16
2024-09-23,1247.98779296875,1302.300048828125,1367.699951171875,1291.199951171875,1312.699951171875,67736,2024-09-23
2024-09-30,1224.7969970703125,1278.0999755859375,1318.8499755859375,1275.050048828125,1296.0,41594,2024-09-30
2024-10-07,1247.31689453125,1301.5999755859375,1350.0,1241.199951171875,1289.0,79877,2024-10-07
2024-10-14,1230.2113037109375,1283.75,1307.050048828125,1267.0,1293.0999755859375,75902,2024-10-14
2024-10-21,1114.8326416015625,1163.3499755859375,1290.949951171875,1155.4000244140625,1275.0,78895,2024-10-21
2024-10-28,1155.6558837890625,1205.949951171875,1225.5,1163.3499755859375,1164.0,62136,2024-10-28
2024-11-04,1180.9549560546875,1232.3499755859375,1264.4000244140625,1204.25,1218.4000244140625,44510,2024-11-04
2024-11-11,1171.5157470703125,1222.5,1254.0,1200.0,1238.050048828125,29933,2024-11-11
2024-11-18,1306.4437255859375,1363.300048828125,1370.0,1270.0,1270.0,247492,2024-11-18
2024-11-25,1279.036376953125,1334.699951171875,1377.300048828125,1319.550048828125,1377.300048828125,105656,2024-11-25
2024-12-02,1322.9263916015625,1380.5,1450.0,1330.0,1331.0,254609,2024-12-02
2024-12-09,1373.572265625,1433.3499755859375,1480.0,1365.0,1380.5,201744,2024-12-09
2024-12-16,1391.2529296875,1451.800048828125,1567.449951171875,1436.0,1448.0,300987,2024-12-16
2024-12-23,1339.12158203125,1397.4000244140625,1475.0,1381.0,1466.449951171875,52397,2024-12-23
2024-12-30,1346.45263671875,1405.050048828125,1418.050048828125,1344.699951171875,1397.0,53802,2024-12-30
2025-01-06,1247.0772705078125,1301.3499755859375,1418.4000244140625,1296.8499755859375,1410.0,56647,2025-01-06
2025-01-13,1253.785400390625,1308.3499755859375,1350.0,1275.0999755859375,1291.0,61689,2025-01-13
2025-01-20,1213.6328125,1266.449951171875,1320.800048828125,1252.550048828125,1320.800048828125,47959,2025-01-20
2025-01-27,1152.637451171875,1202.800048828125,1266.4000244140625,1190.0,1266.4000244140625,93067,2025-01-27
2025-02-03,1125.661376953125,1174.6500244140625,1245.0,1164.0,1197.6500244140625,108718,2025-02-03
2025-02-10,977.7005615234375,1020.25,1238.0,995.6500244140625,1205.949951171875,346208,2025-02-10
2025-02-17,1004.7000122070312,1004.7000122070312,1035.0,966.0,1025.300048828125,102895,2025-02-17
2025-02-24,897.0,897.0,1006.0,895.0,1004.7000122070312,57080,2025-02-24
2025-03-03,890.2000122070312,890.2000122070312,947.75,823.9500122070312,895.0,214913,2025-03-03
2025-03-10,844.4000244140625,844.4000244140625,893.0,837.0,890.2000122070312,188208,2025-03-10
2025-03-17,878.2999877929688,878.2999877929688,885.0,842.0999755859375,842.0999755859375,207340,2025-03-17
2025-03-24,796.2000122070312,796.2000122070312,898.7999877929688,793.0499877929688,882.7000122070312,347309,2025-03-24
2025-03-31,789.4500122070312,789.4500122070312,834.4500122070312,783.9000244140625,796.2000122070312,81035,2025-03-31
2025-04-07,818.5499877929688,818.5499877929688,830.0,735.3499755859375,750.0,75279,2025-04-07
2025-04-14,869.0499877929688,869.0499877929688,875.7000122070312,816.0,826.4000244140625,59465,2025-04-14
2025-04-21,870.8499755859375,870.8499755859375,915.4000244140625,855.0999755859375,876.5999755859375,69476,2025-04-21
2025-04-28,846.7999877929688,846.7999877929688,886.3499755859375,839.2999877929688,860.0,34208,2025-04-28
2025-05-05,825.7000122070312,825.7000122070312,883.9500122070312,786.75,854.9000244140625,91814,2025-05-05
2025-05-12,936.6500244140625,936.6500244140625,941.0999755859375,827.6500244140625,849.9500122070312,111313,2025-05-12
2025-05-19,1020.8499755859375,1020.8499755859375,1110.199951171875,920.7000122070312,949.2000122070312,602233,2025-05-19
2025-05-26,1057.699951171875,1057.699951171875,1083.5,1020.7999877929688,1030.0,126103,2025-05-26
2025-06-02,1027.5,1027.5,1070.0,1022.0,1059.0,54897,2025-06-02
2025-06-09,1244.5999755859375,1244.5999755859375,1290.0,1030.199951171875,1030.199951171875,1000796,2025-06-09
2025-06-16,1241.5,1241.5,1322.0,1233.0,1235.0,365192,2025-06-16
2025-06-23,1285.0,1285.0,1330.0,1235.4000244140625,1243.0,132329,2025-06-23
2025-06-30,1308.4000244140625,1308.4000244140625,1370.9000244140625,1271.199951171875,1287.5999755859375,212304,2025-06-30
2025-07-07,1252.800048828125,1252.800048828125,1333.800048828125,1245.4000244140625,1315.199951171875,97258,2025-07-07
2025-07-14,1244.300048828125,1244.300048828125,1263.5,1231.300048828125,1259.0999755859375,26726,2025-07-14
