Date,Adj Close_EXPLEOSOL.NS,Close_EXPLEOSOL.NS,High_EXPLEOSOL.NS,Low_EXPLEOSOL.NS,Open_EXPLEOSOL.NS,Volume_EXPLEOSOL.NS,Date
2020-07-13,265.2459411621094,277.70001220703125,294.8500061035156,273.1499938964844,285.1000061035156,65560,2020-07-13
2020-07-20,263.90869140625,276.29998779296875,289.6000061035156,265.5,281.0,101915,2020-07-20
2020-07-27,255.5033721923828,267.5,280.79998779296875,264.0,276.3500061035156,95378,2020-07-27
2020-08-03,313.7677307128906,328.5,328.5,264.8999938964844,266.1000061035156,94349,2020-08-03
2020-08-10,358.4211120605469,375.25,380.0,344.8999938964844,344.8999938964844,180099,2020-08-10
2020-08-17,400.734375,419.54998779296875,419.54998779296875,375.25,381.6499938964844,106660,2020-08-17
2020-08-24,483.7371826171875,506.45001220703125,534.7999877929688,440.5,440.5,427949,2020-08-24
2020-08-31,472.6573791503906,494.8500061035156,510.0,450.29998779296875,495.25,148454,2020-08-31
2020-09-07,453.7931213378906,475.1000061035156,504.0,462.6499938964844,495.0,64028,2020-09-07
2020-09-14,508.4278259277344,532.2999877929688,567.7000122070312,477.75,478.0,152597,2020-09-14
2020-09-21,476.716796875,499.1000061035156,544.9000244140625,472.3500061035156,544.9000244140625,90457,2020-09-21
2020-09-28,483.88043212890625,506.6000061035156,547.7000122070312,500.0,518.0,67966,2020-09-28
2020-10-05,493.6229553222656,516.7999877929688,531.0,492.0,508.95001220703125,169437,2020-10-05
2020-10-12,549.2606201171875,575.0499877929688,642.4000244140625,514.9000244140625,525.0,653744,2020-10-12
2020-10-19,577.6287231445312,604.75,624.0,556.0499877929688,582.0,175753,2020-10-19
2020-10-26,505.2758483886719,529.0,618.5999755859375,503.6000061035156,618.5999755859375,199182,2020-10-26
2020-11-02,488.6084289550781,511.54998779296875,575.0,479.0,533.25,308283,2020-11-02
2020-11-09,451.97833251953125,473.20001220703125,527.0,452.54998779296875,526.9500122070312,241671,2020-11-09
2020-11-16,454.7960205078125,476.1499938964844,497.0,463.0,470.25,91849,2020-11-16
2020-11-23,461.8641357421875,483.54998779296875,489.1000061035156,465.45001220703125,477.0,96492,2020-11-23
2020-11-30,458.61663818359375,480.1499938964844,489.0,470.0,483.54998779296875,70524,2020-11-30
2020-12-07,445.435546875,466.3500061035156,488.20001220703125,465.79998779296875,481.0,88368,2020-12-07
2020-12-14,481.7313232421875,504.3500061035156,527.0,442.29998779296875,470.0,274520,2020-12-14
2020-12-21,504.1773986816406,527.8499755859375,562.7000122070312,465.79998779296875,507.0,299789,2020-12-21
2020-12-28,486.7936096191406,509.6499938964844,535.0999755859375,504.0,533.8499755859375,112690,2020-12-28
2021-01-04,525.62060546875,550.2999877929688,580.0,509.1499938964844,520.0,298532,2021-01-04
2021-01-11,492.6678161621094,515.7999877929688,570.0,504.1000061035156,555.0,155923,2021-01-11
2021-01-18,464.7773742675781,486.6000061035156,523.4000244140625,481.8500061035156,515.0,137691,2021-01-18
2021-01-25,442.3312683105469,463.1000061035156,492.70001220703125,455.0,487.5,45845,2021-01-25
2021-02-01,452.742431640625,474.0,497.3999938964844,446.95001220703125,462.25,172844,2021-02-01
2021-02-08,483.784912109375,506.5,527.7999877929688,467.04998779296875,480.0,220260,2021-02-08
2021-02-15,457.8047180175781,479.29998779296875,514.0,472.0,514.0,82673,2021-02-15
2021-02-22,486.22052001953125,509.04998779296875,544.9000244140625,469.0,480.0,201716,2021-02-22
2021-03-01,494.00506591796875,517.2000122070312,555.9000244140625,501.0,506.0,173661,2021-03-01
2021-03-08,482.7342224121094,505.3999938964844,533.0,502.5,529.0,59141,2021-03-08
2021-03-15,491.13958740234375,514.2000122070312,562.0,483.75,518.0,211172,2021-03-15
2021-03-22,500.3567810058594,523.8499755859375,539.0,491.0,514.4000244140625,115118,2021-03-22
2021-03-29,521.9432983398438,546.4500122070312,555.0,519.0,523.8499755859375,69641,2021-03-29
2021-04-05,583.7416381835938,611.1500244140625,645.0,546.4500122070312,546.4500122070312,600225,2021-04-05
2021-04-12,527.4354248046875,552.2000122070312,624.7999877929688,547.9500122070312,624.7999877929688,156652,2021-04-12
2021-04-19,500.30902099609375,523.7999877929688,553.0,519.0,541.0,136940,2021-04-19
2021-04-26,515.304931640625,539.5,563.7999877929688,513.1500244140625,529.9000244140625,155736,2021-04-26
2021-05-03,574.76318359375,601.75,617.0499877929688,532.5,537.2999877929688,316451,2021-05-03
2021-05-10,645.6355590820312,675.9500122070312,731.5999755859375,595.7999877929688,602.0,819526,2021-05-10
2021-05-17,611.5843505859375,640.2999877929688,724.9500122070312,633.0999755859375,700.0,354637,2021-05-17
2021-05-24,590.8575439453125,618.5999755859375,649.0,606.0,649.0,266075,2021-05-24
2021-05-31,593.1976318359375,621.0499877929688,629.0,586.0,624.9000244140625,193942,2021-05-31
2021-06-07,640.2389526367188,670.2999877929688,675.0,615.0,629.0,245471,2021-06-07
2021-06-14,604.8505249023438,633.25,687.0999755859375,625.5499877929688,673.0,194452,2021-06-14
2021-06-21,661.2522583007812,692.2999877929688,729.0,625.0999755859375,626.0,530940,2021-06-21
2021-06-28,781.4105224609375,818.0999755859375,869.7999877929688,677.7000122070312,690.0,743652,2021-06-28
2021-07-05,871.4336547851562,912.3499755859375,949.0,817.0,826.0,756007,2021-07-05
2021-07-12,1207.45654296875,1264.1500244140625,1384.0,983.3499755859375,1094.800048828125,1525205,2021-07-12
2021-07-19,1105.732666015625,1157.6500244140625,1261.0,1105.0,1261.0,110792,2021-07-19
2021-07-26,1089.20849609375,1140.3499755859375,1181.0,1082.0,1177.699951171875,82952,2021-07-26
2021-08-02,1106.59228515625,1158.550048828125,1245.9000244140625,1114.6500244140625,1159.9000244140625,91742,2021-08-02
2021-08-09,995.698974609375,1042.449951171875,1158.550048828125,969.4000244140625,1120.0,93217,2021-08-09
2021-08-16,1001.6210327148438,1048.6500244140625,1128.0,1020.0,1070.0,107608,2021-08-16
2021-08-23,1065.472900390625,1115.5,1115.5,970.0,1075.0,51420,2021-08-23
2021-08-30,987.1504516601562,1033.5,1143.0,1004.0,1116.0,52178,2021-08-30
2021-09-06,970.674072265625,1016.25,1054.0,982.0,1043.25,25351,2021-09-06
2021-09-13,1055.300537109375,1104.8499755859375,1173.0,1010.0,1025.0,67444,2021-09-13
2021-09-20,1017.3810424804688,1065.1500244140625,1104.8499755859375,1006.7999877929688,1051.0,50349,2021-09-20
2021-09-27,963.1283569335938,1008.3499755859375,1074.949951171875,981.0999755859375,1051.0,56966,2021-09-27
2021-10-04,1037.10498046875,1085.800048828125,1090.300048828125,1005.0,1008.3499755859375,34499,2021-10-04
2021-10-11,1048.0413818359375,1097.25,1174.9000244140625,1062.25,1093.0,54844,2021-10-11
2021-10-18,992.499267578125,1039.0999755859375,1123.0,1011.0,1080.0,51332,2021-10-18
2021-10-25,1050.2384033203125,1099.550048828125,1182.0,1002.2999877929688,1039.1500244140625,117426,2021-10-25
2021-11-01,1053.9632568359375,1103.449951171875,1111.0,1045.0,1111.0,51636,2021-11-01
2021-11-08,1116.287109375,1168.699951171875,1209.8499755859375,1070.0,1070.0,164633,2021-11-08
2021-11-15,1271.3084716796875,1331.0,1381.0,1200.0,1200.0,202149,2021-11-15
2021-11-22,1233.9619140625,1291.9000244140625,1439.949951171875,1250.0,1331.0,226353,2021-11-22
2021-11-29,1245.041748046875,1303.5,1331.0,1185.6500244140625,1291.0,99613,2021-11-29
2021-12-06,1522.1314697265625,1593.5999755859375,1695.0,1290.199951171875,1308.0,717015,2021-12-06
2021-12-13,1542.57177734375,1615.0,1794.9000244140625,1505.0,1579.0,250711,2021-12-13
2021-12-20,1629.01318359375,1705.5,1827.0,1504.75,1572.0,411222,2021-12-20
2021-12-27,1644.9163818359375,1722.1500244140625,1848.0,1681.199951171875,1740.0,198644,2021-12-27
2022-01-03,1666.120849609375,1744.3499755859375,1874.0,1700.1500244140625,1725.0,186239,2022-01-03
2022-01-10,1613.0621337890625,1688.800048828125,1800.0,1609.9000244140625,1755.0,151683,2022-01-10
2022-01-17,1509.9056396484375,1580.800048828125,1704.8499755859375,1572.199951171875,1700.0,105965,2022-01-17
2022-01-24,1415.2021484375,1481.6500244140625,1600.0,1418.75,1571.0,128274,2022-01-24
2022-01-31,1493.811279296875,1563.949951171875,1709.949951171875,1448.050048828125,1482.25,261186,2022-01-31
2022-02-07,1347.0521240234375,1410.300048828125,1582.1500244140625,1394.699951171875,1563.949951171875,107960,2022-02-07
2022-02-14,1373.509765625,1438.0,1470.0,1350.0,1350.0,94079,2022-02-14
2022-02-21,1332.677001953125,1395.25,1494.0,1311.0,1440.0,151186,2022-02-21
2022-02-28,1307.986328125,1369.4000244140625,1424.0,1353.0999755859375,1410.0,65542,2022-02-28
2022-03-07,1357.463134765625,1421.199951171875,1500.0,1309.050048828125,1355.0,82465,2022-03-07
2022-03-14,1418.8316650390625,1485.449951171875,1575.0,1414.0,1427.0,101923,2022-03-14
2022-03-21,1567.88330078125,1641.5,1683.0,1450.0,1509.949951171875,240985,2022-03-21
2022-03-28,1594.102294921875,1668.949951171875,1749.0,1605.0,1641.0,214517,2022-03-28
2022-04-04,1487.3162841796875,1557.1500244140625,1690.0,1552.25,1670.0,155168,2022-04-04
2022-04-11,1480.9166259765625,1550.449951171875,1601.5999755859375,1526.9000244140625,1559.0,64574,2022-04-11
2022-04-18,1382.2015380859375,1447.0999755859375,1589.449951171875,1401.9000244140625,1589.449951171875,134922,2022-04-18
2022-04-25,1280.8121337890625,1340.949951171875,1453.5,1331.050048828125,1425.5,121209,2022-04-25
2022-05-02,1247.6204833984375,1306.199951171875,1381.0,1258.0,1341.0,85720,2022-05-02
2022-05-09,1168.67724609375,1223.550048828125,1325.0,1185.0,1289.300048828125,108178,2022-05-09
2022-05-16,1269.2547607421875,1328.8499755859375,1471.0,1200.0,1246.0,211077,2022-05-16
2022-05-23,1183.6732177734375,1239.25,1399.0,1225.0,1311.0,73041,2022-05-23
2022-05-30,1282.5792236328125,1342.800048828125,1398.949951171875,1219.050048828125,1268.0999755859375,86624,2022-05-30
2022-06-06,1354.024658203125,1417.5999755859375,1445.0,1301.699951171875,1356.949951171875,121433,2022-06-06
2022-06-13,1246.3311767578125,1304.8499755859375,1391.0,1255.550048828125,1391.0,72659,2022-06-13
2022-06-20,1224.6968994140625,1282.199951171875,1314.800048828125,1192.949951171875,1314.75,52832,2022-06-20
2022-06-27,1176.509521484375,1231.75,1340.6500244140625,1221.050048828125,1285.050048828125,51201,2022-06-27
2022-07-04,1158.21826171875,1212.5999755859375,1253.699951171875,1181.0,1238.800048828125,96277,2022-07-04
2022-07-11,1109.07568359375,1161.1500244140625,1232.3499755859375,1148.050048828125,1209.8499755859375,57076,2022-07-11
2022-07-18,1275.8931884765625,1335.800048828125,1378.0,1150.0,1162.199951171875,163040,2022-07-18
2022-07-25,1247.5728759765625,1306.1500244140625,1365.0,1281.0999755859375,1365.0,44673,2022-07-25
2022-08-01,1371.885986328125,1436.300048828125,1485.050048828125,1299.0,1306.199951171875,105246,2022-08-01
2022-08-08,1379.76611328125,1444.550048828125,1531.0,1426.0,1450.6500244140625,118395,2022-08-08
2022-08-15,1276.705078125,1336.6500244140625,1460.199951171875,1322.0999755859375,1444.550048828125,78859,2022-08-15
2022-08-22,1249.960693359375,1308.6500244140625,1359.9000244140625,1303.800048828125,1336.0,60240,2022-08-22
2022-08-29,1267.869873046875,1327.4000244140625,1359.0,1269.0,1281.0999755859375,53250,2022-08-29
2022-09-05,1292.79931640625,1353.5,1382.5999755859375,1302.0,1327.9000244140625,122648,2022-09-05
2022-09-12,1242.032958984375,1300.3499755859375,1415.199951171875,1297.199951171875,1355.0,105227,2022-09-12
2022-09-19,1241.077880859375,1299.3499755859375,1360.0,1222.6500244140625,1291.0999755859375,203172,2022-09-19
2022-09-26,1176.8916015625,1232.1500244140625,1299.3499755859375,1222.949951171875,1299.3499755859375,108450,2022-09-26
2022-10-03,1187.1595458984375,1242.9000244140625,1253.800048828125,1181.0,1230.0,80999,2022-10-03
2022-10-10,1208.793701171875,1265.550048828125,1297.0,1207.4000244140625,1240.0,53520,2022-10-10
2022-10-17,1281.4329833984375,1341.5999755859375,1370.0,1241.0999755859375,1275.0,95600,2022-10-17
2022-10-24,1302.0643310546875,1363.199951171875,1410.0,1321.050048828125,1338.0,61036,2022-10-24
2022-10-31,1227.7056884765625,1285.3499755859375,1377.949951171875,1241.0999755859375,1353.0,117858,2022-10-31
2022-11-07,1235.72900390625,1293.75,1349.0,1275.0,1285.3499755859375,66690,2022-11-07
2022-11-14,1204.87744140625,1261.449951171875,1326.1500244140625,1241.800048828125,1293.75,39294,2022-11-14
2022-11-21,1180.6644287109375,1236.0999755859375,1269.9000244140625,1194.0,1269.0,54840,2022-11-21
