Date,Adj Close_TNPETRO.NS,Close_TNPETRO.NS,High_TNPETRO.NS,Low_TNPETRO.NS,Open_TNPETRO.NS,Volume_TNPETRO.NS,Date
2020-07-13,32.8769416809082,36.95000076293945,39.900001525878906,36.5,39.599998474121094,683304,2020-07-13
2020-07-20,33.76670837402344,37.95000076293945,40.849998474121094,36.70000076293945,37.099998474121094,3012426,2020-07-20
2020-07-27,30.430076599121094,34.20000076293945,38.5,33.20000076293945,37.849998474121094,2139345,2020-07-27
2020-08-03,32.43205642700195,36.45000076293945,37.400001525878906,34.599998474121094,35.0,1838328,2020-08-03
2020-08-10,33.76670837402344,37.95000076293945,41.70000076293945,35.5,37.20000076293945,5235741,2020-08-10
2020-08-17,35.857662200927734,40.29999923706055,41.150001525878906,37.95000076293945,39.20000076293945,1758673,2020-08-17
2020-08-24,36.6584587097168,41.20000076293945,42.599998474121094,40.25,40.45000076293945,2753090,2020-08-24
2020-08-31,33.76670837402344,37.95000076293945,42.04999923706055,36.400001525878906,41.95000076293945,1345414,2020-08-31
2020-09-07,34.45563507080078,37.25,42.0,36.5,38.400001525878906,2580090,2020-09-07
2020-09-14,34.77937316894531,37.599998474121094,38.900001525878906,37.0,38.099998474121094,1023578,2020-09-14
2020-09-21,33.34564971923828,36.04999923706055,38.45000076293945,33.400001525878906,37.75,930763,2020-09-21
2020-09-28,35.05686950683594,37.900001525878906,39.400001525878906,36.150001525878906,37.0,859274,2020-09-28
2020-10-05,32.92940902709961,35.599998474121094,38.849998474121094,35.0,38.849998474121094,1134783,2020-10-05
2020-10-12,31.91192626953125,34.5,36.25,34.25,35.900001525878906,321385,2020-10-12
2020-10-19,33.021907806396484,35.70000076293945,36.70000076293945,34.5,35.75,518317,2020-10-19
2020-10-26,33.71564483642578,36.45000076293945,37.79999923706055,34.599998474121094,36.54999923706055,1358724,2020-10-26
2020-11-02,35.473114013671875,38.349998474121094,38.900001525878906,35.349998474121094,35.79999923706055,1966906,2020-11-02
2020-11-09,36.21310043334961,39.150001525878906,39.75,37.150001525878906,38.75,1324558,2020-11-09
2020-11-16,37.09183120727539,40.099998474121094,41.5,38.70000076293945,38.95000076293945,2018602,2020-11-16
2020-11-23,36.906837463378906,39.900001525878906,41.0,38.75,41.0,1097858,2020-11-23
2020-11-30,39.49679183959961,42.70000076293945,44.0,39.900001525878906,39.900001525878906,3428801,2020-11-30
2020-12-07,38.3405647277832,41.45000076293945,44.349998474121094,40.849998474121094,43.0,1802297,2020-12-07
2020-12-14,39.91303634643555,43.150001525878906,46.45000076293945,41.70000076293945,42.5,2991605,2020-12-14
