Date,Adj Close_KPITTECH.NS,Close_KPITTECH.NS,High_KPITTECH.NS,Low_KPITTECH.NS,Open_KPITTECH.NS,Volume_KPITTECH.NS,Date
2021-04-05,190.34707641601562,194.10000610351562,207.39999389648438,170.5,175.5,11464618,2021-04-05
2021-04-12,187.84640502929688,191.5500030517578,200.5500030517578,180.0500030517578,190.0,4168119,2021-04-12
2021-04-19,192.3083953857422,196.10000610351562,200.5,185.0,189.75,4074974,2021-04-19
2021-04-26,193.43617248535156,197.25,209.0,193.39999389648438,203.0,6376438,2021-04-26
2021-05-03,198.53562927246094,202.4499969482422,215.4499969482422,195.25,195.25,6443486,2021-05-03
2021-05-10,217.560546875,221.85000610351562,224.75,200.85000610351562,203.10000610351562,10840849,2021-05-10
2021-05-17,240.3119659423828,245.0500030517578,250.60000610351562,222.75,223.64999389648438,7963888,2021-05-17
2021-05-24,237.9093475341797,242.60000610351562,249.6999969482422,226.0,245.0,7301911,2021-05-24
2021-05-31,234.7711944580078,239.39999389648438,256.0,233.10000610351562,242.4499969482422,2509772,2021-05-31
2021-06-07,238.59579467773438,243.3000030517578,253.6999969482422,235.5500030517578,242.89999389648438,2678364,2021-06-07
2021-06-14,232.3195343017578,236.89999389648438,248.25,220.0,243.25,2511063,2021-06-14
2021-06-21,236.58544921875,241.25,257.6000061035156,230.10000610351562,230.10000610351562,4086876,2021-06-21
2021-06-28,251.68768310546875,256.6499938964844,274.0,241.25,243.5,7144066,2021-06-28
2021-07-05,245.8036651611328,250.64999389648438,264.70001220703125,245.1999969482422,260.45001220703125,2358461,2021-07-05
2021-07-12,261.2982482910156,266.45001220703125,270.6000061035156,246.39999389648438,253.6999969482422,5934391,2021-07-12
2021-07-19,279.489501953125,285.0,298.45001220703125,262.0,267.04998779296875,7898413,2021-07-19
2021-07-26,276.3023681640625,281.75,315.6499938964844,280.79998779296875,288.0,8220171,2021-07-26
2021-08-02,304.1042175292969,310.1000061035156,314.95001220703125,284.0,284.8999938964844,7817488,2021-08-02
2021-08-09,325.97308349609375,332.3999938964844,335.45001220703125,295.0,312.45001220703125,11194071,2021-08-09
2021-08-16,325.7278747558594,332.1499938964844,385.29998779296875,326.54998779296875,338.29998779296875,15291702,2021-08-16
2021-08-23,330.087158203125,335.1499938964844,342.6499938964844,303.45001220703125,342.6499938964844,9048349,2021-08-23
2021-08-30,324.71954345703125,329.70001220703125,348.0,325.6000061035156,339.5,5146479,2021-08-30
2021-09-06,324.5717468261719,329.54998779296875,337.79998779296875,323.0,331.54998779296875,2921181,2021-09-06
2021-09-13,314.62432861328125,319.45001220703125,335.0,311.20001220703125,328.0,13707460,2021-09-13
2021-09-20,363.6720275878906,369.25,375.75,306.25,312.6000061035156,14846258,2021-09-20
2021-09-27,332.9433288574219,338.04998779296875,369.75,330.20001220703125,369.75,6719555,2021-09-27
2021-10-04,345.550048828125,350.8500061035156,354.8999938964844,335.0,340.79998779296875,5082310,2021-10-04
2021-10-11,334.32220458984375,339.45001220703125,354.5,337.20001220703125,353.5,3844636,2021-10-11
2021-10-18,324.7687683105469,329.75,354.20001220703125,325.0,341.70001220703125,5182560,2021-10-18
2021-10-25,304.0367126464844,308.70001220703125,331.6499938964844,300.25,311.3500061035156,4732807,2021-10-25
2021-11-01,343.3832092285156,348.6499938964844,352.29998779296875,306.04998779296875,309.0,3965918,2021-11-01
2021-11-08,423.15960693359375,429.6499938964844,435.6000061035156,345.3999938964844,351.3999938964844,15190279,2021-11-08
2021-11-15,442.66058349609375,449.45001220703125,499.8999938964844,407.1499938964844,433.5,13255916,2021-11-15
2021-11-22,456.3998107910156,463.3999938964844,499.95001220703125,422.0,452.0,10081357,2021-11-22
2021-11-29,490.32940673828125,497.8500061035156,531.0,426.0,455.0,12999515,2021-11-29
2021-12-06,492.742431640625,500.29998779296875,515.0,485.25,491.0,4901491,2021-12-06
2021-12-13,474.3248596191406,481.6000061035156,531.0,479.70001220703125,505.0,7589653,2021-12-13
2021-12-20,530.956298828125,539.0999755859375,545.0,451.95001220703125,478.79998779296875,8993528,2021-12-20
2021-12-27,603.6907348632812,612.9500122070312,619.9000244140625,526.7999877929688,545.0,11918368,2021-12-27
2022-01-03,700.505859375,711.25,750.0,591.0,616.0,19599795,2022-01-03
2022-01-10,673.5195922851562,683.8499755859375,801.0,675.0999755859375,725.0,17524923,2022-01-10
2022-01-17,663.375244140625,673.5499877929688,736.9000244140625,666.9500122070312,687.5999755859375,13113790,2022-01-17
2022-01-24,629.7412109375,639.4000244140625,698.7000122070312,595.2000122070312,675.0,10138812,2022-01-24
2022-01-31,614.081298828125,623.5,659.0,615.0,654.0,9529352,2022-01-31
2022-02-07,569.465576171875,578.2000122070312,638.0,576.5,626.6500244140625,6458785,2022-02-07
2022-02-14,553.912841796875,561.25,608.0,532.8499755859375,545.5499877929688,7501757,2022-02-14
2022-02-21,558.7982177734375,566.2000122070312,598.0,510.25,552.2999877929688,10595695,2022-02-21
2022-02-28,539.0596313476562,546.2000122070312,579.8499755859375,545.0,566.0,4120427,2022-02-28
2022-03-07,570.24658203125,577.7999877929688,608.7000122070312,528.0499877929688,530.0,7346173,2022-03-07
2022-03-14,577.105712890625,584.75,600.5,558.0,577.8499755859375,3974292,2022-03-14
2022-03-21,584.5570678710938,592.2999877929688,619.7000122070312,583.0,590.0,7440872,2022-03-21
2022-03-28,600.2985229492188,608.25,615.0,568.3499755859375,593.5499877929688,7326167,2022-03-28
2022-04-04,607.2562866210938,615.2999877929688,635.0,600.0,618.0,10890539,2022-04-04
2022-04-11,564.5717163085938,572.0499877929688,616.3499755859375,555.25,615.2999877929688,4341579,2022-04-11
2022-04-18,535.309326171875,542.4000244140625,563.5,539.0,563.5,4886938,2022-04-18
2022-04-25,546.6095581054688,553.8499755859375,600.0,505.29998779296875,538.0,17628402,2022-04-25
2022-05-02,535.5560913085938,542.6500244140625,554.8499755859375,524.0499877929688,540.25,4065429,2022-05-02
2022-05-09,490.1574401855469,496.6499938964844,537.9500122070312,471.5,531.0,5385165,2022-05-09
2022-05-16,501.0136413574219,507.6499938964844,532.9500122070312,492.6499938964844,510.0,4695009,2022-05-16
2022-05-23,469.8760681152344,476.1000061035156,511.0,440.3999938964844,507.79998779296875,5026774,2022-05-23
2022-05-30,545.0799560546875,552.2999877929688,573.2999877929688,485.6000061035156,486.0,8871435,2022-05-30
2022-06-06,503.3328857421875,510.0,550.9000244140625,507.3999938964844,550.7999877929688,3543233,2022-06-06
2022-06-13,462.3754577636719,468.5,504.6499938964844,455.5,488.8999938964844,5697795,2022-06-13
2022-06-20,489.7132873535156,496.20001220703125,512.0,451.54998779296875,470.8999938964844,5267288,2022-06-20
2022-06-27,492.8221130371094,499.3500061035156,533.7999877929688,495.3999938964844,505.04998779296875,5070634,2022-06-27
2022-07-04,500.76690673828125,507.3999938964844,523.0,495.0,502.20001220703125,2979371,2022-07-04
2022-07-11,484.2851867675781,490.70001220703125,503.3500061035156,480.0,502.0,3784106,2022-07-11
2022-07-18,526.7230834960938,533.7000122070312,543.8499755859375,493.1499938964844,496.0,7275370,2022-07-18
2022-07-25,540.7867431640625,547.9500122070312,561.4000244140625,510.0,535.0,11216163,2022-07-25
2022-08-01,528.8942260742188,535.9000244140625,553.4000244140625,516.2000122070312,550.0,6715595,2022-08-01
2022-08-08,562.4005126953125,569.8499755859375,580.5999755859375,521.0499877929688,535.9000244140625,8167136,2022-08-08
2022-08-15,565.3363037109375,570.9000244140625,592.4000244140625,555.2000122070312,569.8499755859375,8880427,2022-08-15
2022-08-22,561.0781860351562,566.5999755859375,578.7000122070312,545.75,570.9000244140625,5122720,2022-08-22
2022-08-29,558.70166015625,564.2000122070312,579.0,539.4500122070312,542.25,4965128,2022-08-29
2022-09-05,567.3662719726562,572.9500122070312,575.5999755859375,545.5,564.2000122070312,5901146,2022-09-05
2022-09-12,567.2178344726562,572.7999877929688,614.9000244140625,565.4500122070312,575.0,14664087,2022-09-12
2022-09-19,654.5086669921875,660.9500122070312,683.7000122070312,557.0,574.0,28357163,2022-09-19
2022-09-26,653.4689331054688,659.9000244140625,674.7000122070312,637.0,651.0,15259105,2022-09-26
2022-10-03,674.8089599609375,681.4500122070312,693.1500244140625,650.0,659.9000244140625,8408682,2022-10-03
2022-10-10,663.2229614257812,669.75,687.9500122070312,642.5,672.9500122070312,9741956,2022-10-10
2022-10-17,705.0116577148438,711.9500122070312,718.2999877929688,615.2999877929688,669.75,23896064,2022-10-17
2022-10-24,714.6666870117188,721.7000122070312,764.2000122070312,706.0,720.0,12382372,2022-10-24
2022-10-31,688.1773681640625,694.9500122070312,735.0,687.4500122070312,728.0,6073709,2022-10-31
2022-11-07,682.6318969726562,689.3499755859375,712.8499755859375,658.0,696.0499877929688,4454537,2022-11-07
2022-11-14,679.6116333007812,686.2999877929688,703.7000122070312,671.0999755859375,692.0,4692441,2022-11-14
2022-11-21,711.3493041992188,718.3499755859375,735.0,678.5499877929688,685.9500122070312,10527779,2022-11-21
2022-11-28,711.9929809570312,719.0,729.7999877929688,705.5499877929688,717.0,5498143,2022-11-28
2022-12-05,690.4548950195312,697.25,733.1500244140625,693.5,721.9500122070312,4062828,2022-12-05
2022-12-12,695.7528076171875,702.5999755859375,721.0,671.2000122070312,698.0,7657004,2022-12-12
2022-12-19,644.1110229492188,650.4500122070312,729.5499877929688,622.5499877929688,702.9500122070312,10555164,2022-12-19
2022-12-26,697.38671875,704.25,718.7000122070312,650.9500122070312,650.9500122070312,4309725,2022-12-26
2023-01-02,709.6659545898438,716.6500244140625,719.9500122070312,675.6500244140625,707.7999877929688,5028458,2023-01-02
2023-01-09,685.6522216796875,692.4000244140625,754.5999755859375,677.0,720.25,10954762,2023-01-09
2023-01-16,689.9598388671875,696.75,708.0,685.5,695.9000244140625,3314556,2023-01-16
2023-01-23,690.603515625,697.4000244140625,717.8499755859375,687.75,700.25,3115585,2023-01-23
2023-01-30,770.7644653320312,778.3499755859375,813.0,688.0999755859375,700.0,17211299,2023-01-30
2023-02-06,847.1131591796875,855.4500122070312,860.0,773.0999755859375,784.0,13959638,2023-02-06
2023-02-13,849.263671875,856.0999755859375,876.1500244140625,811.4000244140625,860.0,9809840,2023-02-13
2023-02-20,827.0425415039062,833.7000122070312,861.25,807.5999755859375,855.0,6424908,2023-02-20
2023-02-27,830.7625732421875,837.4500122070312,862.7000122070312,805.2999877929688,833.0,5015884,2023-02-27
2023-03-06,816.5272216796875,823.0999755859375,850.0,815.2999877929688,841.9000244140625,2775056,2023-03-06
2023-03-13,862.2590942382812,869.2000122070312,878.7999877929688,768.0,823.0,18831240,2023-03-13
2023-03-20,878.9745483398438,886.0499877929688,913.9000244140625,852.0499877929688,868.4000244140625,14425568,2023-03-20
2023-03-27,917.7127075195312,925.0999755859375,946.6500244140625,867.0499877929688,891.5,7454167,2023-03-27
2023-04-03,789.842041015625,796.2000122070312,928.4500122070312,741.0,928.4500122070312,28935139,2023-04-03
2023-04-10,862.1597900390625,869.0999755859375,871.5,763.2000122070312,790.0,16444855,2023-04-10
2023-04-17,841.9227905273438,848.7000122070312,875.3499755859375,823.0,857.6500244140625,7489147,2023-04-17
2023-04-24,909.4789428710938,916.7999877929688,948.7999877929688,840.7000122070312,850.0,14070554,2023-04-24
2023-05-01,877.4864501953125,884.5499877929688,950.0,880.0499877929688,916.7999877929688,5299078,2023-05-01
2023-05-08,891.4739990234375,898.6500244140625,910.9500122070312,874.5,888.9500122070312,5309997,2023-05-08
2023-05-15,936.2137451171875,943.75,954.9000244140625,895.0,900.9000244140625,5419103,2023-05-15
2023-05-22,998.7603149414062,1006.7999877929688,1028.6500244140625,911.7999877929688,945.0,8894956,2023-05-22
2023-05-29,1105.9473876953125,1114.8499755859375,1152.0,991.0,1012.5999755859375,12330696,2023-05-29
2023-06-05,1130.5494384765625,1139.6500244140625,1160.0,1085.050048828125,1129.949951171875,6171021,2023-06-05
2023-06-12,1075.7406005859375,1084.4000244140625,1149.75,1030.0999755859375,1140.0,9931486,2023-06-12
2023-06-19,1058.82666015625,1067.3499755859375,1100.0,1043.9000244140625,1089.25,4312875,2023-06-19
2023-06-26,1081.0975341796875,1089.800048828125,1106.5999755859375,1052.0999755859375,1071.9000244140625,3044133,2023-06-26
2023-07-03,1070.780517578125,1079.4000244140625,1100.0,1050.0999755859375,1096.050048828125,2876849,2023-07-03
2023-07-10,1054.6602783203125,1063.1500244140625,1084.8499755859375,1015.25,1081.449951171875,4134834,2023-07-10
2023-07-17,992.9074096679688,1000.9000244140625,1109.5,993.5499877929688,1065.0,7853941,2023-07-17
2023-07-24,1062.9434814453125,1071.5,1107.0,961.0,1005.0,13756097,2023-07-24
2023-07-31,1137.0966796875,1146.25,1152.0,1065.5,1077.0,8213259,2023-07-31
2023-08-07,1133.0294189453125,1142.1500244140625,1184.4000244140625,1115.5999755859375,1155.5,5280013,2023-08-07
2023-08-14,1143.4456787109375,1152.6500244140625,1164.9000244140625,1107.1500244140625,1142.949951171875,2725961,2023-08-14
2023-08-21,1141.0338134765625,1147.550048828125,1202.0,1126.0,1157.949951171875,5483224,2023-08-21
2023-08-28,1193.8819580078125,1200.699951171875,1219.300048828125,1133.0,1153.1500244140625,3369712,2023-08-28
2023-09-04,1157.887451171875,1164.5,1211.4000244140625,1158.949951171875,1201.1500244140625,2935925,2023-09-04
2023-09-11,1163.0081787109375,1169.6500244140625,1191.0,1112.1500244140625,1170.550048828125,3010719,2023-09-11
2023-09-18,1067.65283203125,1073.75,1169.5999755859375,1045.0,1169.5999755859375,3129872,2023-09-18
2023-09-25,1145.7567138671875,1152.300048828125,1174.0,1038.0,1078.9000244140625,5395841,2023-09-25
2023-10-02,1140.2879638671875,1146.800048828125,1171.9000244140625,1103.25,1152.300048828125,3166966,2023-10-02
2023-10-09,1194.3790283203125,1201.199951171875,1238.0,1110.0,1135.0,6069591,2023-10-09
2023-10-16,1188.612060546875,1195.4000244140625,1236.0,1175.0,1180.0,3835994,2023-10-16
2023-10-23,1122.0919189453125,1128.5,1202.25,1091.199951171875,1197.0999755859375,3389282,2023-10-23
2023-10-30,1234.4501953125,1241.5,1279.0,1128.0,1135.050048828125,12484257,2023-10-30
2023-11-06,1361.4249267578125,1369.199951171875,1377.3499755859375,1247.5,1250.0999755859375,5949832,2023-11-06
2023-11-13,1527.9241943359375,1536.6500244140625,1549.0,1374.0,1415.0,7001275,2023-11-13
2023-11-20,1460.4097900390625,1468.75,1640.0,1417.6500244140625,1539.0999755859375,16748047,2023-11-20
2023-11-27,1474.628662109375,1483.050048828125,1510.949951171875,1462.4000244140625,1468.75,4124759,2023-11-27
2023-12-04,1470.2037353515625,1478.5999755859375,1513.949951171875,1445.5999755859375,1500.0,4643204,2023-12-04
2023-12-11,1509.9766845703125,1518.5999755859375,1549.9000244140625,1427.1500244140625,1487.0,8687797,2023-12-11
2023-12-18,1530.60888671875,1539.3499755859375,1545.9000244140625,1426.0999755859375,1518.5999755859375,6525091,2023-12-18
2023-12-25,1505.2537841796875,1513.8499755859375,1558.0,1492.0,1539.3499755859375,3565287,2023-12-25
2024-01-01,1497.9951171875,1506.550048828125,1515.9000244140625,1455.0999755859375,1513.8499755859375,3994876,2024-01-01
2024-01-08,1541.496826171875,1550.300048828125,1562.0,1491.5999755859375,1514.25,3959301,2024-01-08
2024-01-15,1539.010986328125,1547.800048828125,1584.0,1486.9000244140625,1562.0,3316515,2024-01-15
2024-01-22,1407.412353515625,1415.449951171875,1560.199951171875,1392.3499755859375,1547.800048828125,5071839,2024-01-22
2024-01-29,1568.14453125,1577.0999755859375,1597.0,1326.550048828125,1415.449951171875,14941594,2024-01-29
2024-02-05,1718.0384521484375,1727.8499755859375,1736.0,1572.699951171875,1589.9000244140625,8046490,2024-02-05
2024-02-12,1666.1414794921875,1673.5999755859375,1764.0,1555.050048828125,1727.8499755859375,6112865,2024-02-12
2024-02-19,1576.5924072265625,1583.6500244140625,1689.9000244140625,1540.6500244140625,1685.0,4508002,2024-02-19
2024-02-26,1571.61474609375,1578.6500244140625,1614.3499755859375,1526.050048828125,1580.949951171875,2518476,2024-02-26
2024-03-04,1489.6317138671875,1496.300048828125,1583.9000244140625,1468.0,1582.949951171875,3487255,2024-03-04
2024-03-11,1422.9801025390625,1429.3499755859375,1514.449951171875,1355.050048828125,1500.0,7809938,2024-03-11
2024-03-18,1379.5245361328125,1385.699951171875,1428.0,1328.4000244140625,1427.050048828125,6931044,2024-03-18
2024-03-25,1479.7757568359375,1486.4000244140625,1498.699951171875,1377.3499755859375,1385.699951171875,5216367,2024-03-25
2024-04-01,1504.7640380859375,1511.5,1561.9000244140625,1482.0,1497.0,5188299,2024-04-01
2024-04-08,1468.177734375,1474.75,1532.0,1453.050048828125,1523.8499755859375,2579990,2024-04-08
2024-04-15,1403.0194091796875,1409.300048828125,1453.949951171875,1361.0,1418.0,2728989,2024-04-15
2024-04-22,1410.1375732421875,1416.449951171875,1456.0,1361.550048828125,1419.9000244140625,5079358,2024-04-22
2024-04-29,1530.3992919921875,1537.25,1554.0,1407.0,1439.0,11329344,2024-04-29
2024-05-06,1457.3760986328125,1463.9000244140625,1544.9000244140625,1436.050048828125,1543.25,3005842,2024-05-06
2024-05-13,1503.2706298828125,1510.0,1549.8499755859375,1423.699951171875,1469.9000244140625,3369300,2024-05-13
2024-05-20,1544.635498046875,1551.550048828125,1569.9000244140625,1474.0999755859375,1517.199951171875,3783727,2024-05-20
2024-05-27,1450.7557373046875,1457.25,1616.0,1440.25,1567.0,4096847,2024-05-27
2024-06-03,1517.905029296875,1524.699951171875,1535.0,1293.050048828125,1525.0,7038176,2024-06-03
2024-06-10,1473.3544921875,1479.949951171875,1524.699951171875,1470.0,1521.949951171875,5151633,2024-06-10
2024-06-17,1581.6697998046875,1588.75,1638.6500244140625,1473.4000244140625,1479.949951171875,5037056,2024-06-17
2024-06-24,1627.4647216796875,1634.75,1698.699951171875,1550.0,1592.449951171875,7356414,2024-06-24
2024-07-01,1686.4007568359375,1693.949951171875,1774.0999755859375,1636.0,1650.0,7245721,2024-07-01
2024-07-08,1857.236083984375,1865.550048828125,1928.699951171875,1653.75,1693.949951171875,9587488,2024-07-08
2024-07-15,1811.5904541015625,1819.699951171875,1909.0,1810.0,1882.300048828125,6510024,2024-07-15
2024-07-22,1780.9774169921875,1788.949951171875,1885.5,1705.550048828125,1800.0,6500989,2024-07-22
2024-07-29,1815.8214111328125,1823.949951171875,1910.0,1774.199951171875,1800.0,5159465,2024-07-29
2024-08-05,1750.414306640625,1758.25,1794.949951171875,1685.0,1769.550048828125,3544267,2024-08-05
2024-08-12,1812.189453125,1815.4000244140625,1855.949951171875,1716.0,1743.0,3402361,2024-08-12
2024-08-19,1823.269775390625,1826.5,1899.0,1801.0,1831.9000244140625,2909822,2024-08-19
2024-08-26,1811.9398193359375,1815.1500244140625,1921.0,1807.0,1845.0,4126338,2024-08-26
2024-09-02,1727.239990234375,1730.300048828125,1824.300048828125,1715.449951171875,1815.1500244140625,3357562,2024-09-02
2024-09-09,1822.8206787109375,1826.050048828125,1859.949951171875,1707.1500244140625,1718.25,3103712,2024-09-09
2024-09-16,1659.0606689453125,1662.0,1832.0,1626.0999755859375,1832.0,4075198,2024-09-16
2024-09-23,1668.0447998046875,1671.0,1713.699951171875,1630.0,1680.0,5640959,2024-09-23
2024-09-30,1688.259033203125,1691.25,1713.300048828125,1625.0,1637.800048828125,4643500,2024-09-30
2024-10-07,1785.8861083984375,1789.050048828125,1797.0,1641.800048828125,1699.0,3609958,2024-10-07
2024-10-14,1783.1907958984375,1786.3499755859375,1822.9000244140625,1750.050048828125,1790.0,2531418,2024-10-14
2024-10-21,1371.1707763671875,1373.5999755859375,1797.5999755859375,1338.449951171875,1790.0,18055673,2024-10-21
2024-10-28,1421.731201171875,1424.25,1429.9000244140625,1309.050048828125,1385.949951171875,7924376,2024-10-28
2024-11-04,1419.83447265625,1422.3499755859375,1520.0,1378.0,1430.050048828125,6845019,2024-11-04
2024-11-11,1354.5501708984375,1356.949951171875,1447.449951171875,1339.0,1422.3499755859375,3346714,2024-11-11
2024-11-18,1306.1358642578125,1308.449951171875,1356.4000244140625,1283.25,1350.25,4656848,2024-11-18
2024-11-25,1366.3792724609375,1368.800048828125,1424.5,1308.449951171875,1308.449951171875,6260192,2024-11-25
2024-12-02,1478.4805908203125,1481.0999755859375,1503.75,1340.0,1361.0,12355971,2024-12-02
2024-12-09,1530.388671875,1533.0999755859375,1563.3499755859375,1480.550048828125,1482.0,6076152,2024-12-09
2024-12-16,1448.6834716796875,1451.25,1555.0,1438.9000244140625,1535.0,4704310,2024-12-16
2024-12-23,1458.016845703125,1460.5999755859375,1474.8499755859375,1408.050048828125,1467.4000244140625,2695423,2024-12-23
2024-12-30,1447.3856201171875,1449.949951171875,1500.0,1428.050048828125,1461.0,3773380,2024-12-30
2025-01-06,1367.227783203125,1369.6500244140625,1483.8499755859375,1357.949951171875,1454.6500244140625,5720494,2025-01-06
2025-01-13,1312.3250732421875,1314.6500244140625,1381.8499755859375,1300.0,1352.0,4688242,2025-01-13
2025-01-20,1320.5604248046875,1322.9000244140625,1372.25,1268.949951171875,1329.949951171875,5520474,2025-01-20
2025-01-27,1413.9449462890625,1416.449951171875,1479.0,1223.25,1300.0,20646024,2025-01-27
2025-02-03,1445.2396240234375,1447.800048828125,1475.0,1392.550048828125,1420.0,4773114,2025-02-03
2025-02-10,1342.6500244140625,1342.6500244140625,1454.550048828125,1308.5,1447.699951171875,3529460,2025-02-10
2025-02-17,1310.0999755859375,1310.0999755859375,1354.3499755859375,1294.0,1341.050048828125,3810539,2025-02-17
2025-02-24,1197.4000244140625,1197.4000244140625,1303.550048828125,1192.0,1303.050048828125,3386360,2025-02-24
2025-03-03,1305.4000244140625,1305.4000244140625,1331.449951171875,1142.300048828125,1194.949951171875,5779421,2025-03-03
2025-03-10,1206.449951171875,1206.449951171875,1314.3499755859375,1200.0,1305.949951171875,2314823,2025-03-10
2025-03-17,1323.4000244140625,1323.4000244140625,1328.0,1215.050048828125,1215.050048828125,4386663,2025-03-17
2025-03-24,1307.449951171875,1307.449951171875,1414.0,1300.0,1331.800048828125,5059355,2025-03-24
2025-03-31,1134.0,1134.0,1328.800048828125,1115.5,1307.449951171875,8422321,2025-03-31
2025-04-07,1118.949951171875,1118.949951171875,1138.550048828125,1020.5999755859375,1020.5999755859375,7870980,2025-04-07
2025-04-14,1136.199951171875,1136.199951171875,1169.5,1116.0999755859375,1118.949951171875,3236443,2025-04-14
2025-04-21,1221.0,1221.0,1238.5999755859375,1137.0,1140.0,7823205,2025-04-21
2025-04-28,1236.5,1236.5,1287.0,1192.800048828125,1221.0,13181254,2025-04-28
2025-05-05,1244.199951171875,1244.199951171875,1316.5999755859375,1212.0,1233.5999755859375,5199466,2025-05-05
2025-05-12,1364.800048828125,1364.800048828125,1404.0,1286.4000244140625,1300.0,7727292,2025-05-12
2025-05-19,1329.0,1329.0,1367.5,1308.800048828125,1364.800048828125,3370872,2025-05-19
2025-05-26,1337.800048828125,1337.800048828125,1361.0,1321.0,1336.0,3880148,2025-05-26
2025-06-02,1318.699951171875,1318.699951171875,1352.0,1309.4000244140625,1337.800048828125,2728843,2025-06-02
2025-06-09,1352.5,1352.5,1396.0,1312.800048828125,1315.5,5101599,2025-06-09
2025-06-16,1394.5,1394.5,1434.5,1345.0,1346.0999755859375,10225173,2025-06-16
2025-06-23,1267.0999755859375,1267.0999755859375,1412.9000244140625,1262.0999755859375,1390.0,12371358,2025-06-23
