Date,Adj Close_DEEDEV.NS,Close_DEEDEV.NS,High_DEEDEV.NS,Low_DEEDEV.NS,Open_DEEDEV.NS,Volume_DEEDEV.NS,Date
2024-06-24,323.4700012207031,323.4700012207031,365.70001220703125,310.0,339.0,39254023,2024-06-24
2024-07-01,363.20001220703125,363.20001220703125,400.0,314.0,323.0,11278451,2024-07-01
2024-07-08,380.3500061035156,380.3500061035156,393.75,358.04998779296875,366.70001220703125,7021502,2024-07-08
2024-07-15,353.54998779296875,353.54998779296875,388.1499938964844,348.0,382.95001220703125,2997709,2024-07-15
2024-07-22,382.0,382.0,388.95001220703125,340.0,353.54998779296875,3744084,2024-07-22
2024-07-29,358.1499938964844,358.1499938964844,397.79998779296875,353.54998779296875,389.0,1388872,2024-07-29
2024-08-05,352.70001220703125,352.70001220703125,368.8999938964844,345.29998779296875,355.0,2191891,2024-08-05
2024-08-12,359.95001220703125,359.95001220703125,379.0,351.79998779296875,354.95001220703125,2200934,2024-08-12
2024-08-19,354.8999938964844,354.8999938964844,369.8999938964844,342.1499938964844,363.70001220703125,2027412,2024-08-19
2024-08-26,345.70001220703125,345.70001220703125,363.29998779296875,344.5,354.6000061035156,1250504,2024-08-26
2024-09-02,328.6499938964844,328.6499938964844,348.25,327.1499938964844,348.25,977830,2024-09-02
2024-09-09,330.1499938964844,330.1499938964844,343.3999938964844,321.5,328.0,890921,2024-09-09
2024-09-16,301.79998779296875,301.79998779296875,334.5,300.04998779296875,330.20001220703125,1088902,2024-09-16
2024-09-23,280.25,280.25,305.95001220703125,275.3999938964844,304.70001220703125,2566693,2024-09-23
2024-09-30,262.6000061035156,262.6000061035156,294.0,260.25,280.45001220703125,1534743,2024-09-30
2024-10-07,257.8500061035156,257.8500061035156,267.95001220703125,248.3000030517578,266.54998779296875,1119523,2024-10-07
2024-10-14,250.60000610351562,250.60000610351562,274.0,249.5,260.0,549776,2024-10-14
2024-10-21,235.60000610351562,235.60000610351562,254.25,225.60000610351562,252.6999969482422,619425,2024-10-21
2024-10-28,272.1000061035156,272.1000061035156,274.0,231.0500030517578,233.14999389648438,628881,2024-10-28
2024-11-04,264.75,264.75,279.20001220703125,262.20001220703125,272.1499938964844,448609,2024-11-04
2024-11-11,281.25,281.25,309.20001220703125,254.0,264.75,4883775,2024-11-11
2024-11-18,280.54998779296875,280.54998779296875,291.45001220703125,269.70001220703125,278.0,807036,2024-11-18
2024-11-25,304.8500061035156,304.8500061035156,320.0,285.0,289.0,1461418,2024-11-25
2024-12-02,337.1000061035156,337.1000061035156,357.8999938964844,305.0,307.0,3113539,2024-12-02
2024-12-09,349.3999938964844,349.3999938964844,360.0,336.1499938964844,338.45001220703125,2229638,2024-12-09
2024-12-16,317.3500061035156,317.3500061035156,354.1499938964844,313.04998779296875,351.79998779296875,1071445,2024-12-16
2024-12-23,315.8500061035156,315.8500061035156,325.0,311.54998779296875,325.0,316249,2024-12-23
2024-12-30,314.04998779296875,314.04998779296875,318.75,301.95001220703125,313.0,663136,2024-12-30
2025-01-06,280.75,280.75,314.45001220703125,278.20001220703125,314.1000061035156,651266,2025-01-06
2025-01-13,300.75,300.75,304.8999938964844,263.95001220703125,275.5,410268,2025-01-13
2025-01-20,285.29998779296875,285.29998779296875,322.0,283.0,301.0,985131,2025-01-20
2025-01-27,287.29998779296875,287.29998779296875,291.8500061035156,261.04998779296875,280.0,626389,2025-01-27
2025-02-03,269.25,269.25,285.75,263.95001220703125,285.75,361209,2025-02-03
2025-02-10,250.8000030517578,250.8000030517578,270.5,245.1999969482422,268.25,326397,2025-02-10
2025-02-17,182.9499969482422,182.9499969482422,221.0,167.0,200.64999389648438,3651073,2025-02-17
2025-02-24,199.5500030517578,199.5500030517578,215.39999389648438,179.10000610351562,179.10000610351562,787814,2025-02-24
2025-03-03,231.25999450683594,231.25999450683594,232.89999389648438,189.10000610351562,199.5500030517578,616948,2025-03-03
2025-03-10,228.75,228.75,247.89999389648438,216.0,237.0,744705,2025-03-10
2025-03-17,259.3299865722656,259.3299865722656,264.6600036621094,225.7100067138672,229.0,652453,2025-03-17
