Date,Adj Close_LAL.NS,Close_LAL.NS,High_LAL.NS,Low_LAL.NS,Open_LAL.NS,Volume_LAL.NS,Date
2023-10-09,15.700881958007812,15.700881958007812,16.20882225036621,14.309704780578613,14.68823528289795,3247569,2023-10-09
2023-10-16,17.053234100341797,17.053234100341797,17.72617530822754,15.20588207244873,15.982352256774902,6855325,2023-10-16
2023-10-23,17.46735191345215,17.46735191345215,18.247058868408203,16.373823165893555,16.95294189453125,134345,2023-10-23
2023-10-30,17.71647071838379,17.71647071838379,18.457351684570312,16.823528289794922,17.211763381958008,205219,2023-10-30
2023-11-06,17.596763610839844,17.596763610839844,18.44117546081543,17.095294952392578,18.117647171020508,197012,2023-11-06
2023-11-13,17.26999855041504,17.26999855041504,17.787647247314453,16.92705726623535,17.341175079345703,2547973,2023-11-13
2023-11-20,16.55823516845703,16.55823516845703,17.47058868408203,16.20882225036621,17.26352882385254,254503,2023-11-20
2023-11-27,16.30264663696289,16.30264663696289,16.55823516845703,14.95029354095459,16.55823516845703,95599,2023-11-27
2023-12-04,16.580881118774414,16.580881118774414,17.47058868408203,15.658823013305664,16.30264663696289,984052,2023-12-04
2023-12-11,15.717058181762695,15.717058181762695,18.072351455688477,14.57176399230957,17.331470489501953,1521452,2023-12-11
2023-12-18,15.76558780670166,15.76558780670166,16.888235092163086,14.128528594970703,16.024410247802734,2298320,2023-12-18
2023-12-25,15.571470260620117,15.571470260620117,16.593822479248047,14.597646713256836,15.76558780670166,309893,2023-12-25
2024-01-01,15.21235179901123,15.21235179901123,16.370588302612305,14.704410552978516,15.264117240905762,550598,2024-01-01
2024-01-08,17.244117736816406,17.244117736816406,17.244117736816406,14.798234939575195,14.908234596252441,764813,2024-01-08
2024-01-15,19.2111759185791,19.2111759185791,20.592647552490234,17.244117736816406,17.244117736816406,2086315,2024-01-15
2024-01-22,22.093822479248047,22.093822479248047,22.10676383972168,19.2111759185791,19.2111759185791,744367,2024-01-22
2024-01-29,27.849411010742188,27.849411010742188,27.849411010742188,21.356176376342773,23.164705276489258,1322768,2024-01-29
2024-02-05,25.028234481811523,25.028234481811523,30.699705123901367,24.55588150024414,29.24058723449707,1681113,2024-02-05
2024-02-12,28.273235321044922,28.273235321044922,29.428234100341797,25.882352828979492,26.199411392211914,2072173,2024-02-12
2024-02-19,31.773822784423828,31.773822784423828,32.89323425292969,28.794116973876953,29.63529396057129,4145154,2024-02-19
2024-02-26,29.263235092163086,29.263235092163086,33.0,28.67441177368164,32.87058639526367,1213719,2024-02-26
2024-03-04,27.60352897644043,27.60352897644043,30.41176414489746,26.856176376342773,30.08823585510254,284068,2024-03-04
2024-03-11,24.319704055786133,24.319704055786133,27.499998092651367,22.488529205322266,27.176469802856445,626633,2024-03-11
2024-03-18,26.852941513061523,26.852941513061523,29.554410934448242,25.41646957397461,25.494117736816406,2347450,2024-03-18
2024-03-25,26.75,26.75,26.852941513061523,25.791763305664062,26.852941513061523,427375,2024-03-25
2024-04-01,28.200000762939453,28.200000762939453,29.0,27.25,27.25,338827,2024-04-01
2024-04-08,27.950000762939453,27.950000762939453,28.0,26.899999618530273,27.649999618530273,101197,2024-04-08
2024-04-15,26.850000381469727,26.850000381469727,28.5,26.850000381469727,28.5,47990,2024-04-15
2024-04-22,25.5,25.5,27.350000381469727,25.350000381469727,26.350000381469727,459088,2024-04-22
2024-04-29,23.899999618530273,23.899999618530273,26.700000762939453,23.649999618530273,26.700000762939453,525727,2024-04-29
2024-05-06,23.100000381469727,23.100000381469727,24.75,22.350000381469727,23.5,316894,2024-05-06
2024-05-13,25.399999618530273,25.399999618530273,26.399999618530273,20.950000762939453,22.850000381469727,941714,2024-05-13
2024-05-20,24.200000762939453,24.200000762939453,25.899999618530273,24.149999618530273,25.350000381469727,858924,2024-05-20
2024-05-27,24.600000381469727,24.600000381469727,25.399999618530273,22.5,24.149999618530273,682971,2024-05-27
2024-06-03,24.100000381469727,24.100000381469727,25.75,21.799999237060547,25.75,250817,2024-06-03
2024-06-10,24.18000030517578,24.18000030517578,25.950000762939453,24.0,25.0,196841,2024-06-10
2024-06-17,23.040000915527344,23.040000915527344,25.399999618530273,22.600000381469727,24.18000030517578,146463,2024-06-17
2024-06-24,22.479999542236328,22.479999542236328,23.899999618530273,21.690000534057617,23.040000915527344,188493,2024-06-24
2024-07-01,23.670000076293945,23.670000076293945,23.829999923706055,20.950000762939453,22.799999237060547,588986,2024-07-01
2024-07-08,27.81999969482422,27.81999969482422,27.850000381469727,23.559999465942383,25.799999237060547,3659567,2024-07-08
2024-07-15,24.110000610351562,24.110000610351562,28.700000762939453,24.0,28.149999618530273,1446790,2024-07-15
2024-07-22,22.969999313354492,22.969999313354492,25.700000762939453,22.6299991607666,24.3700008392334,1091274,2024-07-22
2024-07-29,22.889999389648438,22.889999389648438,24.079999923706055,22.649999618530273,22.969999313354492,942274,2024-07-29
2024-08-05,23.5,23.5,27.549999237060547,20.950000762939453,23.0,2889951,2024-08-05
2024-08-12,23.700000762939453,23.700000762939453,25.5,23.110000610351562,23.989999771118164,1770681,2024-08-12
2024-08-19,23.350000381469727,23.350000381469727,24.389999389648438,22.610000610351562,24.049999237060547,415247,2024-08-19
2024-08-26,22.110000610351562,22.110000610351562,23.670000076293945,21.950000762939453,23.030000686645508,436352,2024-08-26
2024-09-02,31.6200008392334,31.6200008392334,33.650001525878906,21.329999923706055,22.489999771118164,11602976,2024-09-02
2024-09-09,29.84000015258789,29.84000015258789,33.70000076293945,26.649999618530273,33.0,3323205,2024-09-09
2024-09-16,32.72999954223633,32.72999954223633,35.5,29.010000228881836,29.899999618530273,4921105,2024-09-16
2024-09-23,28.84000015258789,28.84000015258789,34.29999923706055,28.149999618530273,33.38999938964844,655582,2024-09-23
2024-09-30,27.829999923706055,27.829999923706055,29.450000762939453,26.610000610351562,29.450000762939453,290669,2024-09-30
2024-10-07,27.709999084472656,27.709999084472656,29.350000381469727,25.100000381469727,27.969999313354492,239432,2024-10-07
2024-10-14,25.0,25.0,28.799999237060547,24.450000762939453,28.40999984741211,365115,2024-10-14
2024-10-21,24.420000076293945,24.420000076293945,25.440000534057617,21.860000610351562,24.950000762939453,394926,2024-10-21
2024-10-28,24.25,24.25,25.399999618530273,22.15999984741211,25.399999618530273,170195,2024-10-28
2024-11-04,23.950000762939453,23.950000762939453,24.989999771118164,23.260000228881836,24.600000381469727,164561,2024-11-04
2024-11-11,25.280000686645508,25.280000686645508,25.290000915527344,22.850000381469727,24.34000015258789,153733,2024-11-11
2024-11-18,23.860000610351562,23.860000610351562,26.600000381469727,23.600000381469727,26.5,227811,2024-11-18
2024-11-25,25.110000610351562,25.110000610351562,25.700000762939453,23.059999465942383,23.860000610351562,197837,2024-11-25
2024-12-02,26.200000762939453,26.200000762939453,28.450000762939453,25.0,26.200000762939453,466901,2024-12-02
2024-12-09,24.209999084472656,24.209999084472656,26.899999618530273,24.010000228881836,26.290000915527344,618718,2024-12-09
2024-12-16,20.940000534057617,20.940000534057617,24.549999237060547,20.84000015258789,23.700000762939453,1183463,2024-12-16
2024-12-23,19.860000610351562,19.860000610351562,21.8799991607666,19.649999618530273,21.0,689697,2024-12-23
2024-12-30,17.329999923706055,17.329999923706055,20.100000381469727,17.110000610351562,20.09000015258789,1302300,2024-12-30
2025-01-06,15.229999542236328,15.229999542236328,17.75,14.050000190734863,17.75,1545798,2025-01-06
2025-01-13,19.299999237060547,19.299999237060547,19.31999969482422,15.989999771118164,15.989999771118164,686932,2025-01-13
2025-01-20,17.969999313354492,17.969999313354492,19.3700008392334,17.969999313354492,19.299999237060547,161216,2025-01-20
2025-01-27,16.459999084472656,16.459999084472656,17.610000610351562,16.450000762939453,17.610000610351562,104696,2025-01-27
2025-02-03,16.200000762939453,16.200000762939453,16.450000762939453,16.200000762939453,16.399999618530273,70181,2025-02-03
2025-02-10,14.710000038146973,14.710000038146973,16.200000762939453,14.710000038146973,15.970000267028809,46892,2025-02-10
2025-02-17,13.270000457763672,13.270000457763672,14.40999984741211,13.270000457763672,14.40999984741211,123670,2025-02-17
2025-02-24,11.170000076293945,11.170000076293945,13.779999732971191,11.170000076293945,12.720000267028809,266904,2025-02-24
2025-03-03,12.260000228881836,12.260000228881836,12.529999732971191,10.4399995803833,11.350000381469727,3090054,2025-03-03
2025-03-10,13.920000076293945,13.920000076293945,13.920000076293945,12.800000190734863,12.869999885559082,289777,2025-03-10
2025-03-17,12.800000190734863,12.800000190734863,13.640000343322754,12.600000381469727,13.640000343322754,144422,2025-03-17
2025-03-24,11.539999961853027,11.539999961853027,12.539999961853027,11.539999961853027,12.539999961853027,7848486,2025-03-24
2025-03-31,10.619999885559082,10.619999885559082,11.539999961853027,10.619999885559082,11.539999961853027,109014,2025-03-31
2025-04-07,11.020000457763672,11.020000457763672,11.020000457763672,10.399999618530273,10.399999618530273,55741,2025-04-07
2025-04-14,11.680000305175781,11.680000305175781,11.680000305175781,11.119999885559082,11.239999771118164,13371,2025-04-14
2025-04-21,11.890000343322754,11.890000343322754,12.649999618530273,10.930000305175781,12.260000228881836,418308,2025-04-21
2025-04-28,10.9399995803833,10.9399995803833,12.0,10.59000015258789,12.0,180150,2025-04-28
2025-05-05,8.979999542236328,8.979999542236328,11.210000038146973,8.369999885559082,11.199999809265137,853241,2025-05-05
2025-05-12,11.430000305175781,11.430000305175781,11.430000305175781,9.300000190734863,9.380000114440918,139538,2025-05-12
2025-05-19,11.920000076293945,11.920000076293945,13.229999542236328,11.199999809265137,12.0,711813,2025-05-19
2025-05-26,12.020000457763672,12.020000457763672,13.449999809265137,11.75,12.390000343322754,440850,2025-05-26
2025-06-02,12.680000305175781,12.680000305175781,13.399999618530273,11.770000457763672,11.770000457763672,580551,2025-06-02
2025-06-09,12.600000381469727,12.600000381469727,13.600000381469727,12.510000228881836,12.600000381469727,424642,2025-06-09
2025-06-16,12.600000381469727,12.600000381469727,13.399999618530273,11.960000038146973,12.449999809265137,1876249,2025-06-16
2025-06-23,12.369999885559082,12.369999885559082,12.949999809265137,11.760000228881836,12.279999732971191,402120,2025-06-23
2025-06-30,12.149999618530273,12.149999618530273,12.899999618530273,11.720000267028809,12.899999618530273,98364,2025-06-30
2025-07-07,12.210000038146973,12.210000038146973,12.6899995803833,11.630000114440918,12.149999618530273,91066,2025-07-07
2025-07-14,12.069999694824219,12.069999694824219,12.800000190734863,11.59000015258789,11.59000015258789,53334,2025-07-14
