Date,Adj Close_GEOJITFSL.NS,Close_GEOJITFSL.NS,High_GEOJITFSL.NS,Low_GEOJITFSL.NS,Open_GEOJITFSL.NS,Volume_GEOJITFSL.NS,Date
2020-07-13,36.105255126953125,39.45000076293945,42.400001525878906,37.0,41.70000076293945,2620730,2020-07-13
2020-07-20,35.8764533996582,39.20000076293945,40.5,38.25,39.0,1945960,2020-07-20
2020-07-27,31.849502563476562,34.79999923706055,39.29999923706055,33.95000076293945,39.20000076293945,2307164,2020-07-27
2020-08-03,36.5171012878418,39.900001525878906,43.20000076293945,34.29999923706055,35.0,5229942,2020-08-03
2020-08-10,35.78492736816406,39.099998474121094,41.400001525878906,38.54999923706055,40.79999923706055,1976607,2020-08-10
2020-08-17,37.70688247680664,41.20000076293945,42.29999923706055,38.900001525878906,39.400001525878906,2484108,2020-08-17
2020-08-24,36.83742904663086,40.25,41.900001525878906,39.29999923706055,41.75,1585201,2020-08-24
2020-08-31,35.41884231567383,38.70000076293945,45.75,35.5,41.04999923706055,3984493,2020-08-31
2020-09-07,34.595149993896484,37.79999923706055,39.79999923706055,35.29999923706055,38.75,994972,2020-09-07
2020-09-14,37.34079360961914,40.79999923706055,41.20000076293945,37.349998474121094,38.0,1850691,2020-09-14
2020-09-21,35.830692291259766,39.150001525878906,42.70000076293945,36.20000076293945,41.25,4217668,2020-09-21
2020-09-28,35.647647857666016,38.95000076293945,40.400001525878906,38.349998474121094,39.54999923706055,617137,2020-09-28
2020-10-05,34.0460205078125,37.20000076293945,39.400001525878906,37.0,39.400001525878906,774940,2020-10-05
2020-10-12,33.130802154541016,36.20000076293945,37.900001525878906,34.95000076293945,37.5,1088479,2020-10-12
2020-10-19,33.26808547973633,36.349998474121094,37.25,35.5,36.650001525878906,488900,2020-10-19
2020-10-26,36.105255126953125,39.45000076293945,40.400001525878906,36.54999923706055,37.5,1577399,2020-10-26
2020-11-02,36.47134017944336,39.849998474121094,41.45000076293945,37.400001525878906,39.95000076293945,3748031,2020-11-02
2020-11-09,35.96797180175781,39.29999923706055,41.349998474121094,38.400001525878906,40.70000076293945,1202339,2020-11-09
2020-11-16,35.8764533996582,39.20000076293945,40.900001525878906,38.79999923706055,39.0,1099651,2020-11-16
2020-11-23,35.96797180175781,39.29999923706055,39.75,37.79999923706055,39.5,1216762,2020-11-23
2020-11-30,43.838829040527344,47.900001525878906,49.599998474121094,39.29999923706055,39.29999923706055,6491387,2020-11-30
2020-12-07,50.702945709228516,55.400001525878906,62.400001525878906,51.0,56.400001525878906,11128299,2020-12-07
2020-12-14,49.284358978271484,53.849998474121094,59.5,52.5,57.349998474121094,2385179,2020-12-14
2020-12-21,52.075767517089844,56.900001525878906,58.0,45.79999923706055,54.349998474121094,4286761,2020-12-21
2020-12-28,53.677398681640625,58.650001525878906,60.849998474121094,54.75,57.349998474121094,3885473,2020-12-28
2021-01-04,52.53337860107422,57.400001525878906,61.400001525878906,56.150001525878906,59.25,2652335,2021-01-04
2021-01-11,50.108055114746094,54.75,57.900001525878906,54.099998474121094,56.599998474121094,1501175,2021-01-11
2021-01-18,49.513160705566406,54.099998474121094,54.95000076293945,52.400001525878906,54.0,1218376,2021-01-18
2021-01-25,48.78098678588867,53.29999923706055,54.70000076293945,51.29999923706055,54.599998474121094,836207,2021-01-25
2021-02-01,49.192840576171875,53.75,56.0,52.650001525878906,54.29999923706055,1562088,2021-02-01
2021-02-08,52.624900817871094,57.5,58.29999923706055,52.0,54.150001525878906,2909067,2021-02-08
2021-02-15,49.60468673706055,54.20000076293945,59.0,52.5,58.900001525878906,1993249,2021-02-15
2021-02-22,47.316646575927734,51.70000076293945,54.5,50.0,54.20000076293945,1782208,2021-02-22
