Date,Adj Close_KITEX.NS,Close_KITEX.NS,High_KITEX.NS,Low_KITEX.NS,Open_KITEX.NS,Volume_KITEX.NS,Date
2020-07-13,34.93262481689453,35.31666564941406,36.31666564941406,34.849998474121094,35.33333206176758,477840,2020-07-13
2020-07-20,37.454891204833984,37.86666488647461,38.95000076293945,35.33333206176758,35.33333206176758,2212533,2020-07-20
2020-07-27,34.19078063964844,34.56666564941406,38.666664123535156,34.383331298828125,37.666664123535156,1667898,2020-07-27
2020-08-03,33.53136444091797,33.900001525878906,34.633331298828125,33.08333206176758,34.56666564941406,1334403,2020-08-03
2020-08-10,34.37211990356445,34.75,36.666664123535156,33.71666717529297,34.0,2098485,2020-08-10
2020-08-17,36.11957550048828,36.516666412353516,38.133331298828125,34.266666412353516,34.96666717529297,2667426,2020-08-17
2020-08-24,37.55380630493164,37.96666717529297,40.0,35.06666564941406,38.04999923706055,8964567,2020-08-24
2020-08-31,34.55345916748047,34.93333435058594,38.33333206176758,33.68333435058594,37.95000076293945,1701723,2020-08-31
2020-09-07,33.959983825683594,34.33333206176758,35.29999923706055,33.5,34.68333435058594,920994,2020-09-07
2020-09-14,35.015052795410156,35.400001525878906,37.83333206176758,34.43333435058594,34.43333435058594,3092478,2020-09-14
2020-09-21,33.35002136230469,33.71666717529297,35.79999923706055,32.33333206176758,35.79999923706055,1423365,2020-09-21
2020-09-28,34.009437561035156,34.383331298828125,36.08333206176758,33.53333282470703,33.53333282470703,1422822,2020-09-28
2020-10-05,34.256717681884766,34.633331298828125,37.83333206176758,34.400001525878906,34.650001525878906,5149770,2020-10-05
2020-10-12,33.51487350463867,33.883331298828125,35.11666488647461,33.650001525878906,34.68333435058594,1097055,2020-10-12
2020-10-19,34.45454788208008,34.83333206176758,36.266666412353516,33.900001525878906,34.5,2080473,2020-10-19
2020-10-26,33.16868209838867,33.53333282470703,35.016666412353516,33.349998474121094,34.766666412353516,865479,2020-10-26
2020-11-02,33.613792419433594,33.983333587646484,34.46666717529297,33.5,34.29999923706055,667680,2020-11-02
2020-11-09,32.822486877441406,33.18333435058594,34.71666717529297,32.81666564941406,34.20000076293945,2400093,2020-11-09
2020-11-16,32.93788528442383,33.29999923706055,33.983333587646484,32.983333587646484,32.983333587646484,1441083,2020-11-16
2020-11-23,34.157806396484375,34.53333282470703,35.28333282470703,33.29999923706055,33.650001525878906,2748141,2020-11-23
2020-11-30,35.03153610229492,35.416664123535156,36.33333206176758,34.53333282470703,34.53333282470703,3006975,2020-11-30
2020-12-07,38.246192932128906,38.666664123535156,39.883331298828125,34.86666488647461,35.666664123535156,9791691,2020-12-07
2020-12-14,39.0045280456543,39.43333435058594,41.266666412353516,36.900001525878906,38.93333435058594,8695119,2020-12-14
2020-12-21,35.6250114440918,36.016666412353516,39.43333435058594,33.18333435058594,39.400001525878906,3150783,2020-12-21
2020-12-28,36.82844924926758,37.233333587646484,37.83333206176758,35.849998474121094,36.349998474121094,2357193,2020-12-28
2021-01-04,37.636234283447266,38.04999923706055,38.93333435058594,36.400001525878906,37.93333435058594,4047150,2021-01-04
2021-01-11,36.202003479003906,36.599998474121094,39.29999923706055,36.133331298828125,39.29999923706055,2544975,2021-01-11
2021-01-18,34.89965057373047,35.28333282470703,37.06666564941406,35.0,35.0,1713627,2021-01-18
2021-01-25,34.38860321044922,34.766666412353516,35.666664123535156,34.0,35.45000076293945,890904,2021-01-25
2021-02-01,35.592041015625,35.983333587646484,36.56666564941406,34.666664123535156,35.33333206176758,1514553,2021-02-01
2021-02-08,34.89965057373047,35.28333282470703,38.233333587646484,34.53333282470703,36.266666412353516,2492745,2021-02-08
2021-02-15,34.8831672668457,35.266666412353516,36.5,34.666664123535156,35.28333282470703,2030556,2021-02-15
2021-02-22,35.16341781616211,35.54999923706055,36.599998474121094,35.016666412353516,35.96666717529297,2028918,2021-02-22
2021-03-01,35.16341781616211,35.54999923706055,36.46666717529297,35.18333435058594,35.96666717529297,1882287,2021-03-01
2021-03-08,36.696563720703125,37.099998474121094,38.56666564941406,35.33333206176758,35.43333435058594,6043962,2021-03-08
2021-03-15,34.40509033203125,34.78333282470703,37.099998474121094,34.166664123535156,36.883331298828125,1855203,2021-03-15
2021-03-22,32.80600357055664,33.166664123535156,35.61666488647461,32.06666564941406,35.133331298828125,1650285,2021-03-22
2021-03-29,33.30056381225586,33.666664123535156,33.983333587646484,32.71666717529297,33.166664123535156,607311,2021-03-29
2021-04-05,33.33353805541992,33.70000076293945,34.133331298828125,33.0,33.983333587646484,701634,2021-04-05
2021-04-12,32.52574920654297,32.883331298828125,33.45000076293945,30.383333206176758,33.33333206176758,997338,2021-04-12
2021-04-19,31.981733322143555,32.33333206176758,32.79999923706055,30.649999618530273,32.79999923706055,688488,2021-04-19
2021-04-26,32.29495620727539,32.650001525878906,33.28333282470703,32.166664123535156,33.28333282470703,575562,2021-04-26
2021-05-03,32.14658737182617,32.5,32.916664123535156,31.850000381469727,31.850000381469727,1058970,2021-05-03
2021-05-10,32.95437240600586,33.31666564941406,35.33333206176758,32.68333435058594,33.0,2071230,2021-05-10
2021-05-17,37.372467041015625,37.78333282470703,38.58333206176758,33.31666564941406,33.53333282470703,6961536,2021-05-17
2021-05-24,37.5867805480957,38.0,39.56666564941406,36.650001525878906,38.0,7006908,2021-05-24
2021-05-31,37.48786544799805,37.900001525878906,38.75,36.29999923706055,38.0,3564570,2021-05-31
2021-06-07,41.84001541137695,42.29999923706055,45.0,37.53333282470703,38.0,23431623,2021-06-07
2021-06-14,38.93857955932617,39.36666488647461,43.233333587646484,37.599998474121094,42.666664123535156,4505502,2021-06-14
2021-06-21,39.51557159423828,39.95000076293945,42.166664123535156,38.54999923706055,38.633331298828125,2954274,2021-06-21
2021-06-28,37.00978469848633,37.416664123535156,42.166664123535156,37.0,40.45000076293945,6062790,2021-06-28
2021-07-05,46.340538024902344,46.849998474121094,46.95000076293945,36.06666564941406,37.516666412353516,39946842,2021-07-05
2021-07-12,57.69900131225586,58.33333206176758,74.63333129882812,49.33333206176758,50.0,79357785,2021-07-12
2021-07-19,56.90769958496094,57.53333282470703,64.16666412353516,57.0,59.0,19791546,2021-07-19
2021-07-26,55.98451232910156,56.599998474121094,59.883331298828125,55.349998474121094,58.33333206176758,6148062,2021-07-26
2021-08-02,53.62710189819336,54.21666717529297,58.266666412353516,53.666664123535156,57.483333587646484,4267176,2021-08-02
2021-08-09,53.98978042602539,54.58333206176758,58.20000076293945,47.33333206176758,54.983333587646484,7926663,2021-08-09
2021-08-16,49.143062591552734,49.68333435058594,55.166664123535156,49.416664123535156,53.5,1791249,2021-08-16
2021-08-23,50.4783821105957,51.03333282470703,52.5,47.06666564941406,50.33333206176758,2513136,2021-08-23
2021-08-30,56.446109771728516,57.06666564941406,60.166664123535156,48.95000076293945,51.666664123535156,6751116,2021-08-30
2021-09-06,56.29773712158203,56.916664123535156,58.650001525878906,54.18333435058594,57.416664123535156,4297122,2021-09-06
2021-09-13,55.20970153808594,55.81666564941406,59.96666717529297,55.0,57.483333587646484,3609426,2021-09-13
2021-09-20,55.55589294433594,56.166664123535156,60.33333206176758,56.0,60.33333206176758,4603809,2021-09-20
2021-09-27,55.06133270263672,55.666664123535156,56.83333206176758,54.400001525878906,56.633331298828125,1466100,2021-09-27
2021-10-04,56.21531295776367,56.83333206176758,58.83333206176758,55.08333206176758,55.08333206176758,3083295,2021-10-04
2021-10-11,54.847023010253906,55.45000076293945,57.25,55.266666412353516,56.900001525878906,1410117,2021-10-11
2021-10-18,51.66533660888672,52.233333587646484,56.0,52.0,56.0,1501572,2021-10-18
2021-10-25,51.54993438720703,52.11666488647461,54.29999923706055,50.766666412353516,52.86666488647461,1476222,2021-10-25
2021-11-01,53.495216369628906,54.08333206176758,54.5,51.95000076293945,52.666664123535156,1033140,2021-11-01
2021-11-08,52.967681884765625,53.54999923706055,58.166664123535156,52.5,54.45000076293945,5998608,2021-11-08
2021-11-15,56.39664840698242,57.016666412353516,62.166664123535156,52.650001525878906,54.133331298828125,6713700,2021-11-15
2021-11-22,55.2591552734375,55.86666488647461,59.96666717529297,53.5,58.29999923706055,3818559,2021-11-22
2021-11-29,56.36368179321289,56.983333587646484,57.883331298828125,52.666664123535156,54.166664123535156,1979481,2021-11-29
2021-12-06,58.44084548950195,59.08333206176758,59.83333206176758,56.016666412353516,56.099998474121094,3380079,2021-12-06
2021-12-13,61.342281341552734,62.016666412353516,70.19999694824219,57.43333435058594,59.96666717529297,25876248,2021-12-13
2021-12-20,62.0676383972168,62.75,66.1500015258789,56.75,60.33333206176758,16964940,2021-12-20
2021-12-27,64.29317474365234,65.0,68.13333129882812,60.36666488647461,61.33333206176758,13513872,2021-12-27
2022-01-03,75.96485900878906,76.80000305175781,80.31666564941406,64.71666717529297,65.0,44052246,2022-01-03
