Date,Adj Close_VINCOFE.NS,Close_VINCOFE.NS,High_VINCOFE.NS,Low_VINCOFE.NS,Open_VINCOFE.NS,Volume_VINCOFE.NS,Date
2024-10-14,140.25,140.25,142.10000610351562,133.0,136.0,1447894,2024-10-14
2024-10-21,123.9800033569336,123.9800033569336,143.0,117.95999908447266,141.60000610351562,2666489,2024-10-21
2024-10-28,132.36000061035156,132.36000061035156,134.0,121.30999755859375,125.25,1848351,2024-10-28
2024-11-04,127.58999633789062,127.58999633789062,136.5,125.5999984741211,131.49000549316406,2027148,2024-11-04
2024-11-11,118.77999877929688,118.77999877929688,128.6199951171875,114.38999938964844,127.62000274658203,1190977,2024-11-11
2024-11-18,116.87999725341797,116.87999725341797,121.1500015258789,110.2699966430664,119.0,915672,2024-11-18
2024-11-25,123.87999725341797,123.87999725341797,125.0,114.0,118.25,1986099,2024-11-25
2024-12-02,124.2699966430664,124.2699966430664,128.5,120.91999816894531,123.19999694824219,1981461,2024-12-02
2024-12-09,119.48999786376953,119.48999786376953,129.49000549316406,118.27999877929688,126.0,2739513,2024-12-09
2024-12-16,116.25,116.25,121.0,111.11000061035156,120.54000091552734,3199270,2024-12-16
2024-12-23,115.2300033569336,115.2300033569336,117.5999984741211,112.22000122070312,117.30000305175781,916554,2024-12-23
2024-12-30,128.32000732421875,128.32000732421875,132.10000610351562,113.76000213623047,117.30000305175781,2362373,2024-12-30
2025-01-06,121.06999969482422,121.06999969482422,135.0,119.30999755859375,130.5,2740770,2025-01-06
2025-01-13,118.45999908447266,118.45999908447266,123.5,113.31999969482422,120.0,1119024,2025-01-13
2025-01-20,114.05000305175781,114.05000305175781,120.80000305175781,110.9000015258789,118.0,1177648,2025-01-20
2025-01-27,115.20999908447266,115.20999908447266,127.5,107.0,112.86000061035156,5075579,2025-01-27
2025-02-03,111.44000244140625,111.44000244140625,115.9000015258789,111.0,114.0,1182017,2025-02-03
2025-02-10,102.58000183105469,102.58000183105469,113.80000305175781,98.05999755859375,112.3499984741211,1549605,2025-02-10
2025-02-17,94.69000244140625,94.69000244140625,101.6500015258789,88.0,101.6500015258789,2380194,2025-02-17
2025-02-24,81.55000305175781,81.55000305175781,94.69000244140625,79.83000183105469,94.5,1337431,2025-02-24
2025-03-03,93.3499984741211,93.3499984741211,94.98999786376953,75.0,83.13999938964844,2980430,2025-03-03
2025-03-10,86.9800033569336,86.9800033569336,94.98999786376953,86.19999694824219,94.0,1632233,2025-03-10
2025-03-17,89.95999908447266,89.95999908447266,91.5,85.19999694824219,87.77999877929688,2189355,2025-03-17
2025-03-24,97.76000213623047,97.76000213623047,99.79000091552734,86.5999984741211,90.79000091552734,6105234,2025-03-24
2025-03-31,94.5199966430664,94.5199966430664,97.98999786376953,92.01000213623047,97.76000213623047,1371130,2025-03-31
2025-04-07,91.66999816894531,91.66999816894531,93.0,82.80999755859375,88.44999694824219,1451111,2025-04-07
2025-04-14,100.77999877929688,100.77999877929688,101.9000015258789,91.66999816894531,91.66999816894531,1354146,2025-04-14
2025-04-21,99.37999725341797,99.37999725341797,105.04000091552734,95.5999984741211,102.27999877929688,2330818,2025-04-21
2025-04-28,94.97000122070312,94.97000122070312,102.04000091552734,94.11000061035156,99.37999725341797,1706152,2025-04-28
2025-05-05,94.77999877929688,94.77999877929688,112.0999984741211,93.5,94.0,9389773,2025-05-05
2025-05-12,98.63999938964844,98.63999938964844,102.5,97.0,97.0,2736042,2025-05-12
2025-05-19,111.80999755859375,111.80999755859375,113.0999984741211,98.37000274658203,98.62999725341797,14376870,2025-05-19
2025-05-26,118.45999908447266,118.45999908447266,119.5,111.62000274658203,113.5,9153056,2025-05-26
2025-06-02,120.1500015258789,120.1500015258789,122.36000061035156,113.75,122.0,8265937,2025-06-02
2025-06-09,125.05999755859375,125.05999755859375,126.5,116.02999877929688,121.5,7608914,2025-06-09
2025-06-16,119.75,119.75,126.5,118.38999938964844,126.30000305175781,5957885,2025-06-16
2025-06-23,123.86000061035156,123.86000061035156,127.9000015258789,118.55999755859375,119.6500015258789,7043758,2025-06-23
2025-06-30,141.69000244140625,141.69000244140625,142.39999389648438,124.0,124.0,18790207,2025-06-30
2025-07-07,134.69000244140625,134.69000244140625,142.35000610351562,133.99000549316406,142.1999969482422,6905657,2025-07-07
2025-07-14,143.61000061035156,143.61000061035156,146.89999389648438,132.0500030517578,134.60000610351562,5742086,2025-07-14
