Date,Adj Close_FACT.NS,Close_FACT.NS,High_FACT.NS,Low_FACT.NS,Open_FACT.NS,Volume_FACT.NS,Date
2021-01-04,75.77992248535156,76.0,76.0,60.650001525878906,61.25,10278613,2021-01-04
2021-01-11,83.55733489990234,83.80000305175781,93.0,80.3499984741211,85.0,15436833,2021-01-11
2021-01-18,82.36080169677734,82.5999984741211,89.9000015258789,81.5,85.0,2604323,2021-01-18
2021-01-25,83.35790252685547,83.5999984741211,86.94999694824219,73.0999984741211,86.5,2713335,2021-01-25
2021-02-01,84.85356140136719,85.0999984741211,87.69999694824219,80.30000305175781,84.0,2835020,2021-02-01
2021-02-08,79.07035827636719,79.30000305175781,87.0,78.80000305175781,86.5,3198388,2021-02-08
2021-02-15,77.27556610107422,77.5,82.8499984741211,75.0,79.44999694824219,2468166,2021-02-15
2021-02-22,87.59559631347656,87.8499984741211,95.8499984741211,75.19999694824219,77.80000305175781,12128328,2021-02-22
2021-03-01,126.58236694335938,126.94999694824219,126.94999694824219,87.8499984741211,88.9000015258789,22514627,2021-03-01
2021-03-08,117.9574203491211,118.30000305175781,139.1999969482422,112.75,135.3000030517578,9026166,2021-03-08
2021-03-15,103.74868774414062,104.05000305175781,123.0,97.9000015258789,117.3499984741211,2923288,2021-03-15
2021-03-22,112.62290954589844,112.94999694824219,119.0,102.0,107.0,3444629,2021-03-22
2021-03-29,111.92494201660156,112.25,116.0,108.5999984741211,112.94999694824219,950430,2021-03-29
2021-04-05,114.3179931640625,114.6500015258789,126.0,105.5999984741211,111.9000015258789,4047436,2021-04-05
2021-04-12,109.88087463378906,110.19999694824219,115.0,101.25,110.0,2579126,2021-04-12
2021-04-19,105.54347229003906,105.8499984741211,110.5,100.6500015258789,104.0,1253252,2021-04-19
2021-04-26,108.93363189697266,109.25,117.0999984741211,105.19999694824219,107.5,3782757,2021-04-26
2021-05-03,117.55857849121094,117.9000015258789,124.3499984741211,106.0,108.3499984741211,4846498,2021-05-03
2021-05-10,130.47108459472656,130.85000610351562,133.8000030517578,117.0,119.05000305175781,5896068,2021-05-10
2021-05-17,127.928466796875,128.3000030517578,139.0,125.0,134.5,4923047,2021-05-17
2021-05-24,124.1893310546875,124.55000305175781,131.39999389648438,122.0,129.0,2560261,2021-05-24
2021-05-31,121.6467056274414,122.0,127.75,120.5,126.0,1237613,2021-05-31
2021-06-07,126.48265838623047,126.8499984741211,129.89999389648438,121.80000305175781,122.8499984741211,2214232,2021-06-07
2021-06-14,143.6328582763672,144.0500030517578,150.89999389648438,121.0999984741211,125.5999984741211,17927576,2021-06-14
2021-06-21,133.9609375,134.35000610351562,153.0,133.5500030517578,139.3000030517578,6559934,2021-06-21
2021-06-28,136.70298767089844,137.10000610351562,142.0,131.10000610351562,135.39999389648438,3452416,2021-06-28
2021-07-05,138.4977569580078,138.89999389648438,145.60000610351562,134.85000610351562,138.0,2357260,2021-07-05
2021-07-12,137.94935607910156,138.35000610351562,142.64999389648438,135.0,139.5,2169665,2021-07-12
2021-07-19,134.45950317382812,134.85000610351562,140.8000030517578,132.14999389648438,137.3000030517578,1088237,2021-07-19
2021-07-26,140.6415557861328,141.0500030517578,146.64999389648438,130.0500030517578,136.8000030517578,4231773,2021-07-26
2021-08-02,134.35977172851562,134.75,142.39999389648438,130.85000610351562,142.14999389648438,1345966,2021-08-02
2021-08-09,128.22760009765625,128.60000610351562,135.39999389648438,118.0,134.85000610351562,2669242,2021-08-09
2021-08-16,119.10408782958984,119.44999694824219,133.9499969482422,116.8499984741211,128.5,756973,2021-08-16
2021-08-23,118.60553741455078,118.94999694824219,121.19999694824219,109.0,120.0999984741211,1009877,2021-08-23
2021-08-30,124.83744049072266,125.19999694824219,129.0,119.3499984741211,120.4000015258789,1146041,2021-08-30
2021-09-06,126.58236694335938,126.94999694824219,131.0,121.30000305175781,125.19999694824219,661763,2021-09-06
2021-09-13,122.44438934326172,122.80000305175781,129.35000610351562,120.75,126.94999694824219,708502,2021-09-13
2021-09-20,131.8670196533203,132.25,138.8000030517578,117.30000305175781,121.0999984741211,4053464,2021-09-20
2021-09-27,125.68498229980469,126.05000305175781,135.1999969482422,125.1500015258789,132.89999389648438,1910267,2021-09-27
2021-10-04,131.71746826171875,132.10000610351562,138.0,124.69999694824219,126.5999984741211,1412995,2021-10-04
2021-10-11,126.83164978027344,127.19999694824219,132.9499969482422,125.55000305175781,129.9499969482422,973777,2021-10-11
2021-10-18,120.2507553100586,120.5999984741211,128.5500030517578,118.05000305175781,127.5,614800,2021-10-18
2021-10-25,114.76668548583984,115.0999984741211,121.5999984741211,111.9000015258789,121.5999984741211,366134,2021-10-25
2021-11-01,120.05133819580078,120.4000015258789,128.0,116.0999984741211,116.5999984741211,501948,2021-11-01
2021-11-08,117.70814514160156,118.05000305175781,125.1500015258789,115.5999984741211,121.30000305175781,1196808,2021-11-08
2021-11-15,113.8194351196289,114.1500015258789,120.44999694824219,112.19999694824219,118.94999694824219,264693,2021-11-15
2021-11-22,111.17711639404297,111.5,117.0,108.5,115.80000305175781,300433,2021-11-22
2021-11-29,113.470458984375,113.80000305175781,117.0,102.25,108.0,835866,2021-11-29
2021-12-06,114.66697692871094,115.0,117.75,110.5,110.8499984741211,544669,2021-12-06
2021-12-13,114.61711883544922,114.94999694824219,122.80000305175781,114.0,115.1500015258789,1338480,2021-12-13
2021-12-20,115.81364440917969,116.1500015258789,121.80000305175781,107.0999984741211,113.94999694824219,852880,2021-12-20
2021-12-27,131.4681854248047,131.85000610351562,139.8000030517578,114.19999694824219,116.1500015258789,5411484,2021-12-27
2022-01-03,131.76730346679688,132.14999389648438,142.85000610351562,127.55000305175781,132.8000030517578,4117549,2022-01-03
2022-01-10,140.89080810546875,141.3000030517578,143.0,132.3000030517578,132.3000030517578,2571635,2022-01-10
2022-01-17,142.48617553710938,142.89999389648438,159.89999389648438,141.0,141.3000030517578,10478024,2022-01-17
2022-01-24,141.23980712890625,141.64999389648438,148.9499969482422,123.3499984741211,142.85000610351562,3309170,2022-01-24
2022-01-31,133.86123657226562,134.25,146.3000030517578,129.5,143.10000610351562,2946232,2022-01-31
2022-02-07,126.98120880126953,127.3499984741211,136.5500030517578,126.5999984741211,136.0,1509782,2022-02-07
2022-02-14,119.4032211303711,119.75,126.5,113.8499984741211,126.5,1070599,2022-02-14
2022-02-21,114.96611785888672,115.30000305175781,120.0,97.55000305175781,120.0,2301055,2022-02-21
2022-02-28,111.52609252929688,111.8499984741211,116.8499984741211,110.25,114.9000015258789,766184,2022-02-28
2022-03-07,126.73194122314453,127.0999984741211,129.5500030517578,106.19999694824219,111.5999984741211,3837977,2022-03-07
2022-03-14,131.16905212402344,131.5500030517578,137.60000610351562,124.19999694824219,125.9000015258789,3411977,2022-03-14
2022-03-21,128.7261505126953,129.10000610351562,139.5,126.69999694824219,131.9499969482422,3075204,2022-03-21
2022-03-28,133.81137084960938,134.1999969482422,140.89999389648438,126.80000305175781,130.14999389648438,4035965,2022-03-28
2022-04-04,137.05197143554688,137.4499969482422,144.5,135.0,135.0,3500807,2022-04-04
2022-04-11,136.4038543701172,136.8000030517578,141.6999969482422,134.14999389648438,138.0,943286,2022-04-11
2022-04-18,134.7087860107422,135.10000610351562,141.4499969482422,130.0500030517578,135.75,1783612,2022-04-18
2022-04-25,125.23628234863281,125.5999984741211,134.89999389648438,125.0,134.5,1170463,2022-04-25
2022-05-02,129.1748504638672,129.5500030517578,136.0,116.5,125.80000305175781,2951065,2022-05-02
2022-05-09,112.57305908203125,112.9000015258789,131.0,110.80000305175781,131.0,1419055,2022-05-09
2022-05-16,125.43570709228516,125.80000305175781,128.64999389648438,112.05000305175781,113.19999694824219,1241442,2022-05-16
2022-05-23,120.99858856201172,121.3499984741211,134.14999389648438,115.19999694824219,126.9000015258789,1412631,2022-05-23
2022-05-30,124.9371566772461,125.30000305175781,130.75,122.1500015258789,122.25,862614,2022-05-30
2022-06-06,120.1011962890625,120.44999694824219,129.89999389648438,120.0,125.0,775220,2022-06-06
2022-06-13,100.85708618164062,101.1500015258789,118.5999984741211,99.69999694824219,118.5999984741211,674923,2022-06-13
2022-06-20,96.22055053710938,96.5,102.5,82.3499984741211,101.19999694824219,5107088,2022-06-20
2022-06-27,94.37591552734375,94.6500015258789,102.0,93.4000015258789,97.94999694824219,1117879,2022-06-27
2022-07-04,97.1179428100586,97.4000015258789,99.80000305175781,94.6500015258789,95.44999694824219,881687,2022-07-04
2022-07-11,98.41417694091797,98.69999694824219,102.0,96.69999694824219,96.80000305175781,1014920,2022-07-11
2022-07-18,105.24434661865234,105.55000305175781,108.4000015258789,99.1500015258789,99.19999694824219,1309935,2022-07-18
2022-07-25,113.22117614746094,113.55000305175781,117.44999694824219,101.1500015258789,105.69999694824219,3182270,2022-07-25
2022-08-01,122.44438934326172,122.80000305175781,126.75,109.55000305175781,112.94999694824219,5078245,2022-08-01
2022-08-08,116.11277770996094,116.44999694824219,123.25,114.6500015258789,123.25,984481,2022-08-08
2022-08-15,121.24786376953125,121.5999984741211,127.5999984741211,115.75,116.44999694824219,1226434,2022-08-15
2022-08-22,124.78758239746094,125.1500015258789,129.25,115.69999694824219,118.80000305175781,2071531,2022-08-22
2022-08-29,121.74641418457031,122.0999984741211,124.80000305175781,120.80000305175781,121.0,523702,2022-08-29
2022-09-05,124.63801574707031,125.0,132.0,121.0,121.5,2262570,2022-09-05
2022-09-12,122.54409790039062,122.9000015258789,128.6999969482422,121.3499984741211,125.8499984741211,1039164,2022-09-12
2022-09-19,114.06871795654297,114.4000015258789,124.8499984741211,113.25,123.30000305175781,568159,2022-09-19
2022-09-26,108.5347900390625,108.8499984741211,114.4000015258789,104.0,114.4000015258789,774228,2022-09-26
2022-10-03,122.74352264404297,123.0999984741211,124.9000015258789,107.3499984741211,111.5,2356957,2022-10-03
2022-10-10,115.01596069335938,115.3499984741211,122.5999984741211,114.0,121.0,650311,2022-10-10
2022-10-17,114.46755981445312,114.80000305175781,122.0,112.75,115.9000015258789,747767,2022-10-17
2022-10-24,116.5116195678711,116.8499984741211,119.5,115.19999694824219,115.5999984741211,255145,2022-10-24
2022-10-31,124.83744049072266,125.19999694824219,126.5,112.5,117.0,1048005,2022-10-31
2022-11-07,128.7261505126953,129.10000610351562,136.0500030517578,123.0,125.8499984741211,2466241,2022-11-07
2022-11-14,124.68787384033203,125.05000305175781,133.9499969482422,124.1500015258789,129.0,946342,2022-11-14
2022-11-21,142.08734130859375,142.5,149.25,124.0,124.5,9750352,2022-11-21
2022-11-28,145.82647705078125,146.25,154.60000610351562,142.5,142.85000610351562,5128432,2022-11-28
2022-12-05,157.4925994873047,157.9499969482422,173.9499969482422,141.5500030517578,147.85000610351562,18736596,2022-12-05
2022-12-12,267.7723083496094,268.54998779296875,268.54998779296875,154.60000610351562,157.6999969482422,79191295,2022-12-12
2022-12-19,242.2963104248047,243.0,316.0,240.89999389648438,278.70001220703125,59395385,2022-12-19
2022-12-26,372.2688293457031,373.3500061035156,373.3500061035156,245.0500030517578,249.0,32355971,2022-12-26
2023-01-02,351.92791748046875,352.95001220703125,390.0,322.29998779296875,383.3999938964844,17458874,2023-01-02
2023-01-09,320.36956787109375,321.29998779296875,364.79998779296875,319.1499938964844,353.1000061035156,6650896,2023-01-09
2023-01-16,317.6773986816406,318.6000061035156,351.3500061035156,294.0,321.8500061035156,8969573,2023-01-16
2023-01-23,295.69122314453125,296.54998779296875,334.5,296.45001220703125,321.95001220703125,2712587,2023-01-23
2023-01-30,273.455810546875,274.25,312.45001220703125,265.0,294.95001220703125,4644438,2023-01-30
2023-02-06,271.9601745605469,272.75,286.0,255.5500030517578,276.8999938964844,3082488,2023-02-06
2023-02-13,246.98269653320312,247.6999969482422,279.3999938964844,246.25,274.79998779296875,3908049,2023-02-13
2023-02-20,230.3809051513672,231.0500030517578,249.39999389648438,222.5500030517578,248.5,2410336,2023-02-20
2023-02-27,238.3577423095703,239.0500030517578,242.8000030517578,221.4499969482422,231.0,1907918,2023-02-27
2023-03-06,230.53048706054688,231.1999969482422,258.3999938964844,229.0,239.85000610351562,1727548,2023-03-06
2023-03-13,213.5298614501953,214.14999389648438,232.89999389648438,206.14999389648438,229.9499969482422,1264604,2023-03-13
2023-03-20,209.49159240722656,210.10000610351562,237.4499969482422,206.9499969482422,214.14999389648438,1541479,2023-03-20
2023-03-27,204.80519104003906,205.39999389648438,214.3000030517578,192.0,211.1999969482422,1105388,2023-03-27
2023-04-03,219.5623321533203,220.1999969482422,229.4499969482422,201.8000030517578,208.0,1391162,2023-04-03
2023-04-10,319.8710021972656,320.79998779296875,336.5,221.0,223.6999969482422,20933731,2023-04-10
2023-04-17,330.789306640625,331.75,351.79998779296875,309.1499938964844,314.95001220703125,16771295,2023-04-17
2023-04-24,342.1064453125,343.1000061035156,364.6499938964844,326.0,331.75,9764410,2023-04-24
2023-05-01,322.2640686035156,323.20001220703125,361.6499938964844,320.0,343.1000061035156,6176837,2023-05-01
2023-05-08,306.5596618652344,307.45001220703125,325.6000061035156,301.8500061035156,322.95001220703125,2499110,2023-05-08
2023-05-15,306.210693359375,307.1000061035156,322.95001220703125,301.70001220703125,309.3999938964844,2497088,2023-05-15
2023-05-22,297.4361572265625,298.29998779296875,314.3999938964844,294.0,307.3999938964844,1351859,2023-05-22
2023-05-29,306.4599914550781,307.3500061035156,311.0,295.0,299.95001220703125,1309844,2023-05-29
2023-06-05,318.2756652832031,319.20001220703125,341.95001220703125,308.6499938964844,309.70001220703125,5418752,2023-06-05
2023-06-12,372.66766357421875,373.75,409.75,315.8999938964844,320.04998779296875,35976433,2023-06-12
2023-06-19,414.44635009765625,415.6499938964844,437.70001220703125,374.0,376.04998779296875,28007458,2023-06-19
2023-06-26,433.14202880859375,434.3999938964844,478.0,410.0,415.04998779296875,22768141,2023-06-26
2023-07-03,467.7914123535156,469.1499938964844,491.20001220703125,426.95001220703125,436.6000061035156,21408222,2023-07-03
2023-07-10,492.5694580078125,494.0,510.75,435.20001220703125,471.5,16194775,2023-07-10
2023-07-17,485.24072265625,486.6499938964844,505.79998779296875,475.29998779296875,496.54998779296875,6632470,2023-07-17
2023-07-24,475.56884765625,476.95001220703125,495.0,463.25,489.0,4118445,2023-07-24
2023-07-31,474.7711486816406,476.1499938964844,503.8999938964844,460.1000061035156,476.95001220703125,5872105,2023-07-31
2023-08-07,442.9635314941406,444.25,483.0,441.25,478.25,2996106,2023-08-07
2023-08-14,451.2394714355469,452.54998779296875,468.6499938964844,413.1499938964844,438.1000061035156,4272068,2023-08-14
2023-08-21,457.47137451171875,458.79998779296875,480.75,443.0,453.0,4486263,2023-08-21
2023-08-28,465.8470764160156,467.20001220703125,482.95001220703125,452.29998779296875,457.04998779296875,2591690,2023-08-28
2023-09-04,516.599609375,518.0999755859375,564.0,439.8999938964844,469.79998779296875,24691927,2023-09-04
2023-09-11,565.1585693359375,566.7999877929688,575.0,481.5,520.7000122070312,16752677,2023-09-11
2023-09-18,536.3423461914062,537.9000244140625,576.7000122070312,513.5499877929688,564.0,6889926,2023-09-18
2023-09-25,537.964599609375,538.5,562.0,528.0499877929688,540.0999755859375,4577874,2023-09-25
2023-10-02,532.6698608398438,533.2000122070312,543.4500122070312,520.75,538.5,2325305,2023-10-02
2023-10-09,547.6549682617188,548.2000122070312,574.4500122070312,506.0,528.0,6786974,2023-10-09
2023-10-16,711.3919677734375,712.0999755859375,774.9500122070312,544.5499877929688,547.0,38982893,2023-10-16
2023-10-23,674.2789306640625,674.9500122070312,756.9000244140625,636.3499755859375,713.8499755859375,7232901,2023-10-23
2023-10-30,726.5269165039062,727.25,805.0,663.7999877929688,677.75,13082868,2023-10-30
2023-11-06,720.9324951171875,721.6500244140625,751.1500244140625,702.8499755859375,733.75,4184844,2023-11-06
2023-11-13,718.13525390625,718.8499755859375,763.0,715.3499755859375,725.0,2715008,2023-11-13
2023-11-20,700.203125,700.9000244140625,728.0,688.0,723.8499755859375,1888050,2023-11-20
2023-11-27,729.52392578125,730.25,747.7000122070312,700.9000244140625,700.9000244140625,3198676,2023-11-27
2023-12-04,757.4461669921875,758.2000122070312,855.0,730.25,737.9000244140625,11226181,2023-12-04
2023-12-11,800.2535400390625,801.0499877929688,861.1500244140625,760.5,760.5,14152449,2023-12-11
2023-12-18,793.8599243164062,794.6500244140625,822.0,735.0,804.1500244140625,4324291,2023-12-18
2023-12-25,804.998779296875,805.7999877929688,843.7999877929688,790.25,794.6500244140625,4016187,2023-12-25
2024-01-01,810.1437377929688,810.9500122070312,849.7999877929688,802.3499755859375,805.7999877929688,6008536,2024-01-01
2024-01-08,808.9948120117188,809.7999877929688,827.9000244140625,802.0,813.5499877929688,2179018,2024-01-08
2024-01-15,814.039794921875,814.8499755859375,843.5999755859375,790.0,810.0,6505891,2024-01-15
2024-01-22,885.9682006835938,886.8499755859375,908.0,801.2999877929688,814.8499755859375,6687110,2024-01-22
2024-01-29,819.9339599609375,820.75,895.7000122070312,813.1500244140625,894.9000244140625,4008714,2024-01-29
2024-02-05,762.3912353515625,763.1500244140625,820.0,752.2000122070312,820.0,2054835,2024-02-05
2024-02-12,782.1216430664062,782.9000244140625,805.4500122070312,717.9500122070312,763.1500244140625,2973053,2024-02-12
2024-02-19,791.51220703125,792.2999877929688,873.9000244140625,785.4000244140625,791.0,4305319,2024-02-19
2024-02-26,722.580810546875,723.2999877929688,795.0999755859375,708.0,794.7000122070312,2006910,2024-02-26
2024-03-04,710.3929443359375,711.0999755859375,735.0,690.7999877929688,735.0,1451698,2024-03-04
2024-03-11,651.4515991210938,652.0999755859375,711.0,572.5999755859375,711.0,3026558,2024-03-11
2024-03-18,656.3467407226562,657.0,669.7000122070312,620.3499755859375,658.0,2080596,2024-03-18
2024-03-25,627.32568359375,627.9500122070312,667.0,625.0,657.0,1132445,2024-03-25
2024-04-01,698.4049072265625,699.0999755859375,715.0,627.5499877929688,627.9500122070312,3577488,2024-04-01
2024-04-08,676.2769165039062,676.9500122070312,711.7000122070312,665.7000122070312,704.0,1185926,2024-04-08
2024-04-15,641.1119384765625,641.75,676.4000244140625,630.0,637.0,1001502,2024-04-15
2024-04-22,720.9324951171875,721.6500244140625,734.9500122070312,646.0,646.0499877929688,5810545,2024-04-22
2024-04-29,710.0433349609375,710.75,746.0,708.0499877929688,725.0,1409908,2024-04-29
2024-05-06,659.243896484375,659.9000244140625,715.0,639.0999755859375,714.0,845035,2024-05-06
2024-05-13,695.607666015625,696.2999877929688,709.0,632.0499877929688,663.75,2226043,2024-05-13
2024-05-20,716.3370361328125,717.0499877929688,747.7999877929688,687.0,691.75,3524705,2024-05-20
2024-05-27,673.7794189453125,674.4500122070312,734.5999755859375,671.0,719.0,1419171,2024-05-27
2024-06-03,699.3539428710938,700.0499877929688,712.0,579.7999877929688,699.0,1637695,2024-06-03
2024-06-10,779.1245727539062,779.9000244140625,810.0,700.0499877929688,705.0,15978582,2024-06-10
2024-06-17,1133.322021484375,1134.449951171875,1187.0,772.0,779.9000244140625,46071950,2024-06-17
2024-06-24,985.7689208984375,986.75,1104.0,950.0,1071.0,10312597,2024-06-24
2024-07-01,1016.2385864257812,1017.25,1065.4000244140625,981.0,993.9000244140625,5604550,2024-07-01
2024-07-08,1088.66650390625,1089.75,1171.0,1020.0,1025.050048828125,11578425,2024-07-08
2024-07-15,1014.3904418945312,1015.4000244140625,1151.949951171875,1008.0,1094.0,4973215,2024-07-15
2024-07-22,1012.0927124023438,1013.0999755859375,1115.0,981.0,1007.0,5981032,2024-07-22
2024-07-29,995.8588256835938,996.8499755859375,1059.75,980.0,1021.4000244140625,2142635,2024-07-29
2024-08-05,980.9736938476562,981.9500122070312,1039.0,926.5999755859375,950.0,1715898,2024-08-05
2024-08-12,926.0783081054688,927.0,1023.7999877929688,916.5999755859375,970.0,2062439,2024-08-12
2024-08-19,992.7120361328125,993.7000122070312,1064.1500244140625,922.6500244140625,934.8499755859375,8383834,2024-08-19
2024-08-26,980.12451171875,981.0999755859375,1023.0,959.0499877929688,998.4000244140625,3163573,2024-08-26
2024-09-02,973.08154296875,974.0499877929688,1035.0,972.0,982.0,2601358,2024-09-02
2024-09-09,995.1095581054688,996.0999755859375,1028.199951171875,946.7999877929688,975.0499877929688,1748864,2024-09-09
2024-09-16,975.5790405273438,976.5499877929688,1029.949951171875,956.4500122070312,996.0999755859375,2078374,2024-09-16
2024-09-23,960.7999877929688,960.7999877929688,999.4500122070312,956.0999755859375,980.4000244140625,829080,2024-09-23
2024-09-30,911.1500244140625,911.1500244140625,997.0499877929688,906.8499755859375,960.0,1249480,2024-09-30
2024-10-07,917.5,917.5,947.6500244140625,838.4000244140625,896.0,2959113,2024-10-07
2024-10-14,903.0,903.0,945.0,886.5499877929688,926.6500244140625,850448,2024-10-14
2024-10-21,791.75,791.75,913.7000122070312,785.0,912.75,880081,2024-10-21
2024-10-28,863.3499755859375,863.3499755859375,875.0,786.5499877929688,791.75,787951,2024-10-28
2024-11-04,885.7999877929688,885.7999877929688,937.9500122070312,834.5999755859375,866.0,1632978,2024-11-04
2024-11-11,818.7000122070312,818.7000122070312,887.0,810.0,883.0499877929688,537791,2024-11-11
2024-11-18,828.7999877929688,828.7999877929688,837.0,800.25,820.2999877929688,467648,2024-11-18
2024-11-25,1003.0999755859375,1003.0999755859375,1027.0,830.0,839.4000244140625,10695041,2024-11-25
2024-12-02,1029.5,1029.5,1053.4000244140625,974.0,984.5,6070039,2024-12-02
2024-12-09,992.4000244140625,992.4000244140625,1069.0,972.6500244140625,1029.0,4072320,2024-12-09
2024-12-16,948.0,948.0,1084.0,945.0,993.0,5204852,2024-12-16
2024-12-23,961.2999877929688,961.2999877929688,978.0,917.1500244140625,945.0499877929688,1361430,2024-12-23
2024-12-30,973.3499755859375,973.3499755859375,1021.0,946.7999877929688,952.0,2711665,2024-12-30
2025-01-06,935.1500244140625,935.1500244140625,1019.9500122070312,921.0999755859375,977.2999877929688,5090428,2025-01-06
2025-01-13,951.0999755859375,951.0999755859375,991.9000244140625,862.7999877929688,933.75,6390247,2025-01-13
2025-01-20,952.9000244140625,952.9000244140625,993.9500122070312,917.4000244140625,959.9000244140625,3903991,2025-01-20
2025-01-27,922.5,922.5,985.0,832.0,944.9500122070312,4117896,2025-01-27
2025-02-03,899.4000244140625,899.4000244140625,924.0,888.0,903.9000244140625,959067,2025-02-03
2025-02-10,754.5,754.5,899.0,730.5499877929688,892.0,1599162,2025-02-10
2025-02-17,706.4000244140625,706.4000244140625,762.9500122070312,688.0,730.0,2594936,2025-02-17
2025-02-24,691.7000122070312,691.7000122070312,754.8499755859375,683.0999755859375,695.0,2493196,2025-02-24
2025-03-03,659.2000122070312,659.2000122070312,694.9500122070312,586.0,689.7999877929688,6973709,2025-03-03
2025-03-10,598.7999877929688,598.7999877929688,672.0,596.7999877929688,664.0,1157340,2025-03-10
2025-03-17,672.0999755859375,672.0999755859375,682.7999877929688,591.5,596.0,2210991,2025-03-17
2025-03-24,639.5999755859375,639.5999755859375,688.9500122070312,633.5999755859375,677.4500122070312,2527857,2025-03-24
2025-03-31,621.9500122070312,621.9500122070312,670.5,613.0,639.5999755859375,1247857,2025-03-31
2025-04-07,624.6500244140625,624.6500244140625,636.25,565.0,572.0,1290896,2025-04-07
2025-04-14,760.8499755859375,760.8499755859375,767.5,624.6500244140625,624.6500244140625,18389716,2025-04-14
2025-04-21,739.0499877929688,739.0499877929688,798.8499755859375,716.2999877929688,759.9000244140625,6880731,2025-04-21
2025-04-28,770.5999755859375,770.5999755859375,796.0,724.7999877929688,730.0,2896367,2025-04-28
2025-05-05,781.0999755859375,781.0999755859375,825.9000244140625,749.0,776.3499755859375,5077070,2025-05-05
2025-05-12,881.5999755859375,881.5999755859375,902.5,802.0,810.0,5132297,2025-05-12
2025-05-19,899.9500122070312,899.9500122070312,919.7999877929688,862.7000122070312,885.4500122070312,3273283,2025-05-19
2025-05-26,882.9500122070312,882.9500122070312,942.9500122070312,877.0499877929688,906.9000244140625,2910786,2025-05-26
2025-06-02,1037.3499755859375,1037.3499755859375,1112.0,873.4500122070312,879.7000122070312,27482150,2025-06-02
2025-06-09,1015.4000244140625,1015.4000244140625,1085.0,1001.0,1041.0,3827361,2025-06-09
2025-06-16,1021.5,1021.5,1056.949951171875,983.0499877929688,1017.0,2615552,2025-06-16
2025-06-23,970.7999877929688,970.7999877929688,1053.5,961.0,1012.5999755859375,3297562,2025-06-23
2025-06-30,940.5499877929688,940.5499877929688,992.0,935.0999755859375,978.0,1112642,2025-06-30
2025-07-07,915.75,915.75,955.0,910.7999877929688,938.0,789621,2025-07-07
2025-07-14,976.4500122070312,976.4500122070312,989.0,900.5499877929688,915.0499877929688,8671269,2025-07-14
