Date,Adj Close_ADANIENT.NS,Close_ADANIENT.NS,High_ADANIENT.NS,Low_ADANIENT.NS,Open_ADANIENT.NS,Volume_ADANIENT.NS,Date
2020-07-13,151.2211151123047,151.60000610351562,153.89999389648438,145.1999969482422,150.10000610351562,5877045,2020-07-13
2020-07-20,168.3282470703125,168.75,172.0,152.10000610351562,153.14999389648438,21458875,2020-07-20
2020-07-27,174.81199645996094,175.25,190.85000610351562,163.0,168.64999389648438,27425754,2020-07-27
2020-08-03,192.41787719726562,192.89999389648438,195.0,171.1999969482422,175.25,26873576,2020-08-03
2020-08-10,195.7096405029297,196.1999969482422,204.5,190.1999969482422,192.89999389648438,21115478,2020-08-10
2020-08-17,232.76678466796875,233.35000610351562,245.39999389648438,196.0500030517578,197.39999389648438,51467966,2020-08-17
2020-08-24,287.5295715332031,288.25,322.3999938964844,235.0,236.0,110865618,2020-08-24
2020-08-31,284.4372863769531,285.1499938964844,306.0,270.25,290.0,53526455,2020-08-31
2020-09-07,295.26019287109375,296.0,307.95001220703125,273.54998779296875,285.1499938964844,53307843,2020-09-07
2020-09-14,290.8212890625,291.54998779296875,304.0,270.0,301.79998779296875,20041972,2020-09-14
2020-09-21,279.59942626953125,280.29998779296875,296.25,257.5,293.0,39212660,2020-09-21
2020-09-28,307.3798522949219,308.1499938964844,311.95001220703125,282.1000061035156,283.1000061035156,28654682,2020-09-28
2020-10-05,312.2177429199219,313.0,335.6000061035156,307.3500061035156,311.5,42543803,2020-10-05
2020-10-12,306.2326965332031,307.0,325.8500061035156,305.3500061035156,315.0,12360097,2020-10-12
2020-10-19,314.6615905761719,315.45001220703125,327.8500061035156,306.0,309.8999938964844,22067644,2020-10-19
2020-10-26,338.85101318359375,339.70001220703125,347.5,303.0,318.0,32147451,2020-10-26
2020-11-02,351.22003173828125,352.1000061035156,359.5,333.04998779296875,339.1000061035156,27277176,2020-11-02
2020-11-09,370.3221740722656,371.25,372.8500061035156,351.8500061035156,354.0,20345701,2020-11-09
2020-11-16,387.32952880859375,388.29998779296875,404.70001220703125,368.6000061035156,368.6000061035156,32375782,2020-11-16
2020-11-23,397.4042663574219,398.3999938964844,415.5,383.1000061035156,390.1000061035156,28855089,2020-11-23
2020-11-30,444.83544921875,445.95001220703125,461.8999938964844,395.1000061035156,398.3999938964844,35647729,2020-11-30
2020-12-07,448.6758117675781,449.79998779296875,466.3500061035156,438.04998779296875,446.0,18096076,2020-12-07
2020-12-14,454.012451171875,455.1499938964844,473.95001220703125,446.54998779296875,451.0,19702958,2020-12-14
2020-12-21,472.46624755859375,473.6499938964844,479.8500061035156,409.6499938964844,454.0,26282174,2020-12-21
2020-12-28,489.9224548339844,491.1499938964844,507.0,435.75,473.0,37594629,2020-12-28
2021-01-04,516.7053833007812,518.0,526.5999755859375,484.25,492.0,25468074,2021-01-04
2021-01-11,525.9821166992188,527.2999877929688,541.0,510.5,520.5999755859375,20513744,2021-01-11
2021-01-18,525.4833984375,526.7999877929688,552.9500122070312,502.04998779296875,528.0,24455445,2021-01-18
2021-01-25,505.38372802734375,506.6499938964844,534.4000244140625,501.3500061035156,530.25,14540494,2021-01-25
2021-02-01,593.8619995117188,595.3499755859375,611.7000122070312,496.8999938964844,510.5,31175070,2021-02-01
2021-02-08,717.1531372070312,718.9500122070312,724.4500122070312,603.5499877929688,605.4000244140625,38086914,2021-02-08
2021-02-15,779.94580078125,781.9000244140625,831.0,707.6500244140625,725.0,79819026,2021-02-15
2021-02-22,831.5664672851562,833.6500244140625,862.4000244140625,780.5499877929688,786.0,48743423,2021-02-22
2021-03-01,907.6259765625,909.9000244140625,944.9000244140625,836.4500122070312,840.75,38034685,2021-03-01
2021-03-08,891.8653564453125,894.0999755859375,928.4000244140625,888.7000122070312,918.0999755859375,20981186,2021-03-08
2021-03-15,887.426513671875,889.6500244140625,905.4000244140625,840.2000122070312,898.75,20936969,2021-03-15
2021-03-22,985.8299560546875,988.2999877929688,1093.0,883.4500122070312,892.9000244140625,99107392,2021-03-22
2021-03-29,1104.4327392578125,1107.199951171875,1116.050048828125,988.0,988.2999877929688,29623663,2021-03-29
2021-04-05,1198.3973388671875,1201.4000244140625,1251.5999755859375,1098.8499755859375,1127.0,85627664,2021-04-05
2021-04-12,1156.1033935546875,1159.0,1192.0,1051.050048828125,1177.4000244140625,45839302,2021-04-12
2021-04-19,1154.7066650390625,1157.5999755859375,1182.9000244140625,1089.0,1100.0,30118172,2021-04-19
2021-04-26,1155.8040771484375,1158.699951171875,1213.949951171875,1143.0,1160.0,27372593,2021-04-26
2021-05-03,1295.65380859375,1298.9000244140625,1322.4000244140625,1122.6500244140625,1145.0999755859375,40178608,2021-05-03
2021-05-10,1217.300048828125,1220.3499755859375,1328.5,1213.3499755859375,1294.9000244140625,19158446,2021-05-10
2021-05-17,1311.8131103515625,1315.0999755859375,1351.550048828125,1227.449951171875,1230.0,38391573,2021-05-17
2021-05-24,1299.34423828125,1302.5999755859375,1342.0,1254.25,1321.699951171875,56911723,2021-05-24
2021-05-31,1696.69873046875,1700.949951171875,1713.550048828125,1292.0,1307.050048828125,77479631,2021-05-31
2021-06-07,1597.5970458984375,1601.5999755859375,1717.199951171875,1571.8499755859375,1715.0,50092880,2021-06-07
2021-06-14,1483.7822265625,1487.5,1572.5999755859375,1201.199951171875,1441.449951171875,136929544,2021-06-14
2021-06-21,1515.6524658203125,1519.449951171875,1582.0,1444.8499755859375,1490.0,58075496,2021-06-21
2021-06-28,1418.495849609375,1422.050048828125,1565.0,1411.550048828125,1524.9000244140625,25399654,2021-06-28
2021-07-05,1428.7203369140625,1431.3499755859375,1456.5999755859375,1350.5999755859375,1427.0,35676184,2021-07-05
2021-07-12,1392.936279296875,1395.5,1449.0,1385.199951171875,1442.0,15437892,2021-07-12
2021-07-19,1399.0748291015625,1401.6500244140625,1434.8499755859375,1332.75,1390.0,20424179,2021-07-19
