Date,Adj Close_MBAPL.NS,Close_MBAPL.NS,High_MBAPL.NS,Low_MBAPL.NS,Open_MBAPL.NS,Volume_MBAPL.NS,Date
2020-07-13,15.195728302001953,15.412500381469727,15.425000190734863,14.25,14.699999809265137,6924,2020-07-13
2020-07-20,14.752055168151855,14.962499618530273,15.912500381469727,14.25,15.912500381469727,7568,2020-07-20
2020-07-27,15.023188591003418,15.237500190734863,15.975000381469727,14.225000381469727,14.962499618530273,17960,2020-07-27
2020-08-03,14.8506498336792,15.0625,15.787500381469727,14.875,15.787500381469727,34872,2020-08-03
2020-08-10,16.576038360595703,16.8125,16.8125,14.5,15.6875,15804,2020-08-10
2020-08-17,15.454535484313965,15.675000190734863,17.5,15.675000190734863,17.325000762939453,20260,2020-08-17
2020-08-24,17.09365463256836,17.337499618530273,19.024999618530273,16.450000762939453,16.450000762939453,117856,2020-08-24
2020-08-31,16.760902404785156,17.0,18.200000762939453,15.574999809265137,18.200000762939453,83808,2020-08-31
2020-09-07,15.466858863830566,15.6875,17.674999237060547,15.4375,17.674999237060547,138616,2020-09-07
2020-09-14,16.514415740966797,16.75,16.862499237060547,15.350000381469727,16.462499618530273,16320,2020-09-14
2020-09-21,15.152247428894043,15.25,16.725000381469727,14.537500381469727,16.125,25272,2020-09-21
2020-09-28,15.152247428894043,15.25,15.875,14.487500190734863,14.75,16428,2020-09-28
2020-10-05,14.481575012207031,14.574999809265137,15.987500190734863,14.487500190734863,15.987500190734863,25824,2020-10-05
2020-10-12,14.916271209716797,15.012499809265137,15.449999809265137,14.487500190734863,14.6875,45124,2020-10-12
2020-10-19,14.903850555419922,15.0,16.399999618530273,14.975000381469727,15.762499809265137,15228,2020-10-19
2020-10-26,14.903850555419922,15.0,15.5,14.25,15.0,13932,2020-10-26
2020-11-02,16.692312240600586,16.799999237060547,16.799999237060547,14.787500381469727,15.25,25848,2020-11-02
2020-11-09,34.80049514770508,35.025001525878906,36.75,16.762500762939453,17.637500762939453,44638,2020-11-09
2020-11-16,17.636220932006836,17.75,17.875,17.037500381469727,17.5,21828,2020-11-16
2020-11-23,16.89103126525879,17.0,18.362499237060547,17.0,18.362499237060547,16452,2020-11-23
2020-11-30,16.89103126525879,17.0,17.25,17.0,17.0,22732,2020-11-30
2020-12-07,17.263628005981445,17.375,18.0,16.25,17.5,54496,2020-12-07
2020-12-14,16.89103126525879,17.0,17.75,15.862500190734863,16.587499618530273,40144,2020-12-14
2020-12-21,17.052490234375,17.162500381469727,17.5,15.887499809265137,17.5,90352,2020-12-21
2020-12-28,17.338146209716797,17.450000762939453,17.75,16.3125,16.3125,229864,2020-12-28
2021-01-04,17.685901641845703,17.799999237060547,18.387500762939453,16.875,17.450000762939453,73004,2021-01-04
2021-01-11,17.76042366027832,17.875,19.0,17.462499618530273,17.512500762939453,39780,2021-01-11
2021-01-18,17.884620666503906,18.0,18.462499618530273,17.75,17.899999618530273,40052,2021-01-18
2021-01-25,17.884620666503906,18.0,18.424999237060547,17.5,18.0,11940,2021-01-25
