Date,Adj Close_VARDMNPOLY.NS,Close_VARDMNPOLY.NS,High_VARDMNPOLY.NS,Low_VARDMNPOLY.NS,Open_VARDMNPOLY.NS,Volume_VARDMNPOLY.NS,Date
2020-07-13,1.2450000047683716,1.2450000047683716,1.375,1.2450000047683716,1.25,937890,2020-07-13
2020-07-20,0.9750000238418579,0.9750000238418579,1.184999942779541,0.9750000238418579,1.184999942779541,188480,2020-07-20
2020-07-27,0.7649999856948853,0.7649999856948853,0.9300000071525574,0.7649999856948853,0.9300000071525574,316580,2020-07-27
2020-08-03,0.7950000166893005,0.7950000166893005,0.800000011920929,0.6650000214576721,0.7300000190734863,564730,2020-08-03
2020-08-10,1.0,1.0,1.0,0.8299999833106995,0.8299999833106995,648430,2020-08-10
2020-08-17,0.9399999976158142,0.9399999976158142,1.0,0.8600000143051147,0.949999988079071,970640,2020-08-17
2020-08-24,0.9700000286102295,0.9700000286102295,0.9850000143051147,0.8500000238418579,0.8999999761581421,1833870,2020-08-24
2020-08-31,0.800000011920929,0.800000011920929,0.9950000047683716,0.7850000262260437,0.9750000238418579,884900,2020-08-31
2020-09-07,0.7950000166893005,0.7950000166893005,0.8450000286102295,0.7649999856948853,0.8299999833106995,459100,2020-09-07
2020-09-14,0.8199999928474426,0.8199999928474426,0.8450000286102295,0.7699999809265137,0.824999988079071,527280,2020-09-14
2020-09-21,0.7400000095367432,0.7400000095367432,0.8199999928474426,0.7049999833106995,0.8199999928474426,438030,2020-09-21
2020-09-28,0.8050000071525574,0.8050000071525574,0.8500000238418579,0.75,0.7549999952316284,307540,2020-09-28
2020-10-05,0.7900000214576721,0.7900000214576721,0.8500000238418579,0.7599999904632568,0.7950000166893005,300610,2020-10-05
2020-10-12,0.8100000023841858,0.8100000023841858,0.824999988079071,0.7250000238418579,0.7799999713897705,417850,2020-10-12
2020-10-19,0.8650000095367432,0.8650000095367432,0.8899999856948853,0.75,0.8500000238418579,578600,2020-10-19
2020-10-26,0.8100000023841858,0.8100000023841858,0.925000011920929,0.7749999761581421,0.8700000047683716,287850,2020-10-26
2020-11-02,0.7900000214576721,0.7900000214576721,0.8500000238418579,0.7599999904632568,0.800000011920929,389000,2020-11-02
2020-11-09,0.8149999976158142,0.8149999976158142,0.8600000143051147,0.7350000143051147,0.8600000143051147,322730,2020-11-09
2020-11-16,0.7950000166893005,0.7950000166893005,0.8550000190734863,0.7599999904632568,0.8149999976158142,514150,2020-11-16
2020-11-23,0.7850000262260437,0.7850000262260437,0.824999988079071,0.7200000286102295,0.7850000262260437,668480,2020-11-23
2020-11-30,0.8199999928474426,0.8199999928474426,0.8600000143051147,0.7450000047683716,0.7850000262260437,842490,2020-11-30
2020-12-07,1.1200000047683716,1.1200000047683716,1.190000057220459,0.7300000190734863,0.8450000286102295,6023640,2020-12-07
2020-12-14,1.5800000429153442,1.5800000429153442,1.5800000429153442,0.9800000190734863,1.2000000476837158,12814960,2020-12-14
2020-12-21,1.4600000381469727,1.4600000381469727,1.6950000524520874,1.284999966621399,1.5800000429153442,8207230,2020-12-21
2020-12-28,1.4550000429153442,1.4550000429153442,1.5399999618530273,1.350000023841858,1.5199999809265137,2586100,2020-12-28
2021-01-04,1.6050000190734863,1.6050000190734863,1.7200000286102295,1.4199999570846558,1.4550000429153442,6883480,2021-01-04
2021-01-11,1.5499999523162842,1.5499999523162842,1.6549999713897705,1.4600000381469727,1.6549999713897705,2586270,2021-01-11
2021-01-18,1.4500000476837158,1.4500000476837158,1.6449999809265137,1.4149999618530273,1.6349999904632568,2325160,2021-01-18
2021-01-25,1.4149999618530273,1.4149999618530273,1.5,1.3300000429153442,1.5,787590,2021-01-25
2021-02-01,1.4199999570846558,1.4199999570846558,1.475000023841858,1.3700000047683716,1.475000023841858,1062450,2021-02-01
2021-02-08,1.375,1.375,1.4600000381469727,1.3200000524520874,1.4600000381469727,881830,2021-02-08
2021-02-15,2.069999933242798,2.069999933242798,2.069999933242798,1.1950000524520874,1.350000023841858,20054750,2021-02-15
2021-02-22,2.744999885559082,2.744999885559082,2.884999990463257,2.1549999713897705,2.194999933242798,8773650,2021-02-22
2021-03-01,2.134999990463257,2.134999990463257,2.609999895095825,2.134999990463257,2.609999895095825,3678000,2021-03-01
2021-03-08,1.9249999523162842,1.9249999523162842,2.0299999713897705,1.7450000047683716,2.0299999713897705,4607020,2021-03-08
2021-03-15,2.009999990463257,2.009999990463257,2.315000057220459,1.9600000381469727,1.975000023841858,3087580,2021-03-15
2021-03-22,1.7949999570846558,1.7949999570846558,2.005000114440918,1.7549999952316284,1.9500000476837158,4725230,2021-03-22
2021-03-29,1.7100000381469727,1.7100000381469727,1.840000033378601,1.684999942779541,1.7949999570846558,1303090,2021-03-29
2021-04-05,1.7799999713897705,1.7799999713897705,1.9700000286102295,1.5399999618530273,1.7000000476837158,3225230,2021-04-05
2021-04-12,1.659999966621399,1.659999966621399,1.8200000524520874,1.6100000143051147,1.7899999618530273,1544750,2021-04-12
2021-04-19,1.8049999475479126,1.8049999475479126,1.850000023841858,1.465000033378601,1.7100000381469727,2881180,2021-04-19
2021-04-26,1.8350000381469727,1.8350000381469727,2.140000104904175,1.774999976158142,1.9500000476837158,6807360,2021-04-26
2021-05-03,1.8600000143051147,1.8600000143051147,1.899999976158142,1.7699999809265137,1.875,2472600,2021-05-03
2021-05-10,1.8350000381469727,1.8350000381469727,1.899999976158142,1.7699999809265137,1.899999976158142,1959890,2021-05-10
2021-05-17,1.875,1.875,1.9299999475479126,1.8250000476837158,1.8899999856948853,1898100,2021-05-17
2021-05-24,1.8600000143051147,1.8600000143051147,1.9600000381469727,1.840000033378601,1.9299999475479126,2566020,2021-05-24
2021-05-31,1.8700000047683716,1.8700000047683716,1.9199999570846558,1.7999999523162842,1.8949999809265137,1776040,2021-05-31
2021-06-07,2.240000009536743,2.240000009536743,2.4000000953674316,1.840000033378601,1.8700000047683716,10243160,2021-06-07
2021-06-14,2.0350000858306885,2.0350000858306885,2.299999952316284,1.909999966621399,2.2799999713897705,4212540,2021-06-14
2021-06-21,2.1700000762939453,2.1700000762939453,2.299999952316284,1.9550000429153442,2.005000114440918,6165180,2021-06-21
2021-06-28,2.134999990463257,2.134999990463257,2.259999990463257,1.9450000524520874,2.1700000762939453,6091370,2021-06-28
2021-07-05,2.2300000190734863,2.2300000190734863,2.444999933242798,2.049999952316284,2.1449999809265137,7881460,2021-07-05
2021-07-12,2.384999990463257,2.384999990463257,2.444999933242798,2.2049999237060547,2.319999933242798,6362230,2021-07-12
2021-07-19,3.1700000762939453,3.1700000762939453,3.1700000762939453,2.390000104904175,2.434999942779541,22371020,2021-07-19
2021-07-26,3.0,3.0,3.6549999713897705,3.0,3.265000104904175,6482450,2021-07-26
2021-08-02,2.6050000190734863,2.6050000190734863,3.0799999237060547,2.569999933242798,2.8499999046325684,3197920,2021-08-02
2021-08-09,2.365000009536743,2.365000009536743,2.684999942779541,2.2249999046325684,2.5199999809265137,2327120,2021-08-09
2021-08-16,2.125,2.125,2.3499999046325684,2.049999952316284,2.3499999046325684,956910,2021-08-16
2021-08-23,2.3299999237060547,2.3299999237060547,2.3450000286102295,1.9199999570846558,2.180000066757202,1057670,2021-08-23
2021-08-30,2.375,2.375,2.565000057220459,2.3350000381469727,2.430000066757202,1324990,2021-08-30
2021-09-06,2.4149999618530273,2.4149999618530273,2.5399999618530273,2.2699999809265137,2.380000114440918,1039020,2021-09-06
2021-09-13,2.3399999141693115,2.3399999141693115,2.5350000858306885,2.299999952316284,2.325000047683716,1090920,2021-09-13
