Date,Adj Close_SONAMLTD.NS,Close_SONAMLTD.NS,High_SONAMLTD.NS,Low_SONAMLTD.NS,Open_SONAMLTD.NS,Volume_SONAMLTD.NS,Date
2020-07-13,11.25,11.25,11.25,10.375,10.375,192000,2020-07-13
2020-07-20,11.475000381469727,11.475000381469727,11.475000381469727,10.5,10.649999618530273,336000,2020-07-20
2020-07-27,11.625,11.625,11.625,11.5,11.5,96000,2020-07-27
2020-08-03,11.875,11.875,11.875,11.625,11.625,24000,2020-08-03
2020-08-10,12.125,12.125,12.125,11.875,11.875,12000,2020-08-10
2020-08-17,12.25,12.25,12.25,12.125,12.125,96000,2020-08-17
2020-08-24,14.0,14.0,14.0,12.375,12.375,84000,2020-08-24
2020-08-31,15.0,15.0,15.25,14.3125,14.3125,132000,2020-08-31
2020-09-07,14.975000381469727,14.975000381469727,15.25,14.875,14.875,132000,2020-09-07
2020-09-14,15.25,15.25,15.25,15.0,15.0,456000,2020-09-14
2020-09-21,15.25,15.25,15.25,15.25,15.25,0,2020-09-21
2020-09-28,15.5,15.5,15.5,15.25,15.25,120000,2020-09-28
2020-10-05,15.75,15.75,15.8125,14.875,15.5,156000,2020-10-05
2020-10-12,15.75,15.75,15.75,15.75,15.75,0,2020-10-12
2020-10-19,14.875,14.875,15.75,14.875,15.75,36000,2020-10-19
2020-10-26,15.125,15.125,15.25,15.0,15.0,96000,2020-10-26
2020-11-02,15.225000381469727,15.225000381469727,15.5,15.125,15.125,120000,2020-11-02
2020-11-09,15.300000190734863,15.300000190734863,15.300000190734863,15.0,15.0,144000,2020-11-09
2020-11-16,15.412500381469727,15.412500381469727,15.412500381469727,15.125,15.125,72000,2020-11-16
2020-11-23,15.412500381469727,15.412500381469727,15.412500381469727,15.412500381469727,15.412500381469727,0,2020-11-23
2020-11-30,15.300000190734863,15.300000190734863,15.412500381469727,15.074999809265137,15.412500381469727,72000,2020-11-30
2020-12-07,15.1875,15.1875,15.300000190734863,15.0,15.300000190734863,120000,2020-12-07
2020-12-14,15.300000190734863,15.300000190734863,15.300000190734863,15.1875,15.1875,72000,2020-12-14
2020-12-21,15.5,15.5,15.5,15.25,15.300000190734863,300000,2020-12-21
2020-12-28,15.75,15.75,15.75,15.625,15.625,240000,2020-12-28
2021-01-04,14.625,14.625,15.75,14.625,15.75,24000,2021-01-04
2021-01-11,14.625,14.625,14.625,14.625,14.625,0,2021-01-11
2021-01-18,15.75,15.75,16.25,15.25,15.25,600000,2021-01-18
2021-01-25,15.75,15.75,15.75,15.75,15.75,0,2021-01-25
2021-02-01,15.75,15.75,15.75,15.75,15.75,0,2021-02-01
2021-02-08,13.5,13.5,13.5,13.5,13.5,12000,2021-02-08
2021-02-15,13.5,13.5,13.5,13.5,13.5,0,2021-02-15
2021-02-22,14.287500381469727,14.287500381469727,15.487500190734863,11.300000190734863,13.5,180000,2021-02-22
2021-03-01,15.0,15.0,15.074999809265137,14.0,14.3125,264000,2021-03-01
2021-03-08,15.024999618530273,15.024999618530273,15.625,14.975000381469727,15.25,144000,2021-03-08
2021-03-15,14.875,14.875,15.0,14.6875,15.0,180000,2021-03-15
2021-03-22,14.75,14.75,15.074999809265137,14.25,15.074999809265137,204000,2021-03-22
2021-03-29,15.4375,15.4375,15.4375,14.75,14.75,108000,2021-03-29
2021-04-05,15.425000190734863,15.425000190734863,15.737500190734863,15.125,15.237500190734863,240000,2021-04-05
2021-04-12,15.3125,15.3125,16.375,14.5,14.5,144000,2021-04-12
2021-04-19,16.0,16.0,16.424999237060547,13.8125,16.237499237060547,204000,2021-04-19
2021-04-26,16.0,16.0,16.3125,15.5625,16.25,180000,2021-04-26
2021-05-03,15.3125,15.3125,16.5,15.25,15.8125,180000,2021-05-03
2021-05-10,15.25,15.25,16.0,12.875,15.5,192000,2021-05-10
2021-05-17,15.25,15.25,16.0,14.5,15.0,204000,2021-05-17
2021-05-24,15.25,15.25,16.0,12.600000381469727,16.0,228000,2021-05-24
2021-05-31,11.899999618530273,11.899999618530273,15.75,11.5,15.5,384000,2021-05-31
2021-06-07,11.25,11.25,12.225000381469727,9.75,11.5,300000,2021-06-07
2021-06-14,13.012499809265137,13.012499809265137,13.649999618530273,10.0,11.5,228000,2021-06-14
2021-06-21,14.475000381469727,14.475000381469727,14.487500190734863,12.75,13.0,228000,2021-06-21
2021-06-28,14.612500190734863,14.612500190734863,14.612500190734863,14.4375,14.612500190734863,180000,2021-06-28
2021-07-05,14.612500190734863,14.612500190734863,14.625,14.237500190734863,14.612500190734863,204000,2021-07-05
2021-07-12,14.387499809265137,14.387499809265137,15.0,14.0,14.550000190734863,216000,2021-07-12
2021-07-19,14.612500190734863,14.612500190734863,14.612500190734863,14.25,14.487500190734863,144000,2021-07-19
2021-07-26,15.0,15.0,15.737500190734863,13.8125,14.5625,204000,2021-07-26
2021-08-02,15.274999618530273,15.274999618530273,15.375,14.75,15.25,180000,2021-08-02
2021-08-09,15.25,15.25,15.25,14.25,15.0,192000,2021-08-09
2021-08-16,15.024999618530273,15.024999618530273,15.75,15.0,15.5,216000,2021-08-16
2021-08-23,15.0625,15.0625,15.25,14.75,15.0,216000,2021-08-23
2021-08-30,15.862500190734863,15.862500190734863,16.287500381469727,15.25,15.25,216000,2021-08-30
2021-09-06,16.137500762939453,16.137500762939453,16.537500381469727,15.737500190734863,16.5,252000,2021-09-06
2021-09-13,16.0,16.0,16.274999618530273,15.725000381469727,16.125,264000,2021-09-13
2021-09-20,16.237499237060547,16.237499237060547,16.5,14.949999809265137,14.949999809265137,312000,2021-09-20
2021-09-27,16.3125,16.3125,16.737499237060547,14.75,16.25,252000,2021-09-27
2021-10-04,16.25,16.25,16.837499618530273,15.0,16.5,648000,2021-10-04
2021-10-11,16.75,16.75,16.862499237060547,15.0,16.862499237060547,396000,2021-10-11
2021-10-18,16.762500762939453,16.762500762939453,16.837499618530273,15.25,16.762500762939453,240000,2021-10-18
2021-10-25,16.575000762939453,16.575000762939453,16.8125,16.5,16.75,228000,2021-10-25
2021-11-01,16.725000381469727,16.725000381469727,16.837499618530273,15.75,16.25,120000,2021-11-01
2021-11-08,16.875,16.875,17.0625,16.424999237060547,16.75,240000,2021-11-08
2021-11-15,15.75,15.75,17.549999237060547,15.75,17.549999237060547,132000,2021-11-15
2021-11-22,16.837499618530273,16.837499618530273,16.875,15.725000381469727,16.0,180000,2021-11-22
2021-11-29,17.0625,17.0625,17.25,15.75,16.875,180000,2021-11-29
2021-12-06,16.837499618530273,16.837499618530273,17.375,15.837499618530273,17.137500762939453,204000,2021-12-06
2021-12-13,17.424999237060547,17.424999237060547,17.5,16.875,16.875,180000,2021-12-13
2021-12-20,17.512500762939453,17.512500762939453,17.512500762939453,17.0,17.25,204000,2021-12-20
2021-12-27,17.737499237060547,17.737499237060547,19.337499618530273,17.0,17.75,288000,2021-12-27
2022-01-03,18.024999618530273,18.024999618530273,18.0625,17.5,17.75,156000,2022-01-03
2022-01-10,18.25,18.25,18.75,17.337499618530273,18.375,204000,2022-01-10
2022-01-17,17.637500762939453,17.637500762939453,18.25,17.237499237060547,18.0,228000,2022-01-17
2022-01-24,17.737499237060547,17.737499237060547,17.799999237060547,17.5,17.5,144000,2022-01-24
2022-01-31,18.024999618530273,18.024999618530273,18.625,17.25,17.75,276000,2022-01-31
2022-02-07,18.0,18.0,18.537500381469727,17.787500381469727,18.024999618530273,168000,2022-02-07
2022-02-14,18.25,18.25,18.5,17.5625,18.5,108000,2022-02-14
2022-02-21,17.5,17.5,18.25,16.875,18.25,144000,2022-02-21
2022-02-28,17.149999618530273,17.149999618530273,17.9375,16.887500762939453,17.5,108000,2022-02-28
2022-03-07,18.0,18.0,18.0,16.887500762939453,17.149999618530273,108000,2022-03-07
2022-03-14,17.875,17.875,18.5,17.100000381469727,17.262500762939453,168000,2022-03-14
2022-03-21,17.9375,17.9375,18.25,17.75,17.887500762939453,180000,2022-03-21
2022-03-28,18.274999618530273,18.274999618530273,18.274999618530273,16.875,16.875,192000,2022-03-28
2022-04-04,21.25,21.25,21.5,18.375,18.5,1208580,2022-04-04
2022-04-11,22.649999618530273,22.649999618530273,23.5625,21.174999237060547,21.25,3128852,2022-04-11
2022-04-18,22.524999618530273,22.524999618530273,23.262500762939453,21.762500762939453,22.662500381469727,2023820,2022-04-18
2022-04-25,21.549999237060547,21.549999237060547,23.5,21.012500762939453,22.512500762939453,2124548,2022-04-25
2022-05-02,22.262500762939453,22.262500762939453,22.9375,18.25,21.5,1208796,2022-05-02
2022-05-09,21.987499237060547,21.987499237060547,24.5,20.887500762939453,22.25,2205148,2022-05-09
2022-05-16,21.975000381469727,21.975000381469727,23.0,20.950000762939453,22.5,1978480,2022-05-16
2022-05-23,22.137500762939453,22.137500762939453,23.075000762939453,20.475000381469727,22.024999618530273,2060044,2022-05-23
2022-05-30,22.037500381469727,22.037500381469727,22.5625,20.475000381469727,22.149999618530273,847440,2022-05-30
2022-06-06,22.512500762939453,22.512500762939453,23.549999237060547,21.399999618530273,22.4375,162080,2022-06-06
2022-06-13,20.837499618530273,20.837499618530273,22.512500762939453,20.0,21.737499237060547,399052,2022-06-13
2022-06-20,21.125,21.125,21.600000381469727,19.524999618530273,21.0,19472,2022-06-20
2022-06-27,21.299999237060547,21.299999237060547,23.262500762939453,17.962499618530273,21.762500762939453,38476,2022-06-27
2022-07-04,21.5625,21.5625,22.5,19.975000381469727,19.975000381469727,26232,2022-07-04
2022-07-11,23.024999618530273,23.024999618530273,27.049999237060547,20.5,20.5,541320,2022-07-11
2022-07-18,22.125,22.125,24.200000762939453,20.375,24.200000762939453,118876,2022-07-18
2022-07-25,22.375,22.375,23.424999237060547,20.0,21.049999237060547,287092,2022-07-25
2022-08-01,20.975000381469727,20.975000381469727,23.0,19.274999618530273,23.0,207206,2022-08-01
