Date,Adj Close_RCF.NS,Close_RCF.NS,High_RCF.NS,Low_RCF.NS,Open_RCF.NS,Volume_RCF.NS,Date
2020-07-13,39.55012130737305,47.29999923706055,48.70000076293945,45.650001525878906,48.400001525878906,4168978,2020-07-13
2020-07-20,41.55689239501953,49.70000076293945,50.95000076293945,47.099998474121094,47.25,14698030,2020-07-20
2020-07-27,39.048431396484375,46.70000076293945,49.70000076293945,46.5,49.599998474121094,7677403,2020-07-27
2020-08-03,42.64389419555664,51.0,51.599998474121094,46.20000076293945,46.349998474121094,10967761,2020-08-03
2020-08-10,40.55350875854492,48.5,53.5,48.25,51.75,15669444,2020-08-10
2020-08-17,41.598697662353516,49.75,50.650001525878906,48.5,49.04999923706055,7625322,2020-08-17
2020-08-24,41.515079498291016,49.650001525878906,53.0,49.54999923706055,49.79999923706055,12718018,2020-08-24
2020-08-31,39.80096435546875,47.599998474121094,50.20000076293945,46.5,49.849998474121094,4000276,2020-08-31
2020-09-07,39.46650314331055,47.20000076293945,47.900001525878906,44.70000076293945,47.79999923706055,4009080,2020-09-07
2020-09-14,39.21565628051758,46.900001525878906,49.0,46.599998474121094,47.599998474121094,4372574,2020-09-14
2020-09-21,35.57838821411133,42.54999923706055,47.5,41.650001525878906,47.099998474121094,3761530,2020-09-21
2020-09-28,36.79081344604492,44.0,44.400001525878906,42.45000076293945,43.650001525878906,2937412,2020-09-28
2020-10-05,39.17384338378906,46.849998474121094,47.95000076293945,44.0,44.45000076293945,6831981,2020-10-05
2020-10-12,37.334312438964844,44.650001525878906,46.849998474121094,42.849998474121094,46.45000076293945,2578686,2020-10-12
2020-10-19,36.62358093261719,43.79999923706055,46.400001525878906,43.04999923706055,46.0,4958624,2020-10-19
2020-10-26,35.41115188598633,42.349998474121094,43.95000076293945,42.099998474121094,43.849998474121094,1797167,2020-10-26
2020-11-02,36.70719909667969,43.900001525878906,44.95000076293945,42.20000076293945,42.599998474121094,4623623,2020-11-02
2020-11-09,38.58855056762695,46.150001525878906,47.45000076293945,43.900001525878906,44.25,8230296,2020-11-09
2020-11-16,38.42130661010742,45.95000076293945,46.599998474121094,45.0,45.04999923706055,2740280,2020-11-16
2020-11-23,39.38288116455078,47.099998474121094,47.599998474121094,45.900001525878906,46.79999923706055,5136736,2020-11-23
2020-11-30,41.682315826416016,49.849998474121094,50.400001525878906,47.099998474121094,47.099998474121094,6795300,2020-11-30
2020-12-07,44.85970687866211,53.650001525878906,54.599998474121094,50.79999923706055,51.0,22602625,2020-12-07
2020-12-14,46.11393737792969,55.150001525878906,58.150001525878906,53.79999923706055,54.5,22365394,2020-12-14
2020-12-21,43.89812088012695,52.5,56.400001525878906,48.04999923706055,55.400001525878906,9198820,2020-12-21
2020-12-28,47.77876663208008,54.04999923706055,55.650001525878906,51.70000076293945,51.70000076293945,11979008,2020-12-28
2021-01-04,48.485939025878906,54.849998474121094,56.5,53.75,55.400001525878906,17356463,2021-01-04
2021-01-11,47.4251823425293,53.650001525878906,60.79999923706055,53.150001525878906,55.29999923706055,32129573,2021-01-11
2021-01-18,48.485939025878906,54.849998474121094,56.95000076293945,52.79999923706055,54.20000076293945,17127205,2021-01-18
2021-01-25,47.73456573486328,54.0,55.79999923706055,51.599998474121094,55.29999923706055,7858132,2021-01-25
2021-02-01,49.90030288696289,56.45000076293945,57.29999923706055,53.650001525878906,55.0,22532043,2021-02-01
2021-02-08,47.38097381591797,53.599998474121094,56.900001525878906,53.099998474121094,56.900001525878906,8829069,2021-02-08
2021-02-15,48.44174575805664,54.79999923706055,56.900001525878906,52.75,54.0,11323284,2021-02-15
2021-02-22,68.63008880615234,75.9000015258789,80.80000305175781,53.0,54.79999923706055,113198569,2021-02-22
2021-03-01,82.10291290283203,90.80000305175781,100.1500015258789,79.0,80.0,127775140,2021-03-01
2021-03-08,77.53662109375,85.75,91.75,82.5999984741211,91.30000305175781,20380847,2021-03-08
2021-03-15,64.96800231933594,71.8499984741211,86.80000305175781,68.75,85.80000305175781,17589143,2021-03-15
2021-03-22,68.5396728515625,75.80000305175781,84.4000015258789,72.0999984741211,73.0,22264607,2021-03-22
2021-03-29,71.47836303710938,79.05000305175781,81.5,73.9000015258789,75.80000305175781,8059937,2021-03-29
2021-04-05,71.56879425048828,79.1500015258789,85.30000305175781,73.8499984741211,78.9000015258789,26995880,2021-04-05
2021-04-12,65.55574035644531,72.5,75.75,71.05000305175781,74.1500015258789,13624243,2021-04-12
2021-04-19,64.38025665283203,71.19999694824219,73.25,68.94999694824219,70.25,8391115,2021-04-19
2021-04-26,66.32432556152344,73.3499984741211,76.69999694824219,71.0,72.4000015258789,23894276,2021-04-26
2021-05-03,70.3028793334961,77.75,81.25,71.80000305175781,72.0,39374307,2021-05-03
2021-05-10,74.82396697998047,82.75,88.0,77.5999984741211,78.25,55267977,2021-05-10
2021-05-17,74.86918640136719,82.80000305175781,87.80000305175781,80.0999984741211,83.55000305175781,39320182,2021-05-17
2021-05-24,74.68832397460938,82.5999984741211,90.0,82.1500015258789,83.0,41576352,2021-05-24
2021-05-31,74.55270385742188,82.44999694824219,84.30000305175781,80.9000015258789,83.5999984741211,13138268,2021-05-31
2021-06-07,75.18565368652344,83.1500015258789,85.30000305175781,82.0999984741211,82.75,16325975,2021-06-07
2021-06-14,74.82396697998047,82.75,87.9000015258789,80.5999984741211,83.0999984741211,37279101,2021-06-14
2021-06-21,73.3320083618164,81.0999984741211,84.1500015258789,80.75,81.19999694824219,10409487,2021-06-21
2021-06-28,76.04466247558594,84.0999984741211,86.6500015258789,80.4000015258789,81.55000305175781,23697209,2021-06-28
2021-07-05,75.59255981445312,83.5999984741211,88.9000015258789,81.75,84.25,26481386,2021-07-05
2021-07-12,75.77339172363281,83.80000305175781,86.19999694824219,82.5999984741211,84.44999694824219,16430026,2021-07-12
2021-07-19,72.33736419677734,80.0,83.9000015258789,79.3499984741211,83.1500015258789,9978694,2021-07-19
2021-07-26,76.04466247558594,84.0999984741211,87.9000015258789,79.0999984741211,80.05000305175781,34970283,2021-07-26
2021-08-02,74.19102478027344,82.05000305175781,86.19999694824219,80.05000305175781,84.8499984741211,18106698,2021-08-02
2021-08-09,68.9465560913086,76.25,82.69999694824219,71.30000305175781,82.0999984741211,14469759,2021-08-09
2021-08-16,64.69673919677734,71.55000305175781,78.80000305175781,71.30000305175781,75.80000305175781,7595467,2021-08-16
2021-08-23,65.42011260986328,72.3499984741211,73.19999694824219,68.8499984741211,72.55000305175781,7327009,2021-08-23
2021-08-30,67.72586059570312,74.9000015258789,76.75,71.44999694824219,73.75,10840699,2021-08-30
2021-09-06,67.00248718261719,74.0999984741211,75.69999694824219,73.0999984741211,75.19999694824219,3470114,2021-09-06
2021-09-13,66.95728302001953,74.05000305175781,77.19999694824219,72.80000305175781,73.8499984741211,6283540,2021-09-13
2021-09-20,74.59790802001953,82.5,87.0,72.19999694824219,72.19999694824219,47036150,2021-09-20
2021-09-27,72.97032165527344,80.69999694824219,88.9000015258789,79.9000015258789,82.55000305175781,51202999,2021-09-27
2021-10-04,76.22550964355469,84.30000305175781,86.55000305175781,80.5,81.4000015258789,21842276,2021-10-04
2021-10-11,74.95960235595703,82.9000015258789,86.19999694824219,81.30000305175781,83.8499984741211,12896754,2021-10-11
2021-10-18,72.56342315673828,80.25,85.69999694824219,80.0,83.80000305175781,13681256,2021-10-18
2021-10-25,70.83094787597656,76.6500015258789,80.8499984741211,75.5,80.8499984741211,8189145,2021-10-25
2021-11-01,72.6791000366211,78.6500015258789,81.19999694824219,76.6500015258789,76.9000015258789,5408600,2021-11-01
2021-11-08,73.9266128540039,80.0,82.3499984741211,78.55000305175781,79.05000305175781,7371881,2021-11-08
2021-11-15,70.13788604736328,75.9000015258789,80.0999984741211,74.8499984741211,80.0999984741211,4300755,2021-11-15
2021-11-22,67.27322387695312,72.80000305175781,76.75,71.55000305175781,76.0999984741211,6506630,2021-11-22
2021-11-29,69.16505432128906,73.5,74.80000305175781,66.0,71.75,8881599,2021-11-29
2021-12-06,70.2001724243164,74.5999984741211,75.5,71.8499984741211,73.4000015258789,4694856,2021-12-06
