Date,Adj Close_PNC.NS,Close_PNC.NS,High_PNC.NS,Low_PNC.NS,Open_PNC.NS,Volume_PNC.NS,Date
2021-10-04,41.45000076293945,41.45000076293945,43.400001525878906,36.849998474121094,37.0,306448,2021-10-04
2021-10-11,41.349998474121094,41.349998474121094,45.04999923706055,38.75,41.29999923706055,394230,2021-10-11
2021-10-18,38.150001525878906,38.150001525878906,43.5,36.79999923706055,41.349998474121094,187350,2021-10-18
2021-10-25,46.849998474121094,46.849998474121094,52.70000076293945,37.099998474121094,38.95000076293945,1922180,2021-10-25
2021-11-01,47.400001525878906,47.400001525878906,50.5,45.599998474121094,47.400001525878906,396892,2021-11-01
2021-11-08,45.95000076293945,45.95000076293945,50.04999923706055,45.650001525878906,47.400001525878906,319814,2021-11-08
2021-11-15,44.150001525878906,44.150001525878906,47.70000076293945,42.75,46.45000076293945,207205,2021-11-15
2021-11-22,43.79999923706055,43.79999923706055,46.54999923706055,41.04999923706055,44.150001525878906,187550,2021-11-22
2021-11-29,45.75,45.75,46.900001525878906,39.29999923706055,43.5,218090,2021-11-29
2021-12-06,46.04999923706055,46.04999923706055,48.95000076293945,43.349998474121094,44.150001525878906,263447,2021-12-06
2021-12-13,52.29999923706055,52.29999923706055,61.70000076293945,44.650001525878906,46.900001525878906,1689336,2021-12-13
2021-12-20,48.849998474121094,48.849998474121094,52.70000076293945,46.5,51.900001525878906,276987,2021-12-20
2021-12-27,57.45000076293945,57.45000076293945,63.0,49.599998474121094,50.400001525878906,1084771,2021-12-27
2022-01-03,58.04999923706055,58.04999923706055,62.0,56.0,57.900001525878906,418646,2022-01-03
2022-01-10,61.54999923706055,61.54999923706055,72.0,57.75,59.900001525878906,1468907,2022-01-10
2022-01-17,58.29999923706055,58.29999923706055,65.0,55.349998474121094,61.20000076293945,469007,2022-01-17
2022-01-24,57.400001525878906,57.400001525878906,59.25,51.29999923706055,58.79999923706055,250041,2022-01-24
2022-01-31,58.650001525878906,58.650001525878906,61.099998474121094,54.70000076293945,59.95000076293945,192782,2022-01-31
2022-02-07,55.900001525878906,55.900001525878906,61.5,52.099998474121094,59.0,210454,2022-02-07
2022-02-14,51.70000076293945,51.70000076293945,55.95000076293945,49.5,53.29999923706055,155380,2022-02-14
2022-02-21,47.849998474121094,47.849998474121094,51.900001525878906,44.400001525878906,50.099998474121094,203804,2022-02-21
2022-02-28,48.25,48.25,50.0,46.04999923706055,47.0,57337,2022-02-28
2022-03-07,48.75,48.75,50.45000076293945,45.0,48.0,43085,2022-03-07
2022-03-14,48.95000076293945,48.95000076293945,50.900001525878906,46.099998474121094,49.95000076293945,56938,2022-03-14
2022-03-21,47.20000076293945,47.20000076293945,50.04999923706055,45.599998474121094,50.0,100670,2022-03-21
2022-03-28,47.54999923706055,47.54999923706055,49.70000076293945,45.45000076293945,47.20000076293945,96535,2022-03-28
2022-04-04,64.5999984741211,64.5999984741211,75.0,48.0,48.5,1853737,2022-04-04
2022-04-11,59.25,59.25,69.0,58.099998474121094,64.0,193761,2022-04-11
2022-04-18,56.650001525878906,56.650001525878906,62.0,54.54999923706055,59.25,159583,2022-04-18
2022-04-25,49.25,49.25,56.5,49.0,55.54999923706055,139451,2022-04-25
2022-05-02,47.25,47.25,52.70000076293945,47.099998474121094,49.25,41415,2022-05-02
2022-05-09,41.0,41.0,49.20000076293945,39.0,49.20000076293945,60700,2022-05-09
2022-05-16,47.599998474121094,47.599998474121094,49.95000076293945,40.599998474121094,41.900001525878906,68147,2022-05-16
2022-05-23,44.95000076293945,44.95000076293945,49.5,42.0,47.599998474121094,30980,2022-05-23
2022-05-30,45.20000076293945,45.20000076293945,46.95000076293945,43.75,45.0,15539,2022-05-30
2022-06-06,41.20000076293945,41.20000076293945,46.0,40.20000076293945,44.650001525878906,55855,2022-06-06
2022-06-13,38.650001525878906,38.650001525878906,42.75,38.0,40.400001525878906,39603,2022-06-13
2022-06-20,44.400001525878906,44.400001525878906,45.25,36.150001525878906,38.75,36800,2022-06-20
2022-06-27,42.95000076293945,42.95000076293945,45.349998474121094,41.5,45.29999923706055,65579,2022-06-27
2022-07-04,42.75,42.75,45.400001525878906,41.599998474121094,42.25,73799,2022-07-04
2022-07-11,42.400001525878906,42.400001525878906,44.0,41.650001525878906,43.650001525878906,32429,2022-07-11
2022-07-18,42.25,42.25,43.849998474121094,40.349998474121094,42.400001525878906,87944,2022-07-18
2022-07-25,42.29999923706055,42.29999923706055,42.849998474121094,40.400001525878906,40.400001525878906,71487,2022-07-25
2022-08-01,41.650001525878906,41.650001525878906,44.75,41.099998474121094,42.29999923706055,77555,2022-08-01
2022-08-08,45.849998474121094,45.849998474121094,47.349998474121094,40.650001525878906,40.849998474121094,168844,2022-08-08
2022-08-15,43.75,43.75,50.0,40.20000076293945,45.849998474121094,298216,2022-08-15
2022-08-22,44.75,44.75,46.900001525878906,43.0,43.099998474121094,108295,2022-08-22
2022-08-29,46.150001525878906,46.150001525878906,48.04999923706055,42.45000076293945,44.650001525878906,209067,2022-08-29
2022-09-05,45.29999923706055,45.29999923706055,48.70000076293945,44.599998474121094,46.099998474121094,117637,2022-09-05
2022-09-12,45.79999923706055,45.79999923706055,50.95000076293945,44.29999923706055,45.29999923706055,491387,2022-09-12
2022-09-19,44.95000076293945,44.95000076293945,48.0,44.0,48.0,135729,2022-09-19
2022-09-26,42.45000076293945,42.45000076293945,45.150001525878906,38.54999923706055,44.95000076293945,73493,2022-09-26
2022-10-03,44.5,44.5,45.45000076293945,41.099998474121094,41.75,55079,2022-10-03
2022-10-10,53.79999923706055,53.79999923706055,57.900001525878906,43.0,44.0,1266417,2022-10-10
2022-10-17,46.79999923706055,46.79999923706055,55.400001525878906,46.5,55.400001525878906,144959,2022-10-17
2022-10-24,45.29999923706055,45.29999923706055,49.25,44.0,46.79999923706055,31222,2022-10-24
2022-10-31,44.599998474121094,44.599998474121094,47.25,43.70000076293945,45.29999923706055,28538,2022-10-31
2022-11-07,43.099998474121094,43.099998474121094,44.95000076293945,42.29999923706055,44.95000076293945,45247,2022-11-07
2022-11-14,42.25,42.25,44.0,42.099998474121094,43.150001525878906,13571,2022-11-14
2022-11-21,42.400001525878906,42.400001525878906,43.900001525878906,40.20000076293945,43.900001525878906,26225,2022-11-21
2022-11-28,42.849998474121094,42.849998474121094,43.5,41.25,42.95000076293945,23258,2022-11-28
2022-12-05,41.650001525878906,41.650001525878906,43.400001525878906,40.75,42.0,45621,2022-12-05
2022-12-12,41.0,41.0,43.04999923706055,40.5,41.849998474121094,82354,2022-12-12
2022-12-19,38.349998474121094,38.349998474121094,43.599998474121094,38.349998474121094,41.900001525878906,124467,2022-12-19
2022-12-26,40.20000076293945,40.20000076293945,40.900001525878906,37.20000076293945,38.95000076293945,102020,2022-12-26
2023-01-02,41.849998474121094,41.849998474121094,42.5,39.79999923706055,41.349998474121094,100156,2023-01-02
2023-01-09,40.75,40.75,42.400001525878906,40.349998474121094,42.400001525878906,57813,2023-01-09
2023-01-16,40.0,40.0,42.5,39.650001525878906,41.900001525878906,41013,2023-01-16
2023-01-23,38.45000076293945,38.45000076293945,41.349998474121094,37.79999923706055,40.0,26450,2023-01-23
2023-01-30,38.54999923706055,38.54999923706055,40.20000076293945,37.650001525878906,38.349998474121094,35765,2023-01-30
2023-02-06,37.95000076293945,37.95000076293945,40.45000076293945,37.650001525878906,38.54999923706055,71394,2023-02-06
2023-02-13,36.54999923706055,36.54999923706055,38.400001525878906,36.099998474121094,37.900001525878906,24806,2023-02-13
2023-02-20,33.849998474121094,33.849998474121094,37.75,32.04999923706055,36.54999923706055,40669,2023-02-20
2023-02-27,33.599998474121094,33.599998474121094,35.849998474121094,32.349998474121094,34.0,52257,2023-02-27
2023-03-06,36.150001525878906,36.150001525878906,38.5,33.04999923706055,34.599998474121094,78070,2023-03-06
2023-03-13,34.150001525878906,34.150001525878906,37.5,33.0,37.5,53480,2023-03-13
2023-03-20,31.100000381469727,31.100000381469727,34.650001525878906,30.899999618530273,32.5,44588,2023-03-20
2023-03-27,30.950000762939453,30.950000762939453,32.599998474121094,29.549999237060547,31.5,19425,2023-03-27
2023-04-03,34.20000076293945,34.20000076293945,35.400001525878906,30.799999237060547,30.899999618530273,38642,2023-04-03
2023-04-10,36.70000076293945,36.70000076293945,43.45000076293945,33.45000076293945,35.400001525878906,210088,2023-04-10
2023-04-17,37.400001525878906,37.400001525878906,38.150001525878906,35.29999923706055,36.79999923706055,20850,2023-04-17
2023-04-24,38.5,38.5,41.150001525878906,36.5,37.70000076293945,68211,2023-04-24
2023-05-01,38.25,38.25,40.900001525878906,37.099998474121094,38.5,37880,2023-05-01
2023-05-08,38.20000076293945,38.20000076293945,42.20000076293945,37.900001525878906,38.349998474121094,175386,2023-05-08
2023-05-15,37.79999923706055,37.79999923706055,40.900001525878906,37.5,38.0,50976,2023-05-15
2023-05-22,35.29999923706055,35.29999923706055,38.5,34.349998474121094,38.0,62987,2023-05-22
2023-05-29,32.95000076293945,32.95000076293945,36.0,29.149999618530273,35.099998474121094,216801,2023-05-29
2023-06-05,35.349998474121094,35.349998474121094,38.5,33.04999923706055,33.5,314237,2023-06-05
2023-06-12,37.04999923706055,37.04999923706055,39.0,35.349998474121094,35.349998474121094,95340,2023-06-12
2023-06-19,35.349998474121094,35.349998474121094,37.900001525878906,33.95000076293945,37.900001525878906,81735,2023-06-19
2023-06-26,35.599998474121094,35.599998474121094,38.5,34.04999923706055,35.349998474121094,248240,2023-06-26
2023-07-03,35.75,35.75,37.150001525878906,35.150001525878906,36.25,64086,2023-07-03
2023-07-10,36.349998474121094,36.349998474121094,39.29999923706055,35.099998474121094,35.099998474121094,255755,2023-07-10
2023-07-17,37.04999923706055,37.04999923706055,38.900001525878906,35.0,36.20000076293945,374318,2023-07-17
2023-07-24,36.70000076293945,36.70000076293945,41.25,36.04999923706055,37.04999923706055,636968,2023-07-24
2023-07-31,37.45000076293945,37.45000076293945,38.849998474121094,36.45000076293945,37.45000076293945,186017,2023-07-31
2023-08-07,35.70000076293945,35.70000076293945,37.900001525878906,35.5,37.5,123278,2023-08-07
2023-08-14,38.20000076293945,38.20000076293945,39.5,35.349998474121094,37.0,203082,2023-08-14
2023-08-21,36.5,36.5,39.849998474121094,36.099998474121094,38.5,281971,2023-08-21
2023-08-28,39.75,39.75,42.29999923706055,36.5,36.5,557674,2023-08-28
2023-09-04,40.79999923706055,40.79999923706055,42.54999923706055,39.099998474121094,41.95000076293945,468200,2023-09-04
2023-09-11,37.099998474121094,37.099998474121094,41.349998474121094,36.349998474121094,39.650001525878906,321257,2023-09-11
2023-09-18,38.54999923706055,38.54999923706055,41.79999923706055,36.599998474121094,36.599998474121094,435359,2023-09-18
2023-09-25,39.04999923706055,39.04999923706055,39.45000076293945,37.54999923706055,39.25,127437,2023-09-25
2023-10-02,37.900001525878906,37.900001525878906,39.400001525878906,37.150001525878906,39.04999923706055,122127,2023-10-02
2023-10-09,41.0,41.0,43.099998474121094,36.54999923706055,37.79999923706055,580961,2023-10-09
2023-10-16,39.54999923706055,39.54999923706055,41.79999923706055,38.650001525878906,41.0,191685,2023-10-16
2023-10-23,37.70000076293945,37.70000076293945,39.5,36.70000076293945,39.5,71761,2023-10-23
2023-10-30,38.0,38.0,40.0,37.20000076293945,38.900001525878906,151348,2023-10-30
2023-11-06,40.599998474121094,40.599998474121094,43.45000076293945,37.70000076293945,38.79999923706055,559061,2023-11-06
2023-11-13,47.04999923706055,47.04999923706055,51.599998474121094,40.0,41.400001525878906,2071805,2023-11-13
2023-11-20,44.70000076293945,44.70000076293945,51.400001525878906,44.5,47.25,950555,2023-11-20
2023-11-27,44.54999923706055,44.54999923706055,46.20000076293945,42.900001525878906,44.70000076293945,267913,2023-11-27
2023-12-04,45.95000076293945,45.95000076293945,48.25,42.5,45.5,459366,2023-12-04
2023-12-11,45.599998474121094,45.599998474121094,47.900001525878906,44.95000076293945,47.54999923706055,183259,2023-12-11
2023-12-18,51.95000076293945,51.95000076293945,56.5,45.400001525878906,45.70000076293945,2212960,2023-12-18
2023-12-25,49.70000076293945,49.70000076293945,54.5,46.79999923706055,51.95000076293945,1097895,2023-12-25
2024-01-01,53.5,53.5,55.599998474121094,49.099998474121094,50.79999923706055,851291,2024-01-01
2024-01-08,52.5,52.5,55.900001525878906,50.20000076293945,53.400001525878906,505679,2024-01-08
2024-01-15,52.849998474121094,52.849998474121094,57.5,52.150001525878906,53.75,735617,2024-01-15
2024-01-22,55.349998474121094,55.349998474121094,55.79999923706055,49.5,52.849998474121094,367155,2024-01-22
2024-01-29,58.45000076293945,58.45000076293945,64.25,55.099998474121094,55.54999923706055,1421780,2024-01-29
2024-02-05,57.400001525878906,57.400001525878906,66.0,56.79999923706055,60.70000076293945,914920,2024-02-05
2024-02-12,58.150001525878906,58.150001525878906,62.79999923706055,52.650001525878906,57.79999923706055,628185,2024-02-12
2024-02-19,65.25,65.25,72.0,57.79999923706055,57.79999923706055,3702245,2024-02-19
2024-02-26,61.900001525878906,61.900001525878906,67.5,61.54999923706055,65.19999694824219,440910,2024-02-26
2024-03-04,63.45000076293945,63.45000076293945,67.75,61.650001525878906,65.69999694824219,364754,2024-03-04
2024-03-11,58.29999923706055,58.29999923706055,63.849998474121094,49.0,63.45000076293945,574376,2024-03-11
2024-03-18,56.45000076293945,56.45000076293945,60.0,52.79999923706055,60.0,150640,2024-03-18
2024-03-25,54.150001525878906,54.150001525878906,57.29999923706055,52.79999923706055,56.45000076293945,124180,2024-03-25
2024-04-01,62.04999923706055,62.04999923706055,64.0,54.25,55.5,404290,2024-04-01
2024-04-08,62.400001525878906,62.400001525878906,67.0,59.0,62.900001525878906,283328,2024-04-08
2024-04-15,57.650001525878906,57.650001525878906,62.400001525878906,56.400001525878906,62.400001525878906,105938,2024-04-15
2024-04-22,63.20000076293945,63.20000076293945,69.0,57.20000076293945,59.0,766600,2024-04-22
2024-04-29,62.45000076293945,62.45000076293945,70.69999694824219,61.75,63.5,453038,2024-04-29
2024-05-06,60.20000076293945,60.20000076293945,64.9000015258789,59.400001525878906,62.04999923706055,147498,2024-05-06
2024-05-13,58.599998474121094,58.599998474121094,63.650001525878906,58.0,61.70000076293945,210626,2024-05-13
2024-05-20,62.95000076293945,62.95000076293945,65.25,56.900001525878906,58.400001525878906,515329,2024-05-20
2024-05-27,60.599998474121094,60.599998474121094,67.80000305175781,57.900001525878906,64.0,506549,2024-05-27
2024-06-03,61.0,61.0,63.900001525878906,53.5,63.900001525878906,243570,2024-06-03
2024-06-10,63.040000915527344,63.040000915527344,64.58999633789062,60.599998474121094,61.75,212971,2024-06-10
2024-06-17,67.01000213623047,67.01000213623047,73.38999938964844,63.040000915527344,63.040000915527344,1140884,2024-06-17
2024-06-24,65.41999816894531,65.41999816894531,70.0,65.0,67.4000015258789,508099,2024-06-24
2024-07-01,66.01000213623047,66.01000213623047,68.5,64.12000274658203,65.77999877929688,221900,2024-07-01
2024-07-08,69.75,69.75,74.0,65.75,66.87999725341797,800115,2024-07-08
2024-07-15,69.12000274658203,69.12000274658203,76.94999694824219,68.0999984741211,70.5999984741211,708678,2024-07-15
2024-07-22,70.20999908447266,70.20999908447266,74.45999908447266,65.75,70.7699966430664,383463,2024-07-22
2024-07-29,68.22000122070312,68.22000122070312,71.5999984741211,67.98999786376953,69.75,149956,2024-07-29
2024-08-05,68.06999969482422,68.06999969482422,71.19999694824219,65.5999984741211,68.19999694824219,288291,2024-08-05
2024-08-12,68.63999938964844,68.63999938964844,74.4000015258789,67.30999755859375,69.05000305175781,365701,2024-08-12
2024-08-19,69.2699966430664,69.2699966430664,72.44000244140625,68.12000274658203,68.63999938964844,161495,2024-08-19
2024-08-26,68.05000305175781,68.05000305175781,70.44999694824219,67.5,69.95999908447266,118821,2024-08-26
2024-09-02,63.400001525878906,63.400001525878906,69.38999938964844,62.099998474121094,68.87999725341797,226251,2024-09-02
2024-09-09,69.94999694824219,69.94999694824219,75.80000305175781,62.0,62.0,775224,2024-09-09
2024-09-16,66.56999969482422,66.56999969482422,73.5999984741211,65.98999786376953,70.0,278799,2024-09-16
2024-09-23,67.80000305175781,67.80000305175781,79.30000305175781,65.91999816894531,66.76000213623047,3706788,2024-09-23
2024-09-30,65.08999633789062,65.08999633789062,71.75,64.75,69.33999633789062,665302,2024-09-30
2024-10-07,65.5,65.5,69.3499984741211,59.310001373291016,66.26000213623047,316402,2024-10-07
2024-10-14,64.76000213623047,64.76000213623047,68.69999694824219,62.310001373291016,65.5,300918,2024-10-14
2024-10-21,54.7599983215332,54.7599983215332,66.9000015258789,54.279998779296875,64.76000213623047,412840,2024-10-21
2024-10-28,63.79999923706055,63.79999923706055,68.25,54.310001373291016,54.599998474121094,780265,2024-10-28
2024-11-04,60.4900016784668,60.4900016784668,64.69999694824219,59.599998474121094,63.29999923706055,117500,2024-11-04
2024-11-11,63.36000061035156,63.36000061035156,70.55000305175781,59.61000061035156,59.61000061035156,762360,2024-11-11
2024-11-18,59.43000030517578,59.43000030517578,64.9000015258789,58.91999816894531,64.9000015258789,112813,2024-11-18
2024-11-25,62.779998779296875,62.779998779296875,66.5,59.5099983215332,60.060001373291016,283658,2024-11-25
2024-12-02,64.0,64.0,66.0,61.709999084472656,62.0,159978,2024-12-02
2024-12-09,60.52000045776367,60.52000045776367,67.29000091552734,59.40999984741211,64.5,415663,2024-12-09
2024-12-16,58.91999816894531,58.91999816894531,64.68000030517578,58.029998779296875,60.59000015258789,180293,2024-12-16
2024-12-23,57.9900016784668,57.9900016784668,60.7599983215332,57.310001373291016,60.7599983215332,76000,2024-12-23
2024-12-30,58.65999984741211,58.65999984741211,60.849998474121094,55.95000076293945,57.529998779296875,293260,2024-12-30
2025-01-06,45.70000076293945,45.70000076293945,59.0,45.25,59.0,343711,2025-01-06
2025-01-13,46.25,46.25,49.4900016784668,41.79999923706055,45.400001525878906,127677,2025-01-13
2025-01-20,42.65999984741211,42.65999984741211,47.459999084472656,42.11000061035156,46.41999816894531,43534,2025-01-20
2025-01-27,39.029998779296875,39.029998779296875,45.54999923706055,38.0099983215332,41.04999923706055,206763,2025-01-27
2025-02-03,40.75,40.75,42.5,38.2599983215332,38.2599983215332,52867,2025-02-03
2025-02-10,33.33000183105469,33.33000183105469,41.97999954223633,33.33000183105469,41.97999954223633,86861,2025-02-10
2025-02-17,31.610000610351562,31.610000610351562,34.5,30.15999984741211,33.33000183105469,27139,2025-02-17
2025-02-24,29.540000915527344,29.540000915527344,32.93000030517578,29.350000381469727,32.45000076293945,25806,2025-02-24
2025-03-03,28.790000915527344,28.790000915527344,29.540000915527344,26.549999237060547,29.540000915527344,92982,2025-03-03
2025-03-10,24.5,24.5,29.5,24.5,28.799999237060547,72427,2025-03-10
2025-03-17,24.450000762939453,24.450000762939453,25.790000915527344,23.219999313354492,25.0,101298,2025-03-17
2025-03-24,26.0,26.0,26.399999618530273,22.1200008392334,25.299999237060547,797135,2025-03-24
2025-03-31,28.06999969482422,28.06999969482422,29.049999237060547,26.0,26.0,37211,2025-03-31
2025-04-07,25.8799991607666,25.8799991607666,27.5,25.8799991607666,27.5,6161,2025-04-07
2025-04-14,25.920000076293945,25.920000076293945,26.260000228881836,25.700000762939453,25.75,6795,2025-04-14
2025-04-21,24.309999465942383,24.309999465942383,25.799999237060547,24.309999465942383,25.5,25978,2025-04-21
2025-04-28,23.399999618530273,23.399999618530273,24.309999465942383,23.34000015258789,24.309999465942383,13938,2025-04-28
2025-05-05,24.5,24.5,24.559999465942383,23.149999618530273,23.149999618530273,15011,2025-05-05
2025-05-12,28.1200008392334,28.1200008392334,29.229999542236328,24.6200008392334,24.6200008392334,25194,2025-05-12
2025-05-19,28.219999313354492,28.219999313354492,30.299999237060547,28.0,28.1200008392334,32452,2025-05-19
2025-05-26,28.639999389648438,28.639999389648438,28.780000686645508,27.700000762939453,28.780000686645508,13038,2025-05-26
2025-06-02,28.049999237060547,28.049999237060547,28.639999389648438,27.93000030517578,28.5,11130,2025-06-02
2025-06-09,27.979999542236328,27.979999542236328,28.959999084472656,27.8799991607666,28.399999618530273,15313,2025-06-09
2025-06-16,26.010000228881836,26.010000228881836,27.5,25.969999313354492,27.440000534057617,9549,2025-06-16
2025-06-23,26.15999984741211,26.15999984741211,27.0,26.010000228881836,26.5,11142,2025-06-23
2025-06-30,28.670000076293945,28.670000076293945,29.200000762939453,25.260000228881836,26.809999465942383,34638,2025-06-30
2025-07-07,33.029998779296875,33.029998779296875,34.099998474121094,28.059999465942383,28.530000686645508,103815,2025-07-07
2025-07-14,31.709999084472656,31.709999084472656,32.36000061035156,31.709999084472656,32.36000061035156,3205,2025-07-14
