Date,Adj Close_TERASOFT.NS,Close_TERASOFT.NS,High_TERASOFT.NS,Low_TERASOFT.NS,Open_TERASOFT.NS,Volume_TERASOFT.NS,Date
2020-07-13,26.700000762939453,26.700000762939453,28.100000381469727,26.149999618530273,27.0,72548,2020-07-13
2020-07-20,24.649999618530273,24.649999618530273,27.0,24.299999237060547,26.700000762939453,123479,2020-07-20
2020-07-27,24.25,24.25,25.450000762939453,23.799999237060547,24.649999618530273,88038,2020-07-27
2020-08-03,28.049999237060547,28.049999237060547,28.049999237060547,23.850000381469727,24.100000381469727,100027,2020-08-03
2020-08-10,29.950000762939453,29.950000762939453,32.75,27.649999618530273,28.600000381469727,422445,2020-08-10
2020-08-17,31.25,31.25,31.799999237060547,28.850000381469727,30.399999618530273,195980,2020-08-17
2020-08-24,30.049999237060547,30.049999237060547,33.349998474121094,29.950000762939453,31.5,328924,2020-08-24
2020-08-31,29.649999618530273,29.649999618530273,32.95000076293945,26.899999618530273,30.899999618530273,229443,2020-08-31
2020-09-07,26.850000381469727,26.850000381469727,30.899999618530273,25.649999618530273,29.899999618530273,176005,2020-09-07
2020-09-14,26.649999618530273,26.649999618530273,28.100000381469727,25.950000762939453,26.850000381469727,94708,2020-09-14
2020-09-21,25.75,25.75,27.0,24.0,27.0,48675,2020-09-21
2020-09-28,26.75,26.75,28.0,24.700000762939453,25.950000762939453,38179,2020-09-28
2020-10-05,30.25,30.25,31.0,25.600000381469727,26.350000381469727,233386,2020-10-05
2020-10-12,28.100000381469727,28.100000381469727,31.899999618530273,27.200000762939453,30.25,178093,2020-10-12
2020-10-19,27.200000762939453,27.200000762939453,28.600000381469727,26.100000381469727,28.100000381469727,54267,2020-10-19
2020-10-26,32.5,32.5,36.29999923706055,26.700000762939453,27.350000381469727,2231230,2020-10-26
2020-11-02,28.5,28.5,33.5,28.200000762939453,33.5,248307,2020-11-02
2020-11-09,28.75,28.75,32.5,26.799999237060547,28.5,255483,2020-11-09
2020-11-16,28.600000381469727,28.600000381469727,30.450000762939453,28.100000381469727,30.450000762939453,103080,2020-11-16
2020-11-23,31.0,31.0,32.70000076293945,28.0,29.0,547922,2020-11-23
2020-11-30,30.299999237060547,30.299999237060547,31.649999618530273,28.700000762939453,31.0,136283,2020-11-30
2020-12-07,31.600000381469727,31.600000381469727,33.0,29.299999237060547,30.600000381469727,306774,2020-12-07
2020-12-14,34.29999923706055,34.29999923706055,36.29999923706055,29.600000381469727,32.20000076293945,770996,2020-12-14
2020-12-21,49.25,49.25,54.650001525878906,36.20000076293945,36.5,4599558,2020-12-21
2020-12-28,62.70000076293945,62.70000076293945,62.70000076293945,46.70000076293945,51.25,2176302,2020-12-28
2021-01-04,59.25,59.25,72.5,59.25,65.80000305175781,1562258,2021-01-04
2021-01-11,54.45000076293945,54.45000076293945,64.0,54.150001525878906,56.5,1110006,2021-01-11
2021-01-18,48.95000076293945,48.95000076293945,56.900001525878906,48.25,54.45000076293945,560329,2021-01-18
2021-01-25,48.75,48.75,49.900001525878906,42.099998474121094,48.95000076293945,268228,2021-01-25
2021-02-01,47.349998474121094,47.349998474121094,51.70000076293945,45.70000076293945,48.75,400193,2021-02-01
2021-02-08,46.75,46.75,48.79999923706055,45.099998474121094,48.79999923706055,347928,2021-02-08
2021-02-15,41.349998474121094,41.349998474121094,46.849998474121094,41.25,46.0,290971,2021-02-15
2021-02-22,41.25,41.25,42.900001525878906,39.29999923706055,41.20000076293945,243228,2021-02-22
2021-03-01,40.95000076293945,40.95000076293945,43.599998474121094,40.20000076293945,41.25,178452,2021-03-01
2021-03-08,40.0,40.0,42.400001525878906,39.650001525878906,42.04999923706055,111408,2021-03-08
2021-03-15,36.45000076293945,36.45000076293945,41.400001525878906,35.79999923706055,40.849998474121094,179020,2021-03-15
2021-03-22,36.29999923706055,36.29999923706055,40.5,35.20000076293945,36.599998474121094,150537,2021-03-22
2021-03-29,39.54999923706055,39.54999923706055,39.70000076293945,36.0,36.29999923706055,91458,2021-03-29
2021-04-05,39.099998474121094,39.099998474121094,41.04999923706055,37.599998474121094,40.0,164478,2021-04-05
2021-04-12,36.349998474121094,36.349998474121094,38.400001525878906,35.599998474121094,38.0,82218,2021-04-12
2021-04-19,37.45000076293945,37.45000076293945,38.900001525878906,33.04999923706055,36.75,166533,2021-04-19
2021-04-26,37.20000076293945,37.20000076293945,43.599998474121094,36.099998474121094,37.70000076293945,396956,2021-04-26
2021-05-03,38.54999923706055,38.54999923706055,40.29999923706055,36.95000076293945,37.099998474121094,160750,2021-05-03
2021-05-10,39.599998474121094,39.599998474121094,41.400001525878906,38.04999923706055,39.349998474121094,126078,2021-05-10
2021-05-17,42.900001525878906,42.900001525878906,48.400001525878906,39.599998474121094,40.29999923706055,542014,2021-05-17
2021-05-24,45.54999923706055,45.54999923706055,49.650001525878906,43.0,43.0,622864,2021-05-24
2021-05-31,46.150001525878906,46.150001525878906,47.900001525878906,43.25,44.75,234310,2021-05-31
2021-06-07,53.54999923706055,53.54999923706055,57.79999923706055,47.25,49.45000076293945,1838862,2021-06-07
2021-06-14,56.099998474121094,56.099998474121094,59.0,46.099998474121094,53.79999923706055,1440005,2021-06-14
2021-06-21,54.95000076293945,54.95000076293945,62.0,54.25,56.099998474121094,1171116,2021-06-21
2021-06-28,55.5,55.5,60.0,54.150001525878906,54.25,460250,2021-06-28
2021-07-05,55.70000076293945,55.70000076293945,59.45000076293945,55.099998474121094,55.54999923706055,439528,2021-07-05
2021-07-12,78.94999694824219,78.94999694824219,84.9000015258789,54.0,56.900001525878906,4887381,2021-07-12
2021-07-19,74.8499984741211,74.8499984741211,85.0,74.19999694824219,78.0,1734851,2021-07-19
2021-07-26,63.79999923706055,63.79999923706055,75.94999694824219,62.75,75.0,533209,2021-07-26
2021-08-02,66.0999984741211,66.0999984741211,73.75,62.650001525878906,64.05000305175781,214826,2021-08-02
2021-08-09,62.849998474121094,62.849998474121094,68.0,54.849998474121094,67.0,160053,2021-08-09
2021-08-16,51.599998474121094,51.599998474121094,63.099998474121094,51.599998474121094,62.849998474121094,100465,2021-08-16
2021-08-23,53.95000076293945,53.95000076293945,56.5,46.599998474121094,51.54999923706055,113962,2021-08-23
2021-08-30,51.650001525878906,51.650001525878906,56.45000076293945,50.349998474121094,56.45000076293945,97687,2021-08-30
