Date,Adj Close_MINDTECK.NS,Close_MINDTECK.NS,High_MINDTECK.NS,Low_MINDTECK.NS,Open_MINDTECK.NS,Volume_MINDTECK.NS,Date
2020-07-13,19.286090850830078,19.479999542236328,20.639999389648438,18.479999542236328,20.0,52985,2020-07-13
2020-07-20,18.335647583007812,18.520000457763672,20.399999618530273,18.1200008392334,20.399999618530273,130115,2020-07-20
2020-07-27,17.979230880737305,18.15999984741211,19.040000915527344,17.600000381469727,18.079999923706055,41781,2020-07-27
2020-08-03,18.850473403930664,19.040000915527344,19.360000610351562,17.8799991607666,18.399999618530273,78542,2020-08-03
2020-08-10,23.0086612701416,23.239999771118164,23.399999618530273,18.920000076293945,19.040000915527344,337665,2020-08-10
2020-08-17,32.11708068847656,32.439998626708984,32.439998626708984,23.399999618530273,23.959999084472656,352475,2020-08-17
2020-08-24,27.523269653320312,27.799999237060547,35.599998474121094,27.799999237060547,34.040000915527344,240642,2020-08-24
2020-08-31,27.721281051635742,28.0,29.15999984741211,26.399999618530273,27.959999084472656,87500,2020-08-31
2020-09-07,25.70158576965332,25.959999084472656,28.15999984741211,23.639999389648438,28.15999984741211,45001,2020-09-07
2020-09-14,26.691631317138672,26.959999084472656,28.799999237060547,25.84000015258789,25.84000015258789,66492,2020-09-14
2020-09-21,22.53343963623047,22.760000228881836,27.799999237060547,22.15999984741211,25.84000015258789,53420,2020-09-21
2020-09-28,23.80069923400879,24.040000915527344,24.959999084472656,22.760000228881836,23.799999237060547,22657,2020-09-28
2020-10-05,26.21640968322754,26.479999542236328,27.399999618530273,23.280000686645508,24.040000915527344,53612,2020-10-05
2020-10-12,25.186763763427734,25.440000534057617,27.760000228881836,24.399999618530273,27.760000228881836,37288,2020-10-12
2020-10-19,24.473928451538086,24.719999313354492,26.280000686645508,24.0,25.959999084472656,26330,2020-10-19
2020-10-26,22.216625213623047,22.440000534057617,25.399999618530273,21.760000228881836,24.799999237060547,17638,2020-10-26
2020-11-02,22.929458618164062,23.15999984741211,23.799999237060547,21.040000915527344,22.799999237060547,38069,2020-11-02
2020-11-09,25.3847713470459,25.639999389648438,25.760000228881836,22.239999771118164,23.920000076293945,41266,2020-11-09
2020-11-16,27.166854858398438,27.440000534057617,28.600000381469727,24.479999542236328,24.559999465942383,93412,2020-11-16
2020-11-23,28.98853874206543,29.280000686645508,30.1200008392334,26.719999313354492,28.31999969482422,171160,2020-11-23
2020-11-30,28.117298126220703,28.399999618530273,30.239999771118164,28.0,29.280000686645508,103736,2020-11-30
2020-12-07,28.03809356689453,28.31999969482422,30.31999969482422,28.040000915527344,29.600000381469727,71492,2020-12-07
2020-12-14,33.146732330322266,33.47999954223633,35.7599983215332,28.8799991607666,29.440000534057617,124525,2020-12-14
2020-12-21,36.671295166015625,37.040000915527344,37.040000915527344,30.68000030517578,32.0,172261,2020-12-21
2020-12-28,46.730159759521484,47.20000076293945,47.20000076293945,37.560001373291016,37.599998474121094,305931,2020-12-28
2021-01-04,41.06709671020508,41.47999954223633,49.560001373291016,40.79999923706055,49.52000045776367,373845,2021-01-04
2021-01-11,37.54253387451172,37.91999816894531,43.52000045776367,37.439998626708984,41.599998474121094,219637,2021-01-11
2021-01-18,36.7504997253418,37.119998931884766,39.959999084472656,34.560001373291016,36.91999816894531,143213,2021-01-18
2021-01-25,34.61199951171875,34.959999084472656,38.52000045776367,32.91999816894531,37.119998931884766,57967,2021-01-25
2021-02-01,35.64164733886719,36.0,38.84000015258789,34.08000183105469,36.47999954223633,69907,2021-02-01
2021-02-08,35.52284240722656,35.880001068115234,38.279998779296875,35.2400016784668,36.0,75899,2021-02-08
2021-02-15,34.29518508911133,34.63999938964844,36.720001220703125,32.79999923706055,34.599998474121094,115089,2021-02-15
2021-02-22,36.908905029296875,37.279998779296875,39.36000061035156,33.400001525878906,35.15999984741211,83481,2021-02-22
2021-03-01,35.64164733886719,36.0,39.15999984741211,35.439998626708984,37.47999954223633,91801,2021-03-01
2021-03-08,36.433685302734375,36.79999923706055,39.79999923706055,35.31999969482422,37.599998474121094,78266,2021-03-08
2021-03-15,35.12682342529297,35.47999954223633,38.0,33.20000076293945,38.0,99992,2021-03-15
2021-03-22,32.98832321166992,33.31999969482422,36.7599983215332,33.20000076293945,36.68000030517578,83352,2021-03-22
2021-03-29,34.57239532470703,34.91999816894531,35.0,33.0,33.31999969482422,49451,2021-03-29
2021-04-05,36.7504997253418,37.119998931884766,37.91999816894531,33.599998474121094,35.20000076293945,128807,2021-04-05
2021-04-12,35.28522872924805,35.63999938964844,39.040000915527344,34.52000045776367,39.040000915527344,95769,2021-04-12
2021-04-19,34.6515998840332,35.0,36.7599983215332,33.560001373291016,34.880001068115234,86082,2021-04-19
2021-04-26,40.7106819152832,41.119998931884766,44.400001525878906,34.880001068115234,35.720001220703125,378176,2021-04-26
2021-05-03,40.19585418701172,40.599998474121094,44.560001373291016,38.560001373291016,41.63999938964844,98014,2021-05-03
2021-05-10,38.572181701660156,38.959999084472656,42.0,38.439998626708984,41.20000076293945,90883,2021-05-10
2021-05-17,42.84918212890625,43.279998779296875,45.599998474121094,38.959999084472656,38.959999084472656,212946,2021-05-17
2021-05-24,44.750064849853516,45.20000076293945,47.63999938964844,42.0,44.68000030517578,173709,2021-05-24
2021-05-31,60.94721984863281,61.560001373291016,63.47999954223633,45.0,47.119998931884766,1311376,2021-05-31
2021-06-07,57.145442962646484,57.720001220703125,62.400001525878906,54.400001525878906,62.400001525878906,471716,2021-06-07
2021-06-14,56.19499588012695,56.7599983215332,59.08000183105469,51.400001525878906,56.400001525878906,346156,2021-06-14
2021-06-21,54.6505241394043,55.20000076293945,59.119998931884766,52.20000076293945,58.7599983215332,216338,2021-06-21
2021-06-28,56.74942398071289,57.31999969482422,57.959999084472656,52.959999084472656,57.959999084472656,208468,2021-06-28
2021-07-05,57.620662689208984,58.20000076293945,59.20000076293945,55.880001068115234,59.20000076293945,187055,2021-07-05
2021-07-12,72.55055236816406,73.27999877929688,73.27999877929688,57.0,58.959999084472656,661610,2021-07-12
2021-07-19,81.85697937011719,82.68000030517578,82.68000030517578,72.0,74.4000015258789,516835,2021-07-19
2021-07-26,91.71783447265625,92.63999938964844,100.4000015258789,86.5999984741211,86.80000305175781,848735,2021-07-26
2021-08-02,96.03443908691406,97.0,107.04000091552734,90.63999938964844,96.72000122070312,805501,2021-08-02
2021-08-09,85.85677337646484,86.72000122070312,101.83999633789062,85.0,101.80000305175781,582959,2021-08-09
2021-08-16,69.97643280029297,70.68000030517578,91.04000091552734,70.68000030517578,86.80000305175781,301618,2021-08-16
2021-08-23,79.9957046508789,80.80000305175781,81.55999755859375,63.84000015258789,69.63999938964844,664629,2021-08-23
2021-08-30,75.95630645751953,76.72000122070312,83.95999908447266,74.36000061035156,83.91999816894531,415407,2021-08-30
2021-09-06,71.63970947265625,72.36000061035156,79.91999816894531,70.27999877929688,79.91999816894531,234208,2021-09-06
2021-09-13,70.41205596923828,71.12000274658203,74.23999786376953,68.87999725341797,72.44000244140625,283670,2021-09-13
2021-09-20,70.72886657714844,71.44000244140625,73.72000122070312,66.31999969482422,71.19999694824219,266932,2021-09-20
