Date,Adj Close_5PAISA.NS,Close_5PAISA.NS,High_5PAISA.NS,Low_5PAISA.NS,Open_5PAISA.NS,Volume_5PAISA.NS,Date
2020-07-13,348.5,348.5,376.3999938964844,340.6000061035156,341.45001220703125,362385,2020-07-13
2020-07-20,444.6499938964844,444.6499938964844,444.6499938964844,331.1000061035156,344.0,346277,2020-07-20
2020-07-27,344.1499938964844,344.1499938964844,465.0,344.1499938964844,456.79998779296875,134409,2020-07-27
2020-08-03,382.6499938964844,382.6499938964844,395.0,316.04998779296875,326.95001220703125,177574,2020-08-03
2020-08-10,355.3500061035156,355.3500061035156,390.0,347.04998779296875,384.0,167572,2020-08-10
2020-08-17,352.04998779296875,352.04998779296875,357.0,321.54998779296875,355.0,71905,2020-08-17
2020-08-24,378.04998779296875,378.04998779296875,379.45001220703125,338.0,352.04998779296875,77331,2020-08-24
2020-08-31,396.04998779296875,396.04998779296875,396.04998779296875,335.1000061035156,378.04998779296875,99683,2020-08-31
2020-09-07,365.8999938964844,365.8999938964844,414.0,343.04998779296875,413.95001220703125,60275,2020-09-07
2020-09-14,379.70001220703125,379.70001220703125,396.0,360.5,365.8999938964844,82008,2020-09-14
2020-09-21,343.1499938964844,343.1499938964844,389.95001220703125,331.3999938964844,389.8999938964844,47635,2020-09-21
2020-09-28,334.3999938964844,334.3999938964844,360.0,329.75,356.04998779296875,22688,2020-09-28
2020-10-05,367.79998779296875,367.79998779296875,375.0,338.0,344.3999938964844,88709,2020-10-05
2020-10-12,344.04998779296875,344.04998779296875,364.0,327.04998779296875,364.0,69173,2020-10-12
2020-10-19,351.04998779296875,351.04998779296875,361.5,335.1000061035156,344.04998779296875,57956,2020-10-19
2020-10-26,320.75,320.75,352.0,307.04998779296875,346.04998779296875,106940,2020-10-26
2020-11-02,310.6000061035156,310.6000061035156,330.0,303.6000061035156,324.3999938964844,28508,2020-11-02
2020-11-09,321.6499938964844,321.6499938964844,332.95001220703125,312.3999938964844,322.8999938964844,109686,2020-11-09
2020-11-16,344.29998779296875,344.29998779296875,344.29998779296875,318.25,320.70001220703125,59702,2020-11-16
2020-11-23,325.79998779296875,325.79998779296875,360.3500061035156,318.5,360.3500061035156,62200,2020-11-23
2020-11-30,333.3999938964844,333.3999938964844,340.1499938964844,325.79998779296875,325.79998779296875,33543,2020-11-30
2020-12-07,328.8500061035156,328.8500061035156,372.0,322.0,338.8999938964844,89927,2020-12-07
2020-12-14,299.3500061035156,299.3500061035156,334.95001220703125,284.79998779296875,329.04998779296875,98753,2020-12-14
2020-12-21,296.45001220703125,296.45001220703125,305.0,264.3500061035156,298.0,144493,2020-12-21
2020-12-28,302.1499938964844,302.1499938964844,318.0,295.0,309.79998779296875,66954,2020-12-28
2021-01-04,315.1000061035156,315.1000061035156,335.75,295.0,305.8999938964844,90628,2021-01-04
2021-01-11,308.04998779296875,308.04998779296875,387.75,305.0,320.0,837504,2021-01-11
2021-01-18,287.75,287.75,313.0,285.0,309.0,255559,2021-01-18
2021-01-25,265.04998779296875,265.04998779296875,296.8999938964844,260.1000061035156,296.8999938964844,102519,2021-01-25
2021-02-01,273.5,273.5,289.3999938964844,251.25,265.04998779296875,253094,2021-02-01
2021-02-08,252.85000610351562,252.85000610351562,283.0,246.8000030517578,283.0,247688,2021-02-08
2021-02-15,257.75,257.75,265.0,249.0,255.0,128749,2021-02-15
2021-02-22,261.0,261.0,265.0,237.6999969482422,257.79998779296875,175387,2021-02-22
2021-03-01,276.95001220703125,276.95001220703125,280.0,260.0,261.8999938964844,213053,2021-03-01
2021-03-08,279.6499938964844,279.6499938964844,290.75,263.0,282.54998779296875,169097,2021-03-08
2021-03-15,278.8999938964844,278.8999938964844,288.70001220703125,260.0,288.0,124719,2021-03-15
2021-03-22,250.9499969482422,250.9499969482422,284.29998779296875,245.0,284.29998779296875,101224,2021-03-22
2021-03-29,260.6000061035156,260.6000061035156,268.5,235.64999389648438,250.9499969482422,77729,2021-03-29
2021-04-05,300.1000061035156,300.1000061035156,304.0,268.0,278.79998779296875,321755,2021-04-05
2021-04-12,367.79998779296875,367.79998779296875,417.0,277.1000061035156,300.79998779296875,1114971,2021-04-12
2021-04-19,370.54998779296875,370.54998779296875,420.0,331.0,371.1000061035156,793187,2021-04-19
2021-04-26,354.75,354.75,387.0,352.0,374.8999938964844,278530,2021-04-26
2021-05-03,367.1499938964844,367.1499938964844,374.79998779296875,333.29998779296875,347.0,623183,2021-05-03
2021-05-10,348.8999938964844,348.8999938964844,369.6499938964844,347.0,359.8500061035156,129556,2021-05-10
2021-05-17,370.8999938964844,370.8999938964844,398.0,345.0,351.29998779296875,287158,2021-05-17
2021-05-24,345.6499938964844,345.6499938964844,375.0,344.0,374.70001220703125,181252,2021-05-24
2021-05-31,417.1000061035156,417.1000061035156,426.6000061035156,343.54998779296875,349.95001220703125,968600,2021-05-31
2021-06-07,379.8999938964844,379.8999938964844,423.5,367.45001220703125,415.8999938964844,513467,2021-06-07
