SYMBOL,SERIES,DATE OF LISTING,ISIN NUMBER,FACE VALUE,YahooSymbol,Symbol,Company,Sector,Industry
ORBTEXP.NS,BE,05-NOV-2013,INE231G01010,10,ORBTEXP.NS,ORBTEXP,Orbit Exports Limited,Consumer Cyclical,Textile Manufacturing
ORCHASP.NS,BE,07-FEB-2025,INE215B01022,2,ORCHASP.NS,ORCHASP,Orchasp Limited,Technology,Software - Application
ORCHPHARMA.NS,EQ,02-NOV-2020,INE191A01027,10,ORCHPHARMA.NS,ORCHPHARMA,Orchid Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic
ORICONENT.NS,EQ,24-JUL-2015,INE730A01022,2,ORICONENT.NS,ORICONENT,Oricon Enterprises Limited,Consumer Cyclical,Packaging & Containers
ORIENTALTL.NS,BE,07-MAR-2007,INE998H01012,10,ORIENTALTL.NS,ORIENTALTL,Oriental Trimex Limited,Industrials,Building Products & Equipment
ORIENTBELL.NS,EQ,14-FEB-2007,INE607D01018,10,ORIENTBELL.NS,ORIENTBELL,Orient Bell Limited,Industrials,Building Products & Equipment
ORIENTCEM.NS,EQ,12-JUL-2013,INE876N01018,1,ORIENTCEM.NS,ORIENTCEM,Orient Cement Limited,Basic Materials,Building Materials
ORIENTCER.NS,EQ,15-DEC-2005,INE569C01020,1,ORIENTCER.NS,ORIENTCER,Orient Ceratech Limited,Basic Materials,Specialty Chemicals
ORIENTELEC.NS,EQ,14-MAY-2018,INE142Z01019,1,ORIENTELEC.NS,ORIENTELEC,Orient Electric Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
ORIENTHOT.NS,EQ,27-AUG-1998,INE750A01020,1,ORIENTHOT.NS,ORIENTHOT,Oriental Hotels Limited,Consumer Cyclical,Lodging
ORIENTTECH.NS,EQ,28-AUG-2024,INE0PPK01015,10,ORIENTTECH.NS,ORIENTTECH,ORIENT TECHNOLOGIES LTD,Technology,Information Technology Services
ORISSAMINE.NS,EQ,29-SEP-2010,INE725E01024,1,ORISSAMINE.NS,ORISSAMINE,The Orissa Minerals Development Company Limited,Basic Materials,Other Industrial Metals & Mining
ORTINGLOBE.NS,EQ,30-MAR-2021,INE749B01020,10,ORTINGLOBE.NS,ORTINGLOBE,Ortin Global Limited,Healthcare,Drug Manufacturers - Specialty & Generic
OSWALGREEN.NS,EQ,28-AUG-1996,INE143A01010,10,OSWALGREEN.NS,OSWALGREEN,Oswal Greentech Limited,Financial Services,Asset Management
OSWALSEEDS.NS,EQ,28-FEB-2023,INE00IK01029,2,OSWALSEEDS.NS,OSWALSEEDS,ShreeOswal Seeds and Chemicals Limited,Basic Materials,Agricultural Inputs
PAGEIND.NS,EQ,16-MAR-2007,INE761H01022,10,PAGEIND.NS,PAGEIND,Page Industries Limited,Consumer Cyclical,Apparel Manufacturing
PAKKA.NS,EQ,11-JUL-2023,INE551D01018,10,PAKKA.NS,PAKKA,Pakka Limited,Basic Materials,Paper & Paper Products
PALASHSECU.NS,EQ,28-JUL-2017,INE471W01019,10,PALASHSECU.NS,PALASHSECU,Palash Securities Limited,Consumer Defensive,Packaged Foods
PANACEABIO.NS,EQ,17-APR-1996,INE922B01023,1,PANACEABIO.NS,PANACEABIO,Panacea Biotec Limited,Healthcare,Biotechnology
PANACHE.NS,BE,06-JAN-2020,INE895W01019,10,PANACHE.NS,PANACHE,Panache Digilife Limited,Technology,Communication Equipment
PANAMAPET.NS,EQ,30-SEP-2011,INE305C01029,2,PANAMAPET.NS,PANAMAPET,Panama Petrochem Limited,Energy,Oil & Gas Refining & Marketing
PARACABLES.NS,EQ,03-JAN-2007,INE074B01023,2,PARACABLES.NS,PARACABLES,Paramount Communications Limited,Technology,Communication Equipment
PARADEEP.NS,EQ,27-MAY-2022,INE088F01024,10,PARADEEP.NS,PARADEEP,Paradeep Phosphates Limited,Basic Materials,Agricultural Inputs
PARAGMILK.NS,EQ,19-MAY-2016,INE883N01014,10,PARAGMILK.NS,PARAGMILK,Parag Milk Foods Limited,Consumer Defensive,Packaged Foods
PARKHOTELS.NS,EQ,12-FEB-2024,INE988S01028,1,PARKHOTELS.NS,PARKHOTELS,PARKHOTELS,Consumer Cyclical,Lodging
PASUPTAC.NS,EQ,12-OCT-2021,INE818B01023,10,PASUPTAC.NS,PASUPTAC,Pasupati Acrylon Limited,Consumer Cyclical,Textile Manufacturing
PATANJALI.NS,EQ,24-JAN-2020,INE619A01035,2,PATANJALI.NS,PATANJALI,Patanjali Foods Limited,Consumer Defensive,Packaged Foods
PATINTLOG.NS,EQ,11-JAN-2008,INE529D01014,10,PATINTLOG.NS,PATINTLOG,Patel Integrated Logistics Limited,Industrials,Integrated Freight & Logistics
PAVNAIND.NS,EQ,01-JUN-2023,INE07S101020,10,PAVNAIND.NS,PAVNAIND,Pavna Industries Limited,Consumer Cyclical,Auto Parts
PAYTM.NS,EQ,18-NOV-2021,INE982J01020,1,PAYTM.NS,PAYTM,One97 Communications Limited,Technology,Software - Infrastructure
PCJEWELLER.NS,EQ,27-DEC-2012,INE785M01021,1,PCJEWELLER.NS,PCJEWELLER,PC Jeweller Limited,Consumer Cyclical,Luxury Goods
PDMJEPAPER.NS,EQ,30-MAR-2016,INE865T01018,1,PDMJEPAPER.NS,PDMJEPAPER,Pudumjee Paper Products Limited,Basic Materials,Paper & Paper Products
PDSL.NS,EQ,21-OCT-2014,INE111Q01021,2,PDSL.NS,PDSL,PDS Limited,Industrials,Specialty Business Services
PENIND.NS,EQ,25-NOV-2010,INE932A01024,5,PENIND.NS,PENIND,Pennar Industries Limited,Industrials,Specialty Industrial Machinery
PERSISTENT.NS,EQ,06-APR-2010,INE262H01021,5,PERSISTENT.NS,PERSISTENT,Persistent Systems Limited,Technology,Information Technology Services
PETRONET.NS,EQ,26-MAR-2004,INE347G01014,10,PETRONET.NS,PETRONET,Petronet LNG Limited,Energy,Oil & Gas Refining & Marketing
PFIZER.NS,EQ,28-APR-1999,INE182A01018,10,PFIZER.NS,PFIZER,Pfizer Limited,Healthcare,Drug Manufacturers - General
PGEL.NS,EQ,26-SEP-2011,INE457L01029,1,PGEL.NS,PGEL,PG Electroplast Limited,Technology,Electronic Components
PGHH.NS,EQ,07-JUL-2004,INE179A01014,10,PGHH.NS,PGHH,Procter & Gamble Hygiene and Health Care Limited,Consumer Defensive,Household & Personal Products
PGHL.NS,EQ,24-APR-1996,INE199A01012,10,PGHL.NS,PGHL,Procter & Gamble Health Limited,Healthcare,Drug Manufacturers - Specialty & Generic
PGIL.NS,EQ,15-FEB-2007,INE940H01022,5,PGIL.NS,PGIL,Pearl Global Industries Limited,Consumer Cyclical,Apparel Manufacturing
PIDILITIND.NS,EQ,29-MAR-1995,INE318A01026,1,PIDILITIND.NS,PIDILITIND,Pidilite Industries Limited,Basic Materials,Specialty Chemicals
PIGL.NS,BE,17-MAY-2023,INE557Z01018,10,PIGL.NS,PIGL,Power & Instrumental (Gujarat) Limited,Industrials,Engineering & Construction
PIIND.NS,EQ,15-JUN-2011,INE603J01030,1,PIIND.NS,PIIND,PI Industries Limited,Basic Materials,Agricultural Inputs
PILANIINVS.NS,EQ,08-DEC-2015,INE417C01014,10,PILANIINVS.NS,PILANIINVS,Pilani Investment and Industries Corporation Limited,Financial Services,Asset Management
PILITA.NS,BE,07-OCT-2013,INE600A01035,1,PILITA.NS,PILITA,Pil Italica Lifestyle Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
PITTIENG.NS,EQ,02-FEB-2007,INE450D01021,5,PITTIENG.NS,PITTIENG,Pitti Engineering Limited,Industrials,Metal Fabrication
PIXTRANS.NS,EQ,28-APR-2022,INE751B01018,10,PIXTRANS.NS,PIXTRANS,PIX Transmissions Limited,Industrials,Specialty Industrial Machinery
PKTEA.NS,BE,19-AUG-2015,INE431F01018,10,PKTEA.NS,PKTEA,The Peria Karamalai Tea and Produce Company Limited,Consumer Defensive,Farm Products
PLASTIBLEN.NS,EQ,28-DEC-2006,INE083C01022,5,PLASTIBLEN.NS,PLASTIBLEN,Plastiblends India Limited,Basic Materials,Specialty Chemicals
PLATIND.NS,EQ,05-MAR-2024,INE0PT501018,10,PLATIND.NS,PLATIND,Platinum Industries Limited,Basic Materials,Specialty Chemicals
PLAZACABLE.NS,EQ,12-OCT-2023,INE0INJ01017,10,PLAZACABLE.NS,PLAZACABLE,Plaza Wires Limited,Industrials,Electrical Equipment & Parts
PNC.NS,BE,11-DEC-2000,INE392B01011,10,PNC.NS,PNC,Pritish Nandy Communications Ltd,Communication Services,Entertainment
PNGJL.NS,EQ,17-SEP-2024,INE953R01016,10,PNGJL.NS,PNGJL,P N GADGIL JEWELLERS LTD,Consumer Cyclical,Luxury Goods
POCL.NS,EQ,06-MAR-2023,INE063E01053,5,POCL.NS,POCL,Pondy Oxides And Chemicals Limited,Basic Materials,Specialty Chemicals
PODDARMENT.NS,EQ,22-NOV-2016,INE371C01013,10,PODDARMENT.NS,PODDARMENT,Poddar Pigments Limited,Basic Materials,Specialty Chemicals
POKARNA.NS,EQ,07-JUL-2016,INE637C01025,2,POKARNA.NS,POKARNA,Pokarna Limited,Industrials,Building Products & Equipment
POLYCAB.NS,EQ,16-APR-2019,INE455K01017,10,POLYCAB.NS,POLYCAB,Polycab India Limited,Industrials,Electrical Equipment & Parts
POLYMED.NS,EQ,07-DEC-2011,INE205C01021,5,POLYMED.NS,POLYMED,Poly Medicure Limited,Healthcare,Medical Instruments & Supplies
POLYPLEX.NS,EQ,11-APR-2003,INE633B01018,10,POLYPLEX.NS,POLYPLEX,Polyplex Corporation Limited,Basic Materials,Specialty Chemicals
POWERINDIA.NS,EQ,30-MAR-2020,INE07Y701011,2,POWERINDIA.NS,POWERINDIA,Hitachi Energy India Limited,Industrials,Electrical Equipment & Parts
POWERMECH.NS,EQ,26-AUG-2015,INE211R01019,10,POWERMECH.NS,POWERMECH,Power Mech Projects Limited,Industrials,Engineering & Construction
PPL.NS,EQ,14-JUN-2019,INE050001010,10,PPL.NS,PPL,Prakash Pipes Limited,Industrials,Building Products & Equipment
PPLPHARMA.NS,EQ,19-OCT-2022,INE0DK501011,10,PPLPHARMA.NS,PPLPHARMA,Piramal Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic
PRABHA.NS,EQ,19-MAR-2025,INE0I0M01023,1,PRABHA.NS,PRABHA,Prabha Energy Limited,Energy,Oil & Gas E&P
PRAJIND.NS,EQ,11-OCT-1995,INE074A01025,2,PRAJIND.NS,PRAJIND,Praj Industries Limited,Industrials,Engineering & Construction
PRAKASH.NS,EQ,10-MAY-1995,INE603A01013,10,PRAKASH.NS,PRAKASH,Prakash Industries Limited,Basic Materials,Steel
PRAKASHSTL.NS,EQ,25-AUG-2010,INE696K01024,1,PRAKASHSTL.NS,PRAKASHSTL,Prakash Steelage Limited,Basic Materials,Steel
PRECAM.NS,EQ,08-FEB-2016,INE484I01029,10,PRECAM.NS,PRECAM,Precision Camshafts Limited,Consumer Cyclical,Auto Parts
PRECWIRE.NS,EQ,06-SEP-1995,INE372C01037,1,PRECWIRE.NS,PRECWIRE,Precision Wires India Limited,Industrials,Electrical Equipment & Parts
PREMEXPLN.NS,EQ,17-JUN-2016,INE863B01029,2,PREMEXPLN.NS,PREMEXPLN,Premier Explosives Limited,Basic Materials,Specialty Chemicals
PREMIERENE.NS,EQ,03-SEP-2024,INE0BS701011,1,PREMIERENE.NS,PREMIERENE,PREMIER ENERGIES LIMITED,Technology,Solar
PREMIERPOL.NS,EQ,13-DEC-1995,INE309M01020,1,PREMIERPOL.NS,PREMIERPOL,Premier Polyfilm Ltd.,Basic Materials,Specialty Chemicals
PRICOLLTD.NS,EQ,10-FEB-2017,INE726V01018,1,PRICOLLTD.NS,PRICOLLTD,Pricol Limited,Consumer Cyclical,Auto Parts
PRIMESECU.NS,EQ,17-JUN-2005,INE032B01021,5,PRIMESECU.NS,PRIMESECU,Prime Securities Limited,Financial Services,Capital Markets
PRIMO.NS,EQ,22-APR-2025,INE607A01022,2,PRIMO.NS,PRIMO,Primo Chemicals Limited,Basic Materials,Chemicals
PRINCEPIPE.NS,EQ,30-DEC-2019,INE689W01016,10,PRINCEPIPE.NS,PRINCEPIPE,Prince Pipes and Fittings Limited,Industrials,Building Products & Equipment
PRITI.NS,EQ,02-MAR-2022,INE974Z01015,10,PRITI.NS,PRITI,Priti International Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
PRIVISCL.NS,EQ,08-MAY-2015,INE959A01019,10,PRIVISCL.NS,PRIVISCL,Privi Speciality Chemicals Limited,Basic Materials,Specialty Chemicals
PROSTARM.NS,EQ,03-JUN-2025,INE0BX301013,10,PROSTARM.NS,PROSTARM,PROSTARM INFO SYSTEMS LTD,Industrials,Electrical Equipment & Parts
PROTEAN.NS,EQ,06-FEB-2025,INE004A01022,10,PROTEAN.NS,PROTEAN,Protean eGov Technologies Limited,Technology,Information Technology Services
PRSMJOHNSN.NS,EQ,20-AUG-2003,INE010A01011,10,PRSMJOHNSN.NS,PRSMJOHNSN,Prism Johnson Limited,Basic Materials,Building Materials
PRUDENT.NS,EQ,20-MAY-2022,INE00F201020,5,PRUDENT.NS,PRUDENT,Prudent Corporate Advisory Services Limited,Financial Services,Asset Management
PSPPROJECT.NS,EQ,29-MAY-2017,INE488V01015,10,PSPPROJECT.NS,PSPPROJECT,PSP Projects Limited,Industrials,Engineering & Construction
PTCIL.NS,EQ,09-JUN-2023,INE596F01018,10,PTCIL.NS,PTCIL,PTC Industries Limited,Industrials,Metal Fabrication
PUNJABCHEM.NS,EQ,08-MAR-2007,INE277B01014,10,PUNJABCHEM.NS,PUNJABCHEM,Punjab Chemicals and Crop Protection Limited,Basic Materials,Chemicals
PVP.NS,EQ,03-APR-1996,INE362A01016,10,PVP.NS,PVP,PVP Ventures Limited,Industrials,Conglomerates
PYRAMID.NS,EQ,29-AUG-2023,INE0MIS01010,10,PYRAMID.NS,PYRAMID,Pyramid Technoplast Limited,Consumer Cyclical,Packaging & Containers
QPOWER.NS,EQ,24-FEB-2025,INE0SII01026,10,QPOWER.NS,QPOWER,QUALITY POWER ELEC EQUP L,Industrials,Electrical Equipment & Parts
QUADFUTURE.NS,EQ,14-JAN-2025,INE0LRY01011,10,QUADFUTURE.NS,QUADFUTURE,QUADRANT FUTURE TEK LTD,Industrials,Railroads
QUESS.NS,EQ,12-JUL-2016,INE615P01015,10,QUESS.NS,QUESS,Quess Corp Limited,Industrials,Staffing & Employment Services
QUICKHEAL.NS,EQ,18-FEB-2016,INE306L01010,10,QUICKHEAL.NS,QUICKHEAL,Quick Heal Technologies Limited,Technology,Software - Application
RACE.NS,EQ,09-MAY-2023,INE084Q01012,10,RACE.NS,RACE,Race Eco Chain Limited,Industrials,Waste Management
RACLGEAR.NS,EQ,27-NOV-2024,INE704B01017,10,RACLGEAR.NS,RACLGEAR,RACL Geartech Limited,Consumer Cyclical,Auto Parts
RADHIKAJWE.NS,EQ,18-JUL-2022,INE583V01021,2,RADHIKAJWE.NS,RADHIKAJWE,Radhika Jeweltech Limited,Consumer Cyclical,Luxury Goods
RADIANTCMS.NS,EQ,04-JAN-2023,INE855R01021,1,RADIANTCMS.NS,RADIANTCMS,Radiant Cash Management Services Limited,Industrials,Specialty Business Services
RADICO.NS,EQ,18-JUN-2003,INE944F01028,2,RADICO.NS,RADICO,Radico Khaitan Limited,Consumer Defensive,Beverages - Wineries & Distilleries
RAILTEL.NS,EQ,26-FEB-2021,INE0DD101019,10,RAILTEL.NS,RAILTEL,RailTel Corporation of India Limited,Communication Services,Telecom Services
RAINBOW.NS,EQ,10-MAY-2022,INE961O01016,10,RAINBOW.NS,RAINBOW,Rainbow Children's Medicare Limited,Healthcare,Medical Care Facilities
RAJESHEXPO.NS,EQ,09-FEB-2000,INE343B01030,1,RAJESHEXPO.NS,RAJESHEXPO,Rajesh Exports Limited,Consumer Cyclical,Luxury Goods
RAJMET.NS,BE,16-FEB-2021,INE00KV01022,1,RAJMET.NS,RAJMET,Rajnandini Metal Limited,Basic Materials,Copper
RAJOOENG.NS,EQ,29-MAY-2025,INE535F01024,1,RAJOOENG.NS,RAJOOENG,Rajoo Engineers Limited,Industrials,Specialty Industrial Machinery
RAJRATAN.NS,EQ,22-MAY-2020,INE451D01029,2,RAJRATAN.NS,RAJRATAN,Rajratan Global Wire Limited,Basic Materials,Steel
RAJRILTD.NS,BE,16-MAR-2022,INE533D01032,1,RAJRILTD.NS,RAJRILTD,Raj Rayon Industries Limited,Consumer Cyclical,Textile Manufacturing
RAJTV.NS,BE,16-MAR-2007,INE952H01027,5,RAJTV.NS,RAJTV,Raj Television Network Limited,Communication Services,Broadcasting
RALLIS.NS,EQ,01-APR-1999,INE613A01020,1,RALLIS.NS,RALLIS,Rallis India Limited,Basic Materials,Agricultural Inputs
RAMAPHO.NS,BE,05-AUG-2022,INE809A01032,5,RAMAPHO.NS,RAMAPHO,Rama Phosphates Limited,Basic Materials,Agricultural Inputs
RAMASTEEL.NS,EQ,19-AUG-2015,INE230R01035,1,RAMASTEEL.NS,RAMASTEEL,Rama Steel Tubes Limited,Basic Materials,Steel
RAMCOCEM.NS,EQ,09-APR-1997,INE331A01037,1,RAMCOCEM.NS,RAMCOCEM,The Ramco Cements Limited,Basic Materials,Building Materials
RAMCOIND.NS,EQ,06-NOV-1996,INE614A01028,1,RAMCOIND.NS,RAMCOIND,Ramco Industries Limited,Industrials,Building Products & Equipment
RAMCOSYS.NS,BE,12-APR-2000,INE246B01019,10,RAMCOSYS.NS,RAMCOSYS,Ramco Systems Limited,Technology,Software - Application
RAMKY.NS,EQ,08-OCT-2010,INE874I01013,10,RAMKY.NS,RAMKY,Ramky Infrastructure Limited,Industrials,Engineering & Construction
RAMRAT.NS,EQ,29-JUL-2022,INE207E01023,5,RAMRAT.NS,RAMRAT,Ram Ratna Wires Limited,Industrials,Electrical Equipment & Parts
RATEGAIN.NS,EQ,17-DEC-2021,INE0CLI01024,1,RATEGAIN.NS,RATEGAIN,RateGain Travel Technologies Limited,Technology,Software - Application
RATNAMANI.NS,EQ,09-MAY-2006,INE703B01027,2,RATNAMANI.NS,RATNAMANI,Ratnamani Metals & Tubes Limited,Basic Materials,Steel
RATNAVEER.NS,EQ,11-SEP-2023,INE05CZ01011,10,RATNAVEER.NS,RATNAVEER,Ratnaveer Precision Engineering Limited,Basic Materials,Steel
RAYMOND.NS,EQ,18-OCT-1995,INE301A01014,10,RAYMOND.NS,RAYMOND,Raymond Limited,Consumer Cyclical,Textile Manufacturing
RAYMONDLSL.NS,EQ,05-SEP-2024,INE02ID01020,2,RAYMONDLSL.NS,RAYMONDLSL,Raymond Lifestyle Limited,Consumer Cyclical,Apparel Manufacturing
RBZJEWEL.NS,EQ,27-DEC-2023,INE0PEQ01016,10,RBZJEWEL.NS,RBZJEWEL,RBZ Jewellers Limited,Consumer Cyclical,Luxury Goods
RCF.NS,EQ,07-JAN-1998,INE027A01015,10,RCF.NS,RCF,Rashtriya Chemicals and Fertilizers Limited,Basic Materials,Agricultural Inputs
REDINGTON.NS,EQ,15-FEB-2007,INE891D01026,2,REDINGTON.NS,REDINGTON,Redington Limited,Technology,Information Technology Services
REDTAPE.NS,EQ,11-AUG-2023,INE0LXT01019,2,REDTAPE.NS,REDTAPE,REDTAPE Limited,Consumer Cyclical,Footwear & Accessories
REFEX.NS,EQ,03-DEC-2009,INE056I01025,2,REFEX.NS,REFEX,Refex Industries Limited,Energy,Thermal Coal
RELAXO.NS,EQ,17-JUN-2011,INE131B01039,1,RELAXO.NS,RELAXO,Relaxo Footwears Limited,Consumer Cyclical,Footwear & Accessories
RELIANCE.NS,EQ,29-NOV-1995,INE002A01018,10,RELIANCE.NS,RELIANCE,Reliance Industries Limited,Energy,Oil & Gas Refining & Marketing
RELTD.NS,BE,30-JUL-2024,INE206N01018,10,RELTD.NS,RELTD,Ravindra Energy Limited,Technology,Solar
REMSONSIND.NS,EQ,31-JAN-1996,INE474C01023,2,REMSONSIND.NS,REMSONSIND,Remsons Industries Limited,Consumer Cyclical,Auto Parts
REPL.NS,EQ,14-DEC-2020,INE364Z01019,10,REPL.NS,REPL,Rudrabhishek Enterprises Limited,Industrials,Consulting Services
REPRO.NS,EQ,22-DEC-2005,INE461B01014,10,REPRO.NS,REPRO,Repro India Limited,Industrials,Specialty Business Services
RESPONIND.NS,EQ,29-OCT-2010,INE688D01026,1,RESPONIND.NS,RESPONIND,Responsive Industries Limited,Basic Materials,Specialty Chemicals
RETAIL.NS,EQ,26-JUN-2024,INE03DD01011,10,RETAIL.NS,RETAIL,JHS Svendgaard Retail Ventures Limited,Consumer Defensive,Grocery Stores
RHFL.NS,BE,22-SEP-2017,INE217K01011,10,RHFL.NS,RHFL,Reliance Home Finance Limited,Financial Services,Mortgage Finance
RHIM.NS,EQ,12-MAR-2012,INE743M01012,1,RHIM.NS,RHIM,RHI Magnesita India Limited,Industrials,Metal Fabrication
RHL.NS,EQ,25-APR-2023,INE508K01013,10,RHL.NS,RHL,Robust Hotels Limited,Consumer Cyclical,Lodging
RISHABH.NS,EQ,11-SEP-2023,INE0N2P01017,10,RISHABH.NS,RISHABH,Rishabh Instruments Limited,Technology,Scientific & Technical Instruments
RITES.NS,EQ,02-JUL-2018,INE320J01015,10,RITES.NS,RITES,RITES Limited,Industrials,Engineering & Construction
RKFORGE.NS,EQ,05-MAY-2004,INE399G01023,2,RKFORGE.NS,RKFORGE,Ramkrishna Forgings Limited,Industrials,Metal Fabrication
RKSWAMY.NS,EQ,12-MAR-2024,INE0NQ801033,5,RKSWAMY.NS,RKSWAMY,R K SWAMY LIMITED,Communication Services,Advertising Agencies
ROHLTD.NS,EQ,06-FEB-2006,INE283H01019,10,ROHLTD.NS,ROHLTD,Royal Orchid Hotels Limited,Consumer Cyclical,Lodging
ROLEXRINGS.NS,EQ,09-AUG-2021,INE645S01016,10,ROLEXRINGS.NS,ROLEXRINGS,Rolex Rings Limited,Industrials,Metal Fabrication
ROSSARI.NS,EQ,23-JUL-2020,INE02A801020,2,ROSSARI.NS,ROSSARI,Rossari Biotech Limited,Basic Materials,Specialty Chemicals
ROSSELLIND.NS,EQ,25-SEP-2012,INE847C01020,2,ROSSELLIND.NS,ROSSELLIND,Rossell India Limited,Industrials,Conglomerates
ROTO.NS,EQ,21-APR-2022,INE535D01037,1,ROTO.NS,ROTO,Roto Pumps Limited,Industrials,Specialty Industrial Machinery
ROUTE.NS,EQ,21-SEP-2020,INE450U01017,10,ROUTE.NS,ROUTE,Route Mobile Limited,Communication Services,Telecom Services
RPEL.NS,EQ,08-AUG-2024,INE912T01018,10,RPEL.NS,RPEL,Raghav Productivity Enhancers Limited,Basic Materials,Chemicals
RPPINFRA.NS,EQ,06-DEC-2010,INE324L01013,10,RPPINFRA.NS,RPPINFRA,R.P.P. Infra Projects Limited,Industrials,Engineering & Construction
RRKABEL.NS,EQ,20-SEP-2023,INE777K01022,5,RRKABEL.NS,RRKABEL,R R Kabel Limited,Industrials,Electrical Equipment & Parts
RSSOFTWARE.NS,BE,19-MAY-1999,INE165B01029,5,RSSOFTWARE.NS,RSSOFTWARE,R S Software (India) Limited,Technology,Information Technology Services
RSYSTEMS.NS,EQ,26-APR-2006,INE411H01032,1,RSYSTEMS.NS,RSYSTEMS,R Systems International Limited,Technology,Information Technology Services
RTNINDIA.NS,EQ,30-JUL-2012,INE834M01019,2,RTNINDIA.NS,RTNINDIA,RattanIndia Enterprises Limited,Consumer Cyclical,Internet Retail
RUBFILA.NS,EQ,08-AUG-2024,INE642C01025,5,RUBFILA.NS,RUBFILA,Rubfila International Limited,Basic Materials,Specialty Chemicals
RUCHIRA.NS,EQ,20-DEC-2006,INE803H01014,10,RUCHIRA.NS,RUCHIRA,Ruchira Papers Limited,Basic Materials,Paper & Paper Products
RUPA.NS,EQ,07-DEC-2011,INE895B01021,1,RUPA.NS,RUPA,Rupa & Company Limited,Consumer Cyclical,Apparel Manufacturing
RVNL.NS,EQ,11-APR-2019,INE415G01027,10,RVNL.NS,RVNL,Rail Vikas Nigam Limited,Industrials,Engineering & Construction
RVTH.NS,BE,11-SEP-2024,INE0DAB01012,10,RVTH.NS,RVTH,Revathi Equipment India Limited,Industrials,Farm & Heavy Construction Machinery
S&SPOWER.NS,BE,27-SEP-1995,INE902B01017,10,S&SPOWER.NS,S&SPOWER,S&S Power Switchgear Limited,Industrials,Electrical Equipment & Parts
SABTNL.NS,EQ,01-APR-2024,INE416A01044,10,SABTNL.NS,SABTNL,SRI ADHIKARI BRO TELE N L,Communication Services,Broadcasting
SAFARI.NS,EQ,12-SEP-2019,INE429E01023,2,SAFARI.NS,SAFARI,Safari Industries (India) Limited,Consumer Cyclical,Footwear & Accessories
SAGARDEEP.NS,EQ,25-JAN-2019,INE976T01013,10,SAGARDEEP.NS,SAGARDEEP,Sagardeep Alloys Limited,Basic Materials,Copper
SAGILITY.NS,EQ,12-NOV-2024,INE0W2G01015,10,SAGILITY.NS,SAGILITY,SAGILITY INDIA LIMITED,Healthcare,Health Information Services
SAH.NS,BE,12-JAN-2023,INE035801013,10,SAH.NS,SAH,Aeroflex Neu Limited,Consumer Cyclical,Packaging & Containers
SAHYADRI.NS,EQ,06-APR-2023,INE280H01015,10,SAHYADRI.NS,SAHYADRI,Sahyadri Industries Limited,Industrials,Building Products & Equipment
SAILIFE.NS,EQ,18-DEC-2024,INE570L01029,1,SAILIFE.NS,SAILIFE,SAI LIFE SCIENCES LIMITED,Healthcare,Diagnostics & Research
SAKAR.NS,BE,11-APR-2019,INE732S01012,10,SAKAR.NS,SAKAR,Sakar Healthcare Limited,Healthcare,Drug Manufacturers - Specialty & Generic
SAKSOFT.NS,EQ,09-MAY-2005,INE667G01023,1,SAKSOFT.NS,SAKSOFT,Saksoft Limited,Technology,Information Technology Services
SAKUMA.NS,BE,08-MAR-2006,INE190H01024,1,SAKUMA.NS,SAKUMA,Sakuma Exports Limited,Consumer Defensive,Farm Products
SALASAR.NS,EQ,25-JUL-2017,INE170V01027,1,SALASAR.NS,SALASAR,Salasar Techno Engineering Limited,Basic Materials,Steel
SALZERELEC.NS,EQ,02-DEC-2015,INE457F01013,10,SALZERELEC.NS,SALZERELEC,Salzer Electronics Limited,Industrials,Electrical Equipment & Parts
SAMBHAAV.NS,EQ,05-JUN-1996,INE699B01027,1,SAMBHAAV.NS,SAMBHAAV,Sambhaav Media Limited,Communication Services,Publishing
SANATHAN.NS,EQ,27-DEC-2024,INE0JPD01013,10,SANATHAN.NS,SANATHAN,SANATHAN TEXTILES LIMITED,Consumer Cyclical,Textile Manufacturing
SANDHAR.NS,EQ,02-APR-2018,INE278H01035,10,SANDHAR.NS,SANDHAR,Sandhar Technologies Limited,Consumer Cyclical,Auto Parts
SANDUMA.NS,EQ,07-SEP-2023,INE149K01016,10,SANDUMA.NS,SANDUMA,The Sandur Manganese & Iron Ores Limited,Basic Materials,Steel
SANGHVIMOV.NS,EQ,24-JAN-2007,INE989A01032,1,SANGHVIMOV.NS,SANGHVIMOV,Sanghvi Movers Limited,Industrials,Rental & Leasing Services
SANOFI.NS,EQ,19-MAY-2003,INE058A01010,10,SANOFI.NS,SANOFI,Sanofi India Limited,Healthcare,Drug Manufacturers - General
SANOFICONR.NS,EQ,13-SEP-2024,INE0UOS01011,10,SANOFICONR.NS,SANOFICONR,SANOFI CONS HEALTHC IND L,Healthcare,Drug Manufacturers - General
SANSERA.NS,EQ,24-SEP-2021,INE953O01021,2,SANSERA.NS,SANSERA,Sansera Engineering Limited,Consumer Cyclical,Auto Parts
SANSTAR.NS,EQ,26-JUL-2024,INE08NE01025,2,SANSTAR.NS,SANSTAR,SANSTAR LIMITED,Basic Materials,Chemicals
